,year,scaler_ssp_126,scaler_ssp_245,scaler_ssp_370,scaler_ssp_585
165,2015.0,1.0,1.0,1.0,1.0
166,2016.0,0.9944228194350739,0.9942978611179626,0.9965723878249051,0.9949472255810595
167,2017.0,0.9890539633277905,0.9895437519083168,0.9943731083012967,0.9914758290240155
168,2018.0,0.9834648165023748,0.9850255157147211,0.9922893976075661,0.9875074250964669
169,2019.0,0.978070863052614,0.9807921623056491,0.9885588722177574,0.9829237789986145
170,2020.0,0.974188522765106,0.9777983045900207,0.9849256072162839,0.9792525925562752
171,2021.0,0.9702314767472264,0.9743340188614874,0.9821896858089859,0.9755154599122939
172,2022.0,0.9665227145876137,0.9710905111272908,0.9792133147984976,0.9738058610023628
173,2023.0,0.9623173566521603,0.9681134392911838,0.9760915576306071,0.97099824687877
174,2024.0,0.9590656801789094,0.9660371781337386,0.9725450457397272,0.9678089697325158
175,2025.0,0.9577621163855184,0.9633477530427552,0.9690633548723895,0.9666572994710009
176,2026.0,0.954784112438072,0.9601997051092946,0.9665068569562677,0.9651037968878834
177,2027.0,0.9531859291467629,0.9578597658648159,0.9644462360849483,0.9640111197676491
178,2028.0,0.9511958512123436,0.9575575372039317,0.9628868600936391,0.962882274704765
179,2029.0,0.9504891027482972,0.9560680007263813,0.9604830910873552,0.9618920534286238
180,2030.0,0.9495361506861504,0.9545225953082999,0.9579392842175509,0.9598582665802475
181,2031.0,0.9484979351736785,0.9522253183997006,0.9561900950200055,0.9577406603289151
182,2032.0,0.9474680120631142,0.9501753217702696,0.9544255513896711,0.9556465863310124
183,2033.0,0.946712880223529,0.9476129712358891,0.9524584800287991,0.953256772081739
184,2034.0,0.945242557042526,0.9448800613793317,0.950417065839403,0.9513051446625321
185,2035.0,0.9433981315148472,0.9422893941561526,0.9488147115130465,0.9491422242645485
186,2036.0,0.9417302831107344,0.9407273000294876,0.9482923099983389,0.9469924606968675
187,2037.0,0.9396512478452019,0.9395207218661565,0.9480747698472806,0.9443215516824746
188,2038.0,0.9383350102832896,0.9383606237497446,0.9468249926629787,0.9420121664662869
189,2039.0,0.9371581501667802,0.9367694098567404,0.9448485933091839,0.9405977688250381
190,2040.0,0.9351787425750091,0.9345734354468406,0.9440538097590527,0.939753645755684
191,2041.0,0.9335176420185912,0.9330312481892772,0.9440896529655091,0.9385192653391804
192,2042.0,0.9323733795161682,0.931588192101037,0.9431337585528298,0.9358796267569702
