,year,scaler_ssp_126,scaler_ssp_245,scaler_ssp_370,scaler_ssp_585
193,2043.0,0.9315997831916626,0.9303407586184743,0.9405169616508446,0.9344340708979936
194,2044.0,0.9296758468679637,0.9278651642364139,0.9388919596408865,0.9336163206241996
195,2045.0,0.9287822555994104,0.925184877308515,0.937898104776873,0.9323612701435433
196,2046.0,0.9287444356689809,0.92371384034091,0.9371588187291897,0.9313151795756445
197,2047.0,0.9281939717330936,0.9231710070488592,0.935718686508285,0.9300641518193358
198,2048.0,0.926751024663054,0.920917214746905,0.9334011877699804,0.9284550769057441
199,2049.0,0.9256166807553741,0.9180641887690111,0.9300574976986065,0.9273893675784627
200,2050.0,0.924513228168586,0.9164161082557297,0.9291006587303796,0.9264993387220231
201,2051.0,0.9241566397536836,0.9166960253327568,0.9272129805576663,0.9254411331874318
202,2052.0,0.9234259067237609,0.9144402011287658,0.9255797240267434,0.924767742899157
203,2053.0,0.922630875857924,0.9132356953579462,0.9241905077992041,0.9244822716398218
204,2054.0,0.921884577983099,0.91212244862365,0.9232116512818468,0.923131753757927
205,2055.0,0.92112110581192,0.9119298930910147,0.921911565786063,0.9208921454056428
206,2056.0,0.9204269858880956,0.9122760206882689,0.9203176059144554,0.9200511620349858
207,2057.0,0.9195187389879386,0.9120406063830969,0.9192649476764873,0.9200567169646813
208,2058.0,0.9182279632430063,0.9120561693727085,0.918660436655877,0.9185985426953895
209,2059.0,0.9167971670619154,0.9122701561075046,0.9181508537408865,0.9170140240734025
210,2060.0,0.9158125792423689,0.9121172801269672,0.9172961838739568,0.9136385778828059
211,2061.0,0.9141669855893577,0.9126353587195329,0.9162319686636247,0.9128682626855543
212,2062.0,0.912233413888687,0.9124332035844397,0.9159245538215757,0.9119677698868628
213,2063.0,0.9114070677759453,0.9126067200520586,0.9154197028676253,0.9110535521296145
214,2064.0,0.9105931027490423,0.9127790739099694,0.915118951473739,0.909562539572981
215,2065.0,0.9100044504929901,0.9123874503019457,0.9149194863868628,0.9081228982980977
216,2066.0,0.9090353381371226,0.9120529510776341,0.914428972002736,0.9074428456814584
217,2067.0,0.9073932119359626,0.9115637212932061,0.9139705873328374,0.906365100512618
218,2068.0,0.9060861886672176,0.9114329948698983,0.91259898994322,0.904643611734431
219,2069.0,0.9056050867608075,0.9112165132668664,0.9113537365876274,0.9036253430754476
220,2070.0,0.9038706428298386,0.9103226060276348,0.9100545037011643,0.9028253319557118
221,2071.0,0.9024247602984843,0.9095301404841022,0.9098362931122304,0.9017725312879148
222,2072.0,0.9014974206834903,0.9101289952662034,0.9096737019676333,0.8997696844639358
223,2073.0,0.9000190836832834,0.9090050032703632,0.9089405356446905,0.8985293397184183
224,2074.0,0.8989148897699043,0.9096646774323047,0.9084979463851411,0.8976163932152099
225,2075.0,0.8978396784803376,0.9090025102054317,0.9079352432370961,0.8962466434508559
226,2076.0,0.8968871908446119,0.9070718605019454,0.9082270756217513,0.8948414139638412
227,2077.0,0.8955940457625041,0.9079986786080207,0.9076350549137739,0.8937187430793467
228,2078.0,0.8938965873082052,0.9075517209572775,0.9064781139640777,0.89230800666167
229,2079.0,0.8931015155217328,0.9065534704382141,0.9057465078345825,0.8919886300054358
230,2080.0,0.8915704382910251,0.905887346293653,0.9053573611614688,0.8907643002749238
231,2081.0,0.8908782076953443,0.9052756247566173,0.9041885262783752,0.8890839439988683
232,2082.0,0.8899888289214744,0.9050067331511714,0.9027583215689815,0.8880524508586682
233,2083.0,0.8892756161579092,0.9045262349259419,0.9021167664975973,0.8872132102827605
234,2084.0,0.8891024780821791,0.9040435123902075,0.9015569453677694,0.8858315861237716
235,2085.0,0.888919208613011,0.9035160054837404,0.9009619508428919,0.8844846803533226
236,2086.0,0.889376056529651,0.9030222034681583,0.9000388316245056,0.8830141978670497
237,2087.0,0.8895955609294247,0.9025473723816494,0.8995082343214765,0.8818544668092729
238,2088.0,0.8892073552013038,0.9019610855782014,0.8995216016575264,0.880904716032726
239,2089.0,0.8891031088895256,0.9014863660482096,0.8992234095387696,0.8797960304610325
240,2090.0,0.8895258277058335,0.9010251513639636,0.8983909266572975,0.8785754285433314
241,2091.0,0.8887545050173377,0.9017154978051903,0.8976992979012175,0.8773263851139417
242,2092.0,0.8879530296438213,0.9009941119387286,0.8970950111773532,0.8762016808593118
243,2093.0,0.8875619778175563,0.9006464411473663,0.896475761871313,0.8746906828769594
244,2094.0,0.8870710714800761,0.9002285324869853,0.8954326604606803,0.8731221669516177
245,2095.0,0.8867253951257421,0.8998484525241054,0.8944755395473274,0.8717831904039612
246,2096.0,0.8860277052919885,0.899520179553284,0.8937292840140975,0.8701962106694393
247,2097.0,0.8857556669765709,0.8983755843813973,0.893144319589371,0.8685966071484784
248,2098.0,0.884996871449576,0.8974757779043782,0.8922511438483893,0.8665643863265903
249,2099.0,0.8843709425303813,0.896219396883804,0.8911608700757442,0.8645512641935366
250,2100.0,0.8843709425303813,0.896219396883804,0.8911608700757442,0.8645512641935366
