Belgium,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
213,2013,0.6225806451612903,1.69,1.75,1.75,1.75,1.76
214,2014,2.3725806451612903,1.76,1.78,1.78,1.77,1.79
215,2015,1.7625806451612904,1.83,1.82,1.81,1.8,1.82
216,2016,1.5225806451612902,1.91,1.84,1.84,1.83,1.84
217,2017,1.8125806451612902,1.98,1.87,1.87,1.86,1.87
218,2018,2.38258064516129,2.06,1.89,1.91,1.89,1.9
219,2019,2.0925806451612905,2.15,1.92,1.94,1.92,1.93
220,2020,2.6225806451612903,2.23,1.95,1.98,1.95,1.96
221,2021,,,1.97,2.01,1.98,1.99
222,2022,,,2.0,2.05,2.01,2.02
223,2023,,,2.02,2.08,2.04,2.05
224,2024,,,2.03,2.11,2.06,2.08
225,2025,,,2.05,2.14,2.09,2.11
226,2026,,,2.07,2.17,2.12,2.14
227,2027,,,2.08,2.19,2.15,2.17
228,2028,,,2.1,2.22,2.19,2.21
229,2029,,,2.12,2.25,2.22,2.25
230,2030,,,2.14,2.27,2.25,2.29
231,2031,,,2.15,2.29,2.27,2.33
232,2032,,,2.17,2.31,2.3,2.37
233,2033,,,2.19,2.33,2.33,2.41
234,2034,,,2.2,2.34,2.35,2.45
235,2035,,,2.22,2.36,2.38,2.49
236,2036,,,2.24,2.37,2.41,2.53
237,2037,,,2.25,2.38,2.44,2.57
238,2038,,,2.27,2.4,2.47,2.61
239,2039,,,2.29,2.41,2.5,2.65
240,2040,,,2.31,2.43,2.53,2.69
241,2041,,,2.32,2.44,2.57,2.73
242,2042,,,2.34,2.46,2.6,2.77
243,2043,,,2.35,2.48,2.63,2.81
244,2044,,,2.36,2.49,2.67,2.85
245,2045,,,2.37,2.51,2.7,2.89
246,2046,,,2.38,2.52,2.74,2.93
247,2047,,,2.39,2.55,2.78,2.96
248,2048,,,2.39,2.56,2.82,3.0
249,2049,,,2.39,2.58,2.85,3.04
250,2050,,,2.39,2.6,2.88,3.08
251,2051,,,2.4,2.63,2.92,3.12
252,2052,,,2.4,2.65,2.95,3.16
253,2053,,,2.4,2.68,2.99,3.21
254,2054,,,2.4,2.7,3.02,3.25
255,2055,,,2.4,2.72,3.06,3.29
256,2056,,,2.4,2.75,3.09,3.34
257,2057,,,2.4,2.77,3.12,3.39
258,2058,,,2.4,2.79,3.15,3.43
259,2059,,,2.4,2.81,3.18,3.48
260,2060,,,2.4,2.83,3.2,3.52
261,2061,,,2.41,2.85,3.23,3.57
262,2062,,,2.41,2.87,3.26,3.62
263,2063,,,2.42,2.89,3.29,3.66
264,2064,,,2.42,2.91,3.32,3.71
265,2065,,,2.43,2.92,3.35,3.76
266,2066,,,2.43,2.94,3.38,3.81
267,2067,,,2.43,2.95,3.41,3.86
268,2068,,,2.43,2.96,3.44,3.9
269,2069,,,2.44,2.97,3.47,3.95
270,2070,,,2.43,2.98,3.5,4.0
271,2071,,,2.44,2.99,3.53,4.05
272,2072,,,2.44,3.0,3.57,4.1
273,2073,,,2.44,3.01,3.6,4.15
274,2074,,,2.44,3.03,3.64,4.2
275,2075,,,2.43,3.04,3.68,4.25
276,2076,,,2.43,3.05,3.72,4.3
277,2077,,,2.43,3.06,3.76,4.36
278,2078,,,2.42,3.08,3.8,4.41
279,2079,,,2.42,3.09,3.84,4.47
280,2080,,,2.41,3.11,3.89,4.52
281,2081,,,2.41,3.13,3.93,4.57
282,2082,,,2.41,3.14,3.97,4.63
283,2083,,,2.41,3.16,4.01,4.69
284,2084,,,2.41,3.17,4.05,4.74
285,2085,,,2.4,3.19,4.1,4.8
286,2086,,,2.4,3.2,4.14,4.86
287,2087,,,2.4,3.21,4.19,4.92
288,2088,,,2.39,3.23,4.24,4.97
289,2089,,,2.38,3.24,4.29,5.03
290,2090,,,2.38,3.25,4.33,5.09
291,2091,,,2.38,3.27,4.38,5.15
292,2092,,,2.37,3.28,4.43,5.21
293,2093,,,2.37,3.3,4.48,5.27
294,2094,,,2.36,3.31,4.52,5.33
295,2095,,,2.36,3.32,4.57,5.39
296,2096,,,2.36,3.34,4.62,5.44
297,2097,,,2.35,3.35,4.67,5.5
298,2098,,,2.35,3.36,4.71,5.55
299,2099,,,2.34,3.37,4.76,5.61
300,2100,,,2.34,3.39,4.81,5.67
