Belgium,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
0,1800,0.2725806451612904,0.25,,,,
1,1801,0.6025806451612904,0.19,,,,
2,1802,0.18258064516129038,0.14,,,,
3,1803,-0.5174193548387096,0.08,,,,
4,1804,-0.0174193548387096,0.02,,,,
5,1805,-1.2474193548387098,-0.04,,,,
6,1806,0.8825806451612904,-0.1,,,,
7,1807,0.17258064516129037,-0.16,,,,
8,1808,-0.5474193548387096,-0.22,,,,
9,1809,-0.22741935483870968,-0.27,,,,
10,1810,-0.35741935483870957,-0.31,,,,
11,1811,1.1525806451612903,-0.32,,,,
12,1812,-0.9474193548387096,-0.33,,,,
13,1813,-0.31741935483870964,-0.33,,,,
14,1814,-1.0974193548387094,-0.32,,,,
15,1815,-0.2874193548387096,-0.3,,,,
16,1816,-1.4174193548387097,-0.26,,,,
17,1817,-0.23741935483870957,-0.22,,,,
18,1818,0.3925806451612904,-0.16,,,,
19,1819,0.5025806451612904,-0.09,,,,
20,1820,-0.9274193548387096,-0.01,,,,
21,1821,0.17258064516129037,0.06,,,,
22,1822,1.1025806451612903,0.13,,,,
23,1823,-0.5474193548387096,0.17,,,,
24,1824,0.31258064516129036,0.19,,,,
25,1825,0.7125806451612904,0.2,,,,
26,1826,0.5925806451612904,0.19,,,,
27,1827,-0.12741935483870964,0.19,,,,
28,1828,0.6525806451612903,0.19,,,,
29,1829,-1.6574193548387095,0.18,,,,
30,1830,-0.6174193548387096,0.15,,,,
31,1831,0.8025806451612904,0.11,,,,
32,1832,-0.33741935483870966,0.06,,,,
33,1833,0.06258064516129036,0.01,,,,
34,1834,1.4625806451612902,-0.04,,,,
35,1835,0.02258064516129038,-0.07,,,,
36,1836,0.14258064516129038,-0.09,,,,
37,1837,-0.5074193548387096,-0.12,,,,
38,1838,-1.1874193548387098,-0.15,,,,
39,1839,0.10258064516129037,-0.18,,,,
40,1840,-0.6874193548387096,-0.21,,,,
41,1841,0.2725806451612904,-0.23,,,,
42,1842,-0.1574193548387096,-0.24,,,,
43,1843,0.10258064516129037,-0.24,,,,
44,1844,-0.7774193548387097,-0.23,,,,
45,1845,-1.0274193548387096,-0.22,,,,
46,1846,1.1825806451612904,-0.21,,,,
47,1847,-0.42741935483870963,-0.21,,,,
48,1848,0.11258064516129038,-0.22,,,,
49,1849,-0.007419354838709646,-0.21,,,,
50,1850,-0.5174193548387096,-0.2,0.68,0.67,0.68,0.64
51,1851,-0.34741935483870967,-0.17,0.67,0.66,0.67,0.63
52,1852,0.7925806451612905,-0.14,0.66,0.65,0.66,0.62
53,1853,-0.9674193548387097,-0.12,0.65,0.64,0.64,0.61
54,1854,-0.007419354838709646,-0.09,0.64,0.63,0.63,0.61
55,1855,-1.4474193548387095,-0.06,0.64,0.62,0.62,0.6
56,1856,0.0425806451612904,-0.03,0.63,0.62,0.61,0.59
57,1857,0.8225806451612904,0.01,0.62,0.61,0.6,0.59
58,1858,-0.4074193548387096,0.06,0.62,0.6,0.59,0.58
59,1859,0.9425806451612904,0.1,0.61,0.59,0.58,0.57
60,1860,-1.0574193548387094,0.15,0.6,0.58,0.57,0.57
61,1861,0.05258064516129035,0.2,0.6,0.58,0.56,0.56
62,1862,0.7325806451612904,0.23,0.59,0.57,0.54,0.56
63,1863,0.7425806451612904,0.24,0.59,0.57,0.54,0.56
64,1864,-1.1174193548387095,0.24,0.59,0.57,0.54,0.56
65,1865,0.5725806451612904,0.23,0.59,0.57,0.54,0.56
66,1866,0.5725806451612904,0.23,0.59,0.57,0.54,0.56
67,1867,-0.06741935483870964,0.22,0.59,0.57,0.54,0.56
68,1868,1.3225806451612905,0.21,0.59,0.57,0.55,0.56
69,1869,0.10258064516129037,0.19,0.59,0.57,0.55,0.56
70,1870,-0.6974193548387096,0.18,0.59,0.57,0.55,0.56
71,1871,-1.0174193548387098,0.15,0.59,0.57,0.55,0.56
72,1872,1.0925806451612905,0.13,0.59,0.57,0.54,0.55
73,1873,0.26258064516129037,0.11,0.59,0.56,0.54,0.55
74,1874,0.012580645161290371,0.08,0.58,0.56,0.54,0.55
75,1875,-0.1374193548387096,0.07,0.57,0.55,0.53,0.54
76,1876,0.2825806451612904,0.07,0.56,0.54,0.52,0.52
77,1877,0.24258064516129038,0.07,0.55,0.52,0.51,0.51
78,1878,0.18258064516129038,0.07,0.53,0.51,0.49,0.49
79,1879,-1.4074193548387095,0.06,0.51,0.49,0.48,0.48
80,1880,0.42258064516129035,0.02,0.5,0.48,0.47,0.46
81,1881,-0.4074193548387096,-0.03,0.48,0.46,0.45,0.44
82,1882,0.23258064516129037,-0.09,0.46,0.44,0.44,0.42
83,1883,0.012580645161290371,-0.16,0.44,0.43,0.42,0.41
84,1884,0.6725806451612903,-0.22,0.43,0.41,0.41,0.39
85,1885,-0.3674193548387096,-0.27,0.42,0.4,0.4,0.38
86,1886,0.012580645161290371,-0.31,0.41,0.39,0.39,0.37
87,1887,-1.0074193548387096,-0.33,0.4,0.38,0.38,0.36
88,1888,-1.0874193548387097,-0.35,0.4,0.38,0.38,0.36
89,1889,-0.6874193548387096,-0.36,0.4,0.38,0.38,0.36
90,1890,-0.8074193548387095,-0.36,0.4,0.38,0.39,0.36
91,1891,-0.5674193548387096,-0.34,0.41,0.39,0.39,0.37
92,1892,-0.46741935483870967,-0.29,0.42,0.4,0.4,0.38
93,1893,0.4625806451612904,-0.23,0.42,0.41,0.41,0.39
94,1894,0.24258064516129038,-0.16,0.43,0.41,0.42,0.4
95,1895,-0.4974193548387096,-0.09,0.44,0.42,0.42,0.41
96,1896,-0.24741935483870958,-0.02,0.45,0.43,0.43,0.42
97,1897,0.24258064516129038,0.03,0.46,0.44,0.44,0.43
98,1898,0.6625806451612903,0.07,0.46,0.45,0.44,0.43
99,1899,0.42258064516129035,0.1,0.47,0.46,0.45,0.44
100,1900,0.4825806451612904,0.11,0.48,0.47,0.46,0.45
101,1901,-0.20741935483870966,0.11,0.48,0.47,0.47,0.46
102,1902,-0.4774193548387097,0.1,0.49,0.48,0.48,0.47
103,1903,0.31258064516129036,0.09,0.49,0.48,0.48,0.47
104,1904,0.30258064516129035,0.08,0.48,0.48,0.48,0.47
105,1905,-0.0774193548387096,0.09,0.48,0.48,0.48,0.47
106,1906,0.2925806451612904,0.1,0.48,0.48,0.48,0.46
107,1907,-0.1374193548387096,0.12,0.47,0.48,0.48,0.46
108,1908,-0.3674193548387096,0.15,0.47,0.48,0.48,0.46
109,1909,-0.5974193548387097,0.18,0.47,0.48,0.48,0.47
110,1910,0.4025806451612904,0.19,0.48,0.49,0.48,0.47
111,1911,1.0525806451612905,0.2,0.48,0.49,0.49,0.47
112,1912,0.2825806451612904,0.21,0.49,0.5,0.49,0.48
113,1913,0.6825806451612904,0.22,0.5,0.51,0.5,0.49
114,1914,0.5425806451612903,0.24,0.5,0.51,0.5,0.49
115,1915,0.09258064516129039,0.25,0.51,0.52,0.5,0.5
116,1916,0.37258064516129036,0.25,0.52,0.52,0.51,0.5
117,1917,-0.6974193548387096,0.23,0.53,0.53,0.51,0.51
118,1918,0.4925806451612904,0.2,0.54,0.54,0.52,0.52
119,1919,-0.5974193548387097,0.17,0.55,0.55,0.53,0.53
120,1920,0.6225806451612903,0.15,0.56,0.56,0.55,0.54
121,1921,1.2325806451612904,0.15,0.58,0.57,0.56,0.55
122,1922,-0.6174193548387096,0.15,0.59,0.58,0.57,0.56
123,1923,0.06258064516129036,0.16,0.59,0.59,0.58,0.57
124,1924,-0.20741935483870966,0.17,0.6,0.59,0.59,0.57
125,1925,0.09258064516129039,0.18,0.6,0.59,0.59,0.57
126,1926,0.6825806451612904,0.19,0.6,0.6,0.6,0.57
127,1927,0.10258064516129037,0.21,0.6,0.6,0.6,0.58
128,1928,0.5625806451612904,0.24,0.61,0.6,0.6,0.58
129,1929,-0.2774193548387096,0.27,0.61,0.6,0.6,0.58
130,1930,0.8525806451612904,0.31,0.61,0.6,0.6,0.57
131,1931,-0.20741935483870966,0.35,0.6,0.6,0.59,0.57
132,1932,0.3325806451612904,0.38,0.6,0.59,0.59,0.57
133,1933,0.0425806451612904,0.39,0.6,0.59,0.58,0.57
134,1934,1.2125806451612904,0.38,0.6,0.59,0.58,0.56
135,1935,0.5625806451612904,0.37,0.6,0.59,0.58,0.57
136,1936,0.4025806451612904,0.36,0.61,0.6,0.58,0.57
137,1937,0.6925806451612904,0.35,0.61,0.6,0.59,0.58
138,1938,0.6325806451612903,0.36,0.62,0.61,0.59,0.58
139,1939,0.4925806451612904,0.37,0.63,0.62,0.6,0.59
140,1940,-0.7774193548387097,0.39,0.64,0.63,0.61,0.6
141,1941,-0.33741935483870966,0.41,0.65,0.64,0.62,0.61
142,1942,-0.35741935483870957,0.43,0.66,0.64,0.63,0.62
143,1943,0.9325806451612904,0.44,0.66,0.65,0.63,0.62
144,1944,0.2725806451612904,0.47,0.67,0.66,0.64,0.63
145,1945,1.0725806451612905,0.49,0.67,0.66,0.64,0.64
146,1946,0.21258064516129038,0.52,0.68,0.67,0.65,0.64
147,1947,0.8725806451612904,0.54,0.68,0.67,0.65,0.64
148,1948,0.9825806451612904,0.56,0.68,0.67,0.65,0.64
149,1949,1.2025806451612904,0.55,0.68,0.67,0.65,0.64
150,1950,0.5325806451612904,0.53,0.67,0.67,0.65,0.64
151,1951,0.6025806451612904,0.51,0.67,0.66,0.64,0.64
152,1952,0.13258064516129037,0.49,0.66,0.66,0.63,0.63
153,1953,0.7625806451612904,0.48,0.65,0.65,0.62,0.62
154,1954,-0.057419354838709635,0.47,0.64,0.64,0.62,0.62
155,1955,-0.1374193548387096,0.45,0.63,0.63,0.61,0.61
156,1956,-0.7674193548387097,0.42,0.62,0.62,0.6,0.6
157,1957,0.8425806451612904,0.38,0.61,0.61,0.59,0.59
158,1958,0.42258064516129035,0.35,0.59,0.6,0.58,0.57
159,1959,1.3825806451612905,0.34,0.58,0.58,0.57,0.56
160,1960,0.6825806451612904,0.35,0.56,0.57,0.55,0.54
161,1961,1.1825806451612904,0.36,0.54,0.55,0.54,0.52
162,1962,-0.7374193548387097,0.37,0.53,0.53,0.53,0.51
163,1963,-0.9874193548387097,0.38,0.51,0.52,0.52,0.5
164,1964,0.3425806451612904,0.37,0.51,0.51,0.51,0.49
165,1965,-0.19741935483870965,0.35,0.5,0.51,0.51,0.49
166,1966,0.7125806451612904,0.32,0.5,0.51,0.5,0.49
167,1967,0.7825806451612904,0.32,0.5,0.5,0.5,0.49
168,1968,0.14258064516129038,0.33,0.5,0.5,0.5,0.49
169,1969,0.31258064516129036,0.37,0.5,0.5,0.51,0.49
170,1970,0.23258064516129037,0.42,0.5,0.5,0.51,0.49
171,1971,0.5525806451612904,0.46,0.5,0.51,0.51,0.49
172,1972,0.06258064516129036,0.48,0.51,0.52,0.52,0.5
173,1973,0.5125806451612904,0.47,0.52,0.53,0.53,0.51
174,1974,0.8225806451612904,0.47,0.54,0.54,0.55,0.53
175,1975,0.8625806451612904,0.47,0.55,0.56,0.57,0.54
176,1976,1.0825806451612903,0.48,0.57,0.57,0.58,0.56
177,1977,0.6925806451612904,0.49,0.59,0.59,0.6,0.57
178,1978,0.012580645161290371,0.5,0.6,0.6,0.61,0.59
179,1979,-0.18741935483870964,0.48,0.62,0.61,0.63,0.6
180,1980,0.05258064516129035,0.46,0.64,0.63,0.64,0.62
181,1981,0.38258064516129037,0.44,0.65,0.65,0.66,0.64
182,1982,1.0925806451612905,0.45,0.68,0.67,0.68,0.66
183,1983,1.0625806451612902,0.47,0.7,0.69,0.71,0.68
184,1984,0.42258064516129035,0.52,0.73,0.72,0.73,0.71
185,1985,-0.42741935483870963,0.59,0.76,0.75,0.76,0.74
186,1986,0.02258064516129038,0.66,0.78,0.78,0.79,0.77
187,1987,-0.17741935483870963,0.73,0.81,0.81,0.81,0.79
188,1988,1.1825806451612904,0.79,0.84,0.84,0.84,0.82
189,1989,1.6525806451612906,0.84,0.87,0.87,0.87,0.85
190,1990,1.6325806451612905,0.9,0.9,0.9,0.9,0.89
191,1991,0.4825806451612904,0.97,0.94,0.94,0.94,0.92
192,1992,1.2525806451612904,1.05,0.98,0.98,0.98,0.96
193,1993,0.6425806451612903,1.13,1.02,1.03,1.02,1.01
194,1994,1.7525806451612902,1.2,1.06,1.07,1.07,1.05
195,1995,1.4325806451612904,1.26,1.11,1.11,1.11,1.09
196,1996,-0.3674193548387096,1.3,1.15,1.15,1.15,1.13
197,1997,1.2325806451612904,1.33,1.19,1.19,1.19,1.17
198,1998,1.1225806451612903,1.36,1.23,1.23,1.23,1.21
199,1999,1.7225806451612904,1.4,1.27,1.27,1.27,1.25
200,2000,1.8025806451612905,1.43,1.31,1.31,1.32,1.3
201,2001,1.3025806451612905,1.46,1.36,1.36,1.36,1.34
202,2002,1.7825806451612904,1.48,1.4,1.4,1.4,1.38
203,2003,1.6425806451612903,1.5,1.44,1.44,1.44,1.42
204,2004,1.1125806451612905,1.5,1.47,1.47,1.48,1.46
205,2005,1.4125806451612903,1.5,1.51,1.51,1.51,1.5
206,2006,1.8425806451612905,1.49,1.54,1.54,1.55,1.53
207,2007,1.8925806451612903,1.48,1.57,1.57,1.58,1.56
208,2008,1.2525806451612904,1.48,1.6,1.6,1.61,1.59
209,2009,1.3325806451612903,1.5,1.63,1.62,1.64,1.63
210,2010,0.07258064516129037,1.52,1.66,1.65,1.67,1.66
211,2011,2.0625806451612902,1.55,1.69,1.68,1.69,1.69
212,2012,1.1325806451612905,1.62,1.72,1.71,1.72,1.72
