Fiji,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
113,1913,-0.043636363636363695,0.18,0.65,0.64,0.66,0.64
114,1914,-0.033636363636363686,0.17,0.65,0.65,0.66,0.65
115,1915,0.3863636363636363,0.16,0.66,0.65,0.66,0.65
116,1916,0.4463636363636363,0.15,0.66,0.65,0.67,0.65
117,1917,0.16636363636363632,0.15,0.66,0.66,0.67,0.66
118,1918,0.1463636363636363,0.15,0.67,0.66,0.67,0.66
119,1919,0.10636363636363633,0.15,0.67,0.67,0.68,0.67
120,1920,-0.053636363636363704,0.15,0.68,0.67,0.68,0.67
121,1921,0.2763636363636363,0.16,0.69,0.68,0.69,0.68
122,1922,0.0763636363636363,0.17,0.69,0.69,0.7,0.69
123,1923,-0.19363636363636372,0.18,0.7,0.69,0.71,0.69
124,1924,0.3463636363636363,0.2,0.71,0.7,0.71,0.7
125,1925,0.1463636363636363,0.21,0.71,0.71,0.72,0.71
126,1926,0.2163636363636363,0.23,0.72,0.71,0.72,0.71
127,1927,0.9163636363636363,0.24,0.72,0.72,0.73,0.72
128,1928,0.41636363636363627,0.26,0.72,0.72,0.73,0.72
129,1929,0.6763636363636363,0.28,0.73,0.73,0.74,0.72
130,1930,-0.11363636363636365,0.3,0.73,0.73,0.75,0.73
131,1931,0.17636363636363628,0.31,0.74,0.74,0.75,0.74
132,1932,0.41636363636363627,0.33,0.74,0.74,0.76,0.74
133,1933,0.2663636363636363,0.34,0.75,0.75,0.77,0.75
134,1934,0.1863636363636363,0.34,0.75,0.75,0.77,0.75
135,1935,0.4263636363636363,0.35,0.75,0.75,0.78,0.75
136,1936,0.4563636363636363,0.36,0.76,0.76,0.78,0.76
137,1937,0.5063636363636363,0.37,0.76,0.76,0.78,0.76
138,1938,0.5063636363636363,0.38,0.76,0.76,0.78,0.76
139,1939,-0.08363636363636373,0.39,0.76,0.76,0.78,0.76
140,1940,0.2563636363636363,0.39,0.76,0.76,0.78,0.76
141,1941,0.6063636363636363,0.41,0.77,0.76,0.79,0.77
142,1942,0.3563636363636363,0.42,0.77,0.76,0.79,0.77
143,1943,0.40636363636363626,0.44,0.77,0.76,0.79,0.77
144,1944,0.3063636363636363,0.45,0.77,0.76,0.78,0.77
145,1945,0.3163636363636363,0.47,0.77,0.76,0.78,0.77
146,1946,0.5363636363636363,0.5,0.77,0.76,0.78,0.77
147,1947,0.8963636363636363,0.52,0.77,0.76,0.78,0.77
148,1948,0.5663636363636363,0.54,0.77,0.76,0.78,0.77
149,1949,0.5863636363636363,0.56,0.77,0.76,0.78,0.77
150,1950,0.7063636363636363,0.57,0.78,0.77,0.78,0.77
151,1951,0.3063636363636363,0.58,0.78,0.77,0.78,0.77
152,1952,0.7063636363636363,0.59,0.78,0.77,0.78,0.78
153,1953,0.5963636363636363,0.59,0.79,0.78,0.79,0.78
154,1954,0.6863636363636363,0.59,0.79,0.78,0.79,0.78
155,1955,0.5963636363636363,0.59,0.79,0.79,0.79,0.79
156,1956,0.5063636363636363,0.59,0.8,0.79,0.8,0.79
157,1957,0.4363636363636363,0.59,0.8,0.8,0.8,0.8
158,1958,0.5163636363636364,0.59,0.8,0.8,0.81,0.8
159,1959,0.7763636363636364,0.58,0.8,0.8,0.81,0.8
160,1960,0.5663636363636363,0.57,0.8,0.8,0.81,0.8
161,1961,0.7763636363636364,0.55,0.8,0.8,0.81,0.8
162,1962,0.5163636363636364,0.54,0.8,0.8,0.81,0.8
163,1963,0.5563636363636363,0.53,0.8,0.8,0.81,0.8
164,1964,0.7663636363636364,0.52,0.8,0.8,0.81,0.8
165,1965,0.026363636363636256,0.52,0.8,0.8,0.81,0.8
166,1966,0.2063636363636363,0.51,0.8,0.8,0.81,0.8
167,1967,0.36636363636363634,0.51,0.8,0.8,0.81,0.8
168,1968,0.4463636363636363,0.52,0.8,0.8,0.81,0.8
169,1969,0.4763636363636363,0.54,0.8,0.81,0.81,0.8
170,1970,0.7163636363636363,0.56,0.8,0.81,0.82,0.8
171,1971,0.6163636363636363,0.58,0.81,0.81,0.82,0.81
172,1972,0.3463636363636363,0.61,0.81,0.82,0.83,0.81
173,1973,0.9563636363636363,0.63,0.82,0.83,0.83,0.82
174,1974,0.7863636363636363,0.65,0.83,0.84,0.84,0.83
175,1975,0.9163636363636363,0.66,0.84,0.85,0.85,0.84
176,1976,0.6563636363636363,0.68,0.85,0.86,0.86,0.85
177,1977,0.5063636363636363,0.69,0.86,0.87,0.88,0.86
178,1978,0.4263636363636363,0.7,0.87,0.88,0.89,0.87
179,1979,0.7263636363636363,0.71,0.89,0.89,0.9,0.88
180,1980,0.6963636363636363,0.72,0.9,0.91,0.91,0.9
181,1981,0.8063636363636363,0.72,0.91,0.92,0.92,0.91
182,1982,0.6763636363636363,0.73,0.92,0.93,0.94,0.92
183,1983,0.7363636363636363,0.76,0.94,0.94,0.95,0.93
184,1984,1.0463636363636364,0.78,0.95,0.96,0.97,0.95
185,1985,0.8963636363636363,0.8,0.96,0.97,0.98,0.96
186,1986,0.4763636363636363,0.81,0.98,0.98,1.0,0.97
187,1987,0.6563636363636363,0.82,0.99,0.99,1.01,0.99
188,1988,1.3763636363636365,0.82,1.01,1.01,1.02,1.0
189,1989,0.8963636363636363,0.84,1.02,1.02,1.04,1.01
190,1990,0.9763636363636363,0.86,1.03,1.03,1.05,1.03
191,1991,0.8263636363636363,0.88,1.05,1.05,1.07,1.04
192,1992,0.8063636363636363,0.92,1.06,1.06,1.08,1.06
193,1993,0.4663636363636363,0.95,1.08,1.08,1.1,1.07
194,1994,0.6363636363636362,1.0,1.1,1.09,1.12,1.09
195,1995,1.1963636363636363,1.04,1.11,1.11,1.13,1.11
196,1996,1.2963636363636364,1.07,1.13,1.13,1.15,1.12
197,1997,0.8863636363636362,1.11,1.14,1.14,1.17,1.14
198,1998,1.4163636363636363,1.15,1.16,1.16,1.18,1.16
199,1999,1.2163636363636363,1.18,1.18,1.18,1.2,1.17
200,2000,1.3363636363636364,1.21,1.19,1.2,1.21,1.19
201,2001,1.3263636363636362,1.23,1.21,1.21,1.23,1.21
202,2002,1.3463636363636362,1.24,1.23,1.23,1.24,1.23
203,2003,1.1063636363636364,1.25,1.24,1.24,1.26,1.24
204,2004,1.1063636363636364,1.26,1.26,1.26,1.27,1.26
205,2005,1.2163636363636363,1.27,1.27,1.27,1.28,1.27
206,2006,1.2063636363636363,1.27,1.29,1.29,1.3,1.29
207,2007,1.6563636363636363,1.28,1.31,1.3,1.31,1.3
208,2008,1.2763636363636364,1.28,1.32,1.32,1.33,1.32
209,2009,0.7863636363636363,1.29,1.34,1.34,1.34,1.34
210,2010,1.5163636363636361,1.31,1.36,1.35,1.36,1.35
211,2011,1.3963636363636363,1.33,1.37,1.37,1.37,1.37
212,2012,1.0963636363636362,1.35,1.39,1.38,1.39,1.38
213,2013,1.4763636363636363,1.39,1.41,1.4,1.4,1.4
214,2014,1.2363636363636363,1.42,1.42,1.42,1.42,1.42
215,2015,1.1263636363636365,1.45,1.44,1.44,1.44,1.44
216,2016,1.5763636363636362,1.48,1.46,1.46,1.46,1.46
217,2017,1.6563636363636363,1.52,1.48,1.48,1.48,1.48
218,2018,1.4563636363636363,1.56,1.5,1.51,1.5,1.51
219,2019,1.5563636363636362,1.59,1.52,1.53,1.52,1.53
220,2020,1.8063636363636362,1.63,1.54,1.55,1.53,1.55
221,2021,,,1.56,1.57,1.55,1.58
222,2022,,,1.58,1.58,1.57,1.6
223,2023,,,1.59,1.6,1.59,1.63
224,2024,,,1.61,1.62,1.61,1.65
225,2025,,,1.63,1.64,1.63,1.68
226,2026,,,1.65,1.65,1.65,1.7
227,2027,,,1.66,1.67,1.67,1.73
228,2028,,,1.68,1.69,1.69,1.76
229,2029,,,1.7,1.7,1.71,1.78
230,2030,,,1.71,1.72,1.73,1.81
231,2031,,,1.73,1.73,1.75,1.83
232,2032,,,1.74,1.75,1.77,1.86
233,2033,,,1.75,1.76,1.79,1.88
234,2034,,,1.76,1.78,1.82,1.91
235,2035,,,1.77,1.8,1.84,1.93
236,2036,,,1.78,1.81,1.87,1.96
237,2037,,,1.79,1.83,1.89,1.98
238,2038,,,1.8,1.85,1.92,2.01
239,2039,,,1.81,1.87,1.94,2.04
240,2040,,,1.82,1.89,1.97,2.07
241,2041,,,1.82,1.9,1.99,2.1
242,2042,,,1.83,1.92,2.02,2.13
243,2043,,,1.84,1.94,2.04,2.16
244,2044,,,1.85,1.96,2.07,2.19
245,2045,,,1.85,1.97,2.1,2.22
246,2046,,,1.86,1.99,2.13,2.25
247,2047,,,1.87,2.01,2.15,2.28
248,2048,,,1.87,2.03,2.18,2.31
249,2049,,,1.88,2.04,2.2,2.35
250,2050,,,1.88,2.06,2.23,2.38
251,2051,,,1.89,2.08,2.26,2.42
252,2052,,,1.89,2.1,2.28,2.45
253,2053,,,1.9,2.12,2.31,2.49
254,2054,,,1.9,2.13,2.33,2.52
255,2055,,,1.91,2.15,2.36,2.55
256,2056,,,1.91,2.17,2.39,2.58
257,2057,,,1.91,2.19,2.41,2.61
258,2058,,,1.91,2.21,2.44,2.64
259,2059,,,1.92,2.22,2.46,2.68
260,2060,,,1.92,2.24,2.49,2.7
261,2061,,,1.92,2.25,2.51,2.74
262,2062,,,1.93,2.27,2.54,2.77
263,2063,,,1.93,2.28,2.56,2.81
264,2064,,,1.94,2.29,2.59,2.84
265,2065,,,1.94,2.3,2.61,2.87
266,2066,,,1.94,2.32,2.64,2.91
267,2067,,,1.94,2.33,2.66,2.94
268,2068,,,1.94,2.34,2.69,2.98
269,2069,,,1.93,2.35,2.71,3.01
270,2070,,,1.93,2.36,2.74,3.05
271,2071,,,1.93,2.38,2.77,3.09
272,2072,,,1.92,2.39,2.79,3.13
273,2073,,,1.92,2.4,2.82,3.17
274,2074,,,1.92,2.41,2.85,3.21
275,2075,,,1.91,2.43,2.88,3.24
276,2076,,,1.91,2.43,2.91,3.28
277,2077,,,1.9,2.45,2.93,3.32
278,2078,,,1.89,2.46,2.96,3.36
279,2079,,,1.89,2.47,2.99,3.4
280,2080,,,1.89,2.47,3.02,3.44
281,2081,,,1.88,2.48,3.05,3.48
282,2082,,,1.88,2.49,3.07,3.52
283,2083,,,1.88,2.5,3.1,3.56
284,2084,,,1.88,2.5,3.13,3.6
285,2085,,,1.88,2.51,3.16,3.64
286,2086,,,1.88,2.52,3.19,3.67
287,2087,,,1.88,2.53,3.22,3.71
288,2088,,,1.88,2.54,3.25,3.75
289,2089,,,1.88,2.55,3.28,3.79
290,2090,,,1.88,2.55,3.31,3.83
291,2091,,,1.87,2.56,3.34,3.86
292,2092,,,1.87,2.57,3.37,3.9
293,2093,,,1.87,2.58,3.4,3.94
294,2094,,,1.87,2.59,3.43,3.98
295,2095,,,1.86,2.6,3.45,4.02
296,2096,,,1.86,2.6,3.48,4.05
297,2097,,,1.86,2.61,3.51,4.09
298,2098,,,1.85,2.62,3.54,4.13
299,2099,,,1.85,2.62,3.56,4.16
300,2100,,,1.84,2.63,3.59,4.2
