Armenia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
88,1888,0.36451612903225805,-0.06,0.08,0.05,0.12,0.07
89,1889,0.264516129032258,-0.06,0.08,0.05,0.12,0.07
90,1890,0.17451612903225802,-0.06,0.09,0.06,0.13,0.07
91,1891,-0.22548387096774197,-0.06,0.1,0.07,0.14,0.08
92,1892,0.35451612903225804,-0.06,0.11,0.08,0.15,0.1
93,1893,-0.145483870967742,-0.06,0.14,0.1,0.17,0.12
94,1894,-0.5554838709677419,-0.06,0.16,0.13,0.19,0.14
95,1895,-0.08548387096774196,-0.05,0.18,0.15,0.21,0.16
96,1896,-0.46548387096774196,-0.06,0.19,0.16,0.22,0.17
97,1897,-0.02548387096774196,-0.06,0.19,0.16,0.22,0.17
98,1898,-0.5454838709677419,-0.07,0.19,0.16,0.21,0.16
99,1899,1.114516129032258,-0.08,0.18,0.15,0.2,0.15
100,1900,-0.11548387096774199,-0.09,0.17,0.13,0.19,0.14
101,1901,0.9445161290322581,-0.09,0.16,0.12,0.17,0.13
102,1902,0.15451612903225803,-0.09,0.14,0.11,0.15,0.12
103,1903,-0.22548387096774197,-0.09,0.13,0.09,0.14,0.1
104,1904,-0.46548387096774196,-0.09,0.11,0.08,0.12,0.09
105,1905,-0.03548387096774197,-0.09,0.1,0.06,0.1,0.07
106,1906,-0.005483870967741944,-0.1,0.08,0.05,0.09,0.06
107,1907,-0.7354838709677418,-0.1,0.07,0.03,0.07,0.04
108,1908,-0.5854838709677419,-0.08,0.05,0.02,0.06,0.03
109,1909,0.264516129032258,-0.05,0.04,0.01,0.06,0.02
110,1910,0.11451612903225805,0.01,0.04,0.01,0.05,0.02
111,1911,-1.425483870967742,0.07,0.04,0.01,0.06,0.02
112,1912,0.584516129032258,0.14,0.05,0.02,0.08,0.03
113,1913,-0.275483870967742,0.21,0.07,0.04,0.09,0.05
114,1914,0.10451612903225804,0.27,0.08,0.05,0.11,0.07
115,1915,0.524516129032258,0.32,0.1,0.07,0.13,0.08
116,1916,0.6645161290322581,0.36,0.12,0.09,0.15,0.1
117,1917,1.024516129032258,0.39,0.14,0.11,0.17,0.12
118,1918,0.524516129032258,0.42,0.16,0.12,0.19,0.14
119,1919,0.5045161290322581,0.44,0.17,0.14,0.2,0.16
120,1920,-1.375483870967742,0.44,0.19,0.16,0.22,0.17
121,1921,-0.695483870967742,0.42,0.21,0.17,0.23,0.19
122,1922,0.7445161290322581,0.38,0.22,0.19,0.25,0.2
123,1923,0.524516129032258,0.32,0.24,0.2,0.26,0.22
124,1924,0.6745161290322581,0.26,0.25,0.21,0.27,0.23
125,1925,0.5145161290322581,0.19,0.25,0.22,0.27,0.23
126,1926,0.18451612903225803,0.12,0.26,0.22,0.27,0.23
127,1927,0.14451612903225802,0.06,0.26,0.22,0.28,0.24
128,1928,-0.905483870967742,0.0,0.26,0.22,0.27,0.24
129,1929,-0.5754838709677419,-0.04,0.26,0.22,0.27,0.24
130,1930,0.584516129032258,-0.06,0.26,0.22,0.27,0.23
131,1931,-0.5154838709677421,-0.07,0.26,0.22,0.27,0.23
132,1932,-0.44548387096774195,-0.06,0.26,0.22,0.27,0.23
133,1933,-0.675483870967742,-0.03,0.26,0.22,0.27,0.24
134,1934,-0.5654838709677419,0.02,0.26,0.23,0.27,0.24
135,1935,0.46451612903225803,0.07,0.25,0.23,0.27,0.24
136,1936,0.24451612903225803,0.13,0.25,0.22,0.27,0.23
137,1937,0.754516129032258,0.19,0.25,0.22,0.27,0.23
138,1938,0.34451612903225803,0.23,0.25,0.22,0.26,0.23
139,1939,0.434516129032258,0.27,0.25,0.22,0.26,0.23
140,1940,0.834516129032258,0.3,0.25,0.22,0.26,0.23
141,1941,0.534516129032258,0.31,0.25,0.22,0.26,0.24
142,1942,0.14451612903225802,0.29,0.25,0.22,0.26,0.24
143,1943,0.08451612903225802,0.26,0.25,0.22,0.25,0.24
144,1944,0.6645161290322581,0.22,0.25,0.22,0.25,0.24
145,1945,-0.5954838709677419,0.19,0.24,0.22,0.25,0.23
146,1946,-0.11548387096774199,0.16,0.24,0.21,0.25,0.23
147,1947,0.994516129032258,0.15,0.23,0.21,0.24,0.22
148,1948,-0.015483870967741953,0.14,0.23,0.2,0.24,0.22
149,1949,-0.5554838709677419,0.14,0.23,0.2,0.24,0.21
150,1950,-0.265483870967742,0.15,0.22,0.2,0.24,0.21
151,1951,0.29451612903225804,0.16,0.22,0.2,0.24,0.21
152,1952,0.734516129032258,0.18,0.23,0.2,0.25,0.21
153,1953,-0.145483870967742,0.21,0.23,0.2,0.25,0.21
154,1954,0.434516129032258,0.25,0.23,0.2,0.25,0.21
155,1955,1.4645161290322581,0.3,0.23,0.2,0.25,0.21
156,1956,-0.7254838709677418,0.35,0.22,0.19,0.24,0.2
157,1957,0.35451612903225804,0.39,0.21,0.18,0.23,0.2
158,1958,0.47451612903225804,0.41,0.2,0.17,0.22,0.18
159,1959,-0.5254838709677421,0.41,0.19,0.16,0.21,0.17
160,1960,0.784516129032258,0.39,0.18,0.15,0.2,0.16
161,1961,0.9745161290322579,0.36,0.16,0.14,0.19,0.15
162,1962,1.4345161290322581,0.34,0.15,0.13,0.18,0.14
163,1963,0.754516129032258,0.32,0.14,0.12,0.16,0.13
164,1964,-0.505483870967742,0.31,0.13,0.11,0.15,0.11
165,1965,-0.02548387096774196,0.28,0.11,0.09,0.14,0.1
166,1966,2.334516129032258,0.24,0.1,0.08,0.12,0.09
167,1967,-0.405483870967742,0.19,0.08,0.07,0.11,0.07
168,1968,0.444516129032258,0.14,0.07,0.05,0.09,0.06
169,1969,-0.20548387096774196,0.08,0.06,0.04,0.08,0.05
170,1970,1.364516129032258,0.05,0.05,0.04,0.08,0.04
171,1971,0.554516129032258,0.06,0.05,0.04,0.08,0.04
172,1972,-0.7654838709677418,0.09,0.05,0.04,0.08,0.05
173,1973,-0.33548387096774196,0.14,0.06,0.05,0.09,0.05
174,1974,-0.23548387096774198,0.19,0.08,0.07,0.1,0.07
175,1975,0.46451612903225803,0.23,0.09,0.08,0.12,0.08
176,1976,-0.145483870967742,0.27,0.1,0.09,0.13,0.1
177,1977,0.21451612903225803,0.31,0.12,0.11,0.14,0.11
178,1978,0.534516129032258,0.35,0.14,0.13,0.16,0.13
179,1979,1.584516129032258,0.39,0.16,0.15,0.18,0.15
180,1980,0.794516129032258,0.44,0.18,0.18,0.2,0.17
181,1981,1.254516129032258,0.48,0.21,0.2,0.23,0.2
182,1982,-0.34548387096774197,0.52,0.24,0.23,0.26,0.23
183,1983,0.384516129032258,0.55,0.27,0.26,0.29,0.26
184,1984,0.47451612903225804,0.57,0.29,0.29,0.32,0.29
185,1985,0.534516129032258,0.58,0.32,0.32,0.35,0.32
186,1986,0.734516129032258,0.57,0.35,0.35,0.37,0.35
187,1987,0.49451612903225806,0.57,0.38,0.38,0.4,0.38
188,1988,0.054516129032258054,0.59,0.41,0.42,0.44,0.41
189,1989,1.154516129032258,0.63,0.44,0.45,0.47,0.44
190,1990,0.6745161290322581,0.68,0.48,0.49,0.51,0.48
191,1991,0.854516129032258,0.74,0.52,0.54,0.56,0.52
192,1992,-0.915483870967742,0.81,0.57,0.58,0.61,0.57
193,1993,-0.705483870967742,0.88,0.62,0.63,0.65,0.62
194,1994,0.534516129032258,0.95,0.67,0.68,0.7,0.67
195,1995,1.344516129032258,1.01,0.72,0.72,0.75,0.71
196,1996,1.2145161290322581,1.06,0.76,0.77,0.8,0.76
197,1997,0.6845161290322581,1.1,0.81,0.81,0.85,0.8
198,1998,1.914516129032258,1.13,0.86,0.86,0.89,0.85
199,1999,1.7045161290322581,1.16,0.91,0.91,0.94,0.9
200,2000,1.274516129032258,1.18,0.96,0.96,0.99,0.95
201,2001,1.794516129032258,1.19,1.01,1.0,1.05,1.0
202,2002,0.9245161290322581,1.18,1.06,1.05,1.1,1.05
203,2003,0.694516129032258,1.17,1.11,1.1,1.15,1.1
204,2004,1.004516129032258,1.14,1.16,1.15,1.19,1.15
205,2005,1.094516129032258,1.12,1.21,1.19,1.24,1.2
206,2006,1.4345161290322581,1.12,1.25,1.24,1.28,1.25
207,2007,0.754516129032258,1.13,1.3,1.29,1.33,1.29
208,2008,0.9345161290322581,1.17,1.35,1.33,1.37,1.34
209,2009,1.044516129032258,1.22,1.39,1.38,1.41,1.38
210,2010,2.924516129032258,1.28,1.44,1.43,1.45,1.43
211,2011,0.40451612903225803,1.35,1.48,1.48,1.49,1.48
212,2012,1.584516129032258,1.45,1.53,1.53,1.54,1.53
213,2013,1.174516129032258,1.54,1.58,1.58,1.58,1.58
214,2014,2.064516129032258,1.64,1.63,1.64,1.63,1.63
215,2015,2.064516129032258,1.73,1.68,1.69,1.67,1.69
216,2016,1.364516129032258,1.83,1.72,1.74,1.71,1.73
217,2017,1.544516129032258,1.93,1.77,1.78,1.75,1.78
218,2018,3.0545161290322578,2.03,1.81,1.83,1.78,1.82
219,2019,2.214516129032258,2.13,1.85,1.87,1.82,1.86
220,2020,2.044516129032258,2.23,1.9,1.91,1.86,1.91
221,2021,,,1.94,1.94,1.9,1.95
222,2022,,,1.98,1.98,1.93,2.0
223,2023,,,2.01,2.01,1.97,2.04
224,2024,,,2.05,2.05,2.01,2.08
225,2025,,,2.08,2.08,2.05,2.13
226,2026,,,2.12,2.11,2.09,2.18
227,2027,,,2.15,2.14,2.13,2.23
228,2028,,,2.18,2.17,2.18,2.28
229,2029,,,2.22,2.2,2.22,2.33
230,2030,,,2.25,2.23,2.26,2.38
231,2031,,,2.27,2.25,2.3,2.43
232,2032,,,2.3,2.28,2.34,2.48
233,2033,,,2.32,2.31,2.38,2.53
234,2034,,,2.33,2.33,2.41,2.58
235,2035,,,2.35,2.36,2.45,2.63
236,2036,,,2.36,2.39,2.49,2.68
237,2037,,,2.38,2.42,2.53,2.73
238,2038,,,2.4,2.45,2.57,2.78
239,2039,,,2.42,2.49,2.62,2.83
240,2040,,,2.44,2.52,2.66,2.89
241,2041,,,2.46,2.55,2.71,2.94
242,2042,,,2.48,2.58,2.75,3.0
243,2043,,,2.5,2.61,2.79,3.05
244,2044,,,2.51,2.64,2.84,3.11
245,2045,,,2.53,2.66,2.89,3.17
246,2046,,,2.55,2.7,2.94,3.23
247,2047,,,2.56,2.73,2.99,3.29
248,2048,,,2.58,2.76,3.03,3.36
249,2049,,,2.59,2.79,3.08,3.42
250,2050,,,2.61,2.82,3.13,3.48
251,2051,,,2.62,2.86,3.17,3.55
252,2052,,,2.63,2.89,3.22,3.62
253,2053,,,2.64,2.92,3.26,3.69
254,2054,,,2.64,2.95,3.31,3.75
255,2055,,,2.65,2.98,3.35,3.81
256,2056,,,2.65,3.02,3.4,3.88
257,2057,,,2.65,3.05,3.44,3.96
258,2058,,,2.65,3.07,3.49,4.02
259,2059,,,2.65,3.1,3.54,4.09
260,2060,,,2.65,3.12,3.58,4.14
261,2061,,,2.64,3.15,3.63,4.21
262,2062,,,2.64,3.17,3.68,4.28
263,2063,,,2.64,3.19,3.72,4.35
264,2064,,,2.64,3.22,3.78,4.42
265,2065,,,2.64,3.24,3.83,4.49
266,2066,,,2.64,3.26,3.88,4.55
267,2067,,,2.64,3.28,3.93,4.62
268,2068,,,2.64,3.3,3.97,4.68
269,2069,,,2.64,3.32,4.02,4.74
270,2070,,,2.64,3.33,4.06,4.81
271,2071,,,2.63,3.35,4.1,4.87
272,2072,,,2.63,3.37,4.15,4.94
273,2073,,,2.63,3.39,4.19,5.0
274,2074,,,2.63,3.41,4.24,5.07
275,2075,,,2.63,3.44,4.3,5.14
276,2076,,,2.63,3.46,4.35,5.2
277,2077,,,2.63,3.49,4.41,5.27
278,2078,,,2.63,3.51,4.46,5.34
279,2079,,,2.63,3.53,4.52,5.41
280,2080,,,2.62,3.55,4.57,5.48
281,2081,,,2.62,3.57,4.62,5.55
282,2082,,,2.62,3.59,4.67,5.63
283,2083,,,2.61,3.61,4.72,5.7
284,2084,,,2.6,3.63,4.78,5.77
285,2085,,,2.6,3.65,4.84,5.84
286,2086,,,2.59,3.67,4.9,5.92
287,2087,,,2.58,3.69,4.95,5.99
288,2088,,,2.57,3.71,5.01,6.07
289,2089,,,2.55,3.72,5.06,6.14
290,2090,,,2.55,3.73,5.1,6.22
291,2091,,,2.53,3.74,5.15,6.29
292,2092,,,2.52,3.75,5.19,6.37
293,2093,,,2.51,3.76,5.24,6.44
294,2094,,,2.5,3.76,5.29,6.51
295,2095,,,2.49,3.77,5.33,6.58
296,2096,,,2.47,3.78,5.38,6.65
297,2097,,,2.46,3.78,5.43,6.72
298,2098,,,2.45,3.79,5.47,6.79
299,2099,,,2.44,3.79,5.51,6.85
300,2100,,,2.43,3.8,5.56,6.93
