Norway,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
53,1853,0.4490322580645159,0.17,-0.02,0.04,0.07,-0.03
54,1854,0.7390322580645159,0.17,-0.02,0.04,0.06,-0.04
55,1855,-0.600967741935484,0.17,-0.02,0.04,0.06,-0.04
56,1856,-0.860967741935484,0.16,-0.03,0.03,0.06,-0.04
57,1857,0.4590322580645159,0.15,-0.03,0.03,0.05,-0.04
58,1858,0.7890322580645159,0.12,-0.03,0.03,0.05,-0.04
59,1859,0.3390322580645159,0.08,-0.03,0.03,0.04,-0.04
60,1860,-0.660967741935484,0.04,-0.03,0.02,0.04,-0.04
61,1861,0.47903225806451594,0.01,-0.04,0.02,0.03,-0.05
62,1862,-0.32096774193548405,-0.01,-0.04,0.02,0.03,-0.05
63,1863,0.7990322580645159,-0.03,-0.05,0.01,0.01,-0.06
64,1864,-0.680967741935484,-0.05,-0.06,-0.01,-0.0,-0.07
65,1865,-0.20096774193548406,-0.06,-0.08,-0.02,-0.02,-0.09
66,1866,-0.1309677419354841,-0.07,-0.09,-0.04,-0.03,-0.1
67,1867,-1.400967741935484,-0.07,-0.11,-0.06,-0.05,-0.12
68,1868,0.589032258064516,-0.07,-0.13,-0.07,-0.06,-0.13
69,1869,0.019032258064515917,-0.07,-0.14,-0.08,-0.07,-0.15
70,1870,-0.1209677419354841,-0.07,-0.15,-0.09,-0.08,-0.15
71,1871,-0.880967741935484,-0.07,-0.15,-0.1,-0.08,-0.16
72,1872,0.7090322580645159,-0.06,-0.16,-0.1,-0.08,-0.17
73,1873,0.559032258064516,-0.06,-0.16,-0.11,-0.08,-0.17
74,1874,0.3290322580645159,-0.05,-0.17,-0.11,-0.08,-0.18
75,1875,-0.5109677419354841,-0.04,-0.18,-0.12,-0.09,-0.19
76,1876,-0.31096774193548404,-0.02,-0.19,-0.13,-0.09,-0.2
77,1877,-0.8309677419354842,0.01,-0.21,-0.14,-0.1,-0.21
78,1878,0.5290322580645159,0.04,-0.22,-0.16,-0.12,-0.22
79,1879,-0.23096774193548408,0.06,-0.24,-0.17,-0.13,-0.24
80,1880,0.11903225806451595,0.07,-0.25,-0.19,-0.14,-0.25
81,1881,-1.130967741935484,0.08,-0.27,-0.2,-0.16,-0.27
82,1882,0.679032258064516,0.11,-0.29,-0.22,-0.18,-0.29
83,1883,1.1190322580645158,0.16,-0.3,-0.24,-0.2,-0.31
84,1884,0.7790322580645159,0.2,-0.32,-0.26,-0.22,-0.33
85,1885,-0.44096774193548405,0.23,-0.34,-0.28,-0.25,-0.35
86,1886,0.21903225806451593,0.25,-0.36,-0.3,-0.27,-0.37
87,1887,0.21903225806451593,0.26,-0.38,-0.32,-0.29,-0.39
88,1888,-1.0209677419354841,0.26,-0.4,-0.34,-0.31,-0.41
89,1889,0.9490322580645159,0.26,-0.42,-0.35,-0.32,-0.42
90,1890,1.019032258064516,0.26,-0.43,-0.36,-0.33,-0.43
91,1891,0.43903225806451596,0.26,-0.43,-0.37,-0.33,-0.44
92,1892,-0.7609677419354841,0.26,-0.43,-0.36,-0.33,-0.44
93,1893,-0.610967741935484,0.25,-0.43,-0.36,-0.32,-0.43
94,1894,1.1990322580645159,0.24,-0.43,-0.35,-0.31,-0.43
95,1895,-0.08096774193548406,0.22,-0.42,-0.34,-0.3,-0.42
96,1896,0.7990322580645159,0.19,-0.41,-0.34,-0.3,-0.41
97,1897,0.599032258064516,0.17,-0.41,-0.33,-0.29,-0.4
98,1898,0.3890322580645159,0.16,-0.4,-0.31,-0.27,-0.39
99,1899,-0.4009677419354841,0.17,-0.38,-0.3,-0.26,-0.38
100,1900,-0.660967741935484,0.18,-0.37,-0.28,-0.25,-0.36
101,1901,0.6390322580645159,0.19,-0.35,-0.27,-0.24,-0.35
102,1902,-0.940967741935484,0.2,-0.34,-0.25,-0.23,-0.34
103,1903,0.43903225806451596,0.2,-0.33,-0.25,-0.22,-0.33
104,1904,0.009032258064515908,0.22,-0.33,-0.24,-0.23,-0.32
105,1905,0.3290322580645159,0.24,-0.33,-0.25,-0.24,-0.32
106,1906,0.6190322580645159,0.28,-0.33,-0.25,-0.25,-0.32
107,1907,0.6090322580645159,0.32,-0.34,-0.26,-0.26,-0.33
108,1908,0.42903225806451595,0.35,-0.35,-0.27,-0.28,-0.34
109,1909,-0.2509677419354841,0.36,-0.36,-0.28,-0.29,-0.34
110,1910,0.7090322580645159,0.34,-0.36,-0.28,-0.3,-0.35
111,1911,0.869032258064516,0.32,-0.37,-0.29,-0.31,-0.35
112,1912,-0.15096774193548412,0.29,-0.37,-0.29,-0.32,-0.36
113,1913,0.7790322580645159,0.27,-0.37,-0.29,-0.33,-0.36
114,1914,0.869032258064516,0.26,-0.37,-0.3,-0.33,-0.36
115,1915,-1.190967741935484,0.26,-0.38,-0.3,-0.34,-0.36
116,1916,0.019032258064515917,0.26,-0.37,-0.29,-0.34,-0.36
117,1917,-0.8409677419354842,0.26,-0.37,-0.29,-0.33,-0.35
118,1918,0.48903225806451595,0.26,-0.35,-0.27,-0.32,-0.34
119,1919,-0.45096774193548406,0.26,-0.33,-0.26,-0.3,-0.32
120,1920,1.4690322580645159,0.26,-0.31,-0.23,-0.28,-0.3
121,1921,0.6090322580645159,0.28,-0.28,-0.2,-0.25,-0.28
122,1922,0.28903225806451593,0.31,-0.25,-0.18,-0.22,-0.25
123,1923,0.039032258064515934,0.35,-0.22,-0.15,-0.18,-0.22
124,1924,0.7490322580645159,0.4,-0.2,-0.13,-0.16,-0.2
125,1925,0.6390322580645159,0.45,-0.18,-0.11,-0.13,-0.18
126,1926,0.2790322580645159,0.51,-0.16,-0.09,-0.11,-0.16
127,1927,0.029032258064515926,0.58,-0.14,-0.07,-0.09,-0.15
128,1928,0.22903225806451594,0.65,-0.13,-0.06,-0.07,-0.13
129,1929,0.23903225806451595,0.72,-0.11,-0.05,-0.06,-0.12
130,1930,1.829032258064516,0.8,-0.1,-0.04,-0.04,-0.11
131,1931,0.3890322580645159,0.88,-0.09,-0.03,-0.03,-0.1
132,1932,1.1190322580645158,0.96,-0.08,-0.02,-0.02,-0.09
133,1933,1.3490322580645158,1.01,-0.07,-0.01,-0.02,-0.08
134,1934,2.2290322580645157,1.04,-0.06,0.0,-0.01,-0.07
135,1935,0.9090322580645159,1.05,-0.06,0.01,0.0,-0.07
136,1936,1.089032258064516,1.04,-0.05,0.02,0.01,-0.06
137,1937,1.539032258064516,1.02,-0.04,0.03,0.02,-0.05
138,1938,2.359032258064516,1.0,-0.03,0.04,0.02,-0.04
139,1939,0.9590322580645159,0.98,-0.01,0.06,0.03,-0.03
140,1940,-0.17096774193548403,0.96,0.0,0.07,0.04,-0.01
141,1941,-0.44096774193548405,0.93,0.02,0.09,0.06,0.01
142,1942,-0.4909677419354841,0.9,0.04,0.11,0.07,0.03
143,1943,1.2290322580645159,0.87,0.06,0.13,0.09,0.05
144,1944,1.149032258064516,0.84,0.08,0.15,0.1,0.07
145,1945,1.059032258064516,0.83,0.09,0.17,0.12,0.09
146,1946,1.1390322580645158,0.84,0.11,0.19,0.13,0.1
147,1947,0.3790322580645159,0.86,0.12,0.2,0.14,0.12
148,1948,0.8890322580645159,0.88,0.14,0.22,0.15,0.13
149,1949,1.509032258064516,0.88,0.15,0.23,0.16,0.14
150,1950,1.309032258064516,0.86,0.15,0.24,0.16,0.15
151,1951,0.41903225806451594,0.83,0.16,0.25,0.17,0.16
152,1952,-0.07096774193548405,0.81,0.17,0.25,0.17,0.17
153,1953,1.9490322580645159,0.8,0.17,0.26,0.17,0.17
154,1954,1.1390322580645158,0.78,0.17,0.26,0.18,0.18
155,1955,-0.18096774193548404,0.77,0.17,0.26,0.18,0.18
156,1956,0.2690322580645159,0.74,0.17,0.25,0.17,0.17
157,1957,1.039032258064516,0.7,0.16,0.24,0.17,0.16
158,1958,0.23903225806451595,0.65,0.15,0.23,0.16,0.15
159,1959,1.639032258064516,0.61,0.13,0.21,0.15,0.14
160,1960,0.859032258064516,0.56,0.11,0.19,0.13,0.12
161,1961,1.4490322580645159,0.5,0.1,0.17,0.12,0.11
162,1962,-0.2609677419354841,0.45,0.08,0.16,0.11,0.09
163,1963,0.08903225806451592,0.4,0.07,0.15,0.11,0.08
164,1964,0.8890322580645159,0.36,0.06,0.14,0.11,0.07
165,1965,-0.08096774193548406,0.33,0.05,0.13,0.11,0.07
166,1966,-0.7609677419354841,0.32,0.05,0.12,0.11,0.06
167,1967,0.699032258064516,0.33,0.04,0.12,0.12,0.06
168,1968,-0.4909677419354841,0.36,0.04,0.12,0.12,0.06
169,1969,0.1390322580645159,0.4,0.05,0.12,0.13,0.06
170,1970,0.04903225806451594,0.44,0.05,0.12,0.14,0.07
171,1971,0.47903225806451594,0.47,0.06,0.13,0.15,0.08
172,1972,1.7290322580645159,0.47,0.07,0.14,0.17,0.09
173,1973,0.7690322580645159,0.48,0.09,0.16,0.19,0.11
174,1974,1.9390322580645158,0.48,0.11,0.18,0.22,0.13
175,1975,1.339032258064516,0.48,0.14,0.2,0.25,0.15
176,1976,0.5090322580645159,0.49,0.16,0.23,0.28,0.17
177,1977,0.23903225806451595,0.5,0.19,0.25,0.31,0.2
178,1978,-0.18096774193548404,0.48,0.21,0.28,0.34,0.22
179,1979,-0.23096774193548408,0.45,0.24,0.31,0.37,0.25
180,1980,0.10903225806451594,0.4,0.27,0.34,0.4,0.28
181,1981,-0.3609677419354841,0.37,0.31,0.38,0.44,0.31
182,1982,0.819032258064516,0.38,0.34,0.42,0.48,0.35
183,1983,0.9490322580645159,0.43,0.38,0.46,0.52,0.39
184,1984,1.619032258064516,0.52,0.42,0.51,0.57,0.43
185,1985,-0.290967741935484,0.62,0.47,0.55,0.61,0.47
186,1986,0.22903225806451594,0.72,0.51,0.6,0.66,0.51
187,1987,-0.15096774193548412,0.8,0.55,0.64,0.7,0.56
188,1988,0.579032258064516,0.86,0.6,0.69,0.74,0.6
189,1989,1.849032258064516,0.9,0.65,0.74,0.78,0.65
190,1990,2.3690322580645162,0.93,0.7,0.79,0.82,0.7
191,1991,1.4690322580645159,0.96,0.76,0.85,0.87,0.76
192,1992,1.589032258064516,1.02,0.82,0.91,0.93,0.82
193,1993,0.7290322580645159,1.09,0.88,0.97,0.99,0.88
194,1994,0.819032258064516,1.15,0.95,1.04,1.05,0.95
195,1995,0.849032258064516,1.2,1.02,1.11,1.11,1.02
196,1996,0.599032258064516,1.23,1.09,1.17,1.17,1.09
197,1997,1.359032258064516,1.26,1.15,1.24,1.24,1.15
198,1998,0.819032258064516,1.31,1.22,1.3,1.3,1.22
199,1999,1.649032258064516,1.38,1.28,1.37,1.36,1.28
200,2000,2.1890322580645156,1.46,1.35,1.43,1.43,1.35
201,2001,1.059032258064516,1.56,1.41,1.5,1.49,1.42
202,2002,1.739032258064516,1.65,1.48,1.56,1.56,1.49
203,2003,1.619032258064516,1.72,1.54,1.63,1.62,1.55
204,2004,1.849032258064516,1.78,1.6,1.68,1.68,1.61
205,2005,2.129032258064516,1.82,1.66,1.74,1.73,1.67
206,2006,2.499032258064516,1.86,1.72,1.79,1.79,1.72
207,2007,2.009032258064516,1.89,1.77,1.84,1.83,1.78
208,2008,1.899032258064516,1.93,1.82,1.88,1.88,1.83
209,2009,1.619032258064516,1.98,1.88,1.92,1.92,1.88
210,2010,-0.000967741935484101,2.01,1.93,1.96,1.96,1.94
211,2011,2.379032258064516,2.04,1.99,2.01,2.0,1.99
212,2012,1.399032258064516,2.06,2.04,2.05,2.04,2.04
213,2013,1.6990322580645159,2.08,2.1,2.09,2.08,2.1
214,2014,2.729032258064516,2.11,2.16,2.14,2.12,2.16
215,2015,2.449032258064516,2.14,2.22,2.19,2.17,2.21
216,2016,2.5990322580645158,2.17,2.27,2.22,2.22,2.26
217,2017,1.869032258064516,2.21,2.32,2.26,2.27,2.31
218,2018,2.249032258064516,2.24,2.37,2.3,2.32,2.36
219,2019,1.6890322580645158,2.27,2.41,2.34,2.37,2.41
220,2020,2.669032258064516,2.31,2.46,2.38,2.42,2.46
221,2021,,,2.5,2.42,2.47,2.51
222,2022,,,2.54,2.47,2.52,2.56
223,2023,,,2.57,2.52,2.56,2.61
224,2024,,,2.6,2.56,2.61,2.66
225,2025,,,2.63,2.61,2.66,2.72
226,2026,,,2.65,2.65,2.71,2.78
227,2027,,,2.67,2.7,2.76,2.84
228,2028,,,2.69,2.75,2.82,2.9
229,2029,,,2.72,2.8,2.87,2.97
230,2030,,,2.74,2.84,2.92,3.03
231,2031,,,2.77,2.89,2.97,3.1
232,2032,,,2.79,2.94,3.02,3.16
233,2033,,,2.82,2.99,3.06,3.22
234,2034,,,2.85,3.04,3.11,3.29
235,2035,,,2.88,3.08,3.16,3.35
236,2036,,,2.91,3.12,3.22,3.41
237,2037,,,2.93,3.16,3.28,3.47
238,2038,,,2.96,3.2,3.34,3.53
239,2039,,,2.99,3.24,3.39,3.6
240,2040,,,3.01,3.28,3.45,3.66
241,2041,,,3.03,3.32,3.51,3.73
242,2042,,,3.06,3.37,3.56,3.78
243,2043,,,3.08,3.41,3.6,3.85
244,2044,,,3.1,3.45,3.65,3.91
245,2045,,,3.11,3.48,3.7,3.97
246,2046,,,3.13,3.51,3.75,4.04
247,2047,,,3.14,3.55,3.81,4.11
248,2048,,,3.15,3.58,3.86,4.17
249,2049,,,3.15,3.61,3.91,4.24
250,2050,,,3.15,3.64,3.96,4.31
251,2051,,,3.16,3.68,4.02,4.38
252,2052,,,3.17,3.71,4.07,4.45
253,2053,,,3.18,3.75,4.12,4.52
254,2054,,,3.19,3.78,4.17,4.58
255,2055,,,3.21,3.81,4.22,4.64
256,2056,,,3.22,3.85,4.27,4.71
257,2057,,,3.23,3.88,4.32,4.78
258,2058,,,3.25,3.91,4.37,4.85
259,2059,,,3.26,3.94,4.43,4.91
260,2060,,,3.27,3.97,4.48,4.97
261,2061,,,3.28,4.01,4.54,5.04
262,2062,,,3.29,4.05,4.6,5.11
263,2063,,,3.31,4.09,4.66,5.18
264,2064,,,3.32,4.13,4.71,5.25
265,2065,,,3.33,4.16,4.77,5.31
266,2066,,,3.35,4.19,4.83,5.39
267,2067,,,3.36,4.22,4.89,5.45
268,2068,,,3.37,4.26,4.94,5.52
269,2069,,,3.39,4.29,4.99,5.58
270,2070,,,3.39,4.32,5.05,5.65
271,2071,,,3.4,4.35,5.11,5.72
272,2072,,,3.4,4.39,5.17,5.78
273,2073,,,3.4,4.42,5.23,5.85
274,2074,,,3.41,4.46,5.28,5.91
275,2075,,,3.41,4.49,5.33,5.98
276,2076,,,3.41,4.5,5.39,6.05
277,2077,,,3.41,4.53,5.43,6.12
278,2078,,,3.41,4.56,5.48,6.19
279,2079,,,3.41,4.58,5.52,6.26
280,2080,,,3.4,4.59,5.57,6.33
281,2081,,,3.4,4.61,5.62,6.4
282,2082,,,3.39,4.63,5.67,6.47
283,2083,,,3.38,4.65,5.72,6.55
284,2084,,,3.38,4.67,5.78,6.62
285,2085,,,3.38,4.69,5.83,6.68
286,2086,,,3.38,4.71,5.88,6.75
287,2087,,,3.38,4.72,5.94,6.82
288,2088,,,3.39,4.74,6.0,6.89
289,2089,,,3.39,4.77,6.07,6.96
290,2090,,,3.39,4.79,6.12,7.03
291,2091,,,3.39,4.82,6.18,7.1
292,2092,,,3.4,4.85,6.24,7.17
293,2093,,,3.4,4.88,6.3,7.24
294,2094,,,3.4,4.9,6.36,7.31
295,2095,,,3.4,4.93,6.42,7.37
296,2096,,,3.4,4.96,6.48,7.44
297,2097,,,3.4,4.98,6.54,7.51
298,2098,,,3.4,5.01,6.59,7.57
299,2099,,,3.41,5.03,6.65,7.63
300,2100,,,3.41,5.06,6.71,7.71
