Macedonia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
183,1983,0.16129032258064516,0.33,0.28,0.31,0.36,0.3
184,1984,0.2812903225806451,0.37,0.32,0.34,0.39,0.33
185,1985,0.3412903225806452,0.4,0.35,0.38,0.42,0.37
186,1986,0.4712903225806452,0.44,0.39,0.42,0.45,0.4
187,1987,0.5412903225806451,0.48,0.42,0.45,0.48,0.44
188,1988,0.5712903225806452,0.51,0.46,0.49,0.52,0.47
189,1989,0.5012903225806451,0.54,0.49,0.52,0.55,0.51
190,1990,1.1612903225806452,0.56,0.53,0.57,0.59,0.55
191,1991,-0.12870967741935485,0.59,0.58,0.61,0.64,0.59
192,1992,0.6812903225806451,0.62,0.63,0.66,0.69,0.64
193,1993,0.7712903225806451,0.67,0.68,0.71,0.74,0.69
194,1994,1.9412903225806453,0.72,0.73,0.76,0.79,0.74
195,1995,0.4612903225806452,0.78,0.78,0.81,0.84,0.79
196,1996,0.35129032258064513,0.83,0.83,0.86,0.89,0.84
197,1997,0.32129032258064516,0.87,0.88,0.9,0.94,0.89
198,1998,0.8812903225806452,0.91,0.93,0.95,0.99,0.94
199,1999,1.3212903225806452,0.95,0.98,1.0,1.04,0.99
200,2000,1.4812903225806453,0.99,1.03,1.06,1.1,1.04
201,2001,1.4212903225806452,1.04,1.09,1.11,1.16,1.1
202,2002,1.261290322580645,1.11,1.15,1.17,1.21,1.16
203,2003,1.0612903225806452,1.17,1.2,1.22,1.27,1.21
204,2004,0.9712903225806451,1.24,1.25,1.27,1.32,1.26
205,2005,0.42129032258064514,1.29,1.3,1.32,1.36,1.31
206,2006,0.6812903225806451,1.33,1.35,1.37,1.41,1.36
207,2007,1.8012903225806451,1.37,1.4,1.41,1.45,1.41
208,2008,1.8312903225806452,1.41,1.44,1.45,1.49,1.45
209,2009,1.5712903225806452,1.45,1.49,1.49,1.53,1.49
210,2010,1.7412903225806453,1.51,1.53,1.53,1.56,1.54
211,2011,1.0612903225806452,1.57,1.58,1.58,1.6,1.58
212,2012,1.6712903225806452,1.63,1.63,1.62,1.63,1.62
213,2013,1.9012903225806452,1.68,1.67,1.67,1.67,1.67
214,2014,1.8112903225806452,1.73,1.72,1.71,1.7,1.72
215,2015,1.7112903225806453,1.78,1.77,1.76,1.74,1.76
216,2016,1.6812903225806453,1.82,1.81,1.8,1.77,1.8
217,2017,1.5412903225806451,1.87,1.85,1.84,1.8,1.84
218,2018,2.181290322580645,1.92,1.89,1.88,1.84,1.88
219,2019,2.181290322580645,1.96,1.93,1.92,1.87,1.93
220,2020,1.8512903225806452,2.01,1.97,1.97,1.91,1.97
221,2021,,,2.0,2.01,1.95,2.01
222,2022,,,2.04,2.05,1.99,2.05
223,2023,,,2.07,2.09,2.02,2.09
224,2024,,,2.09,2.13,2.06,2.13
225,2025,,,2.12,2.16,2.1,2.18
226,2026,,,2.15,2.19,2.14,2.22
227,2027,,,2.17,2.23,2.18,2.26
228,2028,,,2.19,2.26,2.23,2.3
229,2029,,,2.22,2.29,2.27,2.35
230,2030,,,2.24,2.33,2.32,2.39
231,2031,,,2.26,2.35,2.36,2.43
232,2032,,,2.27,2.38,2.4,2.48
233,2033,,,2.29,2.41,2.44,2.52
234,2034,,,2.31,2.43,2.47,2.57
235,2035,,,2.32,2.46,2.51,2.62
236,2036,,,2.34,2.48,2.54,2.67
237,2037,,,2.36,2.51,2.58,2.72
238,2038,,,2.38,2.53,2.61,2.77
239,2039,,,2.41,2.56,2.65,2.82
240,2040,,,2.43,2.59,2.69,2.88
241,2041,,,2.45,2.61,2.73,2.93
242,2042,,,2.48,2.64,2.78,2.98
243,2043,,,2.5,2.67,2.82,3.03
244,2044,,,2.51,2.7,2.86,3.09
245,2045,,,2.53,2.73,2.9,3.14
246,2046,,,2.55,2.75,2.95,3.2
247,2047,,,2.56,2.79,2.99,3.26
248,2048,,,2.58,2.81,3.03,3.32
249,2049,,,2.59,2.84,3.07,3.38
250,2050,,,2.6,2.87,3.12,3.44
251,2051,,,2.6,2.9,3.17,3.5
252,2052,,,2.61,2.93,3.21,3.56
253,2053,,,2.62,2.95,3.26,3.62
254,2054,,,2.62,2.98,3.3,3.68
255,2055,,,2.63,3.0,3.35,3.74
256,2056,,,2.63,3.03,3.39,3.8
257,2057,,,2.63,3.05,3.43,3.86
258,2058,,,2.63,3.07,3.47,3.92
259,2059,,,2.64,3.09,3.51,3.97
260,2060,,,2.64,3.11,3.55,4.02
261,2061,,,2.64,3.13,3.59,4.08
262,2062,,,2.65,3.15,3.63,4.14
263,2063,,,2.65,3.17,3.68,4.2
264,2064,,,2.65,3.2,3.72,4.26
265,2065,,,2.66,3.22,3.77,4.32
266,2066,,,2.66,3.24,3.82,4.39
267,2067,,,2.65,3.25,3.87,4.46
268,2068,,,2.65,3.27,3.91,4.52
269,2069,,,2.65,3.29,3.96,4.58
270,2070,,,2.65,3.31,4.0,4.65
271,2071,,,2.64,3.32,4.05,4.72
272,2072,,,2.64,3.34,4.1,4.78
273,2073,,,2.63,3.36,4.15,4.85
274,2074,,,2.62,3.38,4.2,4.92
275,2075,,,2.62,3.4,4.25,4.98
276,2076,,,2.61,3.42,4.31,5.05
277,2077,,,2.6,3.44,4.36,5.11
278,2078,,,2.6,3.46,4.42,5.17
279,2079,,,2.6,3.48,4.47,5.23
280,2080,,,2.6,3.5,4.52,5.29
281,2081,,,2.6,3.51,4.57,5.35
282,2082,,,2.6,3.53,4.61,5.42
283,2083,,,2.59,3.55,4.66,5.49
284,2084,,,2.59,3.57,4.71,5.55
285,2085,,,2.59,3.59,4.75,5.62
286,2086,,,2.59,3.6,4.8,5.69
287,2087,,,2.58,3.62,4.85,5.76
288,2088,,,2.58,3.63,4.91,5.83
289,2089,,,2.58,3.65,4.97,5.91
290,2090,,,2.57,3.66,5.02,5.98
291,2091,,,2.57,3.68,5.08,6.05
292,2092,,,2.56,3.69,5.14,6.13
293,2093,,,2.56,3.71,5.19,6.2
294,2094,,,2.56,3.72,5.25,6.27
295,2095,,,2.55,3.73,5.3,6.35
296,2096,,,2.55,3.74,5.36,6.42
297,2097,,,2.54,3.75,5.41,6.49
298,2098,,,2.54,3.76,5.47,6.56
299,2099,,,2.53,3.77,5.52,6.63
300,2100,,,2.53,3.79,5.58,6.71
