Honduras,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
93,1893,-0.21774193548387089,0.02,0.1,0.07,0.11,0.06
94,1894,-0.01774193548387093,0.06,0.11,0.08,0.11,0.07
95,1895,0.11225806451612907,0.1,0.11,0.09,0.12,0.08
96,1896,0.45225806451612904,0.13,0.12,0.09,0.12,0.08
97,1897,0.802258064516129,0.16,0.12,0.09,0.12,0.08
98,1898,0.24225806451612908,0.18,0.12,0.09,0.12,0.08
99,1899,0.3922580645161291,0.2,0.12,0.09,0.12,0.08
100,1900,0.3722580645161291,0.22,0.12,0.1,0.12,0.08
101,1901,-0.1077419354838709,0.22,0.12,0.1,0.13,0.09
102,1902,0.34225806451612906,0.22,0.13,0.1,0.13,0.09
103,1903,0.3622580645161291,0.2,0.13,0.11,0.13,0.09
104,1904,-0.01774193548387093,0.18,0.14,0.11,0.14,0.09
105,1905,0.2122580645161291,0.15,0.14,0.11,0.14,0.1
106,1906,0.022258064516129106,0.13,0.14,0.11,0.14,0.1
107,1907,0.1522580645161291,0.11,0.14,0.11,0.14,0.1
108,1908,0.11225806451612907,0.1,0.14,0.11,0.14,0.1
109,1909,0.2522580645161291,0.09,0.14,0.11,0.15,0.1
110,1910,-0.447741935483871,0.09,0.15,0.12,0.15,0.1
111,1911,-0.007741935483870921,0.09,0.15,0.13,0.16,0.11
112,1912,0.09225806451612906,0.1,0.16,0.14,0.17,0.12
113,1913,-0.31774193548387086,0.12,0.17,0.15,0.18,0.13
114,1914,0.24225806451612908,0.14,0.18,0.16,0.19,0.14
115,1915,0.7222580645161291,0.15,0.19,0.16,0.2,0.15
116,1916,0.18225806451612908,0.18,0.2,0.17,0.2,0.16
117,1917,-0.2477419354838709,0.2,0.2,0.18,0.21,0.16
118,1918,0.1922580645161291,0.23,0.21,0.18,0.21,0.17
119,1919,0.4922580645161291,0.25,0.21,0.19,0.22,0.17
120,1920,0.3722580645161291,0.27,0.22,0.2,0.23,0.18
121,1921,0.3322580645161291,0.3,0.22,0.2,0.23,0.19
122,1922,0.3722580645161291,0.32,0.23,0.21,0.24,0.2
123,1923,0.2122580645161291,0.34,0.24,0.22,0.25,0.2
124,1924,0.23225806451612907,0.36,0.25,0.22,0.25,0.21
125,1925,0.2022580645161291,0.38,0.25,0.23,0.26,0.22
126,1926,0.6722580645161291,0.39,0.26,0.23,0.26,0.22
127,1927,0.4022580645161291,0.41,0.26,0.24,0.27,0.23
128,1928,0.4222580645161291,0.42,0.27,0.24,0.27,0.23
129,1929,0.3922580645161291,0.43,0.27,0.25,0.28,0.24
130,1930,0.6222580645161291,0.43,0.28,0.25,0.28,0.24
131,1931,0.5022580645161291,0.43,0.29,0.26,0.29,0.25
132,1932,0.4322580645161291,0.43,0.29,0.27,0.3,0.26
133,1933,0.47225806451612906,0.42,0.3,0.28,0.31,0.27
134,1934,0.582258064516129,0.41,0.31,0.29,0.31,0.28
135,1935,0.29225806451612907,0.41,0.32,0.29,0.32,0.28
136,1936,0.4022580645161291,0.41,0.33,0.3,0.33,0.29
137,1937,0.3722580645161291,0.41,0.34,0.31,0.33,0.3
138,1938,-0.17774193548387096,0.42,0.34,0.31,0.34,0.3
139,1939,0.10225806451612907,0.43,0.35,0.32,0.34,0.31
140,1940,0.3322580645161291,0.45,0.35,0.32,0.35,0.31
141,1941,0.9822580645161291,0.47,0.36,0.33,0.35,0.32
142,1942,0.6422580645161291,0.5,0.37,0.33,0.36,0.32
143,1943,0.4322580645161291,0.52,0.37,0.34,0.36,0.33
144,1944,0.3822580645161291,0.55,0.37,0.34,0.37,0.33
145,1945,0.4222580645161291,0.58,0.38,0.35,0.37,0.34
146,1946,0.9522580645161292,0.61,0.38,0.36,0.38,0.34
147,1947,1.142258064516129,0.63,0.39,0.36,0.38,0.35
148,1948,0.8522580645161291,0.65,0.39,0.37,0.39,0.35
149,1949,0.5322580645161291,0.65,0.39,0.37,0.39,0.36
150,1950,0.3022580645161291,0.66,0.39,0.37,0.4,0.36
151,1951,0.7222580645161291,0.66,0.4,0.38,0.4,0.36
152,1952,0.702258064516129,0.66,0.4,0.38,0.4,0.37
153,1953,1.092258064516129,0.66,0.4,0.38,0.41,0.37
154,1954,0.582258064516129,0.65,0.4,0.39,0.41,0.37
155,1955,0.5222580645161291,0.63,0.41,0.39,0.41,0.38
156,1956,0.24225806451612908,0.62,0.41,0.38,0.4,0.38
157,1957,0.7322580645161291,0.61,0.41,0.38,0.4,0.37
158,1958,1.032258064516129,0.6,0.4,0.37,0.39,0.37
159,1959,0.6922580645161291,0.59,0.39,0.37,0.38,0.36
160,1960,0.5122580645161291,0.57,0.39,0.36,0.37,0.36
161,1961,0.5222580645161291,0.56,0.38,0.36,0.37,0.35
162,1962,0.3122580645161291,0.55,0.38,0.35,0.36,0.35
163,1963,0.3822580645161291,0.55,0.38,0.35,0.36,0.35
164,1964,0.712258064516129,0.54,0.38,0.35,0.36,0.35
165,1965,0.6622580645161291,0.54,0.38,0.35,0.36,0.35
166,1966,0.45225806451612904,0.54,0.38,0.35,0.36,0.35
167,1967,0.45225806451612904,0.54,0.38,0.36,0.37,0.35
168,1968,0.2722580645161291,0.55,0.38,0.36,0.37,0.35
169,1969,0.8622580645161291,0.56,0.38,0.36,0.38,0.35
170,1970,0.48225806451612907,0.57,0.39,0.37,0.39,0.36
171,1971,0.47225806451612906,0.58,0.4,0.38,0.4,0.37
172,1972,0.8422580645161291,0.6,0.41,0.4,0.42,0.38
173,1973,0.8722580645161291,0.62,0.43,0.42,0.44,0.4
174,1974,0.34225806451612906,0.64,0.44,0.43,0.46,0.42
175,1975,0.5422580645161291,0.67,0.46,0.45,0.47,0.43
176,1976,0.2722580645161291,0.69,0.47,0.46,0.49,0.45
177,1977,0.802258064516129,0.71,0.48,0.47,0.5,0.46
178,1978,0.822258064516129,0.73,0.5,0.49,0.51,0.47
179,1979,0.9122580645161291,0.75,0.51,0.5,0.52,0.48
180,1980,0.8922580645161291,0.76,0.52,0.51,0.54,0.5
181,1981,0.6222580645161291,0.78,0.53,0.52,0.55,0.51
182,1982,0.9222580645161291,0.8,0.55,0.54,0.57,0.53
183,1983,1.392258064516129,0.82,0.56,0.55,0.58,0.54
184,1984,0.6222580645161291,0.83,0.58,0.57,0.6,0.56
185,1985,0.6822580645161291,0.85,0.59,0.58,0.61,0.57
186,1986,0.6722580645161291,0.86,0.6,0.59,0.62,0.58
187,1987,1.062258064516129,0.87,0.62,0.61,0.63,0.6
188,1988,1.042258064516129,0.89,0.63,0.62,0.65,0.61
189,1989,0.6222580645161291,0.92,0.65,0.64,0.66,0.63
190,1990,0.802258064516129,0.95,0.67,0.66,0.68,0.65
191,1991,1.0222580645161292,0.98,0.69,0.68,0.7,0.67
192,1992,1.092258064516129,1.0,0.72,0.7,0.72,0.69
193,1993,0.9122580645161291,1.02,0.74,0.73,0.75,0.72
194,1994,1.282258064516129,1.02,0.77,0.75,0.77,0.74
195,1995,1.492258064516129,1.03,0.8,0.78,0.8,0.77
196,1996,0.702258064516129,1.03,0.82,0.81,0.82,0.8
197,1997,1.4322580645161291,1.04,0.85,0.83,0.85,0.82
198,1998,1.7322580645161292,1.05,0.87,0.86,0.87,0.84
199,1999,0.802258064516129,1.06,0.9,0.88,0.9,0.87
200,2000,0.7422580645161291,1.06,0.93,0.91,0.93,0.9
201,2001,0.832258064516129,1.05,0.96,0.94,0.96,0.93
202,2002,1.072258064516129,1.04,0.99,0.97,1.0,0.96
203,2003,1.122258064516129,1.03,1.02,1.0,1.03,0.99
204,2004,1.082258064516129,1.02,1.05,1.03,1.06,1.02
205,2005,1.262258064516129,1.02,1.07,1.06,1.09,1.05
206,2006,1.1622580645161291,1.02,1.1,1.09,1.11,1.08
207,2007,0.9922580645161291,1.04,1.13,1.12,1.14,1.1
208,2008,0.6922580645161291,1.07,1.15,1.14,1.16,1.13
209,2009,1.062258064516129,1.09,1.18,1.17,1.19,1.16
210,2010,0.802258064516129,1.12,1.2,1.2,1.21,1.19
211,2011,1.032258064516129,1.15,1.23,1.23,1.24,1.22
212,2012,0.9922580645161291,1.2,1.26,1.26,1.26,1.26
213,2013,1.2722580645161292,1.25,1.29,1.29,1.29,1.29
214,2014,1.2322580645161292,1.31,1.32,1.32,1.31,1.32
215,2015,1.7322580645161292,1.37,1.35,1.35,1.34,1.36
216,2016,1.592258064516129,1.43,1.38,1.38,1.36,1.39
217,2017,1.2722580645161292,1.49,1.41,1.41,1.39,1.42
218,2018,1.1722580645161291,1.56,1.43,1.44,1.42,1.45
219,2019,1.7222580645161292,1.62,1.46,1.47,1.44,1.48
220,2020,1.9222580645161291,1.69,1.48,1.5,1.47,1.52
221,2021,,,1.51,1.53,1.5,1.55
222,2022,,,1.54,1.56,1.53,1.59
223,2023,,,1.56,1.59,1.56,1.62
224,2024,,,1.59,1.62,1.59,1.65
225,2025,,,1.62,1.65,1.62,1.68
226,2026,,,1.64,1.67,1.64,1.72
227,2027,,,1.67,1.7,1.68,1.75
228,2028,,,1.69,1.73,1.71,1.79
229,2029,,,1.72,1.75,1.74,1.82
230,2030,,,1.75,1.78,1.77,1.86
231,2031,,,1.77,1.8,1.81,1.9
232,2032,,,1.79,1.83,1.84,1.94
233,2033,,,1.81,1.85,1.87,1.98
234,2034,,,1.83,1.87,1.9,2.02
235,2035,,,1.85,1.89,1.93,2.06
236,2036,,,1.87,1.92,1.96,2.1
237,2037,,,1.88,1.94,1.99,2.14
238,2038,,,1.9,1.96,2.02,2.19
239,2039,,,1.91,1.99,2.05,2.23
240,2040,,,1.92,2.01,2.09,2.28
241,2041,,,1.93,2.04,2.12,2.33
242,2042,,,1.94,2.06,2.16,2.37
243,2043,,,1.96,2.09,2.19,2.41
244,2044,,,1.96,2.11,2.22,2.46
245,2045,,,1.97,2.13,2.26,2.5
246,2046,,,1.98,2.16,2.29,2.54
247,2047,,,1.99,2.18,2.33,2.58
248,2048,,,1.99,2.2,2.36,2.63
249,2049,,,2.0,2.23,2.4,2.67
250,2050,,,2.01,2.25,2.43,2.71
251,2051,,,2.02,2.29,2.47,2.76
252,2052,,,2.03,2.31,2.51,2.8
253,2053,,,2.03,2.33,2.54,2.85
254,2054,,,2.04,2.36,2.58,2.89
255,2055,,,2.04,2.38,2.61,2.94
256,2056,,,2.05,2.41,2.64,2.98
257,2057,,,2.05,2.43,2.68,3.03
258,2058,,,2.05,2.45,2.71,3.08
259,2059,,,2.05,2.47,2.75,3.13
260,2060,,,2.06,2.49,2.79,3.17
261,2061,,,2.06,2.51,2.83,3.22
262,2062,,,2.06,2.53,2.87,3.28
263,2063,,,2.06,2.55,2.91,3.33
264,2064,,,2.07,2.57,2.95,3.38
265,2065,,,2.07,2.59,2.99,3.44
266,2066,,,2.07,2.61,3.03,3.49
267,2067,,,2.06,2.62,3.07,3.54
268,2068,,,2.06,2.63,3.11,3.59
269,2069,,,2.06,2.65,3.15,3.64
270,2070,,,2.06,2.66,3.19,3.7
271,2071,,,2.06,2.67,3.24,3.75
272,2072,,,2.06,2.69,3.28,3.8
273,2073,,,2.06,2.7,3.32,3.86
274,2074,,,2.06,2.72,3.36,3.91
275,2075,,,2.06,2.74,3.4,3.97
276,2076,,,2.06,2.75,3.44,4.02
277,2077,,,2.06,2.77,3.48,4.07
278,2078,,,2.06,2.78,3.52,4.12
279,2079,,,2.06,2.79,3.56,4.18
280,2080,,,2.05,2.8,3.6,4.23
281,2081,,,2.05,2.82,3.64,4.28
282,2082,,,2.05,2.83,3.68,4.33
283,2083,,,2.04,2.85,3.72,4.38
284,2084,,,2.04,2.87,3.76,4.44
285,2085,,,2.03,2.88,3.8,4.49
286,2086,,,2.03,2.9,3.84,4.54
287,2087,,,2.02,2.91,3.88,4.59
288,2088,,,2.02,2.92,3.92,4.64
289,2089,,,2.01,2.94,3.96,4.7
290,2090,,,2.01,2.95,4.0,4.75
291,2091,,,2.01,2.96,4.04,4.8
292,2092,,,2.0,2.97,4.08,4.86
293,2093,,,2.0,2.98,4.13,4.91
294,2094,,,2.0,3.0,4.17,4.96
295,2095,,,2.0,3.01,4.21,5.01
296,2096,,,1.99,3.02,4.25,5.06
297,2097,,,1.99,3.03,4.29,5.11
298,2098,,,1.99,3.04,4.33,5.16
299,2099,,,1.98,3.05,4.37,5.21
300,2100,,,1.98,3.06,4.41,5.26
