Moldova,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
50,1850,-0.000645161290322549,0.14,0.47,0.48,0.61,0.46
51,1851,1.1193548387096774,0.13,0.48,0.49,0.61,0.47
52,1852,0.00935483870967746,0.12,0.49,0.5,0.6,0.48
53,1853,0.6793548387096775,0.1,0.5,0.5,0.6,0.49
54,1854,-0.1206451612903226,0.07,0.5,0.51,0.6,0.5
55,1855,-0.10064516129032258,0.03,0.51,0.52,0.61,0.51
56,1856,-0.21064516129032257,-0.0,0.52,0.53,0.61,0.52
57,1857,-0.15064516129032252,-0.04,0.53,0.53,0.61,0.53
58,1858,-1.2706451612903225,-0.07,0.54,0.54,0.61,0.54
59,1859,0.9093548387096775,-0.1,0.55,0.55,0.61,0.55
60,1860,0.44935483870967746,-0.1,0.56,0.56,0.61,0.56
61,1861,-0.9106451612903226,-0.09,0.57,0.56,0.61,0.57
62,1862,-0.7406451612903224,-0.06,0.58,0.57,0.61,0.58
63,1863,0.9393548387096775,-0.04,0.59,0.57,0.61,0.58
64,1864,-0.8306451612903225,-0.02,0.6,0.58,0.62,0.59
65,1865,-0.09064516129032257,0.01,0.6,0.59,0.62,0.6
66,1866,0.49935483870967745,0.04,0.6,0.59,0.63,0.6
67,1867,-0.000645161290322549,0.06,0.6,0.59,0.62,0.6
68,1868,0.44935483870967746,0.08,0.6,0.59,0.62,0.59
69,1869,0.8993548387096775,0.09,0.59,0.58,0.62,0.58
70,1870,-0.7106451612903224,0.1,0.58,0.57,0.61,0.58
71,1871,-0.9306451612903226,0.09,0.57,0.56,0.61,0.57
72,1872,1.2293548387096775,0.07,0.57,0.56,0.6,0.56
73,1873,0.7593548387096775,0.04,0.56,0.55,0.6,0.55
74,1874,0.21935483870967745,0.01,0.55,0.54,0.59,0.54
75,1875,-1.5606451612903225,-0.03,0.53,0.53,0.59,0.53
76,1876,-0.22064516129032258,-0.07,0.52,0.52,0.57,0.52
77,1877,-0.2706451612903225,-0.09,0.5,0.5,0.56,0.5
78,1878,0.7793548387096775,-0.11,0.48,0.49,0.55,0.49
79,1879,-0.1306451612903225,-0.11,0.47,0.48,0.54,0.47
80,1880,-0.6906451612903224,-0.12,0.45,0.46,0.53,0.46
81,1881,-1.2406451612903224,-0.12,0.44,0.45,0.52,0.45
82,1882,0.6993548387096775,-0.12,0.43,0.44,0.51,0.44
83,1883,-0.42064516129032253,-0.12,0.42,0.43,0.51,0.43
84,1884,-0.32064516129032256,-0.11,0.41,0.43,0.5,0.43
85,1885,0.3393548387096774,-0.11,0.4,0.42,0.49,0.42
86,1886,0.44935483870967746,-0.11,0.4,0.42,0.49,0.42
87,1887,0.3993548387096775,-0.09,0.39,0.41,0.48,0.41
88,1888,-0.9506451612903224,-0.08,0.39,0.41,0.48,0.41
89,1889,-0.31064516129032255,-0.06,0.39,0.4,0.47,0.41
90,1890,-0.000645161290322549,-0.05,0.39,0.41,0.48,0.41
91,1891,-0.19064516129032255,-0.03,0.4,0.41,0.48,0.42
92,1892,0.5493548387096775,-0.01,0.4,0.42,0.49,0.42
93,1893,-1.0206451612903225,0.02,0.41,0.42,0.49,0.43
94,1894,-0.2306451612903226,0.06,0.42,0.43,0.5,0.44
95,1895,0.32935483870967747,0.09,0.42,0.43,0.5,0.44
96,1896,-0.020645161290322567,0.13,0.42,0.42,0.49,0.43
97,1897,0.5193548387096775,0.16,0.41,0.42,0.48,0.42
98,1898,0.4093548387096775,0.19,0.4,0.41,0.47,0.41
99,1899,0.37935483870967746,0.21,0.39,0.4,0.46,0.4
100,1900,0.7293548387096774,0.22,0.38,0.38,0.45,0.39
101,1901,0.37935483870967746,0.22,0.36,0.37,0.44,0.37
102,1902,-0.8406451612903225,0.21,0.34,0.36,0.43,0.35
103,1903,0.7493548387096775,0.19,0.33,0.34,0.41,0.33
104,1904,-0.2606451612903225,0.16,0.31,0.32,0.39,0.31
105,1905,0.38935483870967746,0.13,0.29,0.3,0.37,0.29
106,1906,0.7193548387096775,0.1,0.27,0.29,0.35,0.28
107,1907,-0.7206451612903224,0.07,0.26,0.28,0.34,0.27
108,1908,-0.44064516129032255,0.06,0.26,0.28,0.33,0.26
109,1909,0.08935483870967748,0.07,0.26,0.28,0.33,0.26
110,1910,0.9193548387096775,0.09,0.26,0.28,0.33,0.27
111,1911,-0.2806451612903225,0.11,0.27,0.3,0.34,0.28
112,1912,-0.7206451612903224,0.14,0.29,0.31,0.36,0.3
113,1913,0.35935483870967744,0.16,0.31,0.33,0.38,0.31
114,1914,0.00935483870967746,0.17,0.32,0.35,0.4,0.33
115,1915,0.42935483870967744,0.2,0.34,0.37,0.42,0.35
116,1916,0.9693548387096775,0.22,0.36,0.38,0.43,0.37
117,1917,-0.010645161290322558,0.25,0.37,0.4,0.46,0.39
118,1918,1.0293548387096774,0.28,0.39,0.42,0.48,0.41
119,1919,0.00935483870967746,0.32,0.41,0.44,0.5,0.43
120,1920,-0.1306451612903225,0.34,0.43,0.46,0.52,0.44
121,1921,0.18935483870967745,0.35,0.44,0.48,0.53,0.46
122,1922,-0.08064516129032256,0.34,0.45,0.49,0.54,0.47
123,1923,1.2893548387096774,0.32,0.45,0.49,0.54,0.47
124,1924,-0.1306451612903225,0.3,0.45,0.49,0.54,0.47
125,1925,1.0893548387096774,0.28,0.45,0.49,0.54,0.47
126,1926,0.6293548387096775,0.26,0.44,0.49,0.54,0.47
127,1927,0.6093548387096774,0.25,0.44,0.49,0.54,0.47
128,1928,-0.31064516129032255,0.26,0.44,0.49,0.53,0.46
129,1929,-0.8306451612903225,0.27,0.44,0.49,0.53,0.46
130,1930,1.0493548387096774,0.3,0.44,0.49,0.53,0.46
131,1931,-0.4006451612903225,0.33,0.44,0.49,0.52,0.46
132,1932,0.09935483870967743,0.36,0.44,0.49,0.52,0.46
133,1933,-1.4406451612903224,0.39,0.44,0.48,0.52,0.46
134,1934,0.9993548387096776,0.4,0.44,0.48,0.52,0.46
135,1935,0.08935483870967748,0.39,0.44,0.48,0.52,0.46
136,1936,1.3193548387096774,0.39,0.44,0.48,0.52,0.46
137,1937,1.0993548387096774,0.38,0.45,0.48,0.52,0.46
138,1938,1.1193548387096774,0.38,0.45,0.49,0.52,0.46
139,1939,1.0693548387096774,0.38,0.46,0.49,0.53,0.47
140,1940,-1.2106451612903224,0.37,0.46,0.5,0.53,0.47
141,1941,-0.9306451612903226,0.36,0.46,0.5,0.53,0.47
142,1942,-1.4006451612903226,0.34,0.46,0.5,0.53,0.47
143,1943,0.29935483870967744,0.31,0.46,0.5,0.53,0.47
144,1944,0.5193548387096775,0.29,0.46,0.49,0.52,0.47
145,1945,-0.19064516129032255,0.29,0.45,0.48,0.51,0.46
146,1946,0.8193548387096774,0.31,0.44,0.47,0.5,0.44
147,1947,0.16935483870967744,0.35,0.43,0.45,0.49,0.43
148,1948,0.32935483870967747,0.39,0.41,0.44,0.47,0.42
149,1949,0.6393548387096775,0.41,0.4,0.42,0.46,0.4
150,1950,0.8793548387096775,0.42,0.39,0.41,0.45,0.39
151,1951,1.3493548387096774,0.42,0.38,0.4,0.44,0.38
152,1952,0.7293548387096774,0.43,0.37,0.39,0.43,0.38
153,1953,-0.010645161290322558,0.45,0.37,0.38,0.43,0.37
154,1954,-0.45064516129032256,0.47,0.36,0.38,0.42,0.37
155,1955,0.35935483870967744,0.49,0.36,0.37,0.42,0.36
156,1956,-1.0306451612903225,0.48,0.35,0.36,0.41,0.35
157,1957,0.8093548387096774,0.47,0.33,0.35,0.4,0.34
158,1958,0.7793548387096775,0.45,0.32,0.34,0.39,0.33
159,1959,0.23935483870967744,0.45,0.31,0.33,0.38,0.32
160,1960,1.1393548387096775,0.48,0.3,0.32,0.37,0.31
161,1961,1.0593548387096774,0.51,0.28,0.31,0.36,0.3
162,1962,0.7293548387096774,0.54,0.27,0.3,0.35,0.29
163,1963,0.01935483870967747,0.56,0.26,0.29,0.34,0.28
164,1964,0.13935483870967746,0.56,0.25,0.28,0.34,0.28
165,1965,-0.31064516129032255,0.55,0.24,0.27,0.32,0.27
166,1966,1.6393548387096775,0.53,0.22,0.26,0.31,0.25
167,1967,0.8193548387096774,0.52,0.21,0.24,0.29,0.23
168,1968,0.7293548387096774,0.52,0.18,0.22,0.27,0.21
169,1969,-0.5106451612903224,0.52,0.16,0.2,0.25,0.19
170,1970,0.8193548387096774,0.53,0.15,0.18,0.24,0.18
171,1971,0.5893548387096774,0.53,0.14,0.17,0.23,0.17
172,1972,0.6693548387096775,0.52,0.13,0.16,0.22,0.16
173,1973,0.15935483870967743,0.5,0.13,0.16,0.22,0.16
174,1974,0.6993548387096775,0.48,0.13,0.16,0.22,0.15
175,1975,1.6793548387096775,0.47,0.13,0.16,0.22,0.16
176,1976,-0.5506451612903225,0.47,0.13,0.16,0.23,0.16
177,1977,0.6693548387096775,0.48,0.14,0.17,0.23,0.16
178,1978,-0.17064516129032253,0.47,0.15,0.18,0.24,0.17
179,1979,0.8693548387096774,0.45,0.16,0.19,0.26,0.19
180,1980,-0.5806451612903225,0.42,0.19,0.22,0.28,0.21
181,1981,0.7793548387096775,0.4,0.21,0.24,0.31,0.24
182,1982,0.7093548387096775,0.4,0.25,0.28,0.34,0.27
183,1983,1.3293548387096774,0.43,0.28,0.32,0.38,0.31
184,1984,0.37935483870967746,0.47,0.32,0.36,0.42,0.35
185,1985,-0.9706451612903224,0.51,0.37,0.41,0.46,0.39
186,1986,0.4693548387096774,0.56,0.41,0.45,0.51,0.43
187,1987,-0.7406451612903224,0.59,0.46,0.5,0.55,0.48
188,1988,0.24935483870967745,0.62,0.51,0.55,0.6,0.53
189,1989,1.8293548387096774,0.63,0.56,0.6,0.65,0.58
190,1990,2.1293548387096775,0.64,0.62,0.66,0.71,0.64
191,1991,0.47935483870967743,0.66,0.68,0.72,0.77,0.7
192,1992,0.9893548387096776,0.72,0.74,0.79,0.84,0.76
193,1993,0.11935483870967745,0.79,0.8,0.85,0.9,0.82
194,1994,1.9493548387096775,0.86,0.87,0.91,0.96,0.89
195,1995,0.7693548387096775,0.92,0.93,0.97,1.02,0.95
196,1996,-0.1406451612903225,0.97,0.99,1.03,1.08,1.01
197,1997,0.01935483870967747,1.0,1.05,1.09,1.14,1.07
198,1998,0.8193548387096774,1.03,1.11,1.15,1.2,1.13
199,1999,1.8593548387096774,1.06,1.18,1.22,1.27,1.2
200,2000,1.9593548387096775,1.11,1.24,1.28,1.33,1.26
201,2001,1.3493548387096774,1.18,1.31,1.35,1.39,1.33
202,2002,1.7293548387096775,1.26,1.37,1.41,1.46,1.39
203,2003,0.6793548387096775,1.34,1.43,1.47,1.51,1.45
204,2004,1.2093548387096775,1.41,1.48,1.52,1.57,1.51
205,2005,1.0693548387096774,1.46,1.54,1.57,1.62,1.56
206,2006,0.7693548387096775,1.49,1.59,1.62,1.66,1.61
207,2007,2.5393548387096776,1.51,1.64,1.67,1.7,1.66
208,2008,1.9793548387096775,1.55,1.7,1.71,1.75,1.71
209,2009,1.9093548387096775,1.6,1.75,1.76,1.79,1.76
210,2010,1.4993548387096776,1.67,1.8,1.81,1.83,1.81
211,2011,1.0893548387096774,1.74,1.85,1.85,1.87,1.86
212,2012,1.8593548387096774,1.82,1.9,1.9,1.91,1.91
213,2013,1.8293548387096774,1.91,1.96,1.96,1.95,1.96
214,2014,1.6493548387096775,2.01,2.01,2.01,1.99,2.01
215,2015,2.4893548387096773,2.1,2.06,2.05,2.03,2.06
216,2016,2.0093548387096773,2.19,2.11,2.09,2.06,2.09
217,2017,1.9393548387096775,2.29,2.15,2.13,2.1,2.14
218,2018,1.9693548387096775,2.38,2.2,2.17,2.14,2.18
219,2019,2.8193548387096774,2.48,2.24,2.21,2.17,2.22
220,2020,3.1093548387096774,2.58,2.28,2.26,2.21,2.26
221,2021,,,2.31,2.29,2.25,2.3
222,2022,,,2.35,2.33,2.29,2.34
223,2023,,,2.37,2.37,2.33,2.39
224,2024,,,2.39,2.4,2.37,2.43
225,2025,,,2.41,2.43,2.4,2.47
226,2026,,,2.43,2.46,2.44,2.51
227,2027,,,2.45,2.49,2.48,2.56
228,2028,,,2.47,2.52,2.52,2.6
229,2029,,,2.49,2.55,2.56,2.65
230,2030,,,2.51,2.59,2.6,2.7
231,2031,,,2.52,2.62,2.64,2.75
232,2032,,,2.54,2.65,2.68,2.8
233,2033,,,2.55,2.68,2.72,2.86
234,2034,,,2.57,2.71,2.76,2.91
235,2035,,,2.58,2.74,2.8,2.96
236,2036,,,2.6,2.77,2.84,3.02
237,2037,,,2.62,2.8,2.88,3.07
238,2038,,,2.65,2.83,2.92,3.12
239,2039,,,2.67,2.86,2.96,3.17
240,2040,,,2.7,2.9,3.01,3.23
241,2041,,,2.72,2.93,3.06,3.28
242,2042,,,2.75,2.96,3.12,3.33
243,2043,,,2.77,2.99,3.17,3.38
244,2044,,,2.78,3.02,3.22,3.44
245,2045,,,2.8,3.05,3.27,3.49
246,2046,,,2.82,3.07,3.32,3.55
247,2047,,,2.83,3.1,3.37,3.6
248,2048,,,2.84,3.12,3.41,3.66
249,2049,,,2.86,3.14,3.46,3.72
250,2050,,,2.86,3.16,3.51,3.78
251,2051,,,2.87,3.19,3.56,3.84
252,2052,,,2.88,3.21,3.6,3.91
253,2053,,,2.89,3.24,3.65,3.97
254,2054,,,2.89,3.26,3.69,4.03
255,2055,,,2.9,3.29,3.73,4.08
256,2056,,,2.9,3.31,3.77,4.14
257,2057,,,2.91,3.34,3.8,4.21
258,2058,,,2.91,3.36,3.84,4.27
259,2059,,,2.91,3.38,3.88,4.33
260,2060,,,2.92,3.39,3.92,4.38
261,2061,,,2.92,3.41,3.95,4.44
262,2062,,,2.92,3.43,3.99,4.5
263,2063,,,2.93,3.45,4.04,4.56
264,2064,,,2.93,3.48,4.08,4.62
265,2065,,,2.94,3.49,4.12,4.67
266,2066,,,2.94,3.51,4.17,4.73
267,2067,,,2.95,3.52,4.21,4.79
268,2068,,,2.95,3.54,4.25,4.85
269,2069,,,2.95,3.55,4.29,4.91
270,2070,,,2.95,3.56,4.33,4.97
271,2071,,,2.94,3.58,4.38,5.04
272,2072,,,2.94,3.6,4.43,5.1
273,2073,,,2.93,3.62,4.48,5.16
274,2074,,,2.92,3.64,4.53,5.23
275,2075,,,2.91,3.66,4.58,5.29
276,2076,,,2.9,3.68,4.63,5.35
277,2077,,,2.89,3.71,4.69,5.41
278,2078,,,2.88,3.73,4.74,5.47
279,2079,,,2.86,3.75,4.79,5.54
280,2080,,,2.85,3.77,4.84,5.61
281,2081,,,2.84,3.79,4.89,5.67
282,2082,,,2.83,3.81,4.93,5.74
283,2083,,,2.82,3.83,4.98,5.82
284,2084,,,2.82,3.85,5.03,5.89
285,2085,,,2.81,3.87,5.08,5.96
286,2086,,,2.81,3.89,5.12,6.03
287,2087,,,2.81,3.91,5.17,6.09
288,2088,,,2.81,3.93,5.23,6.16
289,2089,,,2.81,3.95,5.28,6.23
290,2090,,,2.82,3.96,5.33,6.3
291,2091,,,2.82,3.98,5.38,6.36
292,2092,,,2.82,3.99,5.43,6.43
293,2093,,,2.82,4.01,5.48,6.5
294,2094,,,2.83,4.02,5.53,6.56
295,2095,,,2.83,4.04,5.58,6.63
296,2096,,,2.83,4.05,5.63,6.69
297,2097,,,2.84,4.06,5.68,6.76
298,2098,,,2.84,4.07,5.73,6.81
299,2099,,,2.85,4.08,5.78,6.87
300,2100,,,2.85,4.1,5.83,6.95
