Andorra,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
92,1892,-0.24161290322580647,-0.29,0.3,0.27,0.3,0.26
93,1893,0.49838709677419357,-0.21,0.31,0.28,0.31,0.27
94,1894,-0.11161290322580641,-0.12,0.32,0.3,0.32,0.28
95,1895,0.34838709677419355,-0.03,0.34,0.31,0.33,0.29
96,1896,-0.4916129032258065,0.04,0.34,0.32,0.34,0.3
97,1897,0.7283870967741936,0.09,0.35,0.32,0.35,0.31
98,1898,0.4483870967741936,0.13,0.35,0.33,0.35,0.32
99,1899,0.8583870967741936,0.15,0.36,0.33,0.36,0.32
100,1900,0.5183870967741936,0.15,0.36,0.34,0.36,0.33
101,1901,-0.48161290322580647,0.14,0.37,0.34,0.37,0.33
102,1902,-0.09161290322580645,0.11,0.37,0.34,0.37,0.33
103,1903,-0.20161290322580644,0.08,0.36,0.34,0.37,0.33
104,1904,0.7083870967741936,0.05,0.36,0.34,0.37,0.33
105,1905,-0.2816129032258064,0.02,0.35,0.33,0.36,0.32
106,1906,0.06838709677419358,-0.01,0.35,0.33,0.36,0.32
107,1907,-0.14161290322580644,-0.03,0.34,0.32,0.35,0.32
108,1908,0.15838709677419358,-0.04,0.34,0.32,0.35,0.31
109,1909,-0.6016129032258064,-0.04,0.33,0.32,0.34,0.31
110,1910,-0.3016129032258064,-0.04,0.33,0.32,0.35,0.31
111,1911,0.6583870967741936,-0.05,0.34,0.32,0.35,0.32
112,1912,-0.18161290322580642,-0.05,0.35,0.33,0.36,0.32
113,1913,0.18838709677419357,-0.03,0.36,0.34,0.37,0.33
114,1914,-0.1016129032258064,-0.01,0.37,0.35,0.38,0.34
115,1915,-0.1616129032258064,0.02,0.38,0.36,0.39,0.35
116,1916,0.18838709677419357,0.04,0.38,0.37,0.39,0.36
117,1917,-0.5416129032258064,0.07,0.39,0.38,0.4,0.37
118,1918,0.10838709677419356,0.09,0.4,0.39,0.41,0.38
119,1919,-0.11161290322580641,0.12,0.42,0.4,0.43,0.39
120,1920,0.5883870967741935,0.15,0.43,0.41,0.44,0.4
121,1921,0.7283870967741936,0.19,0.45,0.43,0.46,0.42
122,1922,-0.011612903225806437,0.24,0.46,0.44,0.48,0.43
123,1923,0.15838709677419358,0.29,0.47,0.45,0.49,0.44
124,1924,0.29838709677419356,0.32,0.48,0.46,0.5,0.45
125,1925,-0.3716129032258065,0.35,0.49,0.46,0.5,0.45
126,1926,0.7583870967741936,0.36,0.49,0.47,0.51,0.45
127,1927,0.5883870967741935,0.36,0.49,0.47,0.51,0.46
128,1928,0.8783870967741936,0.37,0.5,0.48,0.51,0.46
129,1929,0.3783870967741936,0.37,0.5,0.48,0.51,0.47
130,1930,0.6683870967741936,0.38,0.5,0.48,0.51,0.47
131,1931,0.11838709677419357,0.39,0.5,0.48,0.52,0.47
132,1932,-0.1016129032258064,0.39,0.51,0.48,0.52,0.47
133,1933,0.28838709677419355,0.37,0.51,0.49,0.52,0.47
134,1934,0.5783870967741935,0.34,0.51,0.49,0.51,0.47
135,1935,0.22838709677419355,0.32,0.51,0.49,0.52,0.47
136,1936,0.23838709677419356,0.3,0.51,0.49,0.52,0.48
137,1937,1.0383870967741935,0.31,0.52,0.5,0.53,0.48
138,1938,0.48838709677419356,0.32,0.53,0.51,0.53,0.49
139,1939,-0.001612903225806428,0.35,0.53,0.52,0.54,0.5
140,1940,-0.05161290322580642,0.39,0.54,0.52,0.55,0.51
141,1941,-0.3916129032258064,0.43,0.55,0.53,0.56,0.51
142,1942,0.33838709677419354,0.47,0.55,0.53,0.56,0.52
143,1943,1.1483870967741936,0.52,0.55,0.54,0.56,0.52
144,1944,0.12838709677419358,0.56,0.55,0.54,0.56,0.52
145,1945,1.0483870967741935,0.6,0.55,0.53,0.56,0.52
146,1946,0.20838709677419356,0.63,0.55,0.53,0.55,0.51
147,1947,1.2483870967741935,0.66,0.55,0.53,0.55,0.51
148,1948,1.0383870967741935,0.68,0.55,0.53,0.54,0.51
149,1949,1.4183870967741936,0.68,0.54,0.52,0.54,0.51
150,1950,0.9783870967741937,0.66,0.54,0.52,0.53,0.5
151,1951,0.16838709677419356,0.64,0.53,0.51,0.52,0.5
152,1952,0.6783870967741936,0.62,0.52,0.5,0.51,0.49
153,1953,0.4383870967741936,0.6,0.51,0.49,0.5,0.48
154,1954,-0.1616129032258064,0.58,0.5,0.48,0.49,0.47
155,1955,0.8583870967741936,0.55,0.49,0.47,0.48,0.46
156,1956,-0.5616129032258064,0.51,0.47,0.46,0.47,0.44
157,1957,0.2783870967741936,0.48,0.46,0.45,0.45,0.43
158,1958,0.7383870967741936,0.47,0.44,0.43,0.44,0.42
159,1959,0.8783870967741936,0.46,0.43,0.42,0.43,0.4
160,1960,0.3883870967741936,0.47,0.41,0.4,0.41,0.39
161,1961,1.3483870967741935,0.47,0.39,0.38,0.4,0.37
162,1962,0.17838709677419357,0.48,0.38,0.37,0.39,0.36
163,1963,-0.19161290322580643,0.47,0.36,0.36,0.38,0.34
164,1964,0.6483870967741936,0.45,0.35,0.35,0.37,0.33
165,1965,0.13838709677419356,0.42,0.34,0.34,0.36,0.32
166,1966,0.7483870967741936,0.38,0.34,0.33,0.35,0.32
167,1967,0.6383870967741936,0.34,0.33,0.33,0.35,0.31
168,1968,0.5983870967741935,0.31,0.33,0.32,0.35,0.31
169,1969,-0.011612903225806437,0.28,0.33,0.32,0.35,0.31
170,1970,0.3783870967741936,0.26,0.33,0.33,0.35,0.31
171,1971,0.18838709677419357,0.24,0.33,0.33,0.36,0.31
172,1972,-0.2916129032258064,0.22,0.34,0.34,0.37,0.32
173,1973,0.11838709677419357,0.2,0.36,0.35,0.38,0.34
174,1974,0.01838709677419359,0.19,0.37,0.36,0.39,0.35
175,1975,0.21838709677419357,0.19,0.39,0.38,0.41,0.37
176,1976,0.24838709677419357,0.22,0.4,0.39,0.42,0.38
177,1977,0.24838709677419357,0.25,0.42,0.41,0.44,0.4
178,1978,0.04838709677419356,0.29,0.43,0.42,0.45,0.41
179,1979,0.34838709677419355,0.33,0.45,0.43,0.47,0.43
180,1980,-0.1716129032258064,0.38,0.47,0.45,0.49,0.45
181,1981,0.5683870967741935,0.44,0.49,0.47,0.51,0.47
182,1982,1.1483870967741936,0.5,0.51,0.49,0.53,0.49
183,1983,1.0383870967741935,0.57,0.53,0.51,0.55,0.51
184,1984,0.06838709677419358,0.63,0.55,0.53,0.57,0.53
185,1985,0.4083870967741936,0.69,0.57,0.55,0.59,0.55
186,1986,0.6283870967741936,0.74,0.59,0.58,0.61,0.57
187,1987,0.7683870967741936,0.78,0.62,0.6,0.64,0.6
188,1988,0.9583870967741936,0.82,0.64,0.62,0.66,0.62
189,1989,1.6583870967741936,0.87,0.66,0.65,0.68,0.64
190,1990,1.4183870967741936,0.91,0.69,0.68,0.71,0.67
191,1991,0.5183870967741936,0.96,0.72,0.71,0.75,0.7
192,1992,0.5583870967741935,1.02,0.76,0.75,0.79,0.74
193,1993,0.46838709677419355,1.07,0.8,0.79,0.83,0.78
194,1994,1.5983870967741935,1.1,0.85,0.84,0.88,0.83
195,1995,1.3983870967741936,1.14,0.89,0.88,0.92,0.87
196,1996,0.7483870967741936,1.17,0.94,0.93,0.97,0.92
197,1997,1.9683870967741934,1.2,0.98,0.97,1.01,0.96
198,1998,1.1783870967741936,1.24,1.03,1.02,1.06,1.01
199,1999,1.1883870967741936,1.28,1.08,1.07,1.1,1.06
200,2000,1.3983870967741936,1.3,1.13,1.12,1.15,1.11
201,2001,1.2983870967741935,1.32,1.18,1.17,1.2,1.16
202,2002,1.3683870967741936,1.33,1.23,1.22,1.25,1.21
203,2003,1.9383870967741934,1.33,1.27,1.27,1.3,1.26
204,2004,1.1183870967741936,1.34,1.32,1.31,1.34,1.3
205,2005,0.7483870967741936,1.34,1.36,1.35,1.38,1.34
206,2006,1.9583870967741934,1.35,1.4,1.39,1.42,1.38
207,2007,1.1983870967741936,1.37,1.43,1.42,1.45,1.42
208,2008,1.0083870967741935,1.39,1.47,1.45,1.48,1.46
209,2009,1.6783870967741936,1.41,1.5,1.48,1.51,1.49
210,2010,0.46838709677419355,1.45,1.53,1.52,1.54,1.52
211,2011,1.9983870967741935,1.48,1.56,1.55,1.57,1.56
212,2012,1.4483870967741934,1.54,1.59,1.58,1.59,1.59
213,2013,0.7983870967741935,1.59,1.62,1.62,1.62,1.62
214,2014,1.7683870967741935,1.65,1.66,1.65,1.64,1.66
215,2015,1.9783870967741934,1.7,1.69,1.69,1.67,1.69
216,2016,1.7183870967741934,1.76,1.72,1.72,1.7,1.72
217,2017,1.7883870967741935,1.82,1.75,1.76,1.73,1.75
218,2018,1.7983870967741935,1.88,1.77,1.79,1.76,1.79
219,2019,1.8883870967741936,1.94,1.8,1.83,1.79,1.82
220,2020,2.1483870967741936,2.0,1.83,1.87,1.82,1.86
221,2021,,,1.86,1.91,1.85,1.89
222,2022,,,1.89,1.94,1.88,1.93
223,2023,,,1.91,1.98,1.91,1.96
224,2024,,,1.94,2.01,1.94,1.99
225,2025,,,1.96,2.04,1.98,2.03
226,2026,,,1.99,2.07,2.01,2.07
227,2027,,,2.01,2.1,2.05,2.11
228,2028,,,2.03,2.13,2.1,2.15
229,2029,,,2.06,2.16,2.14,2.19
230,2030,,,2.08,2.19,2.18,2.23
231,2031,,,2.11,2.22,2.21,2.28
232,2032,,,2.13,2.25,2.25,2.32
233,2033,,,2.15,2.27,2.28,2.37
234,2034,,,2.17,2.29,2.31,2.41
235,2035,,,2.2,2.31,2.34,2.46
236,2036,,,2.22,2.33,2.38,2.51
237,2037,,,2.24,2.35,2.41,2.56
238,2038,,,2.26,2.37,2.45,2.6
239,2039,,,2.28,2.39,2.48,2.66
240,2040,,,2.3,2.41,2.52,2.71
241,2041,,,2.32,2.43,2.56,2.76
242,2042,,,2.34,2.45,2.6,2.81
243,2043,,,2.36,2.48,2.63,2.86
244,2044,,,2.37,2.5,2.67,2.91
245,2045,,,2.38,2.52,2.71,2.95
246,2046,,,2.4,2.54,2.75,3.0
247,2047,,,2.41,2.57,2.79,3.05
248,2048,,,2.41,2.59,2.83,3.09
249,2049,,,2.42,2.62,2.86,3.14
250,2050,,,2.42,2.65,2.9,3.19
251,2051,,,2.43,2.68,2.94,3.24
252,2052,,,2.43,2.71,2.98,3.29
253,2053,,,2.44,2.74,3.02,3.34
254,2054,,,2.44,2.77,3.06,3.39
255,2055,,,2.44,2.79,3.1,3.43
256,2056,,,2.44,2.82,3.14,3.49
257,2057,,,2.44,2.85,3.17,3.54
258,2058,,,2.44,2.87,3.21,3.59
259,2059,,,2.44,2.9,3.25,3.65
260,2060,,,2.44,2.92,3.28,3.69
261,2061,,,2.45,2.94,3.32,3.75
262,2062,,,2.45,2.96,3.36,3.81
263,2063,,,2.45,2.99,3.4,3.87
264,2064,,,2.45,3.01,3.44,3.93
265,2065,,,2.46,3.02,3.48,3.99
266,2066,,,2.46,3.04,3.52,4.06
267,2067,,,2.45,3.06,3.57,4.12
268,2068,,,2.45,3.07,3.61,4.19
269,2069,,,2.45,3.09,3.64,4.25
270,2070,,,2.45,3.1,3.68,4.32
271,2071,,,2.45,3.11,3.72,4.38
272,2072,,,2.45,3.13,3.76,4.44
273,2073,,,2.44,3.14,3.81,4.5
274,2074,,,2.44,3.15,3.85,4.57
275,2075,,,2.44,3.17,3.9,4.63
276,2076,,,2.43,3.18,3.95,4.7
277,2077,,,2.43,3.2,3.99,4.76
278,2078,,,2.43,3.22,4.04,4.82
279,2079,,,2.43,3.24,4.09,4.88
280,2080,,,2.42,3.26,4.13,4.94
281,2081,,,2.43,3.28,4.18,5.0
282,2082,,,2.43,3.3,4.22,5.06
283,2083,,,2.43,3.32,4.26,5.12
284,2084,,,2.43,3.33,4.31,5.18
285,2085,,,2.43,3.34,4.36,5.24
286,2086,,,2.43,3.36,4.41,5.3
287,2087,,,2.43,3.37,4.46,5.36
288,2088,,,2.43,3.38,4.52,5.43
289,2089,,,2.42,3.39,4.57,5.49
290,2090,,,2.42,3.41,4.62,5.55
291,2091,,,2.41,3.42,4.68,5.61
292,2092,,,2.4,3.43,4.73,5.68
293,2093,,,2.4,3.45,4.79,5.74
294,2094,,,2.39,3.46,4.84,5.8
295,2095,,,2.39,3.47,4.89,5.86
296,2096,,,2.38,3.48,4.94,5.92
297,2097,,,2.37,3.49,5.0,5.98
298,2098,,,2.37,3.5,5.05,6.04
299,2099,,,2.36,3.51,5.1,6.1
300,2100,,,2.35,3.52,5.16,6.17
