Austria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
57,1857,0.09354838709677415,-0.09,0.59,0.59,0.62,0.57
58,1858,-0.9364516129032259,-0.02,0.59,0.58,0.62,0.57
59,1859,0.6735483870967742,0.04,0.59,0.58,0.61,0.57
60,1860,-0.7364516129032259,0.11,0.59,0.58,0.6,0.56
61,1861,0.22354838709677416,0.18,0.58,0.58,0.6,0.56
62,1862,0.9535483870967741,0.24,0.58,0.57,0.59,0.56
63,1863,1.3435483870967742,0.29,0.58,0.57,0.59,0.56
64,1864,-1.3064516129032258,0.33,0.59,0.58,0.59,0.57
65,1865,0.29354838709677417,0.35,0.59,0.58,0.6,0.57
66,1866,0.6835483870967742,0.37,0.59,0.58,0.6,0.57
67,1867,0.21354838709677418,0.36,0.59,0.58,0.6,0.57
68,1868,1.3135483870967741,0.34,0.59,0.58,0.6,0.57
69,1869,0.5135483870967742,0.3,0.59,0.58,0.6,0.57
70,1870,-0.8764516129032258,0.26,0.59,0.58,0.6,0.57
71,1871,-1.1164516129032258,0.2,0.59,0.58,0.6,0.57
72,1872,1.293548387096774,0.16,0.59,0.58,0.61,0.57
73,1873,0.7135483870967742,0.11,0.58,0.58,0.61,0.56
74,1874,-0.16645161290322585,0.07,0.58,0.58,0.61,0.56
75,1875,-0.6364516129032258,0.03,0.57,0.57,0.6,0.56
76,1876,-0.05645161290322581,0.0,0.56,0.56,0.59,0.54
77,1877,0.23354838709677417,-0.01,0.55,0.55,0.58,0.53
78,1878,0.03354838709677416,-0.01,0.53,0.53,0.57,0.51
79,1879,-0.8064516129032258,-0.02,0.51,0.52,0.55,0.5
80,1880,0.3635483870967742,-0.03,0.5,0.5,0.54,0.48
81,1881,-0.42645161290322586,-0.05,0.48,0.48,0.52,0.46
82,1882,0.5435483870967741,-0.07,0.46,0.46,0.51,0.45
83,1883,-0.29645161290322586,-0.1,0.44,0.45,0.49,0.43
84,1884,0.19354838709677416,-0.13,0.43,0.43,0.47,0.41
85,1885,0.2535483870967742,-0.15,0.41,0.41,0.46,0.4
86,1886,0.3035483870967742,-0.17,0.39,0.4,0.44,0.38
87,1887,-0.7064516129032259,-0.19,0.38,0.39,0.43,0.37
88,1888,-0.7164516129032259,-0.21,0.37,0.37,0.42,0.36
89,1889,-0.5064516129032258,-0.23,0.37,0.37,0.41,0.36
90,1890,-0.3664516129032258,-0.24,0.37,0.37,0.41,0.36
91,1891,-0.4964516129032258,-0.23,0.37,0.37,0.41,0.36
92,1892,-0.14645161290322584,-0.21,0.38,0.37,0.42,0.36
93,1893,-0.18645161290322587,-0.17,0.39,0.38,0.43,0.37
94,1894,0.12354838709677418,-0.12,0.4,0.39,0.43,0.38
95,1895,-0.39645161290322584,-0.07,0.41,0.4,0.44,0.39
96,1896,-0.4464516129032259,-0.02,0.42,0.41,0.44,0.4
97,1897,0.2535483870967742,0.02,0.42,0.42,0.44,0.41
98,1898,0.9835483870967742,0.06,0.43,0.43,0.45,0.42
99,1899,0.15354838709677418,0.08,0.44,0.44,0.45,0.42
100,1900,0.7535483870967742,0.1,0.44,0.44,0.46,0.43
101,1901,-0.2264516129032258,0.11,0.45,0.45,0.47,0.43
102,1902,-0.3164516129032259,0.11,0.45,0.45,0.47,0.43
103,1903,0.17354838709677417,0.1,0.44,0.45,0.47,0.43
104,1904,0.5135483870967742,0.09,0.43,0.45,0.46,0.42
105,1905,0.013548387096774195,0.07,0.43,0.44,0.45,0.42
106,1906,0.023548387096774148,0.05,0.42,0.44,0.45,0.41
107,1907,0.03354838709677416,0.04,0.42,0.44,0.45,0.41
108,1908,-0.3764516129032258,0.04,0.42,0.44,0.45,0.41
109,1909,-0.4464516129032259,0.04,0.42,0.44,0.45,0.41
110,1910,0.3135483870967742,0.04,0.42,0.45,0.46,0.42
111,1911,0.7535483870967742,0.05,0.43,0.45,0.47,0.42
112,1912,-0.3464516129032258,0.06,0.44,0.46,0.48,0.43
113,1913,0.14354838709677417,0.08,0.45,0.47,0.49,0.44
114,1914,-0.14645161290322584,0.12,0.46,0.48,0.51,0.45
115,1915,0.03354838709677416,0.15,0.47,0.49,0.52,0.47
116,1916,0.7835483870967741,0.18,0.48,0.51,0.53,0.48
117,1917,-0.30645161290322587,0.2,0.5,0.52,0.55,0.49
118,1918,0.46354838709677415,0.21,0.52,0.54,0.57,0.51
119,1919,-0.4464516129032259,0.23,0.54,0.55,0.59,0.53
120,1920,0.9035483870967742,0.26,0.55,0.57,0.61,0.55
121,1921,0.9635483870967742,0.29,0.57,0.58,0.63,0.56
122,1922,-0.3164516129032259,0.32,0.58,0.59,0.64,0.57
123,1923,0.5535483870967741,0.34,0.58,0.59,0.64,0.57
124,1924,-0.2364516129032258,0.35,0.58,0.6,0.65,0.57
125,1925,0.15354838709677418,0.35,0.59,0.6,0.65,0.57
126,1926,0.9535483870967741,0.34,0.59,0.6,0.65,0.57
127,1927,0.5935483870967742,0.33,0.59,0.6,0.65,0.57
128,1928,0.7235483870967742,0.33,0.59,0.6,0.65,0.58
129,1929,-0.29645161290322586,0.34,0.59,0.6,0.65,0.58
130,1930,0.8535483870967742,0.35,0.59,0.6,0.64,0.57
131,1931,-0.30645161290322587,0.37,0.59,0.6,0.64,0.57
132,1932,0.3735483870967742,0.37,0.59,0.6,0.63,0.57
133,1933,-0.5664516129032259,0.35,0.58,0.6,0.63,0.57
134,1934,1.4835483870967743,0.32,0.58,0.6,0.62,0.56
135,1935,0.22354838709677416,0.29,0.58,0.6,0.62,0.56
136,1936,0.5835483870967741,0.27,0.59,0.6,0.62,0.57
137,1937,0.6435483870967742,0.27,0.6,0.61,0.63,0.57
138,1938,0.42354838709677417,0.28,0.6,0.62,0.64,0.58
139,1939,0.2735483870967742,0.31,0.61,0.63,0.65,0.59
140,1940,-1.1964516129032259,0.34,0.62,0.63,0.66,0.6
141,1941,-0.6264516129032258,0.38,0.63,0.64,0.67,0.61
142,1942,-0.15645161290322585,0.42,0.64,0.64,0.67,0.61
143,1943,0.9535483870967741,0.46,0.64,0.65,0.67,0.62
144,1944,0.043548387096774166,0.51,0.64,0.65,0.68,0.62
145,1945,0.7835483870967741,0.56,0.64,0.65,0.68,0.62
146,1946,0.9035483870967742,0.62,0.64,0.65,0.67,0.62
147,1947,0.9135483870967742,0.67,0.64,0.64,0.67,0.61
148,1948,1.0135483870967743,0.69,0.63,0.64,0.66,0.61
149,1949,1.0635483870967741,0.69,0.63,0.63,0.66,0.61
150,1950,1.1135483870967742,0.67,0.62,0.63,0.65,0.6
151,1951,1.1435483870967742,0.64,0.62,0.62,0.65,0.6
152,1952,0.22354838709677416,0.62,0.61,0.61,0.64,0.59
153,1953,0.8335483870967741,0.6,0.6,0.61,0.63,0.58
154,1954,-0.24645161290322581,0.57,0.59,0.6,0.62,0.57
155,1955,-0.1064516129032258,0.52,0.58,0.59,0.61,0.57
156,1956,-0.7664516129032257,0.47,0.57,0.58,0.6,0.56
157,1957,0.7535483870967742,0.42,0.56,0.57,0.59,0.54
158,1958,0.6235483870967742,0.37,0.55,0.55,0.58,0.53
159,1959,0.8935483870967742,0.35,0.53,0.54,0.57,0.52
160,1960,0.5635483870967741,0.35,0.51,0.52,0.55,0.5
161,1961,1.193548387096774,0.36,0.5,0.51,0.54,0.49
162,1962,-0.5464516129032259,0.38,0.49,0.5,0.53,0.48
163,1963,-0.24645161290322581,0.39,0.48,0.49,0.52,0.47
164,1964,0.29354838709677417,0.38,0.47,0.48,0.52,0.46
165,1965,-0.3264516129032258,0.36,0.46,0.47,0.51,0.46
166,1966,0.9135483870967742,0.33,0.46,0.47,0.5,0.45
167,1967,0.9235483870967742,0.33,0.45,0.46,0.49,0.44
168,1968,0.4335483870967742,0.34,0.44,0.45,0.48,0.43
169,1969,0.12354838709677418,0.38,0.43,0.44,0.48,0.43
170,1970,0.053548387096774175,0.41,0.43,0.44,0.47,0.42
171,1971,0.5135483870967742,0.44,0.43,0.44,0.47,0.42
172,1972,0.2735483870967742,0.46,0.43,0.44,0.48,0.43
173,1973,0.21354838709677418,0.45,0.44,0.45,0.49,0.44
174,1974,0.9135483870967742,0.45,0.46,0.47,0.51,0.45
175,1975,0.9235483870967742,0.45,0.47,0.48,0.52,0.47
176,1976,0.4435483870967742,0.47,0.49,0.5,0.54,0.48
177,1977,0.9735483870967742,0.48,0.5,0.51,0.55,0.5
178,1978,-0.16645161290322585,0.49,0.52,0.52,0.57,0.51
179,1979,0.4435483870967742,0.49,0.53,0.54,0.58,0.52
180,1980,-0.30645161290322587,0.48,0.55,0.56,0.6,0.54
181,1981,0.5535483870967741,0.48,0.57,0.58,0.63,0.57
182,1982,0.9735483870967742,0.49,0.6,0.61,0.66,0.59
183,1983,1.2035483870967743,0.51,0.63,0.64,0.69,0.63
184,1984,0.11354838709677417,0.56,0.67,0.67,0.72,0.66
185,1985,-0.02645161290322584,0.61,0.7,0.71,0.75,0.69
186,1986,0.35354838709677416,0.68,0.74,0.74,0.78,0.73
187,1987,0.22354838709677416,0.74,0.77,0.78,0.81,0.76
188,1988,1.0935483870967742,0.8,0.8,0.81,0.84,0.79
189,1989,1.3535483870967742,0.85,0.83,0.85,0.88,0.83
190,1990,1.2835483870967743,0.89,0.87,0.89,0.92,0.87
191,1991,0.34354838709677415,0.95,0.92,0.93,0.96,0.91
192,1992,1.6135483870967742,1.01,0.96,0.98,1.01,0.96
193,1993,0.9135483870967742,1.07,1.01,1.03,1.06,1.01
194,1994,2.233548387096774,1.13,1.06,1.08,1.11,1.06
195,1995,0.9035483870967742,1.19,1.12,1.13,1.16,1.11
196,1996,-0.07645161290322583,1.23,1.17,1.18,1.21,1.16
197,1997,1.0735483870967741,1.26,1.22,1.23,1.26,1.21
198,1998,1.2835483870967743,1.27,1.27,1.28,1.31,1.26
199,1999,1.2635483870967743,1.29,1.32,1.33,1.36,1.31
200,2000,2.143548387096774,1.32,1.37,1.39,1.42,1.37
201,2001,1.2435483870967743,1.35,1.43,1.44,1.47,1.43
202,2002,1.9835483870967743,1.38,1.49,1.5,1.53,1.48
203,2003,1.5735483870967741,1.42,1.54,1.55,1.58,1.54
204,2004,0.9235483870967742,1.46,1.59,1.6,1.63,1.59
205,2005,0.6235483870967742,1.49,1.64,1.65,1.68,1.64
206,2006,1.3335483870967741,1.51,1.69,1.69,1.72,1.68
207,2007,2.043548387096774,1.54,1.73,1.73,1.76,1.72
208,2008,1.8635483870967742,1.58,1.77,1.77,1.79,1.77
209,2009,1.6335483870967742,1.64,1.81,1.81,1.83,1.81
210,2010,0.6735483870967742,1.7,1.85,1.84,1.87,1.85
211,2011,1.9635483870967743,1.78,1.89,1.88,1.9,1.89
212,2012,1.7235483870967743,1.87,1.93,1.92,1.93,1.94
213,2013,1.4335483870967742,1.95,1.97,1.96,1.96,1.97
214,2014,2.6635483870967738,2.04,2.01,2.01,1.99,2.01
215,2015,2.4735483870967743,2.12,2.05,2.05,2.03,2.05
216,2016,2.023548387096774,2.21,2.09,2.08,2.06,2.08
217,2017,1.8635483870967742,2.29,2.12,2.12,2.1,2.12
218,2018,2.7635483870967743,2.38,2.15,2.16,2.13,2.15
219,2019,2.613548387096774,2.46,2.19,2.2,2.17,2.19
220,2020,2.323548387096774,2.55,2.22,2.24,2.21,2.23
221,2021,,,2.25,2.28,2.24,2.27
222,2022,,,2.28,2.33,2.28,2.31
223,2023,,,2.31,2.37,2.32,2.34
224,2024,,,2.33,2.41,2.35,2.38
225,2025,,,2.35,2.44,2.39,2.42
226,2026,,,2.37,2.48,2.43,2.46
227,2027,,,2.39,2.51,2.47,2.5
228,2028,,,2.4,2.55,2.51,2.55
229,2029,,,2.43,2.58,2.55,2.59
230,2030,,,2.45,2.61,2.59,2.64
231,2031,,,2.47,2.64,2.63,2.69
232,2032,,,2.49,2.67,2.67,2.74
233,2033,,,2.51,2.7,2.7,2.79
234,2034,,,2.53,2.72,2.73,2.83
235,2035,,,2.55,2.74,2.76,2.88
236,2036,,,2.57,2.76,2.8,2.93
237,2037,,,2.59,2.78,2.84,2.98
238,2038,,,2.61,2.8,2.87,3.02
239,2039,,,2.64,2.83,2.91,3.07
240,2040,,,2.66,2.85,2.95,3.12
241,2041,,,2.68,2.87,2.99,3.17
242,2042,,,2.7,2.89,3.03,3.22
243,2043,,,2.72,2.92,3.07,3.27
244,2044,,,2.73,2.94,3.11,3.32
245,2045,,,2.75,2.96,3.16,3.36
246,2046,,,2.76,2.98,3.2,3.41
247,2047,,,2.77,3.0,3.25,3.46
248,2048,,,2.77,3.02,3.29,3.51
249,2049,,,2.78,3.04,3.33,3.56
250,2050,,,2.78,3.07,3.37,3.61
251,2051,,,2.79,3.09,3.41,3.66
252,2052,,,2.79,3.12,3.45,3.71
253,2053,,,2.8,3.14,3.5,3.77
254,2054,,,2.8,3.17,3.54,3.82
255,2055,,,2.81,3.19,3.58,3.87
256,2056,,,2.81,3.22,3.61,3.93
257,2057,,,2.82,3.24,3.65,3.99
258,2058,,,2.82,3.26,3.68,4.04
259,2059,,,2.83,3.28,3.72,4.09
260,2060,,,2.83,3.3,3.76,4.14
261,2061,,,2.84,3.32,3.79,4.2
262,2062,,,2.84,3.34,3.83,4.25
263,2063,,,2.85,3.36,3.86,4.31
264,2064,,,2.86,3.38,3.9,4.37
265,2065,,,2.86,3.4,3.95,4.43
266,2066,,,2.86,3.42,3.99,4.49
267,2067,,,2.86,3.44,4.03,4.55
268,2068,,,2.86,3.45,4.07,4.61
269,2069,,,2.86,3.47,4.11,4.67
270,2070,,,2.86,3.48,4.15,4.73
271,2071,,,2.86,3.49,4.19,4.79
272,2072,,,2.86,3.51,4.24,4.85
273,2073,,,2.85,3.53,4.28,4.91
274,2074,,,2.85,3.55,4.33,4.97
275,2075,,,2.85,3.57,4.37,5.03
276,2076,,,2.84,3.58,4.42,5.09
277,2077,,,2.83,3.6,4.47,5.15
278,2078,,,2.83,3.62,4.51,5.21
279,2079,,,2.82,3.64,4.56,5.27
280,2080,,,2.82,3.66,4.6,5.33
281,2081,,,2.81,3.67,4.64,5.39
282,2082,,,2.81,3.69,4.69,5.46
283,2083,,,2.81,3.71,4.73,5.53
284,2084,,,2.8,3.73,4.77,5.59
285,2085,,,2.8,3.75,4.82,5.66
286,2086,,,2.8,3.76,4.87,5.73
287,2087,,,2.79,3.77,4.92,5.8
288,2088,,,2.79,3.78,4.97,5.87
289,2089,,,2.79,3.8,5.03,5.94
290,2090,,,2.79,3.81,5.09,6.01
291,2091,,,2.79,3.83,5.14,6.08
292,2092,,,2.78,3.84,5.2,6.15
293,2093,,,2.78,3.85,5.25,6.22
294,2094,,,2.78,3.87,5.31,6.29
295,2095,,,2.78,3.88,5.36,6.36
296,2096,,,2.78,3.9,5.42,6.43
297,2097,,,2.78,3.91,5.47,6.5
298,2098,,,2.78,3.92,5.53,6.56
299,2099,,,2.78,3.93,5.58,6.62
300,2100,,,2.79,3.94,5.64,6.7
