Over the ocean,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
51,1851,0.20612903225806448,-0.06,0.5,0.48,0.51,0.47
52,1852,-0.013870967741935525,-0.05,0.5,0.48,0.51,0.47
53,1853,0.04612903225806447,-0.05,0.49,0.48,0.51,0.47
54,1854,-0.06387096774193551,-0.06,0.49,0.48,0.5,0.47
55,1855,-0.2838709677419355,-0.06,0.49,0.47,0.5,0.47
56,1856,0.08612903225806445,-0.07,0.49,0.47,0.5,0.46
57,1857,-0.2738709677419355,-0.08,0.49,0.47,0.5,0.46
58,1858,0.006129032258064493,-0.09,0.48,0.47,0.5,0.46
59,1859,-0.013870967741935525,-0.09,0.48,0.47,0.49,0.46
60,1860,-0.013870967741935525,-0.09,0.48,0.47,0.49,0.46
61,1861,-0.3038709677419355,-0.08,0.48,0.46,0.49,0.46
62,1862,-0.6938709677419357,-0.06,0.48,0.46,0.49,0.45
63,1863,-0.14387096774193547,-0.05,0.47,0.46,0.49,0.45
64,1864,-0.053870967741935505,-0.03,0.47,0.46,0.48,0.45
65,1865,0.016129032258064502,-0.02,0.47,0.46,0.48,0.45
66,1866,-0.013870967741935525,-0.01,0.47,0.46,0.48,0.45
67,1867,0.19612903225806447,0.01,0.47,0.46,0.48,0.45
68,1868,-0.003870967741935516,0.02,0.47,0.46,0.49,0.45
69,1869,0.4261290322580645,0.03,0.47,0.46,0.49,0.45
70,1870,0.05612903225806448,0.05,0.48,0.46,0.49,0.45
71,1871,-0.24387096774193556,0.05,0.48,0.47,0.49,0.46
72,1872,0.17612903225806448,0.05,0.48,0.47,0.5,0.46
73,1873,-0.07387096774193552,0.05,0.48,0.47,0.5,0.46
74,1874,0.3161290322580645,0.04,0.48,0.47,0.5,0.46
75,1875,-0.1638709677419355,0.03,0.48,0.47,0.5,0.46
76,1876,-0.06387096774193551,0.02,0.48,0.47,0.5,0.46
77,1877,0.3861290322580645,0.01,0.48,0.47,0.5,0.46
78,1878,0.7961290322580645,-0.01,0.48,0.47,0.5,0.46
79,1879,-0.003870967741935516,-0.03,0.48,0.47,0.5,0.46
80,1880,-0.14387096774193547,-0.05,0.48,0.47,0.5,0.45
81,1881,0.08612903225806445,-0.07,0.47,0.46,0.49,0.45
82,1882,-0.1838709677419355,-0.09,0.47,0.46,0.49,0.44
83,1883,0.17612903225806448,-0.11,0.46,0.45,0.48,0.44
84,1884,-0.4238709677419355,-0.12,0.46,0.45,0.48,0.43
85,1885,-0.23387096774193555,-0.12,0.46,0.44,0.47,0.43
86,1886,-0.3038709677419355,-0.12,0.45,0.44,0.47,0.43
87,1887,-0.5738709677419356,-0.12,0.45,0.44,0.47,0.43
88,1888,-0.07387096774193552,-0.11,0.45,0.44,0.47,0.42
89,1889,0.3061290322580645,-0.1,0.45,0.43,0.46,0.42
90,1890,-0.11387096774193556,-0.09,0.45,0.43,0.46,0.42
91,1891,-0.19387096774193552,-0.07,0.44,0.43,0.46,0.42
92,1892,0.036129032258064464,-0.04,0.45,0.43,0.46,0.42
93,1893,0.08612903225806445,-0.01,0.45,0.44,0.47,0.42
94,1894,-0.12387096774193557,0.02,0.46,0.44,0.47,0.43
95,1895,0.14612903225806445,0.05,0.47,0.45,0.48,0.44
96,1896,-0.07387096774193552,0.07,0.47,0.46,0.49,0.45
97,1897,0.2661290322580645,0.09,0.48,0.46,0.49,0.45
98,1898,-0.09387096774193554,0.12,0.48,0.46,0.49,0.45
99,1899,0.06612903225806449,0.13,0.48,0.46,0.49,0.45
100,1900,0.4961290322580645,0.15,0.48,0.46,0.49,0.45
101,1901,0.3861290322580645,0.16,0.48,0.46,0.49,0.45
102,1902,-0.013870967741935525,0.17,0.49,0.47,0.49,0.46
103,1903,0.28612903225806446,0.18,0.49,0.47,0.49,0.46
104,1904,0.10612903225806447,0.18,0.49,0.47,0.49,0.46
105,1905,0.33612903225806445,0.18,0.49,0.47,0.49,0.46
106,1906,0.3161290322580645,0.17,0.48,0.47,0.49,0.46
107,1907,-0.013870967741935525,0.17,0.48,0.46,0.49,0.46
108,1908,0.20612903225806448,0.16,0.48,0.46,0.49,0.45
109,1909,0.036129032258064464,0.15,0.48,0.46,0.49,0.46
110,1910,0.06612903225806449,0.14,0.48,0.47,0.49,0.46
111,1911,0.28612903225806446,0.13,0.48,0.47,0.49,0.46
112,1912,0.10612903225806447,0.12,0.49,0.48,0.5,0.47
113,1913,-0.013870967741935525,0.12,0.5,0.48,0.5,0.47
114,1914,0.05612903225806448,0.13,0.5,0.49,0.51,0.48
115,1915,0.33612903225806445,0.14,0.51,0.5,0.52,0.49
116,1916,0.21612903225806449,0.16,0.51,0.51,0.53,0.49
117,1917,-0.2938709677419355,0.17,0.52,0.51,0.53,0.5
118,1918,-0.3138709677419355,0.19,0.53,0.52,0.54,0.51
119,1919,0.17612903225806448,0.21,0.54,0.53,0.55,0.51
120,1920,0.40612903225806446,0.24,0.54,0.54,0.56,0.52
121,1921,0.3761290322580645,0.26,0.55,0.55,0.57,0.53
122,1922,0.1861290322580645,0.28,0.56,0.56,0.58,0.54
123,1923,0.33612903225806445,0.31,0.57,0.57,0.59,0.55
124,1924,0.5361290322580645,0.34,0.58,0.57,0.6,0.56
125,1925,0.24612903225806448,0.36,0.59,0.58,0.61,0.57
126,1926,0.45612903225806445,0.38,0.6,0.59,0.61,0.57
127,1927,0.2961290322580645,0.39,0.61,0.6,0.62,0.58
128,1928,0.6061290322580645,0.4,0.61,0.6,0.63,0.59
129,1929,0.24612903225806448,0.4,0.62,0.61,0.63,0.59
130,1930,0.5161290322580645,0.42,0.63,0.61,0.64,0.6
131,1931,0.5361290322580645,0.43,0.63,0.62,0.64,0.61
132,1932,0.45612903225806445,0.45,0.64,0.62,0.65,0.61
133,1933,0.14612903225806445,0.47,0.64,0.63,0.66,0.62
134,1934,0.46612903225806446,0.49,0.65,0.63,0.66,0.62
135,1935,0.3161290322580645,0.51,0.65,0.64,0.66,0.63
136,1936,0.3761290322580645,0.52,0.66,0.64,0.67,0.63
137,1937,0.8661290322580645,0.54,0.66,0.65,0.67,0.64
138,1938,0.9261290322580644,0.56,0.67,0.65,0.67,0.64
139,1939,0.47612903225806447,0.58,0.67,0.66,0.68,0.64
140,1940,0.8661290322580645,0.6,0.68,0.66,0.68,0.65
141,1941,0.3161290322580645,0.61,0.68,0.67,0.69,0.66
142,1942,0.6161290322580645,0.61,0.69,0.68,0.69,0.66
143,1943,0.7761290322580645,0.6,0.7,0.69,0.7,0.67
144,1944,0.7861290322580645,0.58,0.7,0.69,0.7,0.68
145,1945,0.5261290322580645,0.57,0.71,0.7,0.71,0.69
146,1946,0.4861290322580645,0.55,0.72,0.71,0.72,0.69
147,1947,1.0661290322580645,0.55,0.72,0.72,0.72,0.7
148,1948,0.3061290322580645,0.54,0.73,0.72,0.73,0.71
149,1949,0.11612903225806448,0.53,0.73,0.73,0.73,0.71
150,1950,0.3961290322580645,0.52,0.74,0.73,0.74,0.72
151,1951,0.45612903225806445,0.5,0.74,0.74,0.74,0.72
152,1952,0.6361290322580645,0.49,0.75,0.74,0.75,0.73
153,1953,0.6661290322580644,0.48,0.75,0.75,0.75,0.73
154,1954,0.5961290322580645,0.47,0.76,0.75,0.75,0.74
155,1955,0.5961290322580645,0.46,0.76,0.75,0.76,0.74
156,1956,0.34612903225806446,0.45,0.76,0.76,0.76,0.74
157,1957,0.4861290322580645,0.44,0.76,0.76,0.76,0.74
158,1958,0.21612903225806449,0.42,0.76,0.75,0.76,0.74
159,1959,0.46612903225806446,0.4,0.76,0.75,0.75,0.74
160,1960,0.3661290322580645,0.38,0.76,0.75,0.75,0.73
161,1961,0.4261290322580645,0.37,0.75,0.74,0.74,0.73
162,1962,0.2561290322580645,0.36,0.75,0.74,0.74,0.73
163,1963,0.35612903225806447,0.36,0.74,0.74,0.74,0.73
164,1964,-0.10387096774193555,0.37,0.74,0.74,0.74,0.72
165,1965,0.33612903225806445,0.38,0.74,0.74,0.74,0.73
166,1966,0.3861290322580645,0.39,0.74,0.74,0.74,0.73
167,1967,0.5361290322580645,0.4,0.74,0.74,0.75,0.73
168,1968,0.2661290322580645,0.41,0.74,0.74,0.75,0.73
169,1969,0.5261290322580645,0.42,0.74,0.74,0.75,0.72
170,1970,0.5861290322580645,0.43,0.74,0.74,0.75,0.72
171,1971,0.4361290322580645,0.44,0.74,0.74,0.75,0.72
172,1972,0.34612903225806446,0.45,0.75,0.74,0.76,0.73
173,1973,0.6161290322580645,0.45,0.76,0.75,0.77,0.74
174,1974,0.45612903225806445,0.46,0.78,0.77,0.79,0.76
175,1975,0.4861290322580645,0.47,0.79,0.79,0.81,0.78
176,1976,0.20612903225806448,0.47,0.81,0.8,0.82,0.79
177,1977,0.5861290322580645,0.48,0.82,0.82,0.84,0.81
178,1978,0.34612903225806446,0.49,0.84,0.83,0.85,0.82
179,1979,0.21612903225806449,0.5,0.85,0.85,0.87,0.84
180,1980,0.8761290322580645,0.51,0.87,0.86,0.88,0.85
181,1981,1.0061290322580645,0.53,0.88,0.88,0.9,0.87
182,1982,0.21612903225806449,0.55,0.9,0.9,0.92,0.89
183,1983,0.5261290322580645,0.58,0.92,0.91,0.94,0.91
184,1984,0.7861290322580645,0.61,0.94,0.93,0.95,0.93
185,1985,0.5861290322580645,0.64,0.96,0.95,0.97,0.94
186,1986,0.32612903225806444,0.67,0.98,0.97,0.99,0.96
187,1987,0.5561290322580645,0.69,1.0,0.99,1.01,0.98
188,1988,1.2061290322580644,0.71,1.02,1.02,1.03,1.01
189,1989,0.7861290322580645,0.74,1.04,1.04,1.06,1.03
190,1990,0.8561290322580645,0.78,1.06,1.06,1.08,1.05
191,1991,1.0861290322580646,0.81,1.09,1.09,1.1,1.07
192,1992,0.5661290322580645,0.85,1.12,1.12,1.13,1.1
193,1993,0.7061290322580644,0.89,1.14,1.14,1.16,1.13
194,1994,0.6461290322580645,0.93,1.17,1.17,1.19,1.16
195,1995,1.0861290322580646,0.97,1.2,1.2,1.22,1.18
196,1996,1.2961290322580645,1.0,1.23,1.23,1.24,1.21
197,1997,0.8761290322580645,1.05,1.26,1.26,1.27,1.24
198,1998,1.2361290322580645,1.09,1.28,1.29,1.3,1.27
199,1999,0.9861290322580645,1.15,1.31,1.31,1.32,1.29
200,2000,1.2561290322580645,1.2,1.34,1.34,1.35,1.32
201,2001,1.1461290322580644,1.25,1.37,1.37,1.38,1.35
202,2002,1.3361290322580646,1.3,1.4,1.4,1.41,1.39
203,2003,1.3661290322580644,1.35,1.43,1.44,1.44,1.42
204,2004,0.6961290322580644,1.39,1.46,1.46,1.47,1.45
205,2005,1.6061290322580644,1.43,1.49,1.49,1.5,1.48
206,2006,1.5161290322580645,1.48,1.52,1.52,1.53,1.51
207,2007,1.7061290322580644,1.51,1.55,1.55,1.56,1.54
208,2008,1.3861290322580644,1.55,1.58,1.58,1.59,1.57
209,2009,1.4261290322580644,1.58,1.61,1.61,1.62,1.6
210,2010,1.8461290322580644,1.61,1.64,1.64,1.64,1.63
211,2011,1.8161290322580643,1.64,1.67,1.67,1.67,1.67
212,2012,1.6861290322580644,1.69,1.7,1.7,1.7,1.7
213,2013,1.4161290322580644,1.73,1.73,1.73,1.73,1.73
214,2014,1.6061290322580644,1.77,1.77,1.77,1.76,1.77
215,2015,1.2661290322580645,1.81,1.8,1.8,1.79,1.8
216,2016,2.1061290322580644,1.86,1.83,1.83,1.82,1.84
217,2017,1.8661290322580644,1.9,1.86,1.86,1.85,1.87
218,2018,1.8161290322580643,1.94,1.9,1.89,1.88,1.9
219,2019,2.1861290322580644,1.99,1.93,1.92,1.91,1.94
220,2020,2.0961290322580646,2.03,1.96,1.95,1.94,1.97
221,2021,,,1.99,1.98,1.97,2.01
222,2022,,,2.02,2.01,2.0,2.04
223,2023,,,2.04,2.04,2.03,2.08
224,2024,,,2.07,2.07,2.06,2.11
225,2025,,,2.1,2.09,2.09,2.15
226,2026,,,2.12,2.12,2.12,2.19
227,2027,,,2.15,2.15,2.15,2.22
228,2028,,,2.17,2.18,2.18,2.26
229,2029,,,2.19,2.21,2.21,2.3
230,2030,,,2.22,2.24,2.25,2.34
231,2031,,,2.24,2.26,2.28,2.38
232,2032,,,2.26,2.29,2.31,2.42
233,2033,,,2.28,2.32,2.34,2.46
234,2034,,,2.3,2.34,2.37,2.5
235,2035,,,2.32,2.37,2.41,2.54
236,2036,,,2.34,2.4,2.44,2.58
237,2037,,,2.35,2.42,2.47,2.62
238,2038,,,2.37,2.45,2.51,2.66
239,2039,,,2.39,2.48,2.54,2.7
240,2040,,,2.41,2.51,2.58,2.75
241,2041,,,2.42,2.54,2.62,2.8
242,2042,,,2.44,2.57,2.65,2.84
243,2043,,,2.45,2.6,2.68,2.89
244,2044,,,2.47,2.62,2.72,2.93
245,2045,,,2.48,2.65,2.76,2.98
246,2046,,,2.49,2.68,2.79,3.03
247,2047,,,2.51,2.71,2.83,3.08
248,2048,,,2.51,2.73,2.87,3.12
249,2049,,,2.53,2.76,2.9,3.17
250,2050,,,2.54,2.78,2.94,3.22
251,2051,,,2.55,2.81,2.98,3.27
252,2052,,,2.56,2.84,3.01,3.32
253,2053,,,2.57,2.86,3.05,3.38
254,2054,,,2.58,2.89,3.09,3.42
255,2055,,,2.58,2.92,3.13,3.47
256,2056,,,2.59,2.94,3.17,3.52
257,2057,,,2.6,2.97,3.21,3.57
258,2058,,,2.61,2.99,3.25,3.62
259,2059,,,2.61,3.01,3.29,3.67
260,2060,,,2.62,3.04,3.32,3.72
261,2061,,,2.62,3.06,3.36,3.77
262,2062,,,2.63,3.08,3.4,3.82
263,2063,,,2.63,3.11,3.45,3.88
264,2064,,,2.64,3.13,3.49,3.93
265,2065,,,2.64,3.15,3.53,3.98
266,2066,,,2.65,3.17,3.57,4.04
267,2067,,,2.65,3.19,3.61,4.09
268,2068,,,2.65,3.21,3.65,4.14
269,2069,,,2.66,3.23,3.69,4.2
270,2070,,,2.66,3.25,3.73,4.26
271,2071,,,2.66,3.27,3.77,4.31
272,2072,,,2.67,3.29,3.82,4.36
273,2073,,,2.67,3.31,3.86,4.42
274,2074,,,2.67,3.33,3.9,4.48
275,2075,,,2.67,3.35,3.95,4.53
276,2076,,,2.67,3.37,3.99,4.59
277,2077,,,2.67,3.39,4.03,4.64
278,2078,,,2.67,3.41,4.07,4.7
279,2079,,,2.67,3.43,4.12,4.76
280,2080,,,2.67,3.44,4.16,4.81
281,2081,,,2.67,3.46,4.2,4.87
282,2082,,,2.67,3.48,4.24,4.92
283,2083,,,2.66,3.5,4.29,4.98
284,2084,,,2.66,3.52,4.33,5.04
285,2085,,,2.66,3.53,4.37,5.09
286,2086,,,2.66,3.55,4.41,5.15
287,2087,,,2.66,3.57,4.45,5.2
288,2088,,,2.65,3.59,4.5,5.26
289,2089,,,2.65,3.6,4.54,5.32
290,2090,,,2.65,3.62,4.58,5.37
291,2091,,,2.65,3.64,4.62,5.43
292,2092,,,2.64,3.65,4.66,5.48
293,2093,,,2.64,3.67,4.7,5.54
294,2094,,,2.64,3.68,4.74,5.59
295,2095,,,2.63,3.7,4.78,5.65
296,2096,,,2.63,3.71,4.82,5.7
297,2097,,,2.63,3.73,4.87,5.75
298,2098,,,2.62,3.74,4.91,5.8
299,2099,,,2.62,3.75,4.94,5.85
300,2100,,,2.62,3.77,4.99,5.91
