Iraq,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
88,1888,0.3474193548387098,-0.11,0.09,0.05,0.11,0.07
89,1889,0.31741935483870976,-0.12,0.09,0.05,0.11,0.07
90,1890,-0.30258064516129024,-0.14,0.09,0.05,0.11,0.06
91,1891,0.007419354838709757,-0.16,0.09,0.05,0.11,0.07
92,1892,0.17741935483870977,-0.19,0.1,0.06,0.12,0.07
93,1893,-0.17258064516129024,-0.21,0.12,0.07,0.13,0.09
94,1894,-0.7525806451612903,-0.23,0.13,0.08,0.14,0.1
95,1895,-0.3725806451612902,-0.24,0.15,0.1,0.16,0.11
96,1896,-0.6725806451612902,-0.23,0.15,0.1,0.16,0.12
97,1897,-0.4925806451612902,-0.22,0.15,0.11,0.16,0.12
98,1898,-0.5625806451612902,-0.21,0.15,0.1,0.16,0.12
99,1899,0.2774193548387098,-0.21,0.14,0.09,0.15,0.11
100,1900,0.14741935483870977,-0.2,0.13,0.09,0.14,0.1
101,1901,1.11741935483871,-0.19,0.12,0.08,0.13,0.09
102,1902,0.5774193548387098,-0.17,0.11,0.07,0.12,0.08
103,1903,-0.3825806451612902,-0.15,0.1,0.06,0.11,0.07
104,1904,-0.21258064516129027,-0.14,0.09,0.04,0.1,0.06
105,1905,-0.4025806451612902,-0.15,0.08,0.03,0.09,0.05
106,1906,-0.17258064516129024,-0.17,0.06,0.02,0.08,0.04
107,1907,-0.7625806451612903,-0.2,0.05,0.02,0.07,0.03
108,1908,-0.18258064516129024,-0.2,0.05,0.01,0.07,0.03
109,1909,0.5674193548387098,-0.19,0.05,0.01,0.07,0.03
110,1910,-0.2725806451612902,-0.15,0.05,0.01,0.07,0.03
111,1911,-1.3325806451612903,-0.11,0.06,0.02,0.08,0.04
112,1912,0.20741935483870977,-0.06,0.07,0.04,0.09,0.05
113,1913,-0.4925806451612902,-0.02,0.09,0.05,0.11,0.07
114,1914,-0.2825806451612902,0.01,0.1,0.07,0.13,0.09
115,1915,0.5174193548387098,0.02,0.12,0.09,0.14,0.1
116,1916,0.3074193548387098,0.04,0.14,0.1,0.16,0.12
117,1917,0.4874193548387098,0.07,0.16,0.12,0.18,0.14
118,1918,-0.2425806451612902,0.1,0.17,0.14,0.19,0.16
119,1919,0.44741935483870976,0.13,0.19,0.15,0.21,0.17
120,1920,-0.7925806451612901,0.15,0.21,0.17,0.22,0.19
121,1921,-0.46258064516129027,0.16,0.22,0.19,0.24,0.2
122,1922,0.5074193548387098,0.16,0.24,0.2,0.25,0.22
123,1923,0.2874193548387098,0.16,0.25,0.21,0.26,0.23
124,1924,0.5174193548387098,0.17,0.26,0.22,0.26,0.23
125,1925,0.06741935483870976,0.18,0.26,0.22,0.27,0.24
126,1926,0.17741935483870977,0.19,0.27,0.23,0.27,0.25
127,1927,0.1974193548387098,0.18,0.27,0.23,0.28,0.25
128,1928,0.07741935483870976,0.16,0.28,0.24,0.28,0.25
129,1929,0.2874193548387098,0.15,0.28,0.24,0.29,0.26
130,1930,0.4874193548387098,0.14,0.28,0.25,0.29,0.26
131,1931,0.10741935483870979,0.14,0.29,0.25,0.29,0.26
132,1932,-0.16258064516129023,0.14,0.29,0.25,0.3,0.27
133,1933,-0.6325806451612902,0.15,0.3,0.26,0.3,0.27
134,1934,-0.19258064516129025,0.16,0.3,0.27,0.31,0.28
135,1935,0.7574193548387098,0.18,0.3,0.27,0.31,0.28
136,1936,0.2274193548387098,0.19,0.31,0.27,0.32,0.29
137,1937,0.5974193548387098,0.21,0.31,0.28,0.32,0.29
138,1938,-0.012580645161290205,0.23,0.31,0.28,0.32,0.29
139,1939,0.037419354838709784,0.25,0.32,0.28,0.32,0.29
140,1940,0.6574193548387097,0.26,0.32,0.28,0.32,0.3
141,1941,0.44741935483870976,0.24,0.32,0.28,0.32,0.3
142,1942,0.44741935483870976,0.21,0.32,0.28,0.32,0.3
143,1943,-0.05258064516129024,0.17,0.32,0.28,0.32,0.3
144,1944,0.39741935483870977,0.14,0.32,0.28,0.31,0.3
145,1945,-0.34258064516129016,0.11,0.32,0.28,0.31,0.3
146,1946,0.027419354838709775,0.1,0.32,0.28,0.31,0.3
147,1947,1.11741935483871,0.1,0.32,0.28,0.31,0.29
148,1948,-0.32258064516129026,0.11,0.32,0.28,0.31,0.29
149,1949,-0.6325806451612902,0.12,0.32,0.28,0.31,0.29
150,1950,-0.29258064516129023,0.14,0.32,0.28,0.32,0.29
151,1951,0.7074193548387098,0.16,0.32,0.28,0.32,0.3
152,1952,0.6974193548387098,0.17,0.33,0.29,0.33,0.3
153,1953,-0.16258064516129023,0.2,0.33,0.29,0.33,0.3
154,1954,0.6674193548387097,0.23,0.33,0.29,0.33,0.31
155,1955,0.8074193548387099,0.27,0.33,0.29,0.33,0.31
156,1956,-0.22258064516129017,0.31,0.33,0.29,0.33,0.3
157,1957,-0.1425806451612902,0.33,0.32,0.28,0.33,0.3
158,1958,0.5874193548387098,0.34,0.31,0.27,0.32,0.29
159,1959,-0.4125806451612902,0.34,0.3,0.27,0.31,0.28
160,1960,0.9874193548387098,0.35,0.29,0.26,0.3,0.27
161,1961,0.20741935483870977,0.35,0.28,0.25,0.29,0.26
162,1962,1.3774193548387097,0.36,0.27,0.23,0.28,0.25
163,1963,0.5774193548387098,0.38,0.26,0.22,0.27,0.24
164,1964,-0.3725806451612902,0.39,0.24,0.21,0.25,0.23
165,1965,0.39741935483870977,0.39,0.23,0.2,0.24,0.22
166,1966,1.3274193548387099,0.37,0.22,0.19,0.23,0.21
167,1967,-0.7125806451612903,0.33,0.21,0.18,0.22,0.2
168,1968,0.2274193548387098,0.29,0.2,0.17,0.21,0.19
169,1969,0.5874193548387098,0.25,0.19,0.17,0.21,0.19
170,1970,0.7674193548387098,0.22,0.19,0.17,0.21,0.19
171,1971,-0.002580645161290196,0.2,0.2,0.18,0.21,0.19
172,1972,-0.6325806451612902,0.19,0.21,0.19,0.22,0.2
173,1973,0.2774193548387098,0.19,0.22,0.2,0.23,0.21
174,1974,-0.09258064516129022,0.21,0.24,0.21,0.25,0.23
175,1975,0.04741935483870979,0.23,0.25,0.23,0.27,0.24
176,1976,-0.19258064516129025,0.24,0.27,0.25,0.28,0.26
177,1977,0.4974193548387098,0.24,0.29,0.26,0.3,0.28
178,1978,0.6274193548387098,0.25,0.31,0.28,0.31,0.3
179,1979,1.4174193548387097,0.26,0.33,0.3,0.33,0.32
180,1980,0.4974193548387098,0.29,0.35,0.32,0.36,0.34
181,1981,0.6874193548387098,0.32,0.37,0.35,0.38,0.36
182,1982,-0.5325806451612902,0.35,0.4,0.37,0.41,0.38
183,1983,-0.2625806451612902,0.36,0.42,0.4,0.43,0.41
184,1984,-0.002580645161290196,0.36,0.45,0.42,0.46,0.44
185,1985,0.44741935483870976,0.36,0.48,0.45,0.48,0.46
186,1986,0.5374193548387098,0.36,0.51,0.48,0.51,0.49
187,1987,0.7774193548387098,0.38,0.53,0.51,0.54,0.52
188,1988,0.24741935483870978,0.42,0.57,0.54,0.57,0.55
189,1989,0.43741935483870975,0.47,0.6,0.57,0.61,0.58
190,1990,0.6374193548387097,0.52,0.63,0.61,0.64,0.62
191,1991,0.4974193548387098,0.57,0.67,0.65,0.68,0.66
192,1992,-1.0425806451612902,0.63,0.72,0.69,0.73,0.7
193,1993,0.0574193548387098,0.7,0.76,0.74,0.77,0.75
194,1994,0.8674193548387098,0.78,0.81,0.79,0.82,0.79
195,1995,0.6074193548387098,0.85,0.86,0.83,0.87,0.84
196,1996,1.2674193548387098,0.92,0.9,0.88,0.91,0.89
197,1997,0.1674193548387098,0.99,0.95,0.92,0.96,0.93
198,1998,1.7374193548387096,1.05,0.99,0.97,1.0,0.98
199,1999,1.7574193548387096,1.1,1.04,1.01,1.05,1.02
200,2000,1.11741935483871,1.14,1.08,1.06,1.09,1.07
201,2001,1.5674193548387096,1.18,1.13,1.1,1.13,1.11
202,2002,1.0574193548387099,1.2,1.17,1.15,1.18,1.16
203,2003,1.15741935483871,1.21,1.21,1.19,1.22,1.2
204,2004,1.0674193548387096,1.2,1.25,1.23,1.26,1.24
205,2005,0.9474193548387098,1.18,1.29,1.27,1.3,1.28
206,2006,1.1674193548387097,1.17,1.33,1.31,1.34,1.32
207,2007,1.2374193548387098,1.18,1.37,1.35,1.38,1.36
208,2008,1.2774193548387098,1.21,1.41,1.39,1.42,1.4
209,2009,1.1874193548387098,1.26,1.44,1.43,1.45,1.44
210,2010,2.83741935483871,1.33,1.48,1.47,1.49,1.47
211,2011,0.7874193548387098,1.4,1.51,1.51,1.52,1.51
212,2012,1.5874193548387097,1.49,1.55,1.55,1.56,1.55
213,2013,1.0274193548387098,1.58,1.59,1.6,1.59,1.59
214,2014,1.7574193548387096,1.66,1.63,1.64,1.63,1.63
215,2015,1.9174193548387097,1.75,1.67,1.69,1.67,1.68
216,2016,1.8974193548387097,1.83,1.71,1.73,1.71,1.72
217,2017,2.03741935483871,1.92,1.75,1.77,1.74,1.76
218,2018,2.36741935483871,2.01,1.8,1.81,1.78,1.81
219,2019,1.7974193548387096,2.1,1.84,1.85,1.82,1.85
220,2020,2.13741935483871,2.19,1.88,1.89,1.85,1.9
221,2021,,,1.92,1.93,1.89,1.94
222,2022,,,1.96,1.96,1.93,1.99
223,2023,,,2.0,1.99,1.97,2.04
224,2024,,,2.04,2.03,2.0,2.09
225,2025,,,2.08,2.06,2.04,2.15
226,2026,,,2.12,2.09,2.09,2.2
227,2027,,,2.16,2.12,2.13,2.26
228,2028,,,2.19,2.16,2.18,2.31
229,2029,,,2.23,2.19,2.22,2.37
230,2030,,,2.26,2.22,2.26,2.42
231,2031,,,2.28,2.25,2.3,2.46
232,2032,,,2.31,2.28,2.34,2.51
233,2033,,,2.33,2.31,2.38,2.56
234,2034,,,2.35,2.34,2.42,2.61
235,2035,,,2.37,2.37,2.46,2.66
236,2036,,,2.39,2.4,2.5,2.71
237,2037,,,2.4,2.44,2.54,2.76
238,2038,,,2.43,2.47,2.58,2.81
239,2039,,,2.45,2.51,2.63,2.87
240,2040,,,2.47,2.54,2.67,2.93
241,2041,,,2.49,2.57,2.72,2.99
242,2042,,,2.51,2.61,2.77,3.04
243,2043,,,2.53,2.64,2.81,3.1
244,2044,,,2.54,2.68,2.86,3.17
245,2045,,,2.56,2.71,2.91,3.23
246,2046,,,2.58,2.74,2.96,3.29
247,2047,,,2.59,2.78,3.02,3.36
248,2048,,,2.61,2.81,3.07,3.42
249,2049,,,2.62,2.84,3.11,3.49
250,2050,,,2.63,2.87,3.16,3.55
251,2051,,,2.64,2.91,3.21,3.62
252,2052,,,2.65,2.94,3.25,3.68
253,2053,,,2.66,2.97,3.3,3.75
254,2054,,,2.67,3.0,3.35,3.81
255,2055,,,2.67,3.03,3.39,3.87
256,2056,,,2.67,3.06,3.44,3.93
257,2057,,,2.68,3.08,3.49,4.0
258,2058,,,2.68,3.11,3.53,4.07
259,2059,,,2.67,3.14,3.58,4.13
260,2060,,,2.67,3.17,3.63,4.18
261,2061,,,2.67,3.2,3.67,4.25
262,2062,,,2.66,3.22,3.72,4.32
263,2063,,,2.66,3.25,3.77,4.38
264,2064,,,2.65,3.28,3.83,4.45
265,2065,,,2.65,3.3,3.88,4.52
266,2066,,,2.65,3.33,3.93,4.59
267,2067,,,2.64,3.35,3.99,4.65
268,2068,,,2.64,3.37,4.04,4.72
269,2069,,,2.63,3.4,4.08,4.79
270,2070,,,2.63,3.42,4.13,4.86
271,2071,,,2.62,3.43,4.18,4.93
272,2072,,,2.62,3.46,4.23,5.0
273,2073,,,2.62,3.47,4.28,5.07
274,2074,,,2.61,3.5,4.33,5.14
275,2075,,,2.62,3.52,4.38,5.21
276,2076,,,2.62,3.53,4.44,5.28
277,2077,,,2.61,3.56,4.5,5.35
278,2078,,,2.61,3.58,4.55,5.42
279,2079,,,2.61,3.59,4.61,5.49
280,2080,,,2.61,3.61,4.66,5.56
281,2081,,,2.61,3.63,4.72,5.63
282,2082,,,2.6,3.64,4.77,5.7
283,2083,,,2.59,3.66,4.82,5.78
284,2084,,,2.59,3.68,4.88,5.85
285,2085,,,2.58,3.7,4.94,5.92
286,2086,,,2.58,3.71,4.99,5.99
287,2087,,,2.57,3.73,5.05,6.07
288,2088,,,2.55,3.75,5.11,6.15
289,2089,,,2.54,3.76,5.16,6.22
290,2090,,,2.53,3.77,5.21,6.3
291,2091,,,2.52,3.79,5.26,6.37
292,2092,,,2.51,3.8,5.31,6.45
293,2093,,,2.5,3.81,5.37,6.52
294,2094,,,2.48,3.82,5.41,6.59
295,2095,,,2.47,3.83,5.46,6.67
296,2096,,,2.46,3.84,5.51,6.74
297,2097,,,2.45,3.85,5.56,6.81
298,2098,,,2.44,3.86,5.61,6.88
299,2099,,,2.42,3.87,5.66,6.94
300,2100,,,2.41,3.88,5.71,7.03
