Mauritius,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
113,1913,-0.015000000000000013,0.17,0.76,0.76,0.77,0.75
114,1914,0.495,0.17,0.76,0.77,0.78,0.76
115,1915,0.495,0.15,0.77,0.77,0.78,0.77
116,1916,0.235,0.14,0.77,0.78,0.78,0.77
117,1917,-0.21500000000000008,0.11,0.78,0.78,0.79,0.77
118,1918,-0.22499999999999998,0.07,0.78,0.78,0.79,0.78
119,1919,0.505,0.03,0.78,0.79,0.8,0.78
120,1920,-0.10499999999999998,0.01,0.79,0.79,0.8,0.79
121,1921,-0.04500000000000004,0.03,0.79,0.8,0.81,0.79
122,1922,-0.06500000000000006,0.08,0.8,0.8,0.81,0.8
123,1923,0.27499999999999997,0.13,0.8,0.81,0.82,0.81
124,1924,0.07499999999999996,0.17,0.81,0.81,0.82,0.81
125,1925,0.32499999999999996,0.2,0.81,0.82,0.83,0.82
126,1926,0.615,0.23,0.81,0.82,0.83,0.82
127,1927,0.09499999999999997,0.25,0.82,0.82,0.83,0.82
128,1928,0.295,0.26,0.82,0.82,0.83,0.82
129,1929,0.125,0.26,0.82,0.82,0.84,0.82
130,1930,0.185,0.25,0.83,0.83,0.84,0.83
131,1931,0.5449999999999999,0.25,0.83,0.83,0.85,0.83
132,1932,0.19499999999999995,0.26,0.84,0.84,0.86,0.84
133,1933,0.285,0.29,0.84,0.85,0.86,0.85
134,1934,0.05499999999999994,0.31,0.85,0.85,0.87,0.85
135,1935,0.365,0.34,0.85,0.86,0.87,0.86
136,1936,0.44499999999999995,0.37,0.86,0.86,0.88,0.86
137,1937,0.46499999999999997,0.4,0.86,0.86,0.88,0.86
138,1938,0.33499999999999996,0.42,0.86,0.87,0.88,0.87
139,1939,0.5249999999999999,0.42,0.87,0.87,0.89,0.87
140,1940,0.625,0.4,0.87,0.88,0.89,0.88
141,1941,0.46499999999999997,0.37,0.88,0.88,0.9,0.88
142,1942,0.125,0.34,0.89,0.89,0.91,0.89
143,1943,-0.345,0.31,0.89,0.9,0.91,0.89
144,1944,0.295,0.28,0.9,0.9,0.92,0.9
145,1945,0.21499999999999997,0.25,0.9,0.91,0.93,0.9
146,1946,0.345,0.24,0.9,0.91,0.93,0.91
147,1947,0.14499999999999996,0.25,0.91,0.92,0.93,0.91
148,1948,0.31499999999999995,0.28,0.91,0.92,0.94,0.92
149,1949,0.19499999999999995,0.32,0.92,0.92,0.94,0.92
150,1950,0.09499999999999997,0.38,0.92,0.93,0.94,0.92
151,1951,0.575,0.43,0.93,0.93,0.95,0.93
152,1952,0.485,0.47,0.93,0.94,0.95,0.94
153,1953,0.715,0.51,0.94,0.95,0.96,0.94
154,1954,0.7749999999999999,0.54,0.94,0.95,0.96,0.95
155,1955,0.46499999999999997,0.55,0.95,0.95,0.96,0.95
156,1956,0.345,0.53,0.95,0.95,0.96,0.95
157,1957,0.565,0.5,0.95,0.95,0.96,0.95
158,1958,0.605,0.46,0.95,0.95,0.96,0.94
159,1959,0.39499999999999996,0.42,0.94,0.95,0.95,0.94
160,1960,0.39499999999999996,0.38,0.94,0.94,0.94,0.93
161,1961,1.045,0.34,0.93,0.94,0.94,0.93
162,1962,0.235,0.32,0.93,0.94,0.94,0.93
163,1963,0.175,0.32,0.93,0.94,0.94,0.93
164,1964,0.09499999999999997,0.33,0.93,0.94,0.94,0.93
165,1965,0.235,0.38,0.93,0.94,0.94,0.93
166,1966,0.655,0.45,0.93,0.95,0.94,0.93
167,1967,0.715,0.52,0.94,0.95,0.95,0.93
168,1968,0.13499999999999995,0.58,0.94,0.95,0.95,0.94
169,1969,1.065,0.63,0.94,0.95,0.95,0.94
170,1970,0.7949999999999999,0.66,0.94,0.96,0.96,0.94
171,1971,0.32499999999999996,0.67,0.95,0.96,0.96,0.95
172,1972,0.8049999999999999,0.68,0.95,0.97,0.97,0.96
173,1973,0.715,0.71,0.97,0.98,0.99,0.97
174,1974,0.07499999999999996,0.75,0.98,1.0,1.0,0.98
175,1975,0.565,0.8,0.99,1.01,1.01,0.99
176,1976,0.865,0.84,1.0,1.02,1.02,1.01
177,1977,1.205,0.87,1.01,1.02,1.03,1.01
178,1978,1.025,0.9,1.02,1.03,1.04,1.02
179,1979,0.965,0.9,1.02,1.04,1.05,1.03
180,1980,0.875,0.88,1.03,1.04,1.05,1.04
181,1981,0.855,0.83,1.04,1.05,1.06,1.04
182,1982,0.765,0.78,1.05,1.06,1.07,1.05
183,1983,0.695,0.76,1.06,1.06,1.07,1.06
184,1984,0.565,0.77,1.06,1.07,1.08,1.07
185,1985,0.665,0.79,1.07,1.08,1.09,1.08
186,1986,0.715,0.81,1.08,1.08,1.09,1.08
187,1987,1.325,0.84,1.09,1.09,1.1,1.09
188,1988,1.145,0.88,1.1,1.1,1.1,1.1
189,1989,0.7749999999999999,0.91,1.11,1.11,1.11,1.1
190,1990,0.865,0.93,1.12,1.12,1.12,1.12
191,1991,1.135,0.94,1.13,1.13,1.14,1.13
192,1992,0.755,0.93,1.15,1.14,1.15,1.14
193,1993,0.845,0.94,1.16,1.16,1.16,1.16
194,1994,1.115,0.97,1.18,1.17,1.18,1.17
195,1995,0.975,1.0,1.19,1.19,1.2,1.19
196,1996,0.825,1.04,1.21,1.2,1.21,1.2
197,1997,1.105,1.08,1.22,1.22,1.23,1.22
198,1998,1.415,1.13,1.24,1.24,1.24,1.23
199,1999,1.075,1.19,1.25,1.25,1.26,1.25
200,2000,0.995,1.24,1.27,1.27,1.28,1.27
201,2001,1.4649999999999999,1.28,1.29,1.29,1.3,1.28
202,2002,1.385,1.31,1.3,1.31,1.31,1.3
203,2003,1.525,1.34,1.32,1.33,1.33,1.32
204,2004,1.285,1.36,1.34,1.35,1.35,1.34
205,2005,1.245,1.39,1.36,1.37,1.37,1.36
206,2006,1.4449999999999998,1.41,1.38,1.39,1.39,1.38
207,2007,1.4249999999999998,1.44,1.4,1.4,1.41,1.4
208,2008,1.255,1.46,1.41,1.42,1.42,1.41
209,2009,1.665,1.47,1.43,1.44,1.44,1.43
210,2010,1.7349999999999999,1.48,1.45,1.46,1.46,1.45
211,2011,1.565,1.49,1.47,1.47,1.48,1.47
212,2012,1.325,1.5,1.49,1.49,1.49,1.49
213,2013,1.2349999999999999,1.5,1.51,1.51,1.51,1.51
214,2014,1.565,1.5,1.53,1.53,1.53,1.53
215,2015,1.595,1.53,1.56,1.55,1.55,1.55
216,2016,1.345,1.55,1.58,1.57,1.57,1.58
217,2017,1.7249999999999999,1.56,1.6,1.59,1.59,1.6
218,2018,1.595,1.58,1.62,1.61,1.61,1.62
219,2019,1.945,1.6,1.64,1.63,1.62,1.64
220,2020,1.225,1.62,1.66,1.65,1.64,1.66
221,2021,,,1.68,1.66,1.66,1.68
222,2022,,,1.7,1.68,1.68,1.71
223,2023,,,1.72,1.7,1.69,1.73
224,2024,,,1.74,1.72,1.71,1.75
225,2025,,,1.76,1.74,1.73,1.78
226,2026,,,1.77,1.76,1.75,1.8
227,2027,,,1.79,1.78,1.77,1.83
228,2028,,,1.81,1.8,1.79,1.85
229,2029,,,1.82,1.83,1.82,1.88
230,2030,,,1.84,1.85,1.84,1.9
231,2031,,,1.85,1.87,1.86,1.93
232,2032,,,1.87,1.89,1.89,1.95
233,2033,,,1.88,1.91,1.91,1.98
234,2034,,,1.89,1.93,1.94,2.01
235,2035,,,1.9,1.95,1.96,2.04
236,2036,,,1.91,1.97,1.99,2.07
237,2037,,,1.92,1.99,2.02,2.09
238,2038,,,1.93,2.01,2.05,2.12
239,2039,,,1.94,2.03,2.07,2.15
240,2040,,,1.95,2.05,2.1,2.19
241,2041,,,1.96,2.07,2.13,2.22
242,2042,,,1.97,2.09,2.16,2.25
243,2043,,,1.98,2.11,2.18,2.28
244,2044,,,1.98,2.13,2.21,2.31
245,2045,,,1.99,2.15,2.24,2.34
246,2046,,,2.0,2.16,2.26,2.37
247,2047,,,2.0,2.18,2.29,2.41
248,2048,,,2.01,2.2,2.31,2.44
249,2049,,,2.01,2.21,2.34,2.47
250,2050,,,2.02,2.23,2.36,2.5
251,2051,,,2.03,2.25,2.39,2.54
252,2052,,,2.03,2.26,2.41,2.57
253,2053,,,2.03,2.28,2.44,2.61
254,2054,,,2.04,2.29,2.47,2.64
255,2055,,,2.04,2.31,2.5,2.68
256,2056,,,2.04,2.32,2.53,2.71
257,2057,,,2.04,2.33,2.55,2.75
258,2058,,,2.04,2.35,2.58,2.79
259,2059,,,2.04,2.37,2.61,2.83
260,2060,,,2.04,2.38,2.64,2.86
261,2061,,,2.05,2.4,2.66,2.9
262,2062,,,2.05,2.41,2.69,2.94
263,2063,,,2.05,2.43,2.72,2.98
264,2064,,,2.05,2.45,2.75,3.02
265,2065,,,2.06,2.46,2.78,3.06
266,2066,,,2.06,2.48,2.81,3.1
267,2067,,,2.06,2.49,2.83,3.14
268,2068,,,2.06,2.51,2.86,3.18
269,2069,,,2.07,2.52,2.88,3.22
270,2070,,,2.07,2.54,2.91,3.26
271,2071,,,2.08,2.55,2.93,3.3
272,2072,,,2.08,2.57,2.96,3.33
273,2073,,,2.08,2.59,2.99,3.37
274,2074,,,2.08,2.6,3.02,3.42
275,2075,,,2.08,2.62,3.05,3.45
276,2076,,,2.08,2.63,3.09,3.49
277,2077,,,2.08,2.64,3.12,3.54
278,2078,,,2.08,2.65,3.15,3.58
279,2079,,,2.07,2.66,3.18,3.62
280,2080,,,2.07,2.67,3.21,3.66
281,2081,,,2.07,2.68,3.24,3.7
282,2082,,,2.07,2.69,3.27,3.74
283,2083,,,2.06,2.7,3.3,3.78
284,2084,,,2.06,2.71,3.33,3.82
285,2085,,,2.06,2.72,3.37,3.86
286,2086,,,2.05,2.73,3.4,3.9
287,2087,,,2.05,2.73,3.43,3.94
288,2088,,,2.05,2.74,3.46,3.98
289,2089,,,2.05,2.75,3.49,4.02
290,2090,,,2.05,2.75,3.52,4.06
291,2091,,,2.05,2.76,3.55,4.1
292,2092,,,2.04,2.77,3.58,4.14
293,2093,,,2.04,2.78,3.61,4.17
294,2094,,,2.04,2.78,3.63,4.21
295,2095,,,2.04,2.79,3.66,4.25
296,2096,,,2.04,2.8,3.69,4.29
297,2097,,,2.04,2.81,3.72,4.32
298,2098,,,2.04,2.81,3.75,4.36
299,2099,,,2.04,2.82,3.78,4.39
300,2100,,,2.04,2.83,3.81,4.43
