Croatia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
190,1990,1.2967741935483872,0.76,0.75,0.78,0.82,0.76
191,1991,0.17677419354838714,0.8,0.8,0.82,0.86,0.81
192,1992,1.4367741935483873,0.86,0.84,0.87,0.91,0.85
193,1993,0.7867741935483872,0.92,0.89,0.92,0.95,0.9
194,1994,1.996774193548387,0.99,0.95,0.97,1.0,0.95
195,1995,0.7667741935483872,1.05,1.0,1.02,1.05,1.0
196,1996,0.05677419354838714,1.1,1.05,1.07,1.1,1.05
197,1997,0.7267741935483871,1.14,1.1,1.12,1.15,1.1
198,1998,1.076774193548387,1.17,1.15,1.17,1.2,1.15
199,1999,1.2767741935483872,1.2,1.2,1.23,1.26,1.21
200,2000,2.246774193548387,1.23,1.26,1.28,1.31,1.26
201,2001,1.366774193548387,1.28,1.32,1.34,1.37,1.32
202,2002,1.906774193548387,1.34,1.38,1.4,1.43,1.38
203,2003,1.536774193548387,1.39,1.44,1.46,1.49,1.44
204,2004,0.8967741935483872,1.45,1.49,1.51,1.54,1.49
205,2005,0.35677419354838713,1.49,1.54,1.56,1.59,1.54
206,2006,1.2267741935483871,1.52,1.59,1.61,1.63,1.59
207,2007,2.036774193548387,1.55,1.64,1.65,1.67,1.64
208,2008,1.9567741935483873,1.59,1.68,1.69,1.71,1.68
209,2009,1.8167741935483872,1.63,1.73,1.73,1.75,1.73
210,2010,0.8867741935483872,1.68,1.77,1.77,1.79,1.77
211,2011,1.696774193548387,1.75,1.81,1.81,1.83,1.82
212,2012,1.9567741935483873,1.82,1.86,1.85,1.86,1.86
213,2013,1.616774193548387,1.88,1.9,1.89,1.89,1.9
214,2014,2.386774193548387,1.95,1.94,1.94,1.93,1.94
215,2015,2.136774193548387,2.01,1.99,1.98,1.96,1.98
216,2016,1.766774193548387,2.08,2.02,2.01,1.99,2.02
217,2017,1.846774193548387,2.15,2.06,2.05,2.03,2.05
218,2018,2.4967741935483874,2.21,2.1,2.09,2.06,2.09
219,2019,2.5167741935483874,2.28,2.13,2.13,2.1,2.13
220,2020,2.156774193548387,2.34,2.17,2.17,2.13,2.17
221,2021,,,2.2,2.21,2.17,2.21
222,2022,,,2.23,2.25,2.21,2.25
223,2023,,,2.26,2.29,2.24,2.29
224,2024,,,2.28,2.33,2.28,2.33
225,2025,,,2.31,2.37,2.31,2.37
226,2026,,,2.32,2.4,2.35,2.41
227,2027,,,2.34,2.44,2.39,2.45
228,2028,,,2.36,2.48,2.44,2.5
229,2029,,,2.38,2.51,2.48,2.54
230,2030,,,2.4,2.55,2.52,2.59
231,2031,,,2.42,2.58,2.56,2.64
232,2032,,,2.44,2.61,2.6,2.68
233,2033,,,2.45,2.64,2.64,2.73
234,2034,,,2.47,2.66,2.67,2.78
235,2035,,,2.49,2.68,2.71,2.83
236,2036,,,2.51,2.71,2.74,2.88
237,2037,,,2.53,2.73,2.78,2.92
238,2038,,,2.56,2.75,2.82,2.97
239,2039,,,2.58,2.78,2.86,3.02
240,2040,,,2.61,2.8,2.9,3.07
241,2041,,,2.63,2.83,2.95,3.12
242,2042,,,2.66,2.85,2.99,3.17
243,2043,,,2.68,2.88,3.03,3.22
244,2044,,,2.69,2.9,3.07,3.27
245,2045,,,2.71,2.92,3.11,3.32
246,2046,,,2.73,2.94,3.16,3.38
247,2047,,,2.74,2.97,3.2,3.43
248,2048,,,2.75,2.99,3.24,3.48
249,2049,,,2.76,3.01,3.28,3.53
250,2050,,,2.77,3.04,3.32,3.59
251,2051,,,2.77,3.07,3.36,3.64
252,2052,,,2.78,3.09,3.41,3.7
253,2053,,,2.79,3.12,3.45,3.76
254,2054,,,2.79,3.15,3.49,3.81
255,2055,,,2.8,3.17,3.53,3.86
256,2056,,,2.8,3.2,3.56,3.92
257,2057,,,2.81,3.22,3.6,3.98
258,2058,,,2.81,3.24,3.64,4.03
259,2059,,,2.81,3.26,3.68,4.09
260,2060,,,2.82,3.28,3.72,4.13
261,2061,,,2.82,3.3,3.75,4.19
262,2062,,,2.82,3.32,3.8,4.25
263,2063,,,2.83,3.35,3.84,4.31
264,2064,,,2.83,3.37,3.88,4.37
265,2065,,,2.83,3.39,3.93,4.43
266,2066,,,2.83,3.41,3.97,4.49
267,2067,,,2.83,3.43,4.02,4.56
268,2068,,,2.83,3.44,4.06,4.62
269,2069,,,2.82,3.46,4.11,4.68
270,2070,,,2.82,3.47,4.15,4.74
271,2071,,,2.81,3.49,4.19,4.81
272,2072,,,2.81,3.51,4.24,4.87
273,2073,,,2.81,3.52,4.28,4.93
274,2074,,,2.8,3.54,4.33,4.99
275,2075,,,2.8,3.56,4.37,5.05
276,2076,,,2.79,3.57,4.42,5.11
277,2077,,,2.78,3.6,4.47,5.17
278,2078,,,2.78,3.61,4.52,5.22
279,2079,,,2.77,3.63,4.56,5.29
280,2080,,,2.77,3.65,4.61,5.35
281,2081,,,2.77,3.67,4.65,5.4
282,2082,,,2.77,3.69,4.69,5.47
283,2083,,,2.77,3.71,4.73,5.53
284,2084,,,2.77,3.72,4.78,5.6
285,2085,,,2.77,3.74,4.82,5.67
286,2086,,,2.77,3.76,4.86,5.73
287,2087,,,2.76,3.77,4.91,5.81
288,2088,,,2.76,3.78,4.97,5.88
289,2089,,,2.76,3.79,5.02,5.95
290,2090,,,2.76,3.81,5.08,6.02
291,2091,,,2.76,3.82,5.13,6.1
292,2092,,,2.76,3.83,5.19,6.17
293,2093,,,2.75,3.85,5.24,6.24
294,2094,,,2.75,3.86,5.3,6.31
295,2095,,,2.75,3.87,5.35,6.39
296,2096,,,2.75,3.88,5.4,6.46
297,2097,,,2.75,3.89,5.46,6.53
298,2098,,,2.75,3.9,5.51,6.59
299,2099,,,2.74,3.91,5.57,6.66
300,2100,,,2.74,3.92,5.63,6.74
