Nepal,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
195,1995,0.8080769230769231,0.74,0.7,0.72,0.73,0.71
196,1996,0.8180769230769231,0.78,0.72,0.74,0.75,0.74
197,1997,-0.011923076923076814,0.83,0.75,0.77,0.77,0.76
198,1998,0.9880769230769232,0.87,0.77,0.79,0.8,0.78
199,1999,1.3680769230769232,0.92,0.79,0.81,0.82,0.81
200,2000,0.6380769230769232,0.97,0.82,0.84,0.84,0.83
201,2001,1.0080769230769233,1.01,0.85,0.86,0.87,0.86
202,2002,1.0980769230769232,1.05,0.87,0.89,0.9,0.89
203,2003,0.9580769230769232,1.1,0.9,0.92,0.93,0.91
204,2004,1.0880769230769232,1.13,0.93,0.95,0.96,0.94
205,2005,1.248076923076923,1.16,0.96,0.97,0.98,0.97
206,2006,1.5480769230769234,1.16,0.98,1.0,1.01,0.99
207,2007,1.1780769230769232,1.16,1.01,1.02,1.03,1.02
208,2008,0.9980769230769232,1.16,1.03,1.04,1.06,1.04
209,2009,1.7180769230769233,1.15,1.06,1.07,1.08,1.06
210,2010,1.748076923076923,1.16,1.08,1.09,1.1,1.09
211,2011,0.8080769230769231,1.17,1.11,1.11,1.12,1.11
212,2012,0.9280769230769232,1.17,1.13,1.14,1.14,1.13
213,2013,0.7280769230769232,1.17,1.16,1.16,1.16,1.16
214,2014,1.0280769230769233,1.16,1.2,1.19,1.19,1.19
215,2015,1.1580769230769232,1.16,1.23,1.22,1.21,1.22
216,2016,1.748076923076923,1.15,1.26,1.25,1.24,1.25
217,2017,1.5980769230769232,1.15,1.29,1.28,1.26,1.28
218,2018,1.1480769230769232,1.15,1.32,1.3,1.29,1.31
219,2019,1.2180769230769233,1.15,1.35,1.33,1.32,1.34
220,2020,0.8180769230769231,1.15,1.38,1.36,1.34,1.37
221,2021,,,1.41,1.38,1.37,1.4
222,2022,,,1.43,1.41,1.4,1.44
223,2023,,,1.46,1.43,1.42,1.47
224,2024,,,1.49,1.46,1.45,1.5
225,2025,,,1.52,1.48,1.48,1.53
226,2026,,,1.54,1.51,1.51,1.57
227,2027,,,1.57,1.53,1.54,1.61
228,2028,,,1.59,1.56,1.58,1.65
229,2029,,,1.62,1.59,1.61,1.68
230,2030,,,1.64,1.62,1.64,1.72
231,2031,,,1.67,1.64,1.68,1.76
232,2032,,,1.7,1.67,1.71,1.8
233,2033,,,1.72,1.7,1.75,1.84
234,2034,,,1.75,1.72,1.78,1.89
235,2035,,,1.77,1.75,1.82,1.93
236,2036,,,1.8,1.79,1.86,1.98
237,2037,,,1.82,1.82,1.9,2.02
238,2038,,,1.85,1.86,1.94,2.07
239,2039,,,1.87,1.89,1.98,2.13
240,2040,,,1.9,1.93,2.02,2.18
241,2041,,,1.92,1.97,2.06,2.24
242,2042,,,1.94,2.0,2.1,2.29
243,2043,,,1.97,2.04,2.13,2.35
244,2044,,,1.99,2.07,2.17,2.41
245,2045,,,2.01,2.1,2.21,2.47
246,2046,,,2.03,2.14,2.25,2.52
247,2047,,,2.04,2.17,2.29,2.58
248,2048,,,2.06,2.2,2.33,2.64
249,2049,,,2.07,2.23,2.36,2.7
250,2050,,,2.09,2.26,2.4,2.75
251,2051,,,2.1,2.29,2.44,2.81
252,2052,,,2.11,2.32,2.48,2.87
253,2053,,,2.12,2.35,2.52,2.92
254,2054,,,2.13,2.38,2.56,2.98
255,2055,,,2.14,2.42,2.61,3.03
256,2056,,,2.15,2.45,2.65,3.08
257,2057,,,2.16,2.48,2.7,3.14
258,2058,,,2.17,2.51,2.74,3.19
259,2059,,,2.17,2.54,2.79,3.25
260,2060,,,2.18,2.57,2.84,3.3
261,2061,,,2.18,2.6,2.88,3.36
262,2062,,,2.18,2.62,2.93,3.42
263,2063,,,2.19,2.65,2.97,3.48
264,2064,,,2.19,2.68,3.02,3.54
265,2065,,,2.19,2.7,3.06,3.61
266,2066,,,2.19,2.72,3.1,3.68
267,2067,,,2.19,2.75,3.14,3.74
268,2068,,,2.19,2.77,3.18,3.81
269,2069,,,2.19,2.78,3.22,3.88
270,2070,,,2.19,2.8,3.26,3.95
271,2071,,,2.18,2.82,3.3,4.02
272,2072,,,2.18,2.84,3.34,4.08
273,2073,,,2.18,2.86,3.38,4.15
274,2074,,,2.17,2.88,3.43,4.22
275,2075,,,2.17,2.9,3.47,4.28
276,2076,,,2.17,2.92,3.53,4.35
277,2077,,,2.17,2.95,3.58,4.42
278,2078,,,2.17,2.97,3.63,4.48
279,2079,,,2.17,2.98,3.69,4.55
280,2080,,,2.17,3.0,3.75,4.62
281,2081,,,2.17,3.02,3.81,4.68
282,2082,,,2.16,3.03,3.86,4.75
283,2083,,,2.16,3.05,3.92,4.81
284,2084,,,2.16,3.07,3.98,4.88
285,2085,,,2.15,3.1,4.03,4.94
286,2086,,,2.15,3.12,4.08,5.01
287,2087,,,2.14,3.14,4.14,5.08
288,2088,,,2.14,3.15,4.19,5.14
289,2089,,,2.13,3.17,4.24,5.21
290,2090,,,2.13,3.18,4.29,5.28
291,2091,,,2.12,3.2,4.34,5.35
292,2092,,,2.12,3.21,4.39,5.42
293,2093,,,2.11,3.22,4.45,5.48
294,2094,,,2.11,3.24,4.49,5.55
295,2095,,,2.1,3.25,4.54,5.61
296,2096,,,2.1,3.27,4.59,5.68
297,2097,,,2.09,3.28,4.64,5.74
298,2098,,,2.09,3.29,4.69,5.8
299,2099,,,2.08,3.3,4.74,5.87
300,2100,,,2.08,3.32,4.8,5.94
