Netherlands,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
98,1898,0.6322580645161291,0.09,0.5,0.5,0.5,0.48
99,1899,0.4022580645161291,0.11,0.5,0.51,0.5,0.49
100,1900,0.4422580645161291,0.13,0.51,0.52,0.51,0.5
101,1901,-0.07774193548387093,0.13,0.51,0.52,0.52,0.5
102,1902,-0.5977419354838709,0.12,0.52,0.53,0.53,0.51
103,1903,0.4022580645161291,0.11,0.52,0.53,0.53,0.51
104,1904,0.2522580645161291,0.12,0.51,0.53,0.53,0.51
105,1905,-0.007741935483870921,0.12,0.51,0.53,0.52,0.5
106,1906,0.3722580645161291,0.15,0.5,0.53,0.52,0.5
107,1907,-0.15774193548387094,0.17,0.5,0.53,0.52,0.5
108,1908,-0.26774193548387093,0.21,0.5,0.53,0.52,0.5
109,1909,-0.557741935483871,0.23,0.51,0.53,0.52,0.51
110,1910,0.5922580645161291,0.25,0.51,0.54,0.52,0.51
111,1911,1.062258064516129,0.25,0.52,0.54,0.53,0.52
112,1912,0.3222580645161291,0.26,0.52,0.55,0.54,0.52
113,1913,0.7422580645161291,0.27,0.53,0.56,0.54,0.53
114,1914,0.822258064516129,0.28,0.54,0.56,0.54,0.54
115,1915,-0.0477419354838709,0.28,0.54,0.57,0.55,0.54
116,1916,0.3122580645161291,0.27,0.55,0.57,0.55,0.55
117,1917,-0.537741935483871,0.24,0.56,0.58,0.56,0.56
118,1918,0.5022580645161291,0.2,0.57,0.59,0.57,0.57
119,1919,-0.717741935483871,0.17,0.59,0.6,0.58,0.58
120,1920,0.6122580645161291,0.15,0.6,0.62,0.59,0.59
121,1921,1.132258064516129,0.13,0.61,0.63,0.61,0.6
122,1922,-0.6277419354838709,0.13,0.63,0.64,0.62,0.61
123,1923,-0.1077419354838709,0.14,0.63,0.65,0.63,0.62
124,1924,-0.2477419354838709,0.16,0.64,0.65,0.64,0.63
125,1925,0.29225806451612907,0.17,0.64,0.66,0.65,0.63
126,1926,0.7422580645161291,0.19,0.65,0.66,0.66,0.63
127,1927,0.0722580645161291,0.22,0.65,0.66,0.66,0.64
128,1928,0.4222580645161291,0.26,0.66,0.67,0.67,0.64
129,1929,-0.4777419354838709,0.31,0.66,0.67,0.67,0.64
130,1930,0.822258064516129,0.36,0.66,0.67,0.67,0.64
131,1931,-0.06774193548387092,0.41,0.66,0.67,0.67,0.64
132,1932,0.5322580645161291,0.45,0.66,0.67,0.66,0.64
133,1933,0.20225806451612907,0.47,0.66,0.67,0.66,0.64
134,1934,1.322258064516129,0.47,0.66,0.67,0.66,0.64
135,1935,0.7222580645161291,0.46,0.66,0.67,0.65,0.64
136,1936,0.5422580645161291,0.46,0.67,0.67,0.66,0.64
137,1937,0.6622580645161291,0.45,0.67,0.68,0.66,0.65
138,1938,0.8522580645161291,0.46,0.68,0.68,0.66,0.65
139,1939,0.6322580645161291,0.46,0.68,0.69,0.67,0.66
140,1940,-0.8777419354838709,0.46,0.69,0.69,0.67,0.66
141,1941,-0.3877419354838709,0.47,0.7,0.7,0.68,0.67
142,1942,-0.5677419354838709,0.48,0.7,0.71,0.68,0.67
143,1943,0.9122580645161291,0.48,0.71,0.71,0.68,0.68
144,1944,0.47225806451612906,0.49,0.71,0.71,0.69,0.68
145,1945,1.092258064516129,0.51,0.71,0.72,0.69,0.69
146,1946,0.24225806451612908,0.54,0.72,0.72,0.69,0.69
147,1947,0.562258064516129,0.56,0.72,0.72,0.7,0.69
148,1948,1.072258064516129,0.58,0.72,0.73,0.7,0.7
149,1949,1.222258064516129,0.57,0.72,0.73,0.7,0.7
150,1950,0.552258064516129,0.56,0.72,0.72,0.7,0.69
151,1951,0.6822580645161291,0.54,0.71,0.72,0.69,0.69
152,1952,0.04225806451612907,0.53,0.7,0.71,0.68,0.68
153,1953,0.952258064516129,0.52,0.7,0.71,0.68,0.68
154,1954,0.05225806451612908,0.52,0.69,0.7,0.67,0.67
155,1955,-0.07774193548387093,0.5,0.68,0.7,0.67,0.67
156,1956,-0.747741935483871,0.47,0.67,0.69,0.66,0.66
157,1957,0.942258064516129,0.43,0.66,0.68,0.65,0.65
158,1958,0.5122580645161291,0.4,0.65,0.67,0.64,0.64
159,1959,1.2922580645161292,0.38,0.64,0.65,0.63,0.63
160,1960,0.782258064516129,0.38,0.63,0.64,0.62,0.61
161,1961,1.102258064516129,0.39,0.61,0.63,0.61,0.6
162,1962,-0.6577419354838709,0.4,0.6,0.61,0.6,0.59
163,1963,-0.937741935483871,0.41,0.59,0.6,0.59,0.58
164,1964,0.29225806451612907,0.4,0.59,0.6,0.59,0.57
165,1965,-0.17774193548387096,0.37,0.58,0.6,0.59,0.57
166,1966,0.572258064516129,0.35,0.58,0.59,0.59,0.57
167,1967,1.0022580645161292,0.34,0.58,0.59,0.59,0.57
168,1968,0.3022580645161291,0.36,0.58,0.59,0.59,0.57
169,1969,0.29225806451612907,0.41,0.58,0.59,0.59,0.57
170,1970,0.18225806451612908,0.46,0.58,0.59,0.6,0.57
171,1971,0.6522580645161291,0.5,0.59,0.6,0.6,0.58
172,1972,0.11225806451612907,0.52,0.59,0.6,0.61,0.58
173,1973,0.6022580645161291,0.52,0.6,0.61,0.62,0.59
174,1974,0.8722580645161291,0.51,0.61,0.62,0.63,0.6
175,1975,1.032258064516129,0.51,0.63,0.64,0.65,0.62
176,1976,0.8922580645161291,0.52,0.64,0.65,0.66,0.63
177,1977,0.782258064516129,0.53,0.66,0.67,0.68,0.65
178,1978,0.09225806451612906,0.53,0.67,0.68,0.69,0.66
179,1979,-0.3677419354838709,0.51,0.68,0.69,0.71,0.68
180,1980,0.2222580645161291,0.49,0.7,0.71,0.72,0.69
181,1981,0.3722580645161291,0.47,0.72,0.73,0.74,0.71
182,1982,1.072258064516129,0.47,0.74,0.75,0.76,0.73
183,1983,1.102258064516129,0.5,0.77,0.78,0.79,0.76
184,1984,0.4422580645161291,0.56,0.8,0.81,0.82,0.79
185,1985,-0.43774193548387097,0.62,0.83,0.84,0.84,0.82
186,1986,-0.03774193548387089,0.69,0.86,0.87,0.87,0.85
187,1987,-0.19774193548387087,0.76,0.89,0.9,0.9,0.88
188,1988,1.302258064516129,0.82,0.92,0.93,0.93,0.91
189,1989,1.6922580645161291,0.88,0.96,0.97,0.96,0.95
190,1990,1.7322580645161292,0.93,0.99,1.0,0.99,0.98
191,1991,0.5022580645161291,1.0,1.03,1.04,1.03,1.02
192,1992,1.512258064516129,1.09,1.07,1.08,1.07,1.06
193,1993,0.6022580645161291,1.17,1.11,1.12,1.11,1.1
194,1994,1.592258064516129,1.24,1.15,1.17,1.15,1.14
195,1995,1.342258064516129,1.29,1.19,1.21,1.19,1.18
196,1996,-0.4977419354838709,1.33,1.23,1.25,1.23,1.22
197,1997,1.152258064516129,1.35,1.27,1.28,1.27,1.26
198,1998,1.282258064516129,1.38,1.31,1.32,1.3,1.3
199,1999,1.822258064516129,1.42,1.34,1.36,1.34,1.34
200,2000,1.842258064516129,1.47,1.38,1.39,1.39,1.37
201,2001,1.322258064516129,1.51,1.42,1.43,1.43,1.41
202,2002,1.762258064516129,1.54,1.46,1.47,1.47,1.45
203,2003,1.4522580645161292,1.57,1.49,1.51,1.51,1.49
204,2004,1.322258064516129,1.58,1.53,1.54,1.54,1.52
205,2005,1.522258064516129,1.57,1.56,1.57,1.57,1.55
206,2006,1.9922580645161292,1.56,1.59,1.6,1.6,1.58
207,2007,2.092258064516129,1.55,1.62,1.62,1.63,1.61
208,2008,1.4922580645161292,1.56,1.64,1.65,1.66,1.64
209,2009,1.392258064516129,1.57,1.67,1.67,1.69,1.67
210,2010,-0.0477419354838709,1.59,1.7,1.7,1.71,1.7
211,2011,1.812258064516129,1.62,1.73,1.73,1.74,1.73
212,2012,1.1722580645161291,1.68,1.76,1.75,1.76,1.76
213,2013,0.6722580645161291,1.74,1.79,1.78,1.78,1.79
214,2014,2.5522580645161295,1.79,1.82,1.81,1.81,1.82
215,2015,1.752258064516129,1.85,1.85,1.84,1.83,1.85
216,2016,1.6822580645161291,1.92,1.87,1.87,1.86,1.87
217,2017,1.822258064516129,1.98,1.9,1.89,1.89,1.9
218,2018,2.2522580645161288,2.05,1.92,1.92,1.91,1.92
219,2019,2.152258064516129,2.12,1.95,1.95,1.94,1.95
220,2020,2.532258064516129,2.2,1.97,1.98,1.97,1.98
221,2021,,,2.0,2.01,1.99,2.0
222,2022,,,2.02,2.04,2.02,2.03
223,2023,,,2.03,2.07,2.04,2.06
224,2024,,,2.05,2.1,2.07,2.08
225,2025,,,2.07,2.13,2.09,2.11
226,2026,,,2.08,2.15,2.12,2.14
227,2027,,,2.09,2.18,2.15,2.17
228,2028,,,2.1,2.2,2.18,2.2
229,2029,,,2.12,2.23,2.21,2.24
230,2030,,,2.13,2.25,2.24,2.27
231,2031,,,2.14,2.27,2.26,2.31
232,2032,,,2.16,2.29,2.29,2.35
233,2033,,,2.17,2.31,2.31,2.39
234,2034,,,2.18,2.32,2.34,2.42
235,2035,,,2.2,2.33,2.36,2.46
236,2036,,,2.21,2.34,2.39,2.5
237,2037,,,2.22,2.35,2.42,2.53
238,2038,,,2.23,2.37,2.45,2.56
239,2039,,,2.25,2.38,2.48,2.6
240,2040,,,2.26,2.39,2.51,2.63
241,2041,,,2.28,2.41,2.54,2.67
242,2042,,,2.29,2.42,2.57,2.7
243,2043,,,2.3,2.43,2.6,2.74
244,2044,,,2.31,2.45,2.63,2.77
245,2045,,,2.31,2.46,2.66,2.8
246,2046,,,2.32,2.48,2.69,2.84
247,2047,,,2.32,2.49,2.73,2.87
248,2048,,,2.33,2.51,2.76,2.91
249,2049,,,2.33,2.53,2.79,2.94
250,2050,,,2.33,2.55,2.82,2.98
251,2051,,,2.33,2.57,2.85,3.02
252,2052,,,2.33,2.59,2.89,3.06
253,2053,,,2.33,2.61,2.92,3.1
254,2054,,,2.33,2.63,2.95,3.14
255,2055,,,2.33,2.65,2.98,3.18
256,2056,,,2.33,2.67,3.01,3.22
257,2057,,,2.33,2.69,3.04,3.26
258,2058,,,2.33,2.71,3.06,3.3
259,2059,,,2.33,2.72,3.09,3.35
260,2060,,,2.33,2.74,3.11,3.38
261,2061,,,2.34,2.76,3.13,3.42
262,2062,,,2.34,2.77,3.16,3.47
263,2063,,,2.35,2.79,3.18,3.51
264,2064,,,2.35,2.8,3.21,3.55
265,2065,,,2.36,2.82,3.23,3.59
266,2066,,,2.36,2.83,3.26,3.63
267,2067,,,2.37,2.84,3.29,3.67
268,2068,,,2.37,2.85,3.31,3.71
269,2069,,,2.37,2.86,3.34,3.76
270,2070,,,2.37,2.87,3.36,3.8
271,2071,,,2.37,2.88,3.4,3.85
272,2072,,,2.37,2.9,3.43,3.89
273,2073,,,2.37,2.91,3.46,3.94
274,2074,,,2.37,2.92,3.5,3.98
275,2075,,,2.37,2.94,3.53,4.03
276,2076,,,2.37,2.94,3.57,4.08
277,2077,,,2.36,2.96,3.61,4.13
278,2078,,,2.36,2.97,3.64,4.18
279,2079,,,2.35,2.99,3.68,4.23
280,2080,,,2.35,3.0,3.72,4.28
281,2081,,,2.35,3.02,3.75,4.33
282,2082,,,2.35,3.03,3.79,4.38
283,2083,,,2.34,3.05,3.83,4.43
284,2084,,,2.34,3.06,3.86,4.48
285,2085,,,2.34,3.07,3.9,4.54
286,2086,,,2.33,3.08,3.94,4.59
287,2087,,,2.33,3.09,3.98,4.64
288,2088,,,2.32,3.1,4.03,4.69
289,2089,,,2.32,3.12,4.07,4.75
290,2090,,,2.31,3.13,4.12,4.8
291,2091,,,2.31,3.15,4.16,4.85
292,2092,,,2.3,3.16,4.2,4.91
293,2093,,,2.3,3.18,4.25,4.96
294,2094,,,2.3,3.19,4.29,5.02
295,2095,,,2.29,3.2,4.33,5.07
296,2096,,,2.29,3.22,4.37,5.12
297,2097,,,2.28,3.23,4.42,5.17
298,2098,,,2.28,3.24,4.46,5.22
299,2099,,,2.27,3.26,4.5,5.27
300,2100,,,2.27,3.27,4.54,5.33
