Ukraine,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
55,1855,-0.1390322580645162,0.06,0.64,0.64,0.73,0.64
56,1856,-0.04903225806451622,0.02,0.65,0.65,0.73,0.65
57,1857,0.1009677419354838,-0.02,0.66,0.65,0.73,0.65
58,1858,-0.8290322580645162,-0.06,0.67,0.66,0.73,0.66
59,1859,1.0509677419354837,-0.09,0.67,0.66,0.73,0.67
60,1860,0.3009677419354838,-0.11,0.68,0.67,0.72,0.67
61,1861,-0.7890322580645162,-0.1,0.68,0.67,0.72,0.68
62,1862,-1.0690322580645162,-0.1,0.69,0.68,0.72,0.68
63,1863,0.9209677419354838,-0.09,0.7,0.68,0.73,0.69
64,1864,-0.9490322580645161,-0.08,0.71,0.69,0.74,0.7
65,1865,-0.2890322580645162,-0.07,0.71,0.7,0.74,0.71
66,1866,0.5409677419354838,-0.05,0.72,0.7,0.75,0.71
67,1867,-0.30903225806451623,-0.02,0.72,0.7,0.75,0.71
68,1868,0.3409677419354838,0.0,0.71,0.7,0.74,0.7
69,1869,0.9809677419354839,0.02,0.71,0.7,0.74,0.7
70,1870,-0.7590322580645161,0.04,0.7,0.69,0.74,0.69
71,1871,-1.169032258064516,0.05,0.69,0.69,0.74,0.69
72,1872,1.2409677419354839,0.05,0.69,0.69,0.73,0.68
73,1873,0.7409677419354839,0.04,0.68,0.68,0.73,0.68
74,1874,0.2909677419354838,0.02,0.67,0.67,0.72,0.67
75,1875,-1.4990322580645161,-0.01,0.66,0.66,0.71,0.66
76,1876,-0.19903225806451624,-0.03,0.64,0.65,0.7,0.64
77,1877,-0.24903225806451618,-0.05,0.62,0.64,0.69,0.62
78,1878,0.9509677419354838,-0.06,0.6,0.62,0.67,0.61
79,1879,0.010967741935483777,-0.07,0.59,0.6,0.66,0.59
80,1880,-0.6290322580645162,-0.08,0.57,0.59,0.65,0.58
81,1881,-1.1090322580645162,-0.09,0.56,0.57,0.63,0.56
82,1882,0.7509677419354838,-0.09,0.54,0.56,0.62,0.55
83,1883,-0.36903225806451617,-0.08,0.53,0.55,0.62,0.54
84,1884,-0.2590322580645162,-0.07,0.52,0.54,0.61,0.54
85,1885,0.3309677419354838,-0.07,0.52,0.53,0.61,0.53
86,1886,0.2409677419354838,-0.06,0.51,0.53,0.6,0.52
87,1887,0.3409677419354838,-0.06,0.5,0.52,0.59,0.52
88,1888,-0.8990322580645163,-0.06,0.5,0.51,0.59,0.51
89,1889,-0.18903225806451623,-0.05,0.5,0.51,0.59,0.51
90,1890,0.2709677419354838,-0.05,0.5,0.51,0.59,0.51
91,1891,-0.009032258064516185,-0.04,0.5,0.51,0.59,0.52
92,1892,0.4209677419354838,-0.03,0.51,0.52,0.6,0.52
93,1893,-1.0190322580645161,-0.0,0.52,0.52,0.61,0.53
94,1894,-0.36903225806451617,0.02,0.52,0.53,0.61,0.53
95,1895,0.1609677419354838,0.06,0.53,0.53,0.61,0.54
96,1896,-0.31903225806451624,0.09,0.52,0.53,0.61,0.53
97,1897,0.6209677419354838,0.13,0.51,0.52,0.6,0.52
98,1898,0.18096774193548376,0.16,0.5,0.51,0.59,0.51
99,1899,0.37096774193548376,0.2,0.49,0.5,0.58,0.5
100,1900,0.4109677419354838,0.23,0.48,0.49,0.56,0.49
101,1901,0.7909677419354838,0.24,0.46,0.47,0.55,0.47
102,1902,-0.8090322580645162,0.25,0.44,0.46,0.53,0.45
103,1903,1.0509677419354837,0.24,0.42,0.44,0.51,0.43
104,1904,-0.24903225806451618,0.21,0.4,0.42,0.49,0.41
105,1905,0.6309677419354838,0.18,0.38,0.41,0.47,0.39
106,1906,1.1009677419354837,0.16,0.37,0.39,0.45,0.38
107,1907,-0.7890322580645162,0.15,0.36,0.38,0.44,0.37
108,1908,-0.7390322580645161,0.14,0.35,0.38,0.43,0.36
109,1909,0.14096774193548378,0.13,0.35,0.38,0.43,0.36
110,1910,1.0609677419354837,0.13,0.36,0.38,0.44,0.37
111,1911,-0.4990322580645162,0.14,0.37,0.4,0.45,0.38
112,1912,-0.7690322580645161,0.14,0.39,0.41,0.46,0.4
113,1913,0.7009677419354838,0.14,0.41,0.43,0.48,0.42
114,1914,0.4009677419354838,0.16,0.42,0.45,0.5,0.44
115,1915,0.37096774193548376,0.18,0.44,0.47,0.52,0.46
116,1916,0.5209677419354838,0.2,0.46,0.49,0.54,0.48
117,1917,-0.2890322580645162,0.23,0.48,0.51,0.57,0.5
118,1918,0.8509677419354837,0.25,0.51,0.54,0.59,0.52
119,1919,-0.19903225806451624,0.27,0.53,0.56,0.61,0.54
120,1920,0.020967741935483786,0.29,0.55,0.58,0.63,0.56
121,1921,0.3209677419354838,0.28,0.57,0.6,0.65,0.58
122,1922,0.020967741935483786,0.26,0.58,0.61,0.66,0.59
123,1923,1.0509677419354837,0.24,0.58,0.62,0.66,0.6
124,1924,-0.23903225806451617,0.22,0.58,0.62,0.66,0.6
125,1925,1.1909677419354838,0.21,0.58,0.62,0.66,0.6
126,1926,0.4809677419354838,0.21,0.58,0.62,0.66,0.6
127,1927,0.25096774193548377,0.21,0.58,0.62,0.66,0.59
128,1928,-0.5690322580645162,0.23,0.58,0.61,0.65,0.59
129,1929,-0.8790322580645162,0.27,0.58,0.61,0.65,0.59
130,1930,0.9809677419354839,0.31,0.57,0.61,0.64,0.59
131,1931,-0.4290322580645162,0.37,0.57,0.61,0.64,0.58
132,1932,0.4509677419354838,0.43,0.57,0.61,0.63,0.58
133,1933,-1.3590322580645162,0.48,0.57,0.6,0.63,0.58
134,1934,1.2409677419354839,0.53,0.57,0.6,0.63,0.58
135,1935,0.3109677419354838,0.56,0.57,0.6,0.62,0.57
136,1936,1.3709677419354838,0.57,0.56,0.6,0.62,0.57
137,1937,1.1909677419354838,0.57,0.56,0.59,0.62,0.57
138,1938,1.4409677419354838,0.56,0.56,0.59,0.62,0.57
139,1939,1.2409677419354839,0.55,0.57,0.6,0.62,0.57
140,1940,-0.9890322580645161,0.54,0.57,0.6,0.63,0.57
141,1941,-1.1090322580645162,0.52,0.57,0.6,0.63,0.58
142,1942,-1.6590322580645163,0.49,0.57,0.6,0.63,0.58
143,1943,0.3509677419354838,0.45,0.57,0.6,0.63,0.57
144,1944,0.8009677419354838,0.41,0.56,0.59,0.62,0.57
145,1945,-0.5990322580645162,0.38,0.56,0.58,0.62,0.56
146,1946,0.7809677419354838,0.38,0.55,0.57,0.61,0.55
147,1947,0.2209677419354838,0.4,0.54,0.56,0.59,0.54
148,1948,0.6309677419354838,0.42,0.53,0.55,0.58,0.53
149,1949,0.8509677419354837,0.45,0.51,0.53,0.57,0.52
150,1950,0.5709677419354838,0.46,0.5,0.52,0.56,0.51
151,1951,0.9609677419354838,0.47,0.5,0.52,0.55,0.5
152,1952,0.6009677419354837,0.48,0.49,0.51,0.55,0.5
153,1953,0.060967741935483766,0.5,0.49,0.51,0.54,0.49
154,1954,-0.23903225806451617,0.52,0.49,0.5,0.54,0.49
155,1955,0.6209677419354838,0.54,0.48,0.5,0.54,0.49
156,1956,-1.169032258064516,0.54,0.47,0.49,0.53,0.48
157,1957,1.1809677419354838,0.52,0.47,0.48,0.52,0.47
158,1958,0.6209677419354838,0.51,0.46,0.47,0.51,0.46
159,1959,0.3009677419354838,0.52,0.45,0.46,0.5,0.46
160,1960,1.1009677419354837,0.53,0.43,0.46,0.49,0.45
161,1961,1.1609677419354838,0.55,0.43,0.45,0.49,0.44
162,1962,0.8609677419354838,0.57,0.42,0.44,0.48,0.44
163,1963,-0.06903225806451624,0.57,0.41,0.44,0.48,0.43
164,1964,0.000967741935483768,0.56,0.4,0.43,0.47,0.43
165,1965,-0.35903225806451616,0.56,0.39,0.43,0.47,0.42
166,1966,1.8709677419354838,0.55,0.38,0.41,0.46,0.41
167,1967,0.8909677419354838,0.55,0.37,0.4,0.44,0.39
168,1968,0.6109677419354838,0.55,0.35,0.38,0.43,0.38
169,1969,-0.6790322580645161,0.56,0.33,0.37,0.41,0.36
170,1970,0.7009677419354838,0.57,0.32,0.35,0.4,0.35
171,1971,0.7509677419354838,0.58,0.31,0.35,0.39,0.34
172,1972,0.9409677419354838,0.57,0.3,0.34,0.39,0.33
173,1973,0.3009677419354838,0.55,0.3,0.34,0.39,0.33
174,1974,0.9209677419354838,0.53,0.3,0.34,0.39,0.33
175,1975,1.9809677419354839,0.53,0.3,0.34,0.4,0.33
176,1976,-0.7790322580645161,0.55,0.31,0.34,0.4,0.34
177,1977,0.5309677419354838,0.56,0.32,0.35,0.41,0.34
178,1978,-0.22903225806451616,0.56,0.33,0.36,0.42,0.35
179,1979,0.7809677419354838,0.54,0.34,0.37,0.44,0.37
180,1980,-0.5690322580645162,0.52,0.36,0.4,0.46,0.39
181,1981,1.3109677419354837,0.51,0.39,0.42,0.49,0.41
182,1982,0.7109677419354838,0.53,0.42,0.46,0.52,0.45
183,1983,1.550967741935484,0.58,0.46,0.5,0.56,0.48
184,1984,0.49096774193548376,0.64,0.5,0.54,0.6,0.52
185,1985,-0.8990322580645163,0.7,0.54,0.58,0.64,0.56
186,1986,0.5709677419354838,0.74,0.58,0.63,0.68,0.61
187,1987,-1.3090322580645162,0.78,0.63,0.68,0.72,0.65
188,1988,0.36096774193548375,0.79,0.68,0.73,0.77,0.7
189,1989,2.1209677419354835,0.8,0.73,0.78,0.83,0.76
190,1990,1.9609677419354838,0.81,0.79,0.84,0.88,0.81
191,1991,0.8809677419354838,0.83,0.85,0.9,0.95,0.87
192,1992,0.9609677419354838,0.88,0.91,0.97,1.01,0.93
193,1993,0.020967741935483786,0.94,0.98,1.03,1.07,1.0
194,1994,1.3309677419354837,1.0,1.04,1.09,1.13,1.06
195,1995,1.2609677419354839,1.05,1.1,1.15,1.19,1.11
196,1996,0.09096774193548379,1.1,1.15,1.21,1.24,1.17
197,1997,0.1609677419354838,1.13,1.21,1.26,1.3,1.23
198,1998,0.9709677419354839,1.16,1.27,1.32,1.36,1.29
199,1999,2.040967741935484,1.2,1.33,1.38,1.42,1.35
200,2000,1.9309677419354838,1.26,1.4,1.44,1.49,1.41
201,2001,1.560967741935484,1.33,1.46,1.51,1.55,1.48
202,2002,1.8709677419354838,1.4,1.52,1.56,1.6,1.54
203,2003,0.8209677419354837,1.48,1.58,1.62,1.66,1.6
204,2004,1.3709677419354838,1.54,1.63,1.67,1.71,1.65
205,2005,1.3109677419354837,1.59,1.68,1.72,1.75,1.7
206,2006,0.7909677419354838,1.62,1.73,1.76,1.8,1.75
207,2007,2.540967741935484,1.65,1.78,1.81,1.84,1.8
208,2008,2.080967741935484,1.69,1.84,1.85,1.88,1.85
209,2009,1.830967741935484,1.75,1.89,1.9,1.92,1.9
210,2010,1.9109677419354838,1.81,1.94,1.95,1.96,1.95
211,2011,1.2809677419354837,1.88,1.99,2.0,2.01,2.0
212,2012,1.780967741935484,1.97,2.05,2.05,2.05,2.05
213,2013,2.080967741935484,2.06,2.1,2.1,2.09,2.1
214,2014,1.9509677419354838,2.15,2.15,2.15,2.13,2.15
215,2015,2.620967741935484,2.24,2.21,2.2,2.17,2.2
216,2016,2.0309677419354837,2.34,2.25,2.23,2.21,2.24
217,2017,2.150967741935484,2.43,2.29,2.27,2.25,2.28
218,2018,2.170967741935484,2.53,2.34,2.32,2.29,2.32
219,2019,2.930967741935484,2.62,2.38,2.36,2.33,2.37
220,2020,3.180967741935484,2.72,2.42,2.4,2.37,2.41
221,2021,,,2.46,2.44,2.42,2.45
222,2022,,,2.49,2.48,2.46,2.5
223,2023,,,2.51,2.51,2.5,2.54
224,2024,,,2.54,2.54,2.54,2.59
225,2025,,,2.56,2.58,2.57,2.63
226,2026,,,2.58,2.6,2.61,2.68
227,2027,,,2.6,2.63,2.65,2.72
228,2028,,,2.62,2.67,2.7,2.77
229,2029,,,2.64,2.7,2.74,2.82
230,2030,,,2.66,2.73,2.78,2.87
231,2031,,,2.68,2.76,2.82,2.92
232,2032,,,2.69,2.79,2.86,2.97
233,2033,,,2.71,2.82,2.9,3.02
234,2034,,,2.72,2.85,2.94,3.07
235,2035,,,2.74,2.88,2.98,3.13
236,2036,,,2.76,2.91,3.02,3.18
237,2037,,,2.78,2.94,3.06,3.23
238,2038,,,2.8,2.98,3.1,3.28
239,2039,,,2.83,3.01,3.14,3.33
240,2040,,,2.85,3.04,3.19,3.39
241,2041,,,2.87,3.08,3.24,3.44
242,2042,,,2.9,3.11,3.29,3.49
243,2043,,,2.92,3.14,3.34,3.54
244,2044,,,2.93,3.17,3.39,3.6
245,2045,,,2.94,3.19,3.44,3.65
246,2046,,,2.96,3.22,3.49,3.71
247,2047,,,2.98,3.25,3.53,3.76
248,2048,,,2.99,3.27,3.58,3.82
249,2049,,,2.99,3.29,3.62,3.88
250,2050,,,3.0,3.31,3.68,3.94
251,2051,,,3.01,3.34,3.72,4.0
252,2052,,,3.02,3.36,3.77,4.06
253,2053,,,3.02,3.38,3.81,4.13
254,2054,,,3.03,3.41,3.86,4.19
255,2055,,,3.03,3.44,3.9,4.24
256,2056,,,3.04,3.46,3.93,4.3
257,2057,,,3.04,3.48,3.97,4.37
258,2058,,,3.04,3.5,4.01,4.43
259,2059,,,3.04,3.52,4.05,4.49
260,2060,,,3.05,3.54,4.08,4.54
261,2061,,,3.05,3.56,4.12,4.6
262,2062,,,3.05,3.57,4.17,4.66
263,2063,,,3.06,3.59,4.21,4.72
264,2064,,,3.06,3.61,4.25,4.77
265,2065,,,3.07,3.63,4.3,4.83
266,2066,,,3.08,3.64,4.34,4.88
267,2067,,,3.08,3.66,4.38,4.94
268,2068,,,3.09,3.67,4.42,4.99
269,2069,,,3.09,3.68,4.46,5.05
270,2070,,,3.09,3.7,4.5,5.11
271,2071,,,3.09,3.71,4.55,5.17
272,2072,,,3.09,3.73,4.6,5.23
273,2073,,,3.08,3.75,4.64,5.29
274,2074,,,3.07,3.78,4.69,5.35
275,2075,,,3.07,3.81,4.74,5.41
276,2076,,,3.06,3.83,4.79,5.47
277,2077,,,3.05,3.86,4.84,5.53
278,2078,,,3.03,3.88,4.89,5.59
279,2079,,,3.02,3.9,4.93,5.67
280,2080,,,3.0,3.93,4.98,5.74
281,2081,,,2.99,3.95,5.03,5.81
282,2082,,,2.98,3.97,5.07,5.88
283,2083,,,2.97,3.99,5.12,5.96
284,2084,,,2.96,4.01,5.17,6.03
285,2085,,,2.95,4.04,5.21,6.1
286,2086,,,2.95,4.06,5.26,6.17
287,2087,,,2.95,4.08,5.31,6.24
288,2088,,,2.94,4.1,5.36,6.31
289,2089,,,2.95,4.12,5.41,6.37
290,2090,,,2.96,4.13,5.46,6.44
291,2091,,,2.96,4.15,5.51,6.51
292,2092,,,2.96,4.17,5.56,6.57
293,2093,,,2.97,4.18,5.62,6.64
294,2094,,,2.97,4.2,5.66,6.7
295,2095,,,2.98,4.21,5.71,6.76
296,2096,,,2.98,4.23,5.76,6.83
297,2097,,,2.99,4.24,5.82,6.89
298,2098,,,2.99,4.26,5.87,6.95
299,2099,,,3.0,4.27,5.92,7.0
300,2100,,,3.01,4.28,5.97,7.08
