Latvia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
78,1878,1.1329032258064515,0.03,0.56,0.61,0.63,0.58
79,1879,-0.2770967741935484,0.06,0.55,0.6,0.62,0.57
80,1880,0.12290322580645163,0.08,0.54,0.58,0.6,0.55
81,1881,-1.1070967741935485,0.09,0.52,0.57,0.59,0.54
82,1882,1.2629032258064516,0.12,0.51,0.56,0.58,0.53
83,1883,0.31290322580645163,0.16,0.5,0.54,0.57,0.52
84,1884,0.5129032258064516,0.2,0.49,0.53,0.56,0.51
85,1885,0.28290322580645166,0.21,0.48,0.52,0.54,0.5
86,1886,0.26290322580645165,0.21,0.47,0.51,0.53,0.49
87,1887,0.5629032258064517,0.2,0.46,0.5,0.52,0.48
88,1888,-1.5570967741935482,0.2,0.45,0.49,0.51,0.47
89,1889,0.16290322580645167,0.21,0.44,0.48,0.51,0.46
90,1890,0.9529032258064516,0.22,0.44,0.48,0.51,0.46
91,1891,0.5429032258064517,0.23,0.44,0.48,0.52,0.46
92,1892,-0.5970967741935485,0.26,0.44,0.48,0.53,0.46
93,1893,-1.0570967741935484,0.28,0.45,0.48,0.53,0.46
94,1894,0.9229032258064516,0.31,0.45,0.48,0.54,0.47
95,1895,-0.02709677419354839,0.33,0.44,0.48,0.54,0.47
96,1896,0.7929032258064517,0.35,0.44,0.48,0.54,0.46
97,1897,0.9129032258064517,0.37,0.44,0.48,0.54,0.46
98,1898,0.9629032258064516,0.39,0.43,0.48,0.54,0.46
99,1899,0.2929032258064517,0.42,0.43,0.49,0.54,0.46
100,1900,0.06290322580645163,0.44,0.43,0.49,0.54,0.46
101,1901,0.8129032258064517,0.43,0.43,0.49,0.54,0.45
102,1902,-1.2570967741935484,0.42,0.42,0.48,0.54,0.45
103,1903,1.3329032258064517,0.4,0.41,0.48,0.53,0.44
104,1904,-0.23709677419354835,0.38,0.4,0.47,0.52,0.43
105,1905,0.7329032258064516,0.38,0.39,0.45,0.51,0.42
106,1906,1.2529032258064516,0.39,0.38,0.45,0.49,0.41
107,1907,-0.5570967741935484,0.42,0.37,0.44,0.49,0.4
108,1908,-0.04709677419354841,0.44,0.37,0.44,0.48,0.39
109,1909,-0.19709677419354832,0.45,0.37,0.44,0.48,0.4
110,1910,1.6629032258064516,0.45,0.38,0.44,0.48,0.4
111,1911,0.7429032258064516,0.44,0.39,0.46,0.5,0.41
112,1912,-0.13709677419354838,0.43,0.41,0.47,0.51,0.43
113,1913,1.3529032258064517,0.43,0.42,0.49,0.53,0.45
114,1914,1.3729032258064517,0.44,0.44,0.51,0.54,0.47
115,1915,-0.7270967741935483,0.45,0.46,0.53,0.56,0.49
116,1916,0.5929032258064516,0.45,0.48,0.55,0.58,0.51
117,1917,-0.4570967741935483,0.43,0.51,0.58,0.61,0.53
118,1918,0.6429032258064517,0.41,0.54,0.61,0.64,0.56
119,1919,-0.23709677419354835,0.39,0.57,0.64,0.67,0.59
120,1920,1.4929032258064516,0.38,0.59,0.66,0.7,0.62
121,1921,0.8529032258064517,0.38,0.62,0.69,0.72,0.64
122,1922,-0.36709677419354836,0.38,0.64,0.71,0.74,0.66
123,1923,0.04290322580645167,0.39,0.66,0.73,0.76,0.68
124,1924,0.31290322580645163,0.4,0.67,0.74,0.77,0.69
125,1925,1.4629032258064516,0.41,0.67,0.75,0.78,0.7
126,1926,0.3429032258064516,0.43,0.68,0.75,0.78,0.7
127,1927,0.24290322580645163,0.47,0.68,0.75,0.78,0.7
128,1928,0.20290322580645165,0.52,0.68,0.75,0.78,0.69
129,1929,-0.4170967741935484,0.59,0.67,0.74,0.77,0.69
130,1930,1.6029032258064517,0.67,0.67,0.73,0.76,0.68
131,1931,-0.2870967741935484,0.77,0.66,0.73,0.75,0.68
132,1932,1.3029032258064517,0.86,0.66,0.72,0.74,0.67
133,1933,-0.19709677419354832,0.94,0.65,0.71,0.73,0.66
134,1934,2.5029032258064516,1.0,0.64,0.7,0.71,0.65
135,1935,0.9129032258064517,1.06,0.63,0.69,0.7,0.64
136,1936,1.7229032258064516,1.1,0.62,0.68,0.69,0.63
137,1937,1.4529032258064516,1.11,0.62,0.68,0.68,0.63
138,1938,2.1029032258064517,1.12,0.62,0.68,0.68,0.63
139,1939,1.4029032258064515,1.1,0.62,0.68,0.69,0.63
140,1940,-1.1570967741935483,1.08,0.63,0.68,0.69,0.64
141,1941,-1.7270967741935486,1.05,0.63,0.69,0.69,0.64
142,1942,-1.5870967741935484,1.01,0.64,0.69,0.7,0.65
143,1943,1.6929032258064516,0.96,0.64,0.7,0.71,0.65
144,1944,1.3629032258064515,0.92,0.64,0.7,0.71,0.65
145,1945,0.5129032258064516,0.87,0.64,0.71,0.72,0.66
146,1946,0.5829032258064517,0.84,0.65,0.71,0.72,0.66
147,1947,-0.07709677419354832,0.83,0.65,0.71,0.72,0.66
148,1948,1.4629032258064516,0.81,0.65,0.71,0.72,0.66
149,1949,2.362903225806452,0.77,0.65,0.71,0.72,0.66
150,1950,0.9029032258064517,0.73,0.65,0.71,0.72,0.66
151,1951,0.6929032258064516,0.69,0.65,0.71,0.72,0.66
152,1952,0.052903225806451626,0.66,0.65,0.71,0.71,0.66
153,1953,1.0629032258064517,0.65,0.65,0.71,0.71,0.66
154,1954,0.39290322580645165,0.64,0.65,0.71,0.71,0.66
155,1955,0.10290322580645167,0.62,0.65,0.71,0.71,0.66
156,1956,-1.0170967741935484,0.59,0.65,0.7,0.71,0.66
157,1957,1.3529032258064517,0.55,0.65,0.7,0.7,0.66
158,1958,0.12290322580645163,0.51,0.64,0.7,0.7,0.65
159,1959,1.4729032258064516,0.49,0.63,0.69,0.69,0.65
160,1960,0.5329032258064517,0.48,0.63,0.68,0.68,0.64
161,1961,1.9529032258064516,0.47,0.62,0.67,0.67,0.63
162,1962,0.17290322580645162,0.45,0.61,0.67,0.67,0.63
163,1963,-0.3170967741935483,0.43,0.6,0.66,0.66,0.62
164,1964,0.5529032258064517,0.42,0.6,0.66,0.66,0.62
165,1965,-0.1870967741935483,0.41,0.59,0.65,0.66,0.62
166,1966,0.08290322580645165,0.41,0.59,0.64,0.66,0.61
167,1967,1.1529032258064515,0.45,0.58,0.64,0.65,0.61
168,1968,0.27290322580645165,0.5,0.58,0.63,0.65,0.6
169,1969,-0.7770967741935484,0.55,0.57,0.62,0.64,0.6
170,1970,-0.12709677419354837,0.6,0.57,0.61,0.64,0.59
171,1971,1.1429032258064518,0.62,0.56,0.61,0.64,0.59
172,1972,1.4329032258064518,0.62,0.56,0.6,0.64,0.59
173,1973,1.0929032258064515,0.62,0.56,0.6,0.64,0.59
174,1974,1.6529032258064515,0.62,0.57,0.61,0.65,0.59
175,1975,2.522903225806451,0.64,0.57,0.62,0.66,0.6
176,1976,-0.5570967741935484,0.68,0.59,0.63,0.68,0.61
177,1977,0.47290322580645167,0.71,0.6,0.64,0.69,0.62
178,1978,-0.3270967741935483,0.71,0.61,0.66,0.71,0.64
179,1979,0.26290322580645165,0.68,0.63,0.68,0.74,0.66
180,1980,-0.1570967741935484,0.64,0.66,0.71,0.77,0.68
181,1981,0.8829032258064516,0.63,0.69,0.74,0.8,0.71
182,1982,1.1529032258064515,0.67,0.72,0.77,0.83,0.75
183,1983,1.9529032258064516,0.77,0.75,0.81,0.87,0.78
184,1984,1.2329032258064516,0.91,0.79,0.85,0.9,0.82
185,1985,-0.6970967741935483,1.04,0.83,0.89,0.94,0.86
186,1986,0.5529032258064517,1.15,0.88,0.93,0.98,0.9
187,1987,-0.9470967741935483,1.24,0.92,0.98,1.02,0.95
188,1988,1.2929032258064517,1.29,0.97,1.03,1.06,0.99
189,1989,2.772903225806451,1.31,1.03,1.08,1.11,1.04
190,1990,2.5029032258064516,1.33,1.08,1.13,1.16,1.1
191,1991,1.8529032258064517,1.36,1.14,1.19,1.22,1.15
192,1992,2.0929032258064515,1.42,1.19,1.25,1.27,1.21
193,1993,0.7729032258064517,1.48,1.25,1.31,1.32,1.27
194,1994,1.0729032258064517,1.54,1.31,1.36,1.38,1.32
195,1995,1.7029032258064516,1.56,1.36,1.41,1.43,1.37
196,1996,0.08290322580645165,1.57,1.41,1.47,1.48,1.43
197,1997,1.3629032258064515,1.56,1.47,1.52,1.53,1.48
198,1998,1.1329032258064515,1.55,1.52,1.58,1.59,1.54
199,1999,2.2329032258064516,1.57,1.58,1.64,1.65,1.59
200,2000,2.6229032258064517,1.61,1.64,1.7,1.71,1.65
201,2001,1.6829032258064516,1.68,1.69,1.75,1.77,1.71
202,2002,2.0029032258064516,1.74,1.75,1.81,1.82,1.77
203,2003,1.3829032258064515,1.79,1.8,1.86,1.87,1.82
204,2004,1.4429032258064516,1.83,1.85,1.91,1.92,1.87
205,2005,1.4529032258064516,1.84,1.9,1.96,1.96,1.92
206,2006,2.0629032258064517,1.84,1.95,2.0,2.0,1.96
207,2007,2.362903225806452,1.85,2.0,2.04,2.04,2.01
208,2008,2.7529032258064516,1.87,2.05,2.09,2.08,2.05
209,2009,1.6229032258064517,1.92,2.1,2.13,2.12,2.1
210,2010,0.7529032258064516,1.97,2.15,2.17,2.16,2.15
211,2011,2.3329032258064517,2.03,2.2,2.21,2.2,2.2
212,2012,1.1829032258064518,2.12,2.25,2.25,2.24,2.25
213,2013,2.0129032258064514,2.22,2.3,2.3,2.28,2.3
214,2014,2.4329032258064514,2.33,2.36,2.34,2.33,2.35
215,2015,2.912903225806452,2.43,2.41,2.39,2.37,2.4
216,2016,2.1729032258064516,2.55,2.45,2.42,2.41,2.44
217,2017,1.9529032258064516,2.66,2.5,2.45,2.46,2.49
218,2018,2.6429032258064513,2.78,2.54,2.49,2.51,2.53
219,2019,3.1729032258064516,2.9,2.58,2.52,2.56,2.57
220,2020,3.8029032258064515,3.02,2.61,2.56,2.6,2.62
221,2021,,,2.65,2.6,2.65,2.66
222,2022,,,2.68,2.63,2.69,2.71
223,2023,,,2.7,2.67,2.73,2.75
224,2024,,,2.72,2.71,2.77,2.8
225,2025,,,2.74,2.75,2.81,2.84
226,2026,,,2.75,2.78,2.85,2.89
227,2027,,,2.76,2.82,2.89,2.93
228,2028,,,2.77,2.86,2.94,2.98
229,2029,,,2.79,2.9,2.98,3.03
230,2030,,,2.8,2.94,3.02,3.08
231,2031,,,2.82,2.98,3.06,3.13
232,2032,,,2.84,3.02,3.1,3.19
233,2033,,,2.86,3.06,3.14,3.24
234,2034,,,2.88,3.09,3.17,3.29
235,2035,,,2.9,3.12,3.21,3.34
236,2036,,,2.92,3.15,3.26,3.39
237,2037,,,2.94,3.18,3.3,3.44
238,2038,,,2.96,3.21,3.34,3.49
239,2039,,,2.99,3.24,3.38,3.54
240,2040,,,3.01,3.27,3.42,3.59
241,2041,,,3.03,3.29,3.47,3.63
242,2042,,,3.04,3.32,3.51,3.67
243,2043,,,3.06,3.35,3.55,3.72
244,2044,,,3.07,3.37,3.6,3.76
245,2045,,,3.08,3.39,3.64,3.81
246,2046,,,3.09,3.42,3.69,3.86
247,2047,,,3.1,3.44,3.74,3.91
248,2048,,,3.1,3.46,3.78,3.96
249,2049,,,3.1,3.48,3.83,4.01
250,2050,,,3.1,3.51,3.88,4.07
251,2051,,,3.11,3.54,3.92,4.13
252,2052,,,3.11,3.57,3.97,4.19
253,2053,,,3.11,3.6,4.01,4.25
254,2054,,,3.11,3.63,4.06,4.31
255,2055,,,3.12,3.66,4.09,4.36
256,2056,,,3.12,3.68,4.13,4.42
257,2057,,,3.12,3.71,4.16,4.49
258,2058,,,3.13,3.73,4.2,4.55
259,2059,,,3.13,3.75,4.24,4.61
260,2060,,,3.14,3.77,4.27,4.66
261,2061,,,3.15,3.79,4.31,4.72
262,2062,,,3.15,3.81,4.35,4.78
263,2063,,,3.16,3.83,4.39,4.83
264,2064,,,3.17,3.85,4.43,4.88
265,2065,,,3.18,3.87,4.47,4.93
266,2066,,,3.19,3.88,4.51,4.98
267,2067,,,3.2,3.89,4.55,5.03
268,2068,,,3.21,3.9,4.59,5.08
269,2069,,,3.22,3.91,4.63,5.13
270,2070,,,3.22,3.92,4.67,5.18
271,2071,,,3.22,3.94,4.72,5.24
272,2072,,,3.22,3.96,4.77,5.29
273,2073,,,3.21,3.98,4.82,5.35
274,2074,,,3.21,4.01,4.86,5.4
275,2075,,,3.2,4.03,4.9,5.46
276,2076,,,3.19,4.04,4.95,5.52
277,2077,,,3.17,4.07,4.99,5.58
278,2078,,,3.15,4.09,5.03,5.65
279,2079,,,3.14,4.11,5.08,5.72
280,2080,,,3.12,4.13,5.12,5.79
281,2081,,,3.1,4.15,5.17,5.86
282,2082,,,3.08,4.17,5.21,5.93
283,2083,,,3.07,4.19,5.25,6.0
284,2084,,,3.05,4.21,5.3,6.07
285,2085,,,3.05,4.23,5.34,6.14
286,2086,,,3.04,4.24,5.39,6.21
287,2087,,,3.04,4.26,5.43,6.28
288,2088,,,3.04,4.27,5.49,6.34
289,2089,,,3.05,4.29,5.55,6.41
290,2090,,,3.06,4.3,5.6,6.47
291,2091,,,3.07,4.32,5.65,6.53
292,2092,,,3.07,4.34,5.71,6.6
293,2093,,,3.08,4.36,5.76,6.66
294,2094,,,3.09,4.38,5.81,6.72
295,2095,,,3.1,4.39,5.87,6.79
296,2096,,,3.11,4.41,5.92,6.85
297,2097,,,3.12,4.42,5.98,6.91
298,2098,,,3.13,4.44,6.03,6.96
299,2099,,,3.14,4.45,6.08,7.02
300,2100,,,3.15,4.47,6.14,7.09
