Slovakia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
114,1914,-0.050645161290322704,0.21,0.4,0.39,0.44,0.38
115,1915,0.1493548387096773,0.23,0.41,0.4,0.46,0.39
116,1916,0.9893548387096773,0.24,0.42,0.42,0.47,0.41
117,1917,-0.14064516129032267,0.24,0.44,0.44,0.49,0.42
118,1918,0.7293548387096773,0.25,0.46,0.46,0.51,0.44
119,1919,-0.38064516129032266,0.27,0.47,0.48,0.53,0.46
120,1920,0.5893548387096773,0.29,0.49,0.49,0.54,0.48
121,1921,0.7893548387096774,0.31,0.49,0.5,0.55,0.49
122,1922,-0.6406451612903228,0.32,0.5,0.51,0.56,0.49
123,1923,0.5993548387096773,0.32,0.49,0.51,0.56,0.49
124,1924,-0.3906451612903227,0.32,0.49,0.51,0.56,0.49
125,1925,0.5393548387096773,0.31,0.49,0.5,0.55,0.49
126,1926,0.9993548387096773,0.31,0.48,0.5,0.55,0.48
127,1927,0.5393548387096773,0.31,0.48,0.5,0.55,0.48
128,1928,0.3893548387096773,0.33,0.48,0.5,0.55,0.48
129,1929,-0.7306451612903226,0.36,0.48,0.5,0.55,0.48
130,1930,1.0193548387096774,0.39,0.48,0.5,0.54,0.48
131,1931,-0.20064516129032273,0.43,0.48,0.5,0.54,0.48
132,1932,0.3593548387096773,0.47,0.48,0.5,0.54,0.48
133,1933,-0.8406451612903227,0.49,0.48,0.5,0.54,0.48
134,1934,1.8193548387096774,0.49,0.48,0.5,0.53,0.47
135,1935,0.3493548387096773,0.49,0.49,0.5,0.54,0.48
136,1936,0.9393548387096773,0.49,0.49,0.51,0.54,0.48
137,1937,0.9593548387096773,0.49,0.5,0.51,0.55,0.49
138,1938,0.7593548387096773,0.51,0.51,0.52,0.56,0.49
139,1939,0.9293548387096773,0.53,0.52,0.53,0.57,0.5
140,1940,-1.6506451612903226,0.55,0.53,0.54,0.58,0.51
141,1941,-0.8506451612903227,0.56,0.53,0.54,0.58,0.52
142,1942,-0.5806451612903227,0.57,0.54,0.54,0.59,0.52
143,1943,0.7693548387096774,0.58,0.54,0.54,0.59,0.52
144,1944,0.4093548387096773,0.59,0.54,0.54,0.59,0.52
145,1945,0.7893548387096774,0.61,0.54,0.54,0.59,0.52
146,1946,0.9193548387096773,0.64,0.53,0.53,0.58,0.51
147,1947,0.4993548387096773,0.67,0.52,0.52,0.57,0.5
148,1948,0.8293548387096773,0.69,0.51,0.51,0.56,0.49
149,1949,1.0693548387096774,0.69,0.51,0.5,0.55,0.49
150,1950,1.1793548387096773,0.67,0.5,0.49,0.55,0.48
151,1951,1.6593548387096773,0.66,0.49,0.48,0.54,0.47
152,1952,0.2793548387096773,0.64,0.48,0.48,0.53,0.46
153,1953,0.8293548387096773,0.64,0.47,0.47,0.52,0.46
154,1954,-0.21064516129032274,0.62,0.46,0.46,0.51,0.45
155,1955,-0.0006451612903227155,0.6,0.45,0.45,0.51,0.44
156,1956,-0.8506451612903227,0.55,0.44,0.44,0.49,0.43
157,1957,0.9093548387096773,0.49,0.43,0.42,0.48,0.42
158,1958,0.7293548387096773,0.44,0.41,0.41,0.47,0.4
159,1959,0.8493548387096773,0.42,0.39,0.39,0.45,0.38
160,1960,0.7993548387096774,0.42,0.37,0.38,0.44,0.37
161,1961,1.1893548387096773,0.44,0.36,0.36,0.42,0.35
162,1962,-0.19064516129032272,0.45,0.34,0.35,0.41,0.34
163,1963,-0.12064516129032266,0.46,0.33,0.34,0.4,0.33
164,1964,0.009354838709677293,0.46,0.32,0.33,0.39,0.32
165,1965,-0.5106451612903227,0.45,0.31,0.31,0.37,0.31
166,1966,1.1593548387096773,0.44,0.3,0.3,0.36,0.3
167,1967,1.0493548387096774,0.44,0.28,0.29,0.35,0.28
168,1968,0.7093548387096773,0.47,0.27,0.27,0.33,0.27
169,1969,0.1293548387096773,0.51,0.26,0.26,0.32,0.25
170,1970,0.1493548387096773,0.55,0.25,0.25,0.31,0.25
171,1971,0.6093548387096773,0.59,0.25,0.25,0.31,0.24
172,1972,0.8193548387096773,0.6,0.25,0.25,0.31,0.24
173,1973,0.4293548387096773,0.59,0.25,0.25,0.32,0.25
174,1974,1.0693548387096774,0.57,0.26,0.26,0.33,0.26
175,1975,1.3093548387096772,0.56,0.28,0.27,0.35,0.27
176,1976,0.1993548387096773,0.57,0.29,0.28,0.36,0.28
177,1977,0.8793548387096772,0.58,0.3,0.3,0.37,0.29
178,1978,-0.19064516129032272,0.57,0.32,0.31,0.39,0.31
179,1979,0.6793548387096773,0.55,0.33,0.32,0.4,0.32
180,1980,-0.5906451612903227,0.52,0.35,0.35,0.43,0.34
181,1981,0.6093548387096773,0.5,0.38,0.37,0.46,0.37
182,1982,0.9293548387096773,0.5,0.41,0.41,0.49,0.4
183,1983,1.3493548387096772,0.51,0.45,0.44,0.52,0.44
184,1984,0.3993548387096773,0.55,0.48,0.48,0.56,0.47
185,1985,-0.38064516129032266,0.6,0.52,0.52,0.59,0.51
186,1986,0.4193548387096773,0.66,0.56,0.56,0.63,0.55
187,1987,-0.12064516129032266,0.72,0.6,0.6,0.67,0.59
188,1988,0.8493548387096773,0.76,0.64,0.64,0.71,0.63
189,1989,1.4893548387096773,0.79,0.69,0.69,0.75,0.67
190,1990,1.3993548387096773,0.82,0.73,0.74,0.79,0.72
191,1991,0.3793548387096773,0.85,0.78,0.79,0.84,0.77
192,1992,1.4493548387096773,0.9,0.84,0.85,0.9,0.83
193,1993,0.7193548387096773,0.96,0.9,0.9,0.95,0.89
194,1994,2.0293548387096774,1.02,0.95,0.96,1.01,0.95
195,1995,0.9093548387096773,1.07,1.01,1.02,1.07,1.0
196,1996,-0.12064516129032266,1.11,1.07,1.08,1.12,1.06
197,1997,0.5093548387096773,1.13,1.12,1.13,1.18,1.12
198,1998,1.0793548387096772,1.14,1.18,1.19,1.23,1.18
199,1999,1.4293548387096773,1.16,1.24,1.25,1.29,1.24
200,2000,2.1993548387096773,1.19,1.3,1.31,1.35,1.3
201,2001,1.0593548387096772,1.23,1.36,1.37,1.41,1.36
202,2002,1.8693548387096772,1.29,1.42,1.43,1.47,1.42
203,2003,1.2493548387096773,1.34,1.48,1.49,1.53,1.48
204,2004,0.8793548387096772,1.4,1.53,1.54,1.58,1.54
205,2005,0.6493548387096773,1.43,1.59,1.59,1.63,1.59
206,2006,1.2593548387096773,1.46,1.64,1.64,1.67,1.64
207,2007,2.2193548387096773,1.5,1.68,1.69,1.72,1.68
208,2008,2.1393548387096772,1.55,1.73,1.73,1.76,1.73
209,2009,1.6893548387096773,1.61,1.77,1.77,1.8,1.78
210,2010,0.8093548387096773,1.68,1.82,1.81,1.83,1.82
211,2011,1.5893548387096772,1.77,1.86,1.86,1.87,1.87
212,2012,1.6893548387096773,1.85,1.91,1.9,1.91,1.91
213,2013,1.5693548387096774,1.94,1.95,1.95,1.94,1.96
214,2014,2.7293548387096775,2.02,2.0,1.99,1.98,2.0
215,2015,2.4893548387096773,2.1,2.04,2.04,2.02,2.04
216,2016,1.8593548387096772,2.19,2.08,2.07,2.05,2.07
217,2017,1.6493548387096773,2.28,2.12,2.11,2.09,2.11
218,2018,2.7693548387096776,2.37,2.15,2.15,2.13,2.15
219,2019,2.799354838709677,2.45,2.19,2.19,2.16,2.18
220,2020,2.3193548387096774,2.54,2.22,2.24,2.2,2.22
221,2021,,,2.26,2.28,2.24,2.27
222,2022,,,2.29,2.32,2.28,2.31
223,2023,,,2.31,2.36,2.32,2.35
224,2024,,,2.33,2.39,2.36,2.39
225,2025,,,2.36,2.43,2.4,2.43
226,2026,,,2.37,2.46,2.44,2.47
227,2027,,,2.39,2.49,2.48,2.52
228,2028,,,2.41,2.53,2.52,2.57
229,2029,,,2.43,2.57,2.56,2.62
230,2030,,,2.45,2.6,2.6,2.67
231,2031,,,2.47,2.63,2.64,2.72
232,2032,,,2.49,2.67,2.68,2.77
233,2033,,,2.51,2.69,2.71,2.82
234,2034,,,2.53,2.72,2.74,2.87
235,2035,,,2.55,2.74,2.78,2.92
236,2036,,,2.57,2.76,2.81,2.97
237,2037,,,2.59,2.79,2.85,3.01
238,2038,,,2.62,2.81,2.89,3.06
239,2039,,,2.64,2.84,2.92,3.11
240,2040,,,2.67,2.86,2.96,3.15
241,2041,,,2.69,2.88,3.01,3.2
242,2042,,,2.71,2.91,3.05,3.24
243,2043,,,2.73,2.94,3.09,3.29
244,2044,,,2.74,2.96,3.14,3.34
245,2045,,,2.76,2.98,3.18,3.38
246,2046,,,2.77,3.0,3.23,3.43
247,2047,,,2.78,3.02,3.28,3.48
248,2048,,,2.79,3.04,3.32,3.53
249,2049,,,2.79,3.06,3.36,3.58
250,2050,,,2.8,3.09,3.41,3.64
251,2051,,,2.81,3.12,3.45,3.69
252,2052,,,2.81,3.14,3.5,3.75
253,2053,,,2.82,3.16,3.54,3.81
254,2054,,,2.82,3.19,3.58,3.87
255,2055,,,2.83,3.22,3.62,3.92
256,2056,,,2.83,3.24,3.66,3.98
257,2057,,,2.84,3.26,3.69,4.04
258,2058,,,2.84,3.28,3.73,4.09
259,2059,,,2.84,3.3,3.77,4.15
260,2060,,,2.85,3.32,3.8,4.2
261,2061,,,2.85,3.34,3.84,4.26
262,2062,,,2.86,3.35,3.88,4.32
263,2063,,,2.86,3.37,3.91,4.38
264,2064,,,2.87,3.4,3.96,4.44
265,2065,,,2.87,3.41,4.0,4.49
266,2066,,,2.88,3.43,4.04,4.55
267,2067,,,2.88,3.45,4.09,4.61
268,2068,,,2.88,3.46,4.13,4.67
269,2069,,,2.88,3.48,4.17,4.73
270,2070,,,2.88,3.49,4.22,4.79
271,2071,,,2.87,3.5,4.26,4.85
272,2072,,,2.87,3.52,4.31,4.9
273,2073,,,2.87,3.54,4.35,4.96
274,2074,,,2.87,3.57,4.4,5.02
275,2075,,,2.86,3.59,4.45,5.08
276,2076,,,2.86,3.6,4.5,5.13
277,2077,,,2.85,3.63,4.55,5.19
278,2078,,,2.84,3.65,4.59,5.25
279,2079,,,2.83,3.67,4.64,5.31
280,2080,,,2.82,3.69,4.68,5.37
281,2081,,,2.82,3.71,4.72,5.44
282,2082,,,2.81,3.73,4.76,5.5
283,2083,,,2.8,3.75,4.81,5.57
284,2084,,,2.8,3.77,4.85,5.64
285,2085,,,2.79,3.78,4.89,5.71
286,2086,,,2.79,3.8,4.93,5.78
287,2087,,,2.79,3.81,4.98,5.86
288,2088,,,2.78,3.83,5.03,5.93
289,2089,,,2.79,3.84,5.09,6.0
290,2090,,,2.79,3.85,5.14,6.07
291,2091,,,2.79,3.87,5.2,6.15
292,2092,,,2.79,3.89,5.25,6.22
293,2093,,,2.8,3.9,5.31,6.29
294,2094,,,2.8,3.91,5.36,6.36
295,2095,,,2.8,3.93,5.41,6.43
296,2096,,,2.81,3.94,5.47,6.5
297,2097,,,2.81,3.95,5.52,6.57
298,2098,,,2.81,3.97,5.58,6.64
299,2099,,,2.82,3.98,5.63,6.7
300,2100,,,2.82,3.99,5.69,6.78
