United Kingdom,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
55,1855,-1.0106451612903224,0.02,,,,
56,1856,-0.1206451612903226,0.02,,,,
57,1857,0.9293548387096775,0.03,,,,
58,1858,0.009354838709677404,0.04,,,,
59,1859,0.3393548387096774,0.05,,,,
60,1860,-1.1506451612903226,0.07,,,,
61,1861,0.11935483870967739,0.08,,,,
62,1862,-0.030645161290322576,0.1,,,,
63,1863,0.3693548387096774,0.11,,,,
64,1864,-0.4706451612903226,0.11,,,,
65,1865,0.3793548387096774,0.11,,,,
66,1866,0.1993548387096774,0.11,,,,
67,1867,-0.21064516129032257,0.11,,,,
68,1868,0.9593548387096773,0.12,,,,
69,1869,0.1893548387096774,0.13,,,,
70,1870,-0.20064516129032256,0.13,,,,
71,1871,-0.10064516129032258,0.13,,,,
72,1872,0.5093548387096773,0.13,,,,
73,1873,-0.020645161290322567,0.13,,,,
74,1874,0.17935483870967742,0.12,,,,
75,1875,0.2493548387096774,0.1,,,,
76,1876,0.2693548387096774,0.09,,,,
77,1877,-0.08064516129032256,0.07,,,,
78,1878,0.1993548387096774,0.05,,,,
79,1879,-1.4606451612903226,0.01,,,,
80,1880,0.08935483870967742,-0.03,,,,
81,1881,-0.6506451612903226,-0.08,,,,
82,1882,0.2293548387096774,-0.12,,,,
83,1883,-0.11064516129032259,-0.17,,,,
84,1884,0.5093548387096773,-0.2,,,,
85,1885,-0.5906451612903225,-0.23,,,,
86,1886,-0.5306451612903227,-0.25,,,,
87,1887,-0.5506451612903225,-0.26,,,,
88,1888,-0.7806451612903225,-0.25,,,,
89,1889,-0.040645161290322585,-0.24,,,,
90,1890,-0.0606451612903226,-0.21,,,,
91,1891,-0.3906451612903226,-0.17,,,,
92,1892,-0.9106451612903226,-0.12,,,,
93,1893,0.7293548387096774,-0.06,,,,
94,1894,0.1593548387096774,0.0,,,,
95,1895,-0.42064516129032264,0.05,,,,
96,1896,0.2593548387096774,0.08,,,,
97,1897,0.1893548387096774,0.1,,,,
98,1898,0.7893548387096774,0.12,,,,
99,1899,0.5093548387096773,0.13,,,,
100,1900,0.2493548387096774,0.14,,,,
101,1901,0.05935483870967739,0.13,,,,
102,1902,-0.33064516129032256,0.12,,,,
103,1903,0.019354838709677413,0.1,,,,
104,1904,-0.030645161290322576,0.09,,,,
105,1905,0.09935483870967743,0.08,,,,
106,1906,0.23935483870967741,0.09,,,,
107,1907,-0.21064516129032257,0.11,,,,
108,1908,0.2693548387096774,0.13,,,,
109,1909,-0.45064516129032256,0.14,,,,
110,1910,0.08935483870967742,0.15,,,,
111,1911,0.8293548387096774,0.15,,,,
112,1912,0.17935483870967742,0.15,,,,
113,1913,0.5693548387096774,0.15,,,,
114,1914,0.7393548387096773,0.15,,,,
115,1915,-0.19064516129032255,0.15,,,,
116,1916,0.08935483870967742,0.14,,,,
117,1917,-0.4706451612903226,0.13,,,,
118,1918,0.3393548387096774,0.11,,,,
119,1919,-0.5706451612903225,0.1,,,,
120,1920,0.4693548387096774,0.09,,,,
121,1921,1.2393548387096773,0.09,,,,
122,1922,-0.3506451612903226,0.09,,,,
123,1923,-0.0606451612903226,0.1,,,,
124,1924,0.1693548387096774,0.12,,,,
125,1925,0.0693548387096774,0.14,,,,
126,1926,0.6093548387096774,0.17,,,,
127,1927,0.03935483870967743,0.21,,,,
128,1928,0.34935483870967743,0.25,,,,
129,1929,-0.030645161290322576,0.29,,,,
130,1930,0.2993548387096774,0.34,,,,
131,1931,-0.010645161290322613,0.38,,,,
132,1932,0.4193548387096774,0.41,,,,
133,1933,0.8793548387096775,0.43,,,,
134,1934,0.9493548387096775,0.45,,,,
135,1935,0.5593548387096774,0.46,,,,
136,1936,0.3293548387096774,0.47,,,,
137,1937,0.4393548387096774,0.49,,,,
138,1938,0.9893548387096773,0.5,,,,
139,1939,0.6393548387096775,0.5,,,,
140,1940,0.049354838709677384,0.51,,,,
141,1941,-0.030645161290322576,0.51,,,,
142,1942,0.03935483870967743,0.52,,,,
143,1943,0.9393548387096775,0.52,,,,
144,1944,0.47935483870967743,0.52,,,,
145,1945,1.2393548387096773,0.52,,,,
146,1946,0.4393548387096774,0.52,,,,
147,1947,0.3993548387096774,0.52,,,,
148,1948,0.8493548387096774,0.52,,,,
149,1949,1.3893548387096775,0.51,,,,
150,1950,0.3693548387096774,0.49,,,,
151,1951,0.1593548387096774,0.48,,,,
152,1952,0.05935483870967739,0.46,,,,
153,1953,0.9493548387096775,0.46,,,,
154,1954,0.17935483870967742,0.45,,,,
155,1955,0.2693548387096774,0.44,,,,
156,1956,-0.05064516129032259,0.43,,,,
157,1957,0.9493548387096775,0.41,,,,
158,1958,0.34935483870967743,0.39,,,,
159,1959,1.3293548387096774,0.38,,,,
160,1960,0.6493548387096775,0.38,,,,
161,1961,0.7993548387096774,0.37,,,,
162,1962,-0.31064516129032255,0.37,,,,
163,1963,-0.4906451612903226,0.37,,,,
164,1964,0.4493548387096774,0.36,,,,
165,1965,-0.14064516129032262,0.35,,,,
166,1966,0.3393548387096774,0.34,,,,
167,1967,0.5993548387096774,0.34,,,,
168,1968,0.2793548387096774,0.36,,,,
169,1969,0.20935483870967742,0.39,,,,
170,1970,0.4393548387096774,0.43,,,,
171,1971,0.8393548387096774,0.46,,,,
172,1972,0.2493548387096774,0.48,,,,
173,1973,0.5593548387096774,0.48,,,,
174,1974,0.5293548387096774,0.48,,,,
175,1975,0.8793548387096775,0.48,,,,
176,1976,0.8893548387096775,0.48,,,,
177,1977,0.3893548387096774,0.49,,,,
178,1978,0.2993548387096774,0.48,,,,
179,1979,-0.28064516129032263,0.47,,,,
180,1980,0.3893548387096774,0.45,,,,
181,1981,0.20935483870967742,0.44,,,,
182,1982,0.7693548387096774,0.44,,,,
183,1983,0.8593548387096774,0.46,,,,
184,1984,0.6893548387096774,0.49,,,,
185,1985,-0.1206451612903226,0.53,,,,
186,1986,-0.2706451612903226,0.58,,,,
187,1987,0.08935483870967742,0.61,,,,
188,1988,0.7893548387096774,0.65,,,,
189,1989,1.3193548387096774,0.68,,,,
190,1990,1.4693548387096775,0.72,,,,
191,1991,0.6193548387096774,0.77,,,,
192,1992,0.8093548387096774,0.83,,,,
193,1993,0.3893548387096774,0.9,,,,
194,1994,0.9293548387096775,0.96,,,,
195,1995,1.2393548387096773,1.01,,,,
196,1996,0.2693548387096774,1.05,,,,
197,1997,1.4793548387096775,1.09,,,,
198,1998,1.2093548387096773,1.14,,,,
199,1999,1.4393548387096775,1.2,,,,
200,2000,1.1793548387096775,1.26,,,,
201,2001,0.8793548387096775,1.31,,,,
202,2002,1.5093548387096776,1.34,,,,
203,2003,1.5193548387096774,1.37,,,,
204,2004,1.4993548387096776,1.38,,,,
205,2005,1.4493548387096775,1.38,1.31,1.36,1.38,1.32
206,2006,1.7493548387096776,1.38,1.32,1.36,1.38,1.33
207,2007,1.6193548387096774,1.38,1.33,1.37,1.38,1.34
208,2008,1.1093548387096774,1.37,1.35,1.37,1.39,1.35
209,2009,1.1993548387096775,1.38,1.36,1.38,1.39,1.36
210,2010,0.08935483870967742,1.37,1.37,1.38,1.39,1.38
211,2011,1.7093548387096775,1.37,1.39,1.39,1.4,1.39
212,2012,0.8393548387096774,1.39,1.41,1.39,1.4,1.4
213,2013,0.8393548387096774,1.41,1.42,1.4,1.41,1.42
214,2014,1.9893548387096776,1.43,1.44,1.41,1.42,1.44
215,2015,1.2793548387096774,1.45,1.47,1.44,1.43,1.46
216,2016,1.3493548387096774,1.47,1.49,1.47,1.45,1.49
217,2017,1.6093548387096774,1.49,1.52,1.5,1.48,1.51
218,2018,1.5393548387096774,1.51,1.55,1.53,1.5,1.54
219,2019,1.5093548387096776,1.54,1.57,1.55,1.53,1.57
220,2020,1.7493548387096776,1.57,1.6,1.59,1.56,1.59
221,2021,,,1.63,1.62,1.59,1.62
222,2022,,,1.65,1.65,1.62,1.65
223,2023,,,1.68,1.69,1.64,1.67
224,2024,,,1.7,1.72,1.67,1.7
225,2025,,,1.72,1.74,1.7,1.72
226,2026,,,1.73,1.77,1.72,1.75
227,2027,,,1.75,1.79,1.75,1.77
228,2028,,,1.76,1.81,1.77,1.8
229,2029,,,1.76,1.83,1.8,1.83
230,2030,,,1.77,1.86,1.82,1.87
231,2031,,,1.78,1.88,1.85,1.9
232,2032,,,1.78,1.9,1.87,1.94
233,2033,,,1.79,1.92,1.9,1.97
234,2034,,,1.8,1.94,1.93,2.0
235,2035,,,1.81,1.95,1.95,2.04
236,2036,,,1.82,1.96,1.98,2.07
237,2037,,,1.84,1.98,2.01,2.11
238,2038,,,1.85,1.98,2.04,2.14
239,2039,,,1.86,1.99,2.07,2.18
240,2040,,,1.88,2.0,2.09,2.21
241,2041,,,1.89,2.0,2.12,2.25
242,2042,,,1.9,2.01,2.15,2.28
243,2043,,,1.92,2.02,2.17,2.31
244,2044,,,1.93,2.04,2.21,2.35
245,2045,,,1.93,2.05,2.24,2.39
246,2046,,,1.94,2.07,2.27,2.42
247,2047,,,1.94,2.09,2.31,2.46
248,2048,,,1.95,2.11,2.34,2.49
249,2049,,,1.95,2.13,2.36,2.53
250,2050,,,1.95,2.15,2.39,2.57
251,2051,,,1.94,2.18,2.42,2.61
252,2052,,,1.94,2.2,2.44,2.64
253,2053,,,1.94,2.22,2.47,2.68
254,2054,,,1.93,2.24,2.5,2.71
255,2055,,,1.93,2.26,2.53,2.75
256,2056,,,1.92,2.28,2.56,2.79
257,2057,,,1.92,2.3,2.59,2.83
258,2058,,,1.92,2.31,2.61,2.87
259,2059,,,1.92,2.33,2.63,2.92
260,2060,,,1.92,2.35,2.65,2.96
261,2061,,,1.92,2.36,2.67,3.01
262,2062,,,1.92,2.38,2.69,3.05
263,2063,,,1.93,2.39,2.71,3.09
264,2064,,,1.94,2.41,2.73,3.14
265,2065,,,1.94,2.42,2.75,3.18
266,2066,,,1.95,2.44,2.77,3.22
267,2067,,,1.96,2.45,2.8,3.26
268,2068,,,1.96,2.47,2.83,3.3
269,2069,,,1.97,2.48,2.87,3.34
270,2070,,,1.97,2.5,2.91,3.38
271,2071,,,1.98,2.51,2.95,3.43
272,2072,,,1.98,2.53,3.0,3.47
273,2073,,,1.99,2.54,3.04,3.52
274,2074,,,1.99,2.55,3.08,3.58
275,2075,,,1.99,2.56,3.12,3.63
276,2076,,,1.99,2.56,3.15,3.69
277,2077,,,1.99,2.57,3.19,3.75
278,2078,,,1.99,2.58,3.22,3.81
279,2079,,,1.99,2.59,3.25,3.87
280,2080,,,1.99,2.6,3.29,3.93
281,2081,,,1.99,2.62,3.32,3.98
282,2082,,,1.99,2.64,3.36,4.04
283,2083,,,1.99,2.65,3.4,4.09
284,2084,,,1.99,2.67,3.44,4.15
285,2085,,,1.99,2.69,3.48,4.2
286,2086,,,1.99,2.7,3.53,4.26
287,2087,,,1.98,2.72,3.57,4.32
288,2088,,,1.97,2.73,3.62,4.37
289,2089,,,1.97,2.74,3.67,4.43
290,2090,,,1.96,2.75,3.72,4.49
291,2091,,,1.95,2.76,3.77,4.55
292,2092,,,1.94,2.77,3.81,4.62
293,2093,,,1.93,2.78,3.86,4.69
294,2094,,,1.93,2.8,3.9,4.76
295,2095,,,1.92,2.81,3.95,4.83
296,2096,,,1.92,2.83,3.99,4.9
297,2097,,,1.91,2.84,4.04,4.97
298,2098,,,1.91,2.86,4.08,5.04
299,2099,,,1.9,2.88,4.13,5.11
300,2100,,,1.9,2.9,4.17,5.18
