Serbia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
54,1854,-0.24451612903225806,-0.11,,,,
55,1855,-0.06451612903225806,-0.08,,,,
56,1856,-0.24451612903225806,-0.04,,,,
57,1857,-0.22451612903225804,-0.01,,,,
58,1858,-1.014516129032258,0.02,,,,
59,1859,0.5454838709677419,0.05,,,,
60,1860,0.11548387096774193,0.08,,,,
61,1861,0.06548387096774194,0.11,,,,
62,1862,0.5054838709677419,0.15,,,,
63,1863,1.105483870967742,0.17,,,,
64,1864,-1.034516129032258,0.19,,,,
65,1865,0.015483870967741953,0.21,,,,
66,1866,0.4854838709677419,0.21,,,,
67,1867,0.21548387096774194,0.19,,,,
68,1868,0.675483870967742,0.17,,,,
69,1869,0.36548387096774193,0.14,,,,
70,1870,-0.6945161290322581,0.11,,,,
71,1871,-0.784516129032258,0.09,,,,
72,1872,1.185483870967742,0.06,,,,
73,1873,0.695483870967742,0.03,,,,
74,1874,-0.2845161290322581,0.0,,,,
75,1875,-1.054516129032258,-0.03,,,,
76,1876,0.05548387096774193,-0.05,,,,
77,1877,0.07548387096774195,-0.07,,,,
78,1878,0.2854838709677419,-0.08,,,,
79,1879,-0.35451612903225804,-0.09,,,,
80,1880,0.005483870967741944,-0.1,,,,
81,1881,-0.7345161290322582,-0.12,,,,
82,1882,0.5954838709677419,-0.13,,,,
83,1883,-0.48451612903225805,-0.15,,,,
84,1884,-0.49451612903225806,-0.17,,,,
85,1885,0.25548387096774194,-0.19,,,,
86,1886,0.3554838709677419,-0.2,,,,
87,1887,-0.1645161290322581,-0.21,,,,
88,1888,-0.9145161290322581,-0.21,,,,
89,1889,-0.48451612903225805,-0.21,,,,
90,1890,-0.054516129032258054,-0.2,,,,
91,1891,-0.37451612903225806,-0.2,,,,
92,1892,0.23548387096774193,-0.18,,,,
93,1893,-0.9745161290322581,-0.15,,,,
94,1894,0.10548387096774192,-0.12,,,,
95,1895,-0.14451612903225808,-0.09,,,,
96,1896,-0.2745161290322581,-0.05,,,,
97,1897,-0.08451612903225808,-0.02,,,,
98,1898,0.675483870967742,0.01,,,,
99,1899,-0.07451612903225807,0.03,,,,
100,1900,0.705483870967742,0.05,,,,
101,1901,-0.20451612903225802,0.05,,,,
102,1902,-0.2945161290322581,0.06,,,,
103,1903,0.4054838709677419,0.05,,,,
104,1904,0.27548387096774196,0.05,,,,
105,1905,-0.014516129032258074,0.04,,,,
106,1906,-0.004516129032258065,0.02,,,,
107,1907,-0.1845161290322581,0.0,,,,
108,1908,-0.4045161290322581,-0.01,,,,
109,1909,-0.08451612903225808,-0.01,,,,
110,1910,0.5854838709677419,-0.01,,,,
111,1911,0.3454838709677419,0.0,,,,
112,1912,-0.49451612903225806,0.02,,,,
113,1913,-0.10451612903225804,0.04,,,,
114,1914,-0.6945161290322581,0.06,,,,
115,1915,0.11548387096774193,0.08,,,,
116,1916,1.085483870967742,0.1,,,,
117,1917,0.09548387096774191,0.11,,,,
118,1918,0.4854838709677419,0.14,,,,
119,1919,-0.22451612903225804,0.17,,,,
120,1920,0.2954838709677419,0.22,,,,
121,1921,0.20548387096774193,0.26,,,,
122,1922,-0.3145161290322581,0.3,,,,
123,1923,1.095483870967742,0.32,,,,
124,1924,-0.37451612903225806,0.32,,,,
125,1925,0.3554838709677419,0.33,,,,
126,1926,0.8354838709677419,0.33,,,,
127,1927,1.125483870967742,0.34,,,,
128,1928,0.42548387096774193,0.36,,,,
129,1929,-0.7445161290322582,0.38,,,,
130,1930,1.015483870967742,0.41,,,,
131,1931,0.035483870967741915,0.43,,,,
132,1932,-0.20451612903225802,0.45,,,,
133,1933,-0.9545161290322581,0.45,,,,
134,1934,1.2354838709677418,0.43,,,,
135,1935,0.31548387096774194,0.42,,,,
136,1936,1.0254838709677419,0.4,,,,
137,1937,0.9854838709677419,0.4,,,,
138,1938,0.24548387096774194,0.41,,,,
139,1939,0.695483870967742,0.43,,,,
140,1940,-1.4345161290322581,0.45,,,,
141,1941,-0.604516129032258,0.46,,,,
142,1942,-0.454516129032258,0.46,,,,
143,1943,0.8254838709677419,0.47,,,,
144,1944,0.045483870967741924,0.49,,,,
145,1945,0.4554838709677419,0.52,,,,
146,1946,1.155483870967742,0.57,,,,
147,1947,0.8154838709677419,0.62,,,,
148,1948,0.535483870967742,0.65,,,,
149,1949,0.3554838709677419,0.66,,,,
150,1950,1.465483870967742,0.66,,,,
151,1951,1.575483870967742,0.66,,,,
152,1952,1.155483870967742,0.65,,,,
153,1953,0.31548387096774194,0.65,,,,
154,1954,-0.49451612903225806,0.63,,,,
155,1955,0.39548387096774196,0.61,,,,
156,1956,-0.824516129032258,0.57,,,,
157,1957,0.7154838709677419,0.52,,,,
158,1958,0.9754838709677419,0.47,,,,
159,1959,0.24548387096774194,0.44,,,,
160,1960,0.8654838709677419,0.42,,,,
161,1961,0.9954838709677419,0.42,,,,
162,1962,0.05548387096774193,0.42,,,,
163,1963,0.10548387096774192,0.42,,,,
164,1964,-0.13451612903225807,0.4,,,,
165,1965,-0.044516129032258045,0.37,,,,
166,1966,1.035483870967742,0.35,,,,
167,1967,0.5554838709677419,0.34,,,,
168,1968,0.655483870967742,0.33,,,,
169,1969,-0.07451612903225807,0.34,,,,
170,1970,0.22548387096774192,0.35,,,,
171,1971,0.2954838709677419,0.35,,,,
172,1972,0.5854838709677419,0.35,,,,
173,1973,0.025483870967741906,0.34,,,,
174,1974,0.5654838709677419,0.32,,,,
175,1975,0.7554838709677419,0.32,,,,
176,1976,-0.34451612903225803,0.33,,,,
177,1977,0.8254838709677419,0.33,,,,
178,1978,-0.2945161290322581,0.33,,,,
179,1979,0.7354838709677419,0.33,,,,
180,1980,-0.48451612903225805,0.33,,,,
181,1981,0.39548387096774196,0.33,,,,
182,1982,0.665483870967742,0.34,,,,
183,1983,0.7754838709677419,0.37,,,,
184,1984,0.19548387096774192,0.41,,,,
185,1985,-0.21451612903225803,0.45,,,,
186,1986,0.3354838709677419,0.5,,,,
187,1987,0.31548387096774194,0.54,,,,
188,1988,0.695483870967742,0.58,,,,
189,1989,0.8654838709677419,0.61,,,,
190,1990,1.345483870967742,0.64,,,,
191,1991,-0.024516129032258083,0.66,,,,
192,1992,1.2154838709677418,0.7,,,,
193,1993,0.5754838709677419,0.75,,,,
194,1994,1.975483870967742,0.81,,,,
195,1995,0.655483870967742,0.87,,,,
196,1996,0.05548387096774193,0.91,,,,
197,1997,0.26548387096774195,0.95,,,,
198,1998,0.8554838709677419,0.97,,,,
199,1999,1.1954838709677418,1.0,,,,
200,2000,2.1154838709677417,1.05,,,,
201,2001,1.205483870967742,1.1,,,,
202,2002,1.875483870967742,1.17,,,,
203,2003,1.035483870967742,1.25,,,,
204,2004,0.9554838709677419,1.31,,,,
205,2005,0.22548387096774192,1.37,1.46,1.49,1.56,1.47
206,2006,0.9754838709677419,1.42,1.5,1.53,1.59,1.51
207,2007,2.045483870967742,1.46,1.54,1.56,1.62,1.55
208,2008,2.025483870967742,1.5,1.58,1.6,1.65,1.59
209,2009,1.7854838709677419,1.55,1.63,1.64,1.68,1.63
210,2010,1.335483870967742,1.61,1.67,1.67,1.71,1.67
211,2011,1.225483870967742,1.69,1.71,1.71,1.74,1.72
212,2012,1.825483870967742,1.75,1.76,1.75,1.77,1.76
213,2013,1.885483870967742,1.81,1.8,1.79,1.8,1.8
214,2014,2.175483870967742,1.87,1.84,1.82,1.82,1.84
215,2015,2.045483870967742,1.94,1.88,1.87,1.85,1.88
216,2016,1.625483870967742,2.0,1.93,1.92,1.88,1.93
217,2017,1.685483870967742,2.06,1.98,1.97,1.92,1.98
218,2018,2.435483870967742,2.12,2.04,2.02,1.96,2.03
219,2019,2.525483870967742,2.18,2.1,2.08,2.01,2.08
220,2020,1.985483870967742,2.24,2.16,2.14,2.06,2.13
221,2021,,,2.2,2.19,2.1,2.18
222,2022,,,2.25,2.24,2.15,2.23
223,2023,,,2.28,2.29,2.2,2.27
224,2024,,,2.32,2.34,2.25,2.32
225,2025,,,2.35,2.38,2.3,2.36
226,2026,,,2.37,2.41,2.35,2.41
227,2027,,,2.39,2.45,2.4,2.46
228,2028,,,2.4,2.48,2.45,2.52
229,2029,,,2.41,2.52,2.49,2.57
230,2030,,,2.42,2.56,2.54,2.62
231,2031,,,2.44,2.6,2.59,2.67
232,2032,,,2.46,2.64,2.64,2.72
233,2033,,,2.48,2.69,2.68,2.78
234,2034,,,2.5,2.73,2.73,2.84
235,2035,,,2.53,2.76,2.77,2.9
236,2036,,,2.55,2.8,2.82,2.96
237,2037,,,2.58,2.83,2.85,3.02
238,2038,,,2.62,2.86,2.89,3.08
239,2039,,,2.66,2.89,2.92,3.14
240,2040,,,2.69,2.91,2.96,3.2
241,2041,,,2.72,2.94,3.0,3.26
242,2042,,,2.76,2.97,3.05,3.31
243,2043,,,2.79,3.0,3.1,3.37
244,2044,,,2.81,3.03,3.15,3.43
245,2045,,,2.84,3.06,3.21,3.48
246,2046,,,2.86,3.11,3.27,3.54
247,2047,,,2.88,3.15,3.33,3.6
248,2048,,,2.9,3.19,3.4,3.66
249,2049,,,2.91,3.24,3.47,3.73
250,2050,,,2.92,3.27,3.53,3.8
251,2051,,,2.93,3.3,3.59,3.88
252,2052,,,2.93,3.33,3.64,3.96
253,2053,,,2.93,3.36,3.68,4.03
254,2054,,,2.93,3.38,3.71,4.11
255,2055,,,2.94,3.41,3.75,4.19
256,2056,,,2.95,3.43,3.79,4.26
257,2057,,,2.96,3.46,3.84,4.32
258,2058,,,2.97,3.48,3.89,4.39
259,2059,,,2.98,3.5,3.94,4.45
260,2060,,,2.98,3.52,3.99,4.51
261,2061,,,2.99,3.55,4.05,4.57
262,2062,,,3.0,3.58,4.1,4.64
263,2063,,,3.01,3.6,4.14,4.71
264,2064,,,3.02,3.62,4.2,4.78
265,2065,,,3.03,3.64,4.25,4.86
266,2066,,,3.03,3.67,4.3,4.94
267,2067,,,3.03,3.69,4.35,5.03
268,2068,,,3.02,3.71,4.39,5.11
269,2069,,,3.02,3.72,4.44,5.2
270,2070,,,3.02,3.74,4.49,5.29
271,2071,,,3.02,3.76,4.55,5.37
272,2072,,,3.02,3.78,4.61,5.44
273,2073,,,3.02,3.8,4.68,5.52
274,2074,,,3.02,3.82,4.75,5.6
275,2075,,,3.01,3.85,4.82,5.67
276,2076,,,3.01,3.87,4.88,5.74
277,2077,,,3.0,3.9,4.94,5.82
278,2078,,,3.0,3.92,5.0,5.89
279,2079,,,3.0,3.94,5.06,5.96
280,2080,,,3.0,3.96,5.12,6.03
281,2081,,,3.0,3.98,5.17,6.11
282,2082,,,3.0,4.01,5.22,6.19
283,2083,,,3.0,4.03,5.27,6.28
284,2084,,,3.0,4.05,5.32,6.36
285,2085,,,3.01,4.07,5.37,6.45
286,2086,,,3.0,4.08,5.42,6.53
287,2087,,,3.01,4.1,5.47,6.62
288,2088,,,3.01,4.11,5.53,6.72
289,2089,,,3.01,4.13,5.59,6.82
290,2090,,,3.01,4.15,5.66,6.92
291,2091,,,3.0,4.17,5.72,7.02
292,2092,,,3.0,4.19,5.8,7.12
293,2093,,,3.0,4.21,5.87,7.22
294,2094,,,3.0,4.22,5.95,7.33
295,2095,,,3.0,4.24,6.02,7.43
296,2096,,,3.0,4.26,6.09,7.54
297,2097,,,3.0,4.27,6.17,7.64
298,2098,,,3.01,4.29,6.24,7.74
299,2099,,,3.01,4.3,6.32,7.85
300,2100,,,3.01,4.32,6.4,7.95
