Iceland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
228,2028,,,1.92,2.0,1.86,2.03
229,2029,,,1.92,2.03,1.87,2.07
230,2030,,,1.91,2.05,1.89,2.1
231,2031,,,1.91,2.08,1.9,2.14
232,2032,,,1.91,2.1,1.92,2.18
233,2033,,,1.91,2.13,1.94,2.22
234,2034,,,1.93,2.15,1.97,2.26
235,2035,,,1.94,2.17,2.01,2.3
236,2036,,,1.96,2.18,2.06,2.34
237,2037,,,1.98,2.19,2.12,2.38
238,2038,,,2.0,2.19,2.18,2.42
239,2039,,,2.03,2.19,2.24,2.46
240,2040,,,2.06,2.2,2.3,2.51
241,2041,,,2.09,2.21,2.35,2.56
242,2042,,,2.12,2.22,2.41,2.61
243,2043,,,2.14,2.24,2.47,2.66
244,2044,,,2.17,2.25,2.52,2.72
245,2045,,,2.18,2.26,2.55,2.77
246,2046,,,2.19,2.28,2.58,2.83
247,2047,,,2.19,2.31,2.61,2.89
248,2048,,,2.19,2.33,2.63,2.95
249,2049,,,2.18,2.36,2.65,3.0
250,2050,,,2.17,2.39,2.68,3.04
251,2051,,,2.16,2.42,2.71,3.08
252,2052,,,2.14,2.45,2.74,3.12
253,2053,,,2.11,2.48,2.78,3.15
254,2054,,,2.1,2.52,2.82,3.18
255,2055,,,2.09,2.55,2.87,3.21
256,2056,,,2.09,2.57,2.91,3.24
257,2057,,,2.09,2.6,2.94,3.28
258,2058,,,2.09,2.62,2.97,3.32
259,2059,,,2.1,2.65,3.0,3.35
260,2060,,,2.11,2.67,3.01,3.4
261,2061,,,2.12,2.7,3.03,3.44
262,2062,,,2.13,2.73,3.04,3.5
263,2063,,,2.15,2.76,3.06,3.56
264,2064,,,2.16,2.79,3.09,3.62
265,2065,,,2.18,2.82,3.12,3.68
266,2066,,,2.18,2.85,3.15,3.74
267,2067,,,2.19,2.89,3.19,3.8
268,2068,,,2.19,2.93,3.22,3.86
269,2069,,,2.2,2.97,3.26,3.93
270,2070,,,2.21,3.01,3.31,3.99
271,2071,,,2.22,3.04,3.35,4.06
272,2072,,,2.23,3.07,3.4,4.12
273,2073,,,2.24,3.09,3.45,4.18
274,2074,,,2.25,3.11,3.49,4.24
275,2075,,,2.26,3.13,3.53,4.29
276,2076,,,2.27,3.15,3.57,4.35
277,2077,,,2.28,3.16,3.61,4.42
278,2078,,,2.29,3.18,3.65,4.48
279,2079,,,2.3,3.19,3.7,4.55
280,2080,,,2.32,3.21,3.76,4.62
281,2081,,,2.33,3.23,3.81,4.68
282,2082,,,2.34,3.25,3.87,4.75
283,2083,,,2.35,3.27,3.93,4.81
284,2084,,,2.35,3.29,3.99,4.88
285,2085,,,2.36,3.3,4.05,4.95
286,2086,,,2.36,3.31,4.11,5.02
287,2087,,,2.35,3.33,4.17,5.08
288,2088,,,2.34,3.34,4.23,5.15
289,2089,,,2.33,3.35,4.28,5.22
290,2090,,,2.31,3.36,4.33,5.28
291,2091,,,2.3,3.37,4.38,5.34
292,2092,,,2.28,3.4,4.42,5.42
293,2093,,,2.27,3.43,4.47,5.49
294,2094,,,2.26,3.45,4.52,5.57
295,2095,,,2.25,3.48,4.56,5.64
296,2096,,,2.24,3.51,4.61,5.72
297,2097,,,2.23,3.54,4.66,5.8
298,2098,,,2.22,3.58,4.71,5.87
299,2099,,,2.21,3.61,4.76,5.95
300,2100,,,2.2,3.64,4.81,6.03
