Congo (Brazzaville),year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
145,1945,0.9993333333333334,0.63,,,,
146,1946,0.21933333333333332,0.62,,,,
147,1947,0.8593333333333333,0.6,,,,
148,1948,0.5893333333333334,0.58,,,,
149,1949,0.7893333333333333,0.56,,,,
150,1950,0.45933333333333337,0.53,,,,
151,1951,0.5293333333333333,0.5,,,,
152,1952,0.5293333333333333,0.48,,,,
153,1953,0.44933333333333336,0.46,,,,
154,1954,0.13933333333333336,0.45,,,,
155,1955,0.17933333333333334,0.43,,,,
156,1956,0.21933333333333332,0.42,,,,
157,1957,0.48933333333333334,0.42,,,,
158,1958,0.45933333333333337,0.42,,,,
159,1959,0.5293333333333333,0.43,,,,
160,1960,0.5693333333333334,0.44,,,,
161,1961,0.26933333333333337,0.46,,,,
162,1962,0.4693333333333334,0.48,,,,
163,1963,0.7193333333333334,0.5,,,,
164,1964,0.3993333333333333,0.51,,,,
165,1965,0.37933333333333336,0.53,,,,
166,1966,0.7193333333333334,0.54,,,,
167,1967,0.44933333333333336,0.55,,,,
168,1968,0.42933333333333334,0.57,,,,
169,1969,0.7093333333333334,0.58,,,,
170,1970,0.7593333333333334,0.6,,,,
171,1971,0.45933333333333337,0.61,,,,
172,1972,0.5993333333333334,0.64,,,,
173,1973,1.0193333333333334,0.66,,,,
174,1974,0.49933333333333335,0.69,,,,
175,1975,0.5793333333333334,0.71,,,,
176,1976,0.42933333333333334,0.72,,,,
177,1977,0.9693333333333334,0.74,,,,
178,1978,0.7693333333333333,0.76,,,,
179,1979,1.0693333333333332,0.78,,,,
180,1980,0.9593333333333334,0.8,,,,
181,1981,0.6593333333333333,0.82,,,,
182,1982,0.49933333333333335,0.84,,,,
183,1983,0.9593333333333334,0.85,,,,
184,1984,1.0193333333333334,0.86,,,,
185,1985,0.7293333333333334,0.87,,,,
186,1986,0.7693333333333333,0.86,,,,
187,1987,1.2793333333333332,0.87,,,,
188,1988,1.0093333333333334,0.87,,,,
189,1989,0.7593333333333334,0.88,,,,
190,1990,0.8893333333333333,0.89,,,,
191,1991,0.9393333333333334,0.89,,,,
192,1992,0.5993333333333334,0.9,,,,
193,1993,0.7893333333333333,0.92,,,,
194,1994,0.9093333333333333,0.93,,,,
195,1995,1.0993333333333335,0.95,,,,
196,1996,0.7593333333333334,0.98,,,,
197,1997,1.0793333333333335,1.02,,,,
198,1998,1.8093333333333335,1.07,,,,
199,1999,1.0593333333333335,1.11,,,,
200,2000,0.9993333333333334,1.16,,,,
201,2001,1.0593333333333335,1.21,,,,
202,2002,1.3193333333333332,1.25,,,,
203,2003,1.3993333333333333,1.28,,,,
204,2004,1.3793333333333333,1.31,,,,
205,2005,1.5993333333333335,1.33,1.19,1.19,1.21,1.18
206,2006,1.5593333333333335,1.33,1.22,1.22,1.24,1.21
207,2007,1.3793333333333333,1.34,1.25,1.25,1.27,1.24
208,2008,1.1993333333333334,1.34,1.28,1.28,1.3,1.28
209,2009,1.4393333333333334,1.34,1.31,1.31,1.32,1.31
210,2010,1.6293333333333333,1.35,1.34,1.34,1.35,1.34
211,2011,1.0493333333333332,1.35,1.37,1.37,1.38,1.37
212,2012,0.9793333333333334,1.37,1.4,1.4,1.41,1.4
213,2013,1.1593333333333333,1.4,1.43,1.43,1.44,1.43
214,2014,1.2293333333333334,1.42,1.46,1.46,1.46,1.47
215,2015,1.3693333333333335,1.45,1.49,1.49,1.49,1.5
216,2016,1.6993333333333331,1.47,1.52,1.52,1.52,1.53
217,2017,1.3793333333333333,1.5,1.56,1.56,1.54,1.56
218,2018,1.3993333333333333,1.53,1.59,1.59,1.56,1.59
219,2019,1.7893333333333334,1.57,1.62,1.62,1.59,1.63
220,2020,1.8493333333333335,1.6,1.65,1.65,1.62,1.66
221,2021,,,1.69,1.68,1.65,1.7
222,2022,,,1.72,1.72,1.68,1.73
223,2023,,,1.75,1.75,1.71,1.77
224,2024,,,1.79,1.78,1.74,1.8
225,2025,,,1.82,1.8,1.77,1.84
226,2026,,,1.85,1.83,1.8,1.88
227,2027,,,1.87,1.86,1.83,1.91
228,2028,,,1.9,1.89,1.87,1.95
229,2029,,,1.93,1.91,1.9,1.98
230,2030,,,1.95,1.93,1.94,2.02
231,2031,,,1.98,1.96,1.97,2.05
232,2032,,,2.0,1.99,2.0,2.09
233,2033,,,2.02,2.01,2.04,2.13
234,2034,,,2.05,2.04,2.07,2.17
235,2035,,,2.06,2.07,2.11,2.21
236,2036,,,2.08,2.1,2.14,2.25
237,2037,,,2.1,2.13,2.18,2.29
238,2038,,,2.12,2.15,2.22,2.34
239,2039,,,2.13,2.18,2.25,2.38
240,2040,,,2.15,2.21,2.29,2.43
241,2041,,,2.16,2.24,2.33,2.48
242,2042,,,2.17,2.27,2.37,2.53
243,2043,,,2.19,2.3,2.41,2.57
244,2044,,,2.2,2.33,2.45,2.62
245,2045,,,2.21,2.36,2.49,2.67
246,2046,,,2.23,2.39,2.53,2.72
247,2047,,,2.24,2.42,2.57,2.77
248,2048,,,2.25,2.45,2.62,2.82
249,2049,,,2.26,2.48,2.66,2.87
250,2050,,,2.27,2.51,2.71,2.91
251,2051,,,2.28,2.54,2.75,2.96
252,2052,,,2.29,2.57,2.79,3.01
253,2053,,,2.3,2.6,2.84,3.06
254,2054,,,2.3,2.63,2.88,3.11
255,2055,,,2.31,2.66,2.92,3.16
256,2056,,,2.32,2.69,2.97,3.21
257,2057,,,2.33,2.71,3.01,3.26
258,2058,,,2.34,2.74,3.05,3.31
259,2059,,,2.35,2.76,3.09,3.36
260,2060,,,2.36,2.79,3.13,3.41
261,2061,,,2.36,2.81,3.18,3.47
262,2062,,,2.37,2.83,3.22,3.53
263,2063,,,2.37,2.85,3.27,3.58
264,2064,,,2.38,2.87,3.31,3.64
265,2065,,,2.38,2.9,3.36,3.7
266,2066,,,2.38,2.92,3.4,3.75
267,2067,,,2.38,2.94,3.44,3.81
268,2068,,,2.38,2.96,3.48,3.87
269,2069,,,2.37,2.99,3.53,3.93
270,2070,,,2.37,3.01,3.58,3.99
271,2071,,,2.37,3.03,3.63,4.05
272,2072,,,2.37,3.05,3.67,4.12
273,2073,,,2.37,3.07,3.72,4.18
274,2074,,,2.37,3.09,3.76,4.24
275,2075,,,2.37,3.1,3.81,4.3
276,2076,,,2.37,3.12,3.86,4.37
277,2077,,,2.38,3.14,3.91,4.43
278,2078,,,2.38,3.16,3.96,4.49
279,2079,,,2.38,3.17,4.01,4.56
280,2080,,,2.39,3.19,4.06,4.63
281,2081,,,2.39,3.21,4.11,4.69
282,2082,,,2.38,3.22,4.15,4.76
283,2083,,,2.38,3.23,4.2,4.82
284,2084,,,2.38,3.25,4.25,4.89
285,2085,,,2.38,3.26,4.3,4.96
286,2086,,,2.37,3.28,4.34,5.03
287,2087,,,2.37,3.3,4.39,5.09
288,2088,,,2.36,3.31,4.43,5.16
289,2089,,,2.35,3.33,4.48,5.23
290,2090,,,2.34,3.34,4.52,5.29
291,2091,,,2.33,3.36,4.57,5.36
292,2092,,,2.33,3.37,4.62,5.43
293,2093,,,2.33,3.38,4.68,5.5
294,2094,,,2.33,3.39,4.73,5.56
295,2095,,,2.33,3.41,4.79,5.63
296,2096,,,2.33,3.42,4.84,5.7
297,2097,,,2.33,3.43,4.9,5.77
298,2098,,,2.32,3.45,4.95,5.83
299,2099,,,2.32,3.46,5.01,5.9
300,2100,,,2.32,3.47,5.07,5.97
