Greenland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
160,1960,1.6161290322580646,0.78,,,,
161,1961,0.1861290322580645,0.75,,,,
162,1962,1.5061290322580645,0.71,,,,
163,1963,1.1561290322580646,0.66,,,,
164,1964,0.4261290322580645,0.59,,,,
165,1965,1.2661290322580645,0.51,,,,
166,1966,0.006129032258064493,0.43,,,,
167,1967,0.2861290322580645,0.34,,,,
168,1968,-0.18387096774193556,0.26,,,,
169,1969,0.2861290322580645,0.2,,,,
170,1970,0.0761290322580645,0.16,,,,
171,1971,-0.9238709677419354,0.13,,,,
172,1972,0.04612903225806447,0.13,,,,
173,1973,-0.39387096774193553,0.15,,,,
174,1974,0.6961290322580644,0.18,,,,
175,1975,-0.6138709677419356,0.2,,,,
176,1976,0.7261290322580645,0.22,,,,
177,1977,0.6961290322580644,0.24,,,,
178,1978,0.5461290322580645,0.26,,,,
179,1979,0.15612903225806446,0.28,,,,
180,1980,1.3661290322580646,0.3,,,,
181,1981,0.2561290322580645,0.31,,,,
182,1982,-0.39387096774193553,0.31,,,,
183,1983,-1.7538709677419355,0.29,,,,
184,1984,-0.6938709677419355,0.25,,,,
185,1985,1.2161290322580645,0.21,,,,
186,1986,0.5861290322580645,0.17,,,,
187,1987,0.02612903225806451,0.14,,,,
188,1988,0.8861290322580645,0.14,,,,
189,1989,-0.6338709677419354,0.16,,,,
190,1990,0.08612903225806451,0.21,,,,
191,1991,0.47612903225806447,0.26,,,,
192,1992,-0.8038709677419356,0.33,,,,
193,1993,-0.5538709677419356,0.4,,,,
194,1994,0.09612903225806446,0.47,,,,
195,1995,0.5761290322580644,0.57,,,,
196,1996,1.5161290322580645,0.7,,,,
197,1997,0.8361290322580646,0.84,,,,
198,1998,1.5361290322580645,1.0,,,,
199,1999,0.47612903225806447,1.15,,,,
200,2000,1.4161290322580644,1.28,,,,
201,2001,1.1261290322580644,1.39,,,,
202,2002,1.8661290322580646,1.47,,,,
203,2003,2.4661290322580642,1.54,,,,
204,2004,1.3761290322580644,1.59,,,,
205,2005,2.5761290322580646,1.64,1.37,1.36,1.45,1.36
206,2006,1.5961290322580646,1.68,1.41,1.4,1.48,1.4
207,2007,1.6461290322580644,1.71,1.45,1.45,1.52,1.44
208,2008,1.3161290322580643,1.73,1.49,1.49,1.55,1.49
209,2009,1.4161290322580644,1.73,1.54,1.54,1.58,1.53
210,2010,3.1561290322580646,1.72,1.58,1.58,1.61,1.57
211,2011,1.4061290322580646,1.71,1.62,1.63,1.64,1.62
212,2012,1.9861290322580645,1.71,1.66,1.67,1.68,1.66
213,2013,1.4561290322580644,1.7,1.7,1.72,1.71,1.7
214,2014,2.1661290322580644,1.7,1.74,1.76,1.74,1.75
215,2015,0.4061290322580645,1.69,1.79,1.8,1.77,1.79
216,2016,3.0361290322580645,1.69,1.84,1.84,1.8,1.84
217,2017,1.5661290322580645,1.69,1.89,1.89,1.84,1.9
218,2018,1.2061290322580644,1.68,1.95,1.94,1.88,1.96
219,2019,2.2761290322580647,1.68,2.01,2.0,1.92,2.02
220,2020,1.4061290322580646,1.67,2.08,2.05,1.96,2.09
221,2021,,,2.15,2.11,2.01,2.17
222,2022,,,2.22,2.16,2.06,2.24
223,2023,,,2.28,2.21,2.11,2.31
224,2024,,,2.34,2.26,2.16,2.37
225,2025,,,2.39,2.32,2.21,2.44
226,2026,,,2.44,2.37,2.25,2.49
227,2027,,,2.48,2.42,2.31,2.54
228,2028,,,2.52,2.46,2.36,2.59
229,2029,,,2.56,2.5,2.42,2.63
230,2030,,,2.59,2.53,2.48,2.68
231,2031,,,2.62,2.57,2.53,2.72
232,2032,,,2.64,2.61,2.59,2.76
233,2033,,,2.66,2.65,2.65,2.81
234,2034,,,2.67,2.69,2.72,2.87
235,2035,,,2.69,2.73,2.78,2.92
236,2036,,,2.7,2.76,2.84,2.98
237,2037,,,2.72,2.8,2.9,3.05
238,2038,,,2.74,2.84,2.96,3.12
239,2039,,,2.75,2.89,3.02,3.2
240,2040,,,2.77,2.93,3.08,3.28
241,2041,,,2.79,2.98,3.14,3.37
242,2042,,,2.8,3.03,3.21,3.46
243,2043,,,2.82,3.07,3.28,3.55
244,2044,,,2.85,3.11,3.34,3.65
245,2045,,,2.87,3.15,3.39,3.74
246,2046,,,2.9,3.19,3.45,3.83
247,2047,,,2.93,3.23,3.5,3.91
248,2048,,,2.96,3.27,3.55,4.0
249,2049,,,2.98,3.31,3.61,4.08
250,2050,,,2.99,3.36,3.66,4.16
251,2051,,,3.0,3.4,3.72,4.24
252,2052,,,3.02,3.45,3.78,4.31
253,2053,,,3.03,3.5,3.83,4.38
254,2054,,,3.04,3.56,3.89,4.45
255,2055,,,3.05,3.61,3.95,4.52
256,2056,,,3.06,3.66,4.02,4.59
257,2057,,,3.07,3.7,4.09,4.67
258,2058,,,3.07,3.74,4.15,4.75
259,2059,,,3.08,3.77,4.22,4.83
260,2060,,,3.08,3.8,4.28,4.91
261,2061,,,3.09,3.84,4.33,4.99
262,2062,,,3.09,3.87,4.39,5.08
263,2063,,,3.09,3.89,4.44,5.16
264,2064,,,3.09,3.92,4.49,5.25
265,2065,,,3.09,3.95,4.55,5.35
266,2066,,,3.09,3.98,4.61,5.44
267,2067,,,3.08,4.02,4.67,5.53
268,2068,,,3.08,4.06,4.73,5.63
269,2069,,,3.08,4.1,4.8,5.72
270,2070,,,3.09,4.14,4.87,5.82
271,2071,,,3.1,4.17,4.94,5.92
272,2072,,,3.11,4.2,5.01,6.02
273,2073,,,3.13,4.23,5.09,6.12
274,2074,,,3.14,4.26,5.16,6.23
275,2075,,,3.16,4.29,5.24,6.33
276,2076,,,3.18,4.32,5.31,6.44
277,2077,,,3.19,4.35,5.39,6.55
278,2078,,,3.2,4.38,5.47,6.65
279,2079,,,3.22,4.42,5.55,6.76
280,2080,,,3.22,4.46,5.63,6.87
281,2081,,,3.23,4.5,5.71,6.97
282,2082,,,3.23,4.54,5.79,7.08
283,2083,,,3.22,4.58,5.88,7.18
284,2084,,,3.21,4.62,5.96,7.28
285,2085,,,3.2,4.66,6.04,7.38
286,2086,,,3.19,4.69,6.12,7.48
287,2087,,,3.17,4.72,6.2,7.57
288,2088,,,3.16,4.74,6.27,7.68
289,2089,,,3.14,4.77,6.34,7.78
290,2090,,,3.13,4.79,6.41,7.88
291,2091,,,3.11,4.81,6.47,7.98
292,2092,,,3.1,4.83,6.54,8.09
293,2093,,,3.09,4.85,6.61,8.2
294,2094,,,3.08,4.88,6.68,8.31
295,2095,,,3.07,4.9,6.74,8.43
296,2096,,,3.07,4.92,6.81,8.54
297,2097,,,3.06,4.94,6.88,8.65
298,2098,,,3.05,4.96,6.95,8.76
299,2099,,,3.04,4.98,7.02,8.88
300,2100,,,3.04,5.01,7.09,8.99
