France,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
43,1843,0.0051612903225806694,-0.2,,,,
44,1844,-0.3848387096774193,-0.18,,,,
45,1845,-0.5848387096774194,-0.17,,,,
46,1846,0.9851612903225807,-0.17,,,,
47,1847,-0.14483870967741935,-0.17,,,,
48,1848,-0.034838709677419366,-0.18,,,,
49,1849,0.16516129032258065,-0.19,,,,
50,1850,-0.4148387096774193,-0.18,,,,
51,1851,-0.6448387096774193,-0.17,,,,
52,1852,0.5651612903225807,-0.15,,,,
53,1853,-0.8848387096774193,-0.14,,,,
54,1854,-0.14483870967741935,-0.12,,,,
55,1855,-0.9248387096774193,-0.09,,,,
56,1856,0.12516129032258067,-0.06,,,,
57,1857,0.34516129032258064,-0.02,,,,
58,1858,-0.19483870967741934,0.03,,,,
59,1859,0.7151612903225806,0.07,,,,
60,1860,-0.8848387096774193,0.12,,,,
61,1861,0.24516129032258066,0.17,,,,
62,1862,0.5551612903225807,0.21,,,,
63,1863,0.5251612903225806,0.23,,,,
64,1864,-0.5748387096774193,0.23,,,,
65,1865,0.4651612903225807,0.23,,,,
66,1866,0.5751612903225807,0.22,,,,
67,1867,0.06516129032258067,0.21,,,,
68,1868,0.8751612903225806,0.2,,,,
69,1869,0.12516129032258067,0.19,,,,
70,1870,-0.2748387096774193,0.18,,,,
71,1871,-0.6748387096774193,0.16,,,,
72,1872,0.6351612903225807,0.14,,,,
73,1873,0.18516129032258066,0.11,,,,
74,1874,0.02516129032258063,0.09,,,,
75,1875,-0.06483870967741934,0.06,,,,
76,1876,0.34516129032258064,0.05,,,,
77,1877,0.30516129032258066,0.03,,,,
78,1878,-0.07483870967741935,0.02,,,,
79,1879,-1.1548387096774193,-0.01,,,,
80,1880,0.23516129032258065,-0.05,,,,
81,1881,-0.09483870967741936,-0.11,,,,
82,1882,0.03516129032258064,-0.18,,,,
83,1883,-0.34483870967741936,-0.25,,,,
84,1884,0.23516129032258065,-0.32,,,,
85,1885,-0.33483870967741935,-0.37,,,,
86,1886,-0.16483870967741932,-0.4,,,,
87,1887,-1.1048387096774193,-0.42,,,,
88,1888,-1.0448387096774194,-0.42,,,,
89,1889,-0.8948387096774193,-0.42,,,,
90,1890,-0.8648387096774193,-0.41,,,,
91,1891,-0.7148387096774194,-0.38,,,,
92,1892,-0.2548387096774194,-0.32,,,,
93,1893,0.49516129032258066,-0.25,,,,
94,1894,-0.034838709677419366,-0.17,,,,
95,1895,-0.15483870967741936,-0.09,,,,
96,1896,-0.5348387096774193,-0.02,,,,
97,1897,0.3951612903225806,0.03,,,,
98,1898,0.6051612903225807,0.07,,,,
99,1899,0.7851612903225806,0.09,,,,
100,1900,0.5051612903225806,0.1,,,,
101,1901,-0.45483870967741935,0.09,,,,
102,1902,-0.2848387096774193,0.08,,,,
103,1903,-0.014838709677419348,0.07,,,,
104,1904,0.4751612903225807,0.05,,,,
105,1905,-0.2848387096774193,0.02,,,,
106,1906,0.19516129032258067,0.01,,,,
107,1907,-0.06483870967741934,0.01,,,,
108,1908,-0.07483870967741935,0.02,,,,
109,1909,-0.6148387096774194,0.03,,,,
110,1910,-0.10483870967741932,0.03,,,,
111,1911,0.7951612903225806,0.03,,,,
112,1912,-0.06483870967741934,0.03,,,,
113,1913,0.43516129032258066,0.04,,,,
114,1914,0.15516129032258066,0.07,,,,
115,1915,-0.06483870967741934,0.09,,,,
116,1916,0.18516129032258066,0.11,,,,
117,1917,-0.7148387096774194,0.12,,,,
118,1918,0.22516129032258064,0.13,,,,
119,1919,-0.2948387096774193,0.13,,,,
120,1920,0.5851612903225807,0.14,,,,
121,1921,1.0451612903225806,0.16,,,,
122,1922,-0.23483870967741938,0.19,,,,
123,1923,0.3251612903225807,0.22,,,,
124,1924,0.05516129032258066,0.24,,,,
125,1925,-0.18483870967741933,0.26,,,,
126,1926,0.6751612903225807,0.27,,,,
127,1927,0.2651612903225807,0.27,,,,
128,1928,0.8151612903225807,0.27,,,,
129,1929,0.10516129032258065,0.28,,,,
130,1930,0.6951612903225807,0.29,,,,
131,1931,-0.19483870967741934,0.31,,,,
132,1932,0.03516129032258064,0.32,,,,
133,1933,0.13516129032258065,0.31,,,,
134,1934,0.6851612903225807,0.28,,,,
135,1935,0.21516129032258066,0.26,,,,
136,1936,0.3251612903225807,0.25,,,,
137,1937,0.8051612903225807,0.25,,,,
138,1938,0.3851612903225807,0.27,,,,
139,1939,0.13516129032258065,0.3,,,,
140,1940,-0.3548387096774194,0.33,,,,
141,1941,-0.4948387096774194,0.37,,,,
142,1942,-0.0048387096774193394,0.41,,,,
143,1943,1.1451612903225805,0.45,,,,
144,1944,0.19516129032258067,0.48,,,,
145,1945,1.0451612903225806,0.52,,,,
146,1946,0.24516129032258066,0.55,,,,
147,1947,1.2151612903225808,0.59,,,,
148,1948,0.8451612903225807,0.61,,,,
149,1949,1.3051612903225807,0.61,,,,
150,1950,0.7551612903225806,0.59,,,,
151,1951,0.35516129032258065,0.57,,,,
152,1952,0.4651612903225807,0.55,,,,
153,1953,0.5151612903225806,0.53,,,,
154,1954,-0.05483870967741933,0.51,,,,
155,1955,0.4651612903225807,0.48,,,,
156,1956,-0.6648387096774193,0.45,,,,
157,1957,0.5351612903225806,0.41,,,,
158,1958,0.4551612903225807,0.39,,,,
159,1959,1.2551612903225806,0.38,,,,
160,1960,0.48516129032258065,0.37,,,,
161,1961,1.3051612903225807,0.38,,,,
162,1962,-0.2848387096774193,0.38,,,,
163,1963,-0.6748387096774193,0.38,,,,
164,1964,0.43516129032258066,0.37,,,,
165,1965,-0.07483870967741935,0.34,,,,
166,1966,0.7251612903225806,0.31,,,,
167,1967,0.5851612903225807,0.29,,,,
168,1968,0.2651612903225807,0.28,,,,
169,1969,0.20516129032258065,0.29,,,,
170,1970,0.31516129032258067,0.31,,,,
171,1971,0.27516129032258063,0.32,,,,
172,1972,-0.034838709677419366,0.32,,,,
173,1973,0.22516129032258064,0.31,,,,
174,1974,0.48516129032258065,0.31,,,,
175,1975,0.3951612903225806,0.31,,,,
176,1976,0.7251612903225806,0.33,,,,
177,1977,0.4751612903225807,0.35,,,,
178,1978,0.0051612903225806694,0.37,,,,
179,1979,0.16516129032258065,0.38,,,,
180,1980,-0.17483870967741932,0.39,,,,
181,1981,0.4551612903225807,0.4,,,,
182,1982,1.1951612903225808,0.43,,,,
183,1983,0.9451612903225807,0.47,,,,
184,1984,0.25516129032258067,0.53,,,,
185,1985,-0.034838709677419366,0.58,,,,
186,1986,0.21516129032258066,0.64,,,,
187,1987,0.25516129032258067,0.7,,,,
188,1988,1.0451612903225806,0.76,,,,
189,1989,1.5251612903225806,0.81,,,,
190,1990,1.5551612903225807,0.87,,,,
191,1991,0.5551612903225807,0.93,,,,
192,1992,0.9551612903225807,1.0,,,,
193,1993,0.5751612903225807,1.06,,,,
194,1994,1.7851612903225806,1.12,,,,
195,1995,1.3451612903225807,1.17,,,,
196,1996,0.30516129032258066,1.2,,,,
197,1997,1.6051612903225807,1.23,,,,
198,1998,1.0151612903225806,1.26,,,,
199,1999,1.4251612903225808,1.3,,,,
200,2000,1.5551612903225807,1.32,,,,
201,2001,1.1551612903225807,1.34,,,,
202,2002,1.5751612903225807,1.35,,,,
203,2003,1.8851612903225807,1.36,,,,
204,2004,1.0651612903225807,1.36,,,,
205,2005,1.0451612903225806,1.36,1.44,1.45,1.47,1.42
206,2006,1.7351612903225806,1.36,1.46,1.46,1.49,1.45
207,2007,1.4151612903225808,1.37,1.48,1.48,1.5,1.47
208,2008,1.0451612903225806,1.38,1.5,1.5,1.52,1.49
209,2009,1.4351612903225806,1.4,1.52,1.52,1.54,1.52
210,2010,0.3351612903225807,1.42,1.55,1.54,1.56,1.54
211,2011,2.105161290322581,1.45,1.57,1.56,1.58,1.57
212,2012,1.2351612903225808,1.52,1.59,1.58,1.6,1.59
213,2013,0.7851612903225806,1.59,1.62,1.6,1.62,1.62
214,2014,2.0051612903225804,1.66,1.64,1.63,1.64,1.65
215,2015,1.8151612903225807,1.73,1.68,1.67,1.67,1.68
216,2016,1.3951612903225807,1.8,1.71,1.71,1.69,1.72
217,2017,1.6451612903225807,1.87,1.75,1.75,1.72,1.76
218,2018,2.2051612903225806,1.95,1.79,1.8,1.76,1.8
219,2019,2.0451612903225804,2.02,1.83,1.84,1.79,1.84
220,2020,2.3651612903225807,2.1,1.86,1.88,1.83,1.87
221,2021,,,1.9,1.93,1.86,1.91
222,2022,,,1.93,1.97,1.9,1.95
223,2023,,,1.96,2.01,1.93,1.98
224,2024,,,1.98,2.05,1.97,2.02
225,2025,,,2.01,2.08,2.0,2.05
226,2026,,,2.03,2.1,2.04,2.09
227,2027,,,2.05,2.13,2.08,2.12
228,2028,,,2.07,2.15,2.11,2.16
229,2029,,,2.09,2.19,2.15,2.2
230,2030,,,2.11,2.22,2.19,2.25
231,2031,,,2.13,2.25,2.22,2.29
232,2032,,,2.15,2.27,2.26,2.33
233,2033,,,2.18,2.3,2.3,2.38
234,2034,,,2.2,2.32,2.33,2.43
235,2035,,,2.22,2.35,2.36,2.48
236,2036,,,2.24,2.37,2.39,2.53
237,2037,,,2.26,2.39,2.42,2.58
238,2038,,,2.29,2.41,2.46,2.63
239,2039,,,2.31,2.43,2.49,2.68
240,2040,,,2.34,2.44,2.52,2.73
241,2041,,,2.36,2.46,2.55,2.78
242,2042,,,2.38,2.48,2.59,2.83
243,2043,,,2.4,2.5,2.63,2.88
244,2044,,,2.41,2.52,2.67,2.93
245,2045,,,2.43,2.56,2.72,2.97
246,2046,,,2.44,2.59,2.78,3.02
247,2047,,,2.46,2.62,2.83,3.06
248,2048,,,2.46,2.65,2.88,3.11
249,2049,,,2.47,2.68,2.93,3.15
250,2050,,,2.47,2.72,2.97,3.2
251,2051,,,2.48,2.75,3.01,3.25
252,2052,,,2.48,2.78,3.05,3.3
253,2053,,,2.48,2.81,3.08,3.35
254,2054,,,2.48,2.84,3.12,3.39
255,2055,,,2.48,2.86,3.15,3.44
256,2056,,,2.48,2.88,3.19,3.5
257,2057,,,2.48,2.91,3.23,3.55
258,2058,,,2.48,2.94,3.27,3.61
259,2059,,,2.49,2.96,3.31,3.67
260,2060,,,2.49,2.99,3.34,3.73
261,2061,,,2.5,3.01,3.38,3.8
262,2062,,,2.51,3.04,3.42,3.86
263,2063,,,2.52,3.06,3.46,3.92
264,2064,,,2.53,3.08,3.49,3.98
265,2065,,,2.54,3.1,3.53,4.04
266,2066,,,2.54,3.12,3.56,4.11
267,2067,,,2.54,3.13,3.6,4.17
268,2068,,,2.55,3.15,3.63,4.24
269,2069,,,2.55,3.16,3.67,4.3
270,2070,,,2.55,3.17,3.72,4.36
271,2071,,,2.55,3.19,3.76,4.43
272,2072,,,2.55,3.2,3.81,4.49
273,2073,,,2.55,3.21,3.85,4.55
274,2074,,,2.55,3.23,3.9,4.62
275,2075,,,2.54,3.24,3.94,4.69
276,2076,,,2.54,3.25,3.99,4.75
277,2077,,,2.54,3.27,4.04,4.82
278,2078,,,2.55,3.28,4.09,4.89
279,2079,,,2.55,3.3,4.14,4.95
280,2080,,,2.55,3.32,4.18,5.02
281,2081,,,2.55,3.35,4.23,5.08
282,2082,,,2.55,3.37,4.28,5.15
283,2083,,,2.55,3.39,4.33,5.23
284,2084,,,2.55,3.41,4.39,5.3
285,2085,,,2.55,3.43,4.44,5.37
286,2086,,,2.54,3.45,4.5,5.44
287,2087,,,2.54,3.47,4.55,5.51
288,2088,,,2.54,3.48,4.61,5.58
289,2089,,,2.53,3.5,4.66,5.65
290,2090,,,2.53,3.51,4.72,5.72
291,2091,,,2.52,3.52,4.77,5.8
292,2092,,,2.51,3.53,4.83,5.87
293,2093,,,2.51,3.54,4.89,5.95
294,2094,,,2.5,3.55,4.95,6.02
295,2095,,,2.5,3.57,5.01,6.1
296,2096,,,2.5,3.58,5.07,6.17
297,2097,,,2.49,3.59,5.13,6.25
298,2098,,,2.49,3.6,5.19,6.32
299,2099,,,2.48,3.62,5.25,6.4
300,2100,,,2.48,3.63,5.31,6.47
