Iraq,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
107,1907,-0.7625806451612903,-0.2,,,,
108,1908,-0.18258064516129024,-0.2,,,,
109,1909,0.5674193548387098,-0.19,,,,
110,1910,-0.2725806451612902,-0.15,,,,
111,1911,-1.3325806451612903,-0.11,,,,
112,1912,0.20741935483870977,-0.06,,,,
113,1913,-0.4925806451612902,-0.02,,,,
114,1914,-0.2825806451612902,0.01,,,,
115,1915,0.5174193548387098,0.02,,,,
116,1916,0.3074193548387098,0.04,,,,
117,1917,0.4874193548387098,0.07,,,,
118,1918,-0.2425806451612902,0.1,,,,
119,1919,0.44741935483870976,0.13,,,,
120,1920,-0.7925806451612901,0.15,,,,
121,1921,-0.46258064516129027,0.16,,,,
122,1922,0.5074193548387098,0.16,,,,
123,1923,0.2874193548387098,0.16,,,,
124,1924,0.5174193548387098,0.17,,,,
125,1925,0.06741935483870976,0.18,,,,
126,1926,0.17741935483870977,0.19,,,,
127,1927,0.1974193548387098,0.18,,,,
128,1928,0.07741935483870976,0.16,,,,
129,1929,0.2874193548387098,0.15,,,,
130,1930,0.4874193548387098,0.14,,,,
131,1931,0.10741935483870979,0.14,,,,
132,1932,-0.16258064516129023,0.14,,,,
133,1933,-0.6325806451612902,0.15,,,,
134,1934,-0.19258064516129025,0.16,,,,
135,1935,0.7574193548387098,0.18,,,,
136,1936,0.2274193548387098,0.19,,,,
137,1937,0.5974193548387098,0.21,,,,
138,1938,-0.012580645161290205,0.23,,,,
139,1939,0.037419354838709784,0.25,,,,
140,1940,0.6574193548387097,0.26,,,,
141,1941,0.44741935483870976,0.24,,,,
142,1942,0.44741935483870976,0.21,,,,
143,1943,-0.05258064516129024,0.17,,,,
144,1944,0.39741935483870977,0.14,,,,
145,1945,-0.34258064516129016,0.11,,,,
146,1946,0.027419354838709775,0.1,,,,
147,1947,1.11741935483871,0.1,,,,
148,1948,-0.32258064516129026,0.11,,,,
149,1949,-0.6325806451612902,0.12,,,,
150,1950,-0.29258064516129023,0.14,,,,
151,1951,0.7074193548387098,0.16,,,,
152,1952,0.6974193548387098,0.17,,,,
153,1953,-0.16258064516129023,0.2,,,,
154,1954,0.6674193548387097,0.23,,,,
155,1955,0.8074193548387099,0.27,,,,
156,1956,-0.22258064516129017,0.31,,,,
157,1957,-0.1425806451612902,0.33,,,,
158,1958,0.5874193548387098,0.34,,,,
159,1959,-0.4125806451612902,0.34,,,,
160,1960,0.9874193548387098,0.35,,,,
161,1961,0.20741935483870977,0.35,,,,
162,1962,1.3774193548387097,0.36,,,,
163,1963,0.5774193548387098,0.38,,,,
164,1964,-0.3725806451612902,0.39,,,,
165,1965,0.39741935483870977,0.39,,,,
166,1966,1.3274193548387099,0.37,,,,
167,1967,-0.7125806451612903,0.33,,,,
168,1968,0.2274193548387098,0.29,,,,
169,1969,0.5874193548387098,0.25,,,,
170,1970,0.7674193548387098,0.22,,,,
171,1971,-0.002580645161290196,0.2,,,,
172,1972,-0.6325806451612902,0.19,,,,
173,1973,0.2774193548387098,0.19,,,,
174,1974,-0.09258064516129022,0.21,,,,
175,1975,0.04741935483870979,0.23,,,,
176,1976,-0.19258064516129025,0.24,,,,
177,1977,0.4974193548387098,0.24,,,,
178,1978,0.6274193548387098,0.25,,,,
179,1979,1.4174193548387097,0.26,,,,
180,1980,0.4974193548387098,0.29,,,,
181,1981,0.6874193548387098,0.32,,,,
182,1982,-0.5325806451612902,0.35,,,,
183,1983,-0.2625806451612902,0.36,,,,
184,1984,-0.002580645161290196,0.36,,,,
185,1985,0.44741935483870976,0.36,,,,
186,1986,0.5374193548387098,0.36,,,,
187,1987,0.7774193548387098,0.38,,,,
188,1988,0.24741935483870978,0.42,,,,
189,1989,0.43741935483870975,0.47,,,,
190,1990,0.6374193548387097,0.52,,,,
191,1991,0.4974193548387098,0.57,,,,
192,1992,-1.0425806451612902,0.63,,,,
193,1993,0.0574193548387098,0.7,,,,
194,1994,0.8674193548387098,0.78,,,,
195,1995,0.6074193548387098,0.85,,,,
196,1996,1.2674193548387098,0.92,,,,
197,1997,0.1674193548387098,0.99,,,,
198,1998,1.7374193548387096,1.05,,,,
199,1999,1.7574193548387096,1.1,,,,
200,2000,1.11741935483871,1.14,,,,
201,2001,1.5674193548387096,1.18,,,,
202,2002,1.0574193548387099,1.2,,,,
203,2003,1.15741935483871,1.21,,,,
204,2004,1.0674193548387096,1.2,,,,
205,2005,0.9474193548387098,1.18,1.26,1.21,1.28,1.25
206,2006,1.1674193548387097,1.17,1.3,1.26,1.32,1.29
207,2007,1.2374193548387098,1.18,1.34,1.31,1.36,1.34
208,2008,1.2774193548387098,1.21,1.38,1.36,1.4,1.38
209,2009,1.1874193548387098,1.26,1.43,1.41,1.44,1.42
210,2010,2.83741935483871,1.33,1.47,1.46,1.48,1.47
211,2011,0.7874193548387098,1.4,1.51,1.51,1.52,1.51
212,2012,1.5874193548387097,1.49,1.55,1.55,1.56,1.55
213,2013,1.0274193548387098,1.58,1.6,1.6,1.6,1.6
214,2014,1.7574193548387096,1.66,1.64,1.65,1.64,1.64
215,2015,1.9174193548387097,1.75,1.68,1.7,1.68,1.68
216,2016,1.8974193548387097,1.83,1.72,1.75,1.71,1.73
217,2017,2.03741935483871,1.92,1.77,1.8,1.75,1.77
218,2018,2.36741935483871,2.01,1.82,1.85,1.79,1.82
219,2019,1.7974193548387096,2.1,1.87,1.9,1.84,1.87
220,2020,2.13741935483871,2.19,1.93,1.94,1.88,1.93
221,2021,,,1.98,1.99,1.92,1.98
222,2022,,,2.04,2.03,1.97,2.04
223,2023,,,2.09,2.07,2.01,2.11
224,2024,,,2.14,2.11,2.06,2.17
225,2025,,,2.19,2.15,2.11,2.23
226,2026,,,2.24,2.19,2.16,2.29
227,2027,,,2.28,2.22,2.21,2.35
228,2028,,,2.32,2.26,2.26,2.41
229,2029,,,2.35,2.29,2.31,2.47
230,2030,,,2.38,2.32,2.36,2.53
231,2031,,,2.41,2.36,2.41,2.58
232,2032,,,2.43,2.39,2.46,2.63
233,2033,,,2.46,2.43,2.5,2.69
234,2034,,,2.48,2.47,2.55,2.74
235,2035,,,2.51,2.51,2.59,2.79
236,2036,,,2.53,2.55,2.63,2.85
237,2037,,,2.55,2.59,2.67,2.9
238,2038,,,2.58,2.63,2.72,2.97
239,2039,,,2.6,2.67,2.76,3.03
240,2040,,,2.63,2.71,2.8,3.1
241,2041,,,2.65,2.75,2.85,3.17
242,2042,,,2.68,2.79,2.91,3.24
243,2043,,,2.71,2.83,2.96,3.31
244,2044,,,2.73,2.87,3.03,3.38
245,2045,,,2.75,2.91,3.09,3.46
246,2046,,,2.78,2.95,3.15,3.53
247,2047,,,2.8,3.0,3.22,3.61
248,2048,,,2.82,3.04,3.28,3.68
249,2049,,,2.84,3.09,3.35,3.76
250,2050,,,2.85,3.13,3.41,3.83
251,2051,,,2.86,3.17,3.46,3.9
252,2052,,,2.87,3.21,3.51,3.97
253,2053,,,2.88,3.25,3.56,4.05
254,2054,,,2.88,3.28,3.61,4.13
255,2055,,,2.89,3.32,3.66,4.2
256,2056,,,2.9,3.35,3.71,4.27
257,2057,,,2.9,3.38,3.77,4.34
258,2058,,,2.91,3.41,3.82,4.41
259,2059,,,2.92,3.44,3.88,4.49
260,2060,,,2.92,3.46,3.93,4.57
261,2061,,,2.91,3.49,3.99,4.64
262,2062,,,2.91,3.52,4.05,4.71
263,2063,,,2.9,3.55,4.11,4.79
264,2064,,,2.9,3.58,4.17,4.87
265,2065,,,2.9,3.62,4.23,4.95
266,2066,,,2.89,3.65,4.29,5.04
267,2067,,,2.89,3.68,4.34,5.12
268,2068,,,2.89,3.71,4.4,5.21
269,2069,,,2.88,3.73,4.46,5.29
270,2070,,,2.88,3.76,4.52,5.38
271,2071,,,2.88,3.78,4.57,5.46
272,2072,,,2.89,3.79,4.63,5.54
273,2073,,,2.89,3.81,4.69,5.63
274,2074,,,2.9,3.83,4.74,5.71
275,2075,,,2.9,3.85,4.8,5.79
276,2076,,,2.9,3.87,4.86,5.88
277,2077,,,2.9,3.89,4.93,5.96
278,2078,,,2.91,3.92,4.99,6.04
279,2079,,,2.91,3.94,5.06,6.13
280,2080,,,2.91,3.97,5.13,6.22
281,2081,,,2.91,4.0,5.19,6.31
282,2082,,,2.91,4.02,5.26,6.41
283,2083,,,2.91,4.05,5.33,6.5
284,2084,,,2.91,4.07,5.4,6.59
285,2085,,,2.9,4.09,5.47,6.67
286,2086,,,2.89,4.11,5.53,6.76
287,2087,,,2.88,4.12,5.6,6.86
288,2088,,,2.86,4.14,5.66,6.95
289,2089,,,2.85,4.15,5.72,7.04
290,2090,,,2.83,4.16,5.78,7.14
291,2091,,,2.81,4.18,5.84,7.24
292,2092,,,2.8,4.19,5.9,7.34
293,2093,,,2.79,4.21,5.96,7.43
294,2094,,,2.78,4.22,6.02,7.53
295,2095,,,2.77,4.24,6.08,7.63
296,2096,,,2.76,4.25,6.14,7.72
297,2097,,,2.75,4.27,6.2,7.82
298,2098,,,2.74,4.28,6.26,7.92
299,2099,,,2.73,4.29,6.32,8.02
300,2100,,,2.72,4.31,6.38,8.12
