El Salvador,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
120,1920,0.43322580645161274,0.28,,,,
121,1921,0.32322580645161275,0.3,,,,
122,1922,0.36322580645161273,0.33,,,,
123,1923,0.19322580645161275,0.35,,,,
124,1924,0.26322580645161275,0.38,,,,
125,1925,0.16322580645161278,0.4,,,,
126,1926,0.6932258064516128,0.41,,,,
127,1927,0.43322580645161274,0.43,,,,
128,1928,0.44322580645161275,0.45,,,,
129,1929,0.43322580645161274,0.46,,,,
130,1930,0.7632258064516128,0.47,,,,
131,1931,0.6232258064516127,0.47,,,,
132,1932,0.36322580645161273,0.45,,,,
133,1933,0.44322580645161275,0.43,,,,
134,1934,0.6032258064516127,0.41,,,,
135,1935,0.22322580645161277,0.4,,,,
136,1936,0.45322580645161276,0.4,,,,
137,1937,0.33322580645161276,0.4,,,,
138,1938,-0.14677419354838728,0.4,,,,
139,1939,0.10322580645161272,0.41,,,,
140,1940,0.2932258064516127,0.44,,,,
141,1941,0.9232258064516128,0.47,,,,
142,1942,0.7432258064516127,0.51,,,,
143,1943,0.45322580645161276,0.56,,,,
144,1944,0.4132258064516128,0.6,,,,
145,1945,0.4832258064516127,0.63,,,,
146,1946,0.9932258064516127,0.66,,,,
147,1947,1.1732258064516128,0.68,,,,
148,1948,0.8532258064516127,0.69,,,,
149,1949,0.5732258064516127,0.69,,,,
150,1950,0.40322580645161277,0.69,,,,
151,1951,0.7232258064516127,0.69,,,,
152,1952,0.7732258064516128,0.68,,,,
153,1953,1.1232258064516127,0.67,,,,
154,1954,0.5632258064516127,0.66,,,,
155,1955,0.32322580645161275,0.64,,,,
156,1956,0.37322580645161274,0.63,,,,
157,1957,0.8032258064516128,0.61,,,,
158,1958,1.0732258064516127,0.59,,,,
159,1959,0.6632258064516128,0.58,,,,
160,1960,0.40322580645161277,0.57,,,,
161,1961,0.5632258064516127,0.57,,,,
162,1962,0.26322580645161275,0.56,,,,
163,1963,0.49322580645161274,0.55,,,,
164,1964,0.6432258064516128,0.54,,,,
165,1965,0.7532258064516127,0.53,,,,
166,1966,0.5132258064516128,0.54,,,,
167,1967,0.4232258064516128,0.55,,,,
168,1968,0.22322580645161277,0.56,,,,
169,1969,0.8432258064516127,0.57,,,,
170,1970,0.5632258064516127,0.57,,,,
171,1971,0.33322580645161276,0.58,,,,
172,1972,0.9932258064516127,0.59,,,,
173,1973,0.8032258064516128,0.62,,,,
174,1974,0.3532258064516127,0.64,,,,
175,1975,0.4632258064516127,0.67,,,,
176,1976,0.40322580645161277,0.7,,,,
177,1977,0.9632258064516128,0.72,,,,
178,1978,0.8232258064516127,0.74,,,,
179,1979,0.8432258064516127,0.76,,,,
180,1980,0.9332258064516128,0.77,,,,
181,1981,0.6332258064516127,0.8,,,,
182,1982,0.9132258064516128,0.82,,,,
183,1983,1.2732258064516127,0.83,,,,
184,1984,0.43322580645161274,0.84,,,,
185,1985,0.6232258064516127,0.86,,,,
186,1986,0.7232258064516127,0.87,,,,
187,1987,1.303225806451613,0.89,,,,
188,1988,0.9432258064516128,0.92,,,,
189,1989,0.6332258064516127,0.95,,,,
190,1990,0.9932258064516127,0.99,,,,
191,1991,1.0732258064516127,1.03,,,,
192,1992,1.1532258064516128,1.06,,,,
193,1993,1.0432258064516127,1.09,,,,
194,1994,1.3432258064516127,1.09,,,,
195,1995,1.2632258064516129,1.1,,,,
196,1996,0.7332258064516127,1.1,,,,
197,1997,1.4332258064516128,1.1,,,,
198,1998,1.5632258064516127,1.1,,,,
199,1999,0.6932258064516128,1.1,,,,
200,2000,0.7332258064516127,1.09,,,,
201,2001,0.9432258064516128,1.07,,,,
202,2002,1.2132258064516126,1.05,,,,
203,2003,1.2132258064516126,1.03,,,,
204,2004,1.1732258064516128,1.01,,,,
205,2005,0.9532258064516128,1.0,1.01,0.99,1.02,0.96
206,2006,1.0732258064516127,0.99,1.03,1.02,1.05,1.0
207,2007,0.8932258064516128,0.99,1.06,1.06,1.08,1.03
208,2008,0.6232258064516127,1.0,1.09,1.09,1.1,1.07
209,2009,1.1232258064516127,1.01,1.12,1.12,1.13,1.1
210,2010,0.7432258064516127,1.04,1.15,1.15,1.16,1.14
211,2011,0.8732258064516127,1.07,1.18,1.18,1.19,1.18
212,2012,0.9832258064516127,1.13,1.21,1.22,1.22,1.21
213,2013,1.1632258064516128,1.2,1.24,1.25,1.25,1.25
214,2014,1.2332258064516126,1.26,1.27,1.28,1.28,1.29
215,2015,1.9132258064516128,1.33,1.31,1.31,1.31,1.32
216,2016,1.6232258064516127,1.4,1.34,1.34,1.33,1.36
217,2017,1.2432258064516128,1.47,1.37,1.38,1.36,1.4
218,2018,1.2632258064516129,1.55,1.41,1.41,1.39,1.44
219,2019,1.6632258064516128,1.62,1.45,1.45,1.42,1.48
220,2020,1.8732258064516127,1.69,1.48,1.49,1.45,1.52
221,2021,,,1.51,1.52,1.49,1.56
222,2022,,,1.55,1.56,1.53,1.6
223,2023,,,1.57,1.59,1.57,1.64
224,2024,,,1.6,1.62,1.6,1.67
225,2025,,,1.63,1.66,1.63,1.71
226,2026,,,1.65,1.69,1.67,1.75
227,2027,,,1.68,1.72,1.71,1.78
228,2028,,,1.7,1.74,1.74,1.82
229,2029,,,1.73,1.77,1.78,1.86
230,2030,,,1.76,1.8,1.82,1.9
231,2031,,,1.78,1.82,1.86,1.94
232,2032,,,1.81,1.85,1.9,1.99
233,2033,,,1.83,1.88,1.93,2.03
234,2034,,,1.85,1.91,1.96,2.08
235,2035,,,1.87,1.93,2.0,2.13
236,2036,,,1.89,1.96,2.03,2.17
237,2037,,,1.91,1.99,2.06,2.22
238,2038,,,1.93,2.01,2.1,2.27
239,2039,,,1.94,2.04,2.13,2.33
240,2040,,,1.95,2.07,2.17,2.38
241,2041,,,1.97,2.1,2.2,2.43
242,2042,,,1.98,2.13,2.24,2.47
243,2043,,,1.99,2.16,2.27,2.52
244,2044,,,2.01,2.19,2.31,2.56
245,2045,,,2.03,2.22,2.35,2.61
246,2046,,,2.04,2.26,2.4,2.65
247,2047,,,2.05,2.29,2.44,2.7
248,2048,,,2.06,2.32,2.49,2.75
249,2049,,,2.07,2.36,2.53,2.79
250,2050,,,2.08,2.39,2.57,2.84
251,2051,,,2.09,2.42,2.62,2.89
252,2052,,,2.1,2.45,2.66,2.94
253,2053,,,2.11,2.48,2.7,3.0
254,2054,,,2.11,2.51,2.74,3.05
255,2055,,,2.12,2.54,2.78,3.11
256,2056,,,2.12,2.56,2.82,3.17
257,2057,,,2.13,2.59,2.86,3.22
258,2058,,,2.13,2.61,2.9,3.28
259,2059,,,2.14,2.63,2.94,3.34
260,2060,,,2.15,2.65,2.98,3.4
261,2061,,,2.16,2.67,3.02,3.46
262,2062,,,2.17,2.69,3.07,3.52
263,2063,,,2.17,2.7,3.12,3.58
264,2064,,,2.17,2.72,3.16,3.64
265,2065,,,2.17,2.74,3.21,3.7
266,2066,,,2.17,2.76,3.26,3.77
267,2067,,,2.17,2.78,3.3,3.83
268,2068,,,2.17,2.8,3.35,3.9
269,2069,,,2.17,2.82,3.4,3.96
270,2070,,,2.17,2.84,3.45,4.02
271,2071,,,2.18,2.85,3.5,4.09
272,2072,,,2.18,2.87,3.55,4.15
273,2073,,,2.18,2.88,3.6,4.21
274,2074,,,2.18,2.9,3.64,4.28
275,2075,,,2.18,2.92,3.69,4.34
276,2076,,,2.18,2.94,3.74,4.4
277,2077,,,2.19,2.95,3.79,4.46
278,2078,,,2.19,2.97,3.84,4.53
279,2079,,,2.2,3.0,3.88,4.59
280,2080,,,2.2,3.02,3.93,4.66
281,2081,,,2.2,3.04,3.97,4.73
282,2082,,,2.2,3.05,4.02,4.8
283,2083,,,2.19,3.07,4.07,4.87
284,2084,,,2.19,3.09,4.11,4.94
285,2085,,,2.18,3.11,4.16,5.0
286,2086,,,2.18,3.12,4.2,5.07
287,2087,,,2.17,3.14,4.25,5.14
288,2088,,,2.16,3.15,4.29,5.21
289,2089,,,2.15,3.16,4.34,5.27
290,2090,,,2.14,3.18,4.39,5.34
291,2091,,,2.13,3.19,4.44,5.41
292,2092,,,2.13,3.21,4.49,5.48
293,2093,,,2.13,3.22,4.54,5.54
294,2094,,,2.13,3.24,4.6,5.61
295,2095,,,2.13,3.25,4.65,5.67
296,2096,,,2.13,3.27,4.71,5.74
297,2097,,,2.14,3.28,4.76,5.8
298,2098,,,2.14,3.3,4.82,5.87
299,2099,,,2.14,3.31,4.87,5.94
300,2100,,,2.14,3.33,4.93,6.0
