Hungary,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
55,1855,-0.3777419354838709,-0.12,,,,
56,1856,-0.21774193548387089,-0.09,,,,
57,1857,-0.007741935483870865,-0.05,,,,
58,1858,-1.137741935483871,-0.02,,,,
59,1859,0.6322580645161291,0.01,,,,
60,1860,-0.18774193548387086,0.05,,,,
61,1861,0.09225806451612911,0.1,,,,
62,1862,0.44225806451612915,0.14,,,,
63,1863,1.372258064516129,0.18,,,,
64,1864,-1.377741935483871,0.21,,,,
65,1865,-0.017741935483870874,0.23,,,,
66,1866,0.6022580645161291,0.24,,,,
67,1867,0.032258064516129115,0.24,,,,
68,1868,1.0422580645161292,0.22,,,,
69,1869,0.5722580645161292,0.2,,,,
70,1870,-0.957741935483871,0.17,,,,
71,1871,-1.117741935483871,0.15,,,,
72,1872,1.402258064516129,0.12,,,,
73,1873,0.8422580645161291,0.09,,,,
74,1874,-0.08774193548387088,0.05,,,,
75,1875,-0.957741935483871,0.02,,,,
76,1876,-0.0477419354838709,-0.01,,,,
77,1877,0.1522580645161291,-0.03,,,,
78,1878,0.4122580645161291,-0.03,,,,
79,1879,-0.6377419354838709,-0.04,,,,
80,1880,0.1422580645161291,-0.05,,,,
81,1881,-0.8477419354838709,-0.06,,,,
82,1882,0.8122580645161291,-0.08,,,,
83,1883,-0.43774193548387086,-0.1,,,,
84,1884,-0.07774193548387087,-0.12,,,,
85,1885,0.4122580645161291,-0.14,,,,
86,1886,0.43225806451612914,-0.15,,,,
87,1887,-0.3677419354838709,-0.16,,,,
88,1888,-0.9677419354838708,-0.17,,,,
89,1889,-0.41774193548387084,-0.18,,,,
90,1890,-0.057741935483870854,-0.18,,,,
91,1891,-0.44774193548387087,-0.18,,,,
92,1892,0.10225806451612912,-0.16,,,,
93,1893,-0.6577419354838709,-0.13,,,,
94,1894,0.2722580645161291,-0.09,,,,
95,1895,-0.31774193548387086,-0.05,,,,
96,1896,-0.26774193548387093,-0.01,,,,
97,1897,0.0722580645161291,0.03,,,,
98,1898,0.8622580645161291,0.06,,,,
99,1899,-0.007741935483870865,0.09,,,,
100,1900,0.8722580645161291,0.11,,,,
101,1901,-0.07774193548387087,0.12,,,,
102,1902,-0.6377419354838709,0.12,,,,
103,1903,0.43225806451612914,0.12,,,,
104,1904,0.3522580645161291,0.12,,,,
105,1905,0.1522580645161291,0.11,,,,
106,1906,0.19225806451612912,0.1,,,,
107,1907,-0.1077419354838709,0.08,,,,
108,1908,-0.4977419354838709,0.08,,,,
109,1909,-0.09774193548387089,0.08,,,,
110,1910,0.7622580645161291,0.08,,,,
111,1911,0.7122580645161292,0.09,,,,
112,1912,-0.5177419354838709,0.1,,,,
113,1913,0.022258064516129106,0.12,,,,
114,1914,-0.44774193548387087,0.14,,,,
115,1915,0.1522580645161291,0.16,,,,
116,1916,1.0422580645161292,0.17,,,,
117,1917,-0.08774193548387088,0.18,,,,
118,1918,0.5422580645161291,0.2,,,,
119,1919,-0.2777419354838708,0.23,,,,
120,1920,0.5122580645161291,0.27,,,,
121,1921,0.6022580645161291,0.3,,,,
122,1922,-0.5077419354838709,0.33,,,,
123,1923,0.832258064516129,0.34,,,,
124,1924,-0.3777419354838709,0.35,,,,
125,1925,0.4122580645161291,0.34,,,,
126,1926,0.9922580645161291,0.34,,,,
127,1927,0.832258064516129,0.34,,,,
128,1928,0.43225806451612914,0.36,,,,
129,1929,-0.6577419354838709,0.38,,,,
130,1930,1.112258064516129,0.41,,,,
131,1931,-0.1077419354838709,0.44,,,,
132,1932,0.05225806451612913,0.47,,,,
133,1933,-0.8377419354838709,0.48,,,,
134,1934,1.622258064516129,0.47,,,,
135,1935,0.3522580645161291,0.47,,,,
136,1936,0.9822580645161291,0.46,,,,
137,1937,0.9822580645161291,0.46,,,,
138,1938,0.5622580645161291,0.48,,,,
139,1939,0.7922580645161291,0.5,,,,
140,1940,-1.6577419354838707,0.53,,,,
141,1941,-0.687741935483871,0.54,,,,
142,1942,-0.5277419354838708,0.55,,,,
143,1943,0.7622580645161291,0.56,,,,
144,1944,0.2422580645161291,0.58,,,,
145,1945,0.7022580645161292,0.6,,,,
146,1946,1.0822580645161293,0.64,,,,
147,1947,0.6722580645161291,0.68,,,,
148,1948,0.7122580645161292,0.7,,,,
149,1949,0.8822580645161291,0.7,,,,
150,1950,1.262258064516129,0.68,,,,
151,1951,1.582258064516129,0.66,,,,
152,1952,0.6822580645161291,0.65,,,,
153,1953,0.6222580645161291,0.64,,,,
154,1954,-0.3877419354838709,0.62,,,,
155,1955,0.0722580645161291,0.59,,,,
156,1956,-0.8177419354838709,0.54,,,,
157,1957,0.7622580645161291,0.48,,,,
158,1958,0.8122580645161291,0.42,,,,
159,1959,0.6722580645161291,0.39,,,,
160,1960,0.8122580645161291,0.38,,,,
161,1961,1.142258064516129,0.39,,,,
162,1962,-0.17774193548387085,0.41,,,,
163,1963,-0.14774193548387093,0.42,,,,
164,1964,-0.18774193548387086,0.41,,,,
165,1965,-0.3577419354838709,0.39,,,,
166,1966,1.102258064516129,0.38,,,,
167,1967,0.8522580645161291,0.38,,,,
168,1968,0.7322580645161292,0.4,,,,
169,1969,0.06225806451612914,0.43,,,,
170,1970,0.16225806451612912,0.47,,,,
171,1971,0.4622580645161291,0.5,,,,
172,1972,0.7122580645161292,0.51,,,,
173,1973,0.30225806451612913,0.51,,,,
174,1974,0.9422580645161291,0.49,,,,
175,1975,1.092258064516129,0.49,,,,
176,1976,0.1322580645161291,0.5,,,,
177,1977,0.822258064516129,0.5,,,,
178,1978,-0.28774193548387084,0.5,,,,
179,1979,0.7722580645161291,0.49,,,,
180,1980,-0.5777419354838709,0.46,,,,
181,1981,0.6222580645161291,0.45,,,,
182,1982,0.7422580645161292,0.45,,,,
183,1983,1.1722580645161291,0.47,,,,
184,1984,0.32225806451612915,0.5,,,,
185,1985,-0.3577419354838709,0.55,,,,
186,1986,0.3322580645161291,0.6,,,,
187,1987,0.06225806451612914,0.65,,,,
188,1988,0.8022580645161291,0.7,,,,
189,1989,1.2322580645161292,0.73,,,,
190,1990,1.402258064516129,0.76,,,,
191,1991,0.19225806451612912,0.79,,,,
192,1992,1.5222580645161292,0.84,,,,
193,1993,0.6622580645161291,0.89,,,,
194,1994,2.112258064516129,0.95,,,,
195,1995,0.8822580645161291,1.0,,,,
196,1996,-0.09774193548387089,1.04,,,,
197,1997,0.43225806451612914,1.06,,,,
198,1998,0.9422580645161291,1.08,,,,
199,1999,1.2222580645161292,1.1,,,,
200,2000,2.252258064516129,1.13,,,,
201,2001,1.102258064516129,1.18,,,,
202,2002,2.002258064516129,1.24,,,,
203,2003,1.1822580645161291,1.31,,,,
204,2004,0.8522580645161291,1.37,,,,
205,2005,0.4822580645161291,1.42,1.61,1.62,1.68,1.59
206,2006,1.2122580645161292,1.46,1.64,1.65,1.7,1.63
207,2007,2.252258064516129,1.51,1.68,1.68,1.73,1.67
208,2008,2.082258064516129,1.55,1.71,1.72,1.76,1.71
209,2009,1.882258064516129,1.61,1.75,1.75,1.78,1.75
210,2010,0.9022580645161291,1.69,1.78,1.78,1.81,1.79
211,2011,1.4522580645161292,1.76,1.82,1.82,1.84,1.83
212,2012,1.882258064516129,1.84,1.86,1.85,1.87,1.87
213,2013,1.6922580645161291,1.92,1.89,1.89,1.89,1.91
214,2014,2.5622580645161293,1.99,1.93,1.92,1.92,1.95
215,2015,2.3122580645161293,2.07,1.97,1.97,1.95,1.99
216,2016,1.7422580645161292,2.14,2.02,2.02,1.98,2.03
217,2017,1.7222580645161292,2.22,2.07,2.07,2.02,2.07
218,2018,2.7222580645161294,2.29,2.13,2.12,2.06,2.12
219,2019,2.7522580645161288,2.37,2.18,2.18,2.11,2.17
220,2020,2.1422580645161293,2.44,2.24,2.23,2.16,2.21
221,2021,,,2.28,2.28,2.21,2.26
222,2022,,,2.33,2.33,2.26,2.3
223,2023,,,2.37,2.38,2.31,2.35
224,2024,,,2.4,2.43,2.35,2.39
225,2025,,,2.43,2.47,2.4,2.44
226,2026,,,2.45,2.5,2.45,2.49
227,2027,,,2.46,2.53,2.5,2.55
228,2028,,,2.48,2.57,2.54,2.6
229,2029,,,2.49,2.61,2.59,2.66
230,2030,,,2.5,2.65,2.63,2.71
231,2031,,,2.52,2.7,2.68,2.77
232,2032,,,2.54,2.74,2.73,2.82
233,2033,,,2.56,2.78,2.77,2.88
234,2034,,,2.59,2.82,2.82,2.94
235,2035,,,2.62,2.85,2.86,3.01
236,2036,,,2.65,2.89,2.91,3.07
237,2037,,,2.68,2.92,2.94,3.13
238,2038,,,2.72,2.95,2.98,3.19
239,2039,,,2.76,2.97,3.02,3.25
240,2040,,,2.8,2.99,3.05,3.3
241,2041,,,2.83,3.02,3.1,3.35
242,2042,,,2.86,3.04,3.14,3.41
243,2043,,,2.88,3.07,3.19,3.46
244,2044,,,2.9,3.09,3.25,3.51
245,2045,,,2.92,3.13,3.31,3.56
246,2046,,,2.94,3.17,3.37,3.61
247,2047,,,2.95,3.21,3.44,3.66
248,2048,,,2.97,3.25,3.51,3.72
249,2049,,,2.97,3.29,3.57,3.79
250,2050,,,2.98,3.32,3.64,3.86
251,2051,,,2.99,3.35,3.7,3.94
252,2052,,,2.99,3.38,3.74,4.01
253,2053,,,3.0,3.41,3.79,4.08
254,2054,,,3.0,3.43,3.82,4.15
255,2055,,,3.01,3.45,3.86,4.23
256,2056,,,3.02,3.47,3.9,4.29
257,2057,,,3.03,3.5,3.94,4.35
258,2058,,,3.05,3.52,3.99,4.42
259,2059,,,3.05,3.54,4.03,4.48
260,2060,,,3.06,3.57,4.08,4.54
261,2061,,,3.07,3.59,4.13,4.61
262,2062,,,3.08,3.62,4.17,4.67
263,2063,,,3.09,3.64,4.22,4.75
264,2064,,,3.1,3.66,4.27,4.82
265,2065,,,3.11,3.68,4.32,4.9
266,2066,,,3.11,3.7,4.37,4.98
267,2067,,,3.11,3.72,4.42,5.06
268,2068,,,3.11,3.74,4.47,5.15
269,2069,,,3.11,3.76,4.52,5.23
270,2070,,,3.11,3.78,4.57,5.31
271,2071,,,3.11,3.79,4.62,5.38
272,2072,,,3.11,3.82,4.68,5.45
273,2073,,,3.11,3.84,4.74,5.52
274,2074,,,3.11,3.86,4.8,5.59
275,2075,,,3.11,3.88,4.87,5.66
276,2076,,,3.11,3.91,4.93,5.73
277,2077,,,3.1,3.94,4.98,5.8
278,2078,,,3.1,3.96,5.04,5.87
279,2079,,,3.1,3.98,5.09,5.94
280,2080,,,3.09,4.01,5.15,6.02
281,2081,,,3.09,4.04,5.2,6.1
282,2082,,,3.08,4.07,5.25,6.18
283,2083,,,3.08,4.09,5.3,6.27
284,2084,,,3.07,4.12,5.35,6.36
285,2085,,,3.07,4.14,5.4,6.44
286,2086,,,3.06,4.15,5.45,6.53
287,2087,,,3.06,4.16,5.5,6.62
288,2088,,,3.06,4.18,5.55,6.72
289,2089,,,3.06,4.19,5.61,6.82
290,2090,,,3.06,4.21,5.67,6.92
291,2091,,,3.06,4.23,5.74,7.02
292,2092,,,3.07,4.24,5.81,7.11
293,2093,,,3.07,4.26,5.88,7.21
294,2094,,,3.08,4.28,5.95,7.3
295,2095,,,3.09,4.29,6.03,7.4
296,2096,,,3.1,4.31,6.1,7.5
297,2097,,,3.11,4.33,6.17,7.6
298,2098,,,3.12,4.34,6.25,7.7
299,2099,,,3.13,4.36,6.32,7.8
300,2100,,,3.14,4.38,6.39,7.89
