Mexico,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
256,2056,,,2.06,2.5,2.77,3.17
257,2057,,,2.07,2.52,2.82,3.23
258,2058,,,2.07,2.54,2.86,3.28
259,2059,,,2.08,2.56,2.91,3.34
260,2060,,,2.09,2.59,2.95,3.39
261,2061,,,2.09,2.61,3.0,3.45
262,2062,,,2.1,2.63,3.05,3.51
263,2063,,,2.1,2.65,3.1,3.57
264,2064,,,2.11,2.68,3.15,3.63
265,2065,,,2.11,2.71,3.2,3.7
266,2066,,,2.11,2.73,3.25,3.76
267,2067,,,2.12,2.76,3.3,3.83
268,2068,,,2.12,2.78,3.35,3.9
269,2069,,,2.13,2.8,3.4,3.97
270,2070,,,2.13,2.82,3.45,4.04
271,2071,,,2.13,2.84,3.5,4.11
272,2072,,,2.13,2.86,3.54,4.18
273,2073,,,2.14,2.88,3.59,4.25
274,2074,,,2.14,2.9,3.63,4.32
275,2075,,,2.14,2.92,3.68,4.38
276,2076,,,2.14,2.94,3.72,4.45
277,2077,,,2.14,2.96,3.77,4.52
278,2078,,,2.14,2.98,3.82,4.59
279,2079,,,2.14,3.0,3.86,4.67
280,2080,,,2.14,3.02,3.91,4.74
281,2081,,,2.14,3.03,3.96,4.82
282,2082,,,2.14,3.05,4.01,4.89
283,2083,,,2.14,3.07,4.06,4.97
284,2084,,,2.13,3.08,4.11,5.04
285,2085,,,2.12,3.1,4.17,5.11
286,2086,,,2.11,3.11,4.22,5.19
287,2087,,,2.1,3.12,4.27,5.26
288,2088,,,2.09,3.13,4.33,5.33
289,2089,,,2.08,3.15,4.38,5.41
290,2090,,,2.07,3.16,4.43,5.48
291,2091,,,2.06,3.17,4.49,5.55
292,2092,,,2.05,3.19,4.54,5.62
293,2093,,,2.04,3.2,4.59,5.69
294,2094,,,2.04,3.21,4.64,5.76
295,2095,,,2.03,3.22,4.69,5.83
296,2096,,,2.02,3.24,4.74,5.9
297,2097,,,2.02,3.25,4.79,5.97
298,2098,,,2.01,3.26,4.84,6.04
299,2099,,,2.0,3.27,4.89,6.11
300,2100,,,2.0,3.28,4.95,6.18
