Malawi,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
145,1945,0.2553333333333333,0.55,,,,
146,1946,0.3953333333333333,0.56,,,,
147,1947,0.4853333333333333,0.56,,,,
148,1948,0.7053333333333334,0.56,,,,
149,1949,1.0153333333333334,0.56,,,,
150,1950,0.15533333333333332,0.57,,,,
151,1951,0.5853333333333333,0.59,,,,
152,1952,0.6053333333333333,0.61,,,,
153,1953,0.6753333333333333,0.63,,,,
154,1954,0.7453333333333333,0.64,,,,
155,1955,0.5953333333333333,0.65,,,,
156,1956,0.1953333333333333,0.65,,,,
157,1957,0.8453333333333333,0.65,,,,
158,1958,0.8953333333333333,0.63,,,,
159,1959,0.8153333333333332,0.61,,,,
160,1960,0.5453333333333333,0.6,,,,
161,1961,0.7653333333333333,0.58,,,,
162,1962,0.4853333333333333,0.58,,,,
163,1963,0.22533333333333333,0.57,,,,
164,1964,0.3653333333333333,0.57,,,,
165,1965,0.11533333333333329,0.56,,,,
166,1966,0.8253333333333333,0.56,,,,
167,1967,0.6853333333333333,0.57,,,,
168,1968,0.3753333333333333,0.58,,,,
169,1969,0.9453333333333334,0.59,,,,
170,1970,0.7453333333333333,0.61,,,,
171,1971,0.3853333333333333,0.64,,,,
172,1972,0.7153333333333333,0.66,,,,
173,1973,0.8253333333333333,0.68,,,,
174,1974,0.3553333333333333,0.69,,,,
175,1975,0.5753333333333333,0.71,,,,
176,1976,0.6053333333333333,0.72,,,,
177,1977,1.1053333333333333,0.74,,,,
178,1978,0.8353333333333333,0.76,,,,
179,1979,0.8153333333333332,0.78,,,,
180,1980,0.8753333333333333,0.81,,,,
181,1981,0.6253333333333333,0.83,,,,
182,1982,0.8353333333333333,0.87,,,,
183,1983,1.6553333333333333,0.9,,,,
184,1984,0.9153333333333333,0.93,,,,
185,1985,0.6053333333333333,0.97,,,,
186,1986,0.7453333333333333,1.0,,,,
187,1987,1.5153333333333334,1.05,,,,
188,1988,1.2753333333333332,1.09,,,,
189,1989,0.8753333333333333,1.13,,,,
190,1990,1.4253333333333333,1.17,,,,
191,1991,1.0853333333333333,1.21,,,,
192,1992,1.6653333333333333,1.24,,,,
193,1993,1.1453333333333333,1.27,,,,
194,1994,1.2053333333333334,1.28,,,,
195,1995,1.5253333333333332,1.28,,,,
196,1996,1.1953333333333334,1.29,,,,
197,1997,1.2753333333333332,1.31,,,,
198,1998,1.6553333333333333,1.32,,,,
199,1999,0.9253333333333333,1.33,,,,
200,2000,1.1353333333333333,1.34,,,,
201,2001,1.3753333333333333,1.35,,,,
202,2002,1.4953333333333334,1.36,,,,
203,2003,1.4753333333333334,1.37,,,,
204,2004,1.2153333333333332,1.38,,,,
205,2005,1.9653333333333334,1.39,1.29,1.28,1.33,1.28
206,2006,1.3753333333333333,1.41,1.33,1.32,1.36,1.32
207,2007,1.4753333333333334,1.42,1.36,1.36,1.39,1.36
208,2008,1.1853333333333333,1.43,1.4,1.4,1.43,1.4
209,2009,1.2553333333333332,1.45,1.44,1.44,1.46,1.43
210,2010,1.5853333333333333,1.47,1.47,1.48,1.49,1.47
211,2011,1.6053333333333333,1.5,1.51,1.51,1.52,1.51
212,2012,1.4253333333333333,1.53,1.55,1.55,1.56,1.55
213,2013,1.3153333333333332,1.56,1.58,1.59,1.59,1.59
214,2014,1.5753333333333333,1.59,1.62,1.63,1.62,1.63
215,2015,1.8153333333333332,1.63,1.66,1.67,1.65,1.67
216,2016,1.9553333333333334,1.67,1.7,1.7,1.68,1.7
217,2017,1.6053333333333333,1.7,1.74,1.74,1.71,1.74
218,2018,1.5353333333333334,1.74,1.78,1.77,1.74,1.77
219,2019,1.8253333333333333,1.78,1.82,1.8,1.76,1.81
220,2020,1.8353333333333333,1.81,1.85,1.84,1.79,1.85
221,2021,,,1.89,1.87,1.83,1.89
222,2022,,,1.93,1.9,1.87,1.93
223,2023,,,1.97,1.93,1.9,1.96
224,2024,,,2.01,1.96,1.94,2.0
225,2025,,,2.04,1.99,1.97,2.03
226,2026,,,2.07,2.02,2.0,2.07
227,2027,,,2.1,2.05,2.03,2.11
228,2028,,,2.13,2.09,2.06,2.15
229,2029,,,2.16,2.12,2.09,2.19
230,2030,,,2.19,2.15,2.13,2.24
231,2031,,,2.21,2.19,2.16,2.28
232,2032,,,2.24,2.22,2.2,2.32
233,2033,,,2.26,2.26,2.24,2.37
234,2034,,,2.29,2.29,2.27,2.42
235,2035,,,2.31,2.32,2.31,2.47
236,2036,,,2.33,2.35,2.36,2.52
237,2037,,,2.35,2.38,2.4,2.57
238,2038,,,2.37,2.41,2.44,2.63
239,2039,,,2.39,2.44,2.48,2.68
240,2040,,,2.4,2.47,2.52,2.73
241,2041,,,2.42,2.5,2.56,2.78
242,2042,,,2.43,2.54,2.6,2.83
243,2043,,,2.45,2.57,2.63,2.88
244,2044,,,2.46,2.61,2.66,2.92
245,2045,,,2.48,2.64,2.7,2.97
246,2046,,,2.49,2.68,2.74,3.02
247,2047,,,2.5,2.72,2.79,3.07
248,2048,,,2.51,2.76,2.83,3.12
249,2049,,,2.52,2.8,2.87,3.17
250,2050,,,2.52,2.83,2.91,3.22
251,2051,,,2.52,2.86,2.96,3.28
252,2052,,,2.52,2.9,3.01,3.34
253,2053,,,2.52,2.93,3.06,3.4
254,2054,,,2.52,2.96,3.11,3.47
255,2055,,,2.53,2.99,3.16,3.54
256,2056,,,2.53,3.02,3.21,3.61
257,2057,,,2.54,3.05,3.27,3.67
258,2058,,,2.54,3.07,3.31,3.74
259,2059,,,2.55,3.1,3.36,3.81
260,2060,,,2.56,3.12,3.41,3.87
261,2061,,,2.58,3.15,3.46,3.94
262,2062,,,2.59,3.17,3.51,4.01
263,2063,,,2.6,3.19,3.57,4.07
264,2064,,,2.6,3.21,3.62,4.14
265,2065,,,2.6,3.23,3.67,4.21
266,2066,,,2.6,3.26,3.71,4.27
267,2067,,,2.6,3.28,3.76,4.34
268,2068,,,2.6,3.31,3.81,4.4
269,2069,,,2.6,3.33,3.86,4.47
270,2070,,,2.6,3.35,3.92,4.54
271,2071,,,2.6,3.37,3.97,4.6
272,2072,,,2.6,3.39,4.01,4.67
273,2073,,,2.6,3.41,4.06,4.73
274,2074,,,2.6,3.43,4.1,4.79
275,2075,,,2.6,3.45,4.15,4.86
276,2076,,,2.61,3.47,4.2,4.93
277,2077,,,2.61,3.49,4.25,5.0
278,2078,,,2.61,3.51,4.3,5.07
279,2079,,,2.61,3.53,4.35,5.14
280,2080,,,2.61,3.55,4.4,5.22
281,2081,,,2.61,3.57,4.45,5.29
282,2082,,,2.6,3.59,4.51,5.37
283,2083,,,2.59,3.61,4.56,5.45
284,2084,,,2.58,3.64,4.62,5.54
285,2085,,,2.57,3.66,4.68,5.62
286,2086,,,2.56,3.68,4.73,5.7
287,2087,,,2.56,3.7,4.78,5.77
288,2088,,,2.55,3.72,4.83,5.85
289,2089,,,2.54,3.73,4.88,5.92
290,2090,,,2.54,3.74,4.92,6.0
291,2091,,,2.53,3.75,4.97,6.07
292,2092,,,2.52,3.76,5.02,6.15
293,2093,,,2.52,3.77,5.07,6.23
294,2094,,,2.51,3.78,5.13,6.31
295,2095,,,2.5,3.79,5.18,6.39
296,2096,,,2.5,3.8,5.23,6.47
297,2097,,,2.49,3.81,5.28,6.55
298,2098,,,2.48,3.82,5.34,6.63
299,2099,,,2.48,3.83,5.39,6.71
300,2100,,,2.47,3.84,5.45,6.79
