Somaliland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
151,1951,0.3275,0.24,,,,
152,1952,0.17750000000000005,0.22,,,,
153,1953,0.41750000000000004,0.21,,,,
154,1954,0.17750000000000005,0.2,,,,
155,1955,-0.2625,0.19,,,,
156,1956,-0.20249999999999996,0.18,,,,
157,1957,-0.04249999999999998,0.17,,,,
158,1958,0.6375000000000001,0.16,,,,
159,1959,0.4475,0.16,,,,
160,1960,0.20750000000000005,0.16,,,,
161,1961,0.35750000000000004,0.17,,,,
162,1962,-0.012499999999999956,0.19,,,,
163,1963,-0.03249999999999997,0.2,,,,
164,1964,0.21750000000000003,0.22,,,,
165,1965,-0.21249999999999997,0.24,,,,
166,1966,0.41750000000000004,0.26,,,,
167,1967,0.30750000000000005,0.29,,,,
168,1968,0.11750000000000005,0.33,,,,
169,1969,0.4675,0.37,,,,
170,1970,0.29750000000000004,0.41,,,,
171,1971,0.3975000000000001,0.46,,,,
172,1972,0.8775,0.51,,,,
173,1973,0.7575000000000001,0.56,,,,
174,1974,0.027500000000000024,0.59,,,,
175,1975,-0.5125,0.62,,,,
176,1976,-0.04249999999999998,0.64,,,,
177,1977,0.8175000000000001,0.66,,,,
178,1978,0.9775,0.66,,,,
179,1979,0.7875000000000001,0.67,,,,
180,1980,1.0175,0.67,,,,
181,1981,0.48750000000000004,0.66,,,,
182,1982,0.5875,0.66,,,,
183,1983,0.7075,0.65,,,,
184,1984,0.19750000000000004,0.65,,,,
185,1985,0.24750000000000005,0.65,,,,
186,1986,0.4675,0.65,,,,
187,1987,0.7975000000000001,0.66,,,,
188,1988,0.9475,0.68,,,,
189,1989,0.38750000000000007,0.7,,,,
190,1990,0.9975,0.73,,,,
191,1991,0.9075,0.77,,,,
192,1992,0.7075,0.81,,,,
193,1993,0.4575,0.85,,,,
194,1994,0.8975,0.89,,,,
195,1995,1.0175,0.93,,,,
196,1996,0.7275,0.96,,,,
197,1997,1.0575,0.99,,,,
198,1998,1.2675,1.03,,,,
199,1999,1.0975000000000001,1.07,,,,
200,2000,1.1175,1.11,,,,
201,2001,1.0575,1.15,,,,
202,2002,1.1975,1.18,,,,
203,2003,1.3275000000000001,1.2,,,,
204,2004,1.0775000000000001,1.22,,,,
205,2005,1.4175000000000002,1.24,1.32,1.3,1.31,1.26
206,2006,1.3075,1.25,1.34,1.33,1.34,1.3
207,2007,1.3675000000000002,1.27,1.37,1.36,1.36,1.33
208,2008,0.9075,1.3,1.39,1.39,1.39,1.36
209,2009,1.4075000000000002,1.33,1.42,1.41,1.42,1.39
210,2010,1.3675000000000002,1.36,1.45,1.44,1.45,1.43
211,2011,1.2175,1.4,1.47,1.47,1.47,1.46
212,2012,1.2475,1.45,1.5,1.5,1.5,1.49
213,2013,1.3875000000000002,1.51,1.53,1.53,1.53,1.53
214,2014,1.2675,1.56,1.55,1.55,1.56,1.56
215,2015,1.8675000000000002,1.62,1.58,1.58,1.59,1.6
216,2016,1.7775,1.67,1.61,1.61,1.61,1.63
217,2017,1.8475000000000001,1.73,1.63,1.64,1.64,1.67
218,2018,1.4475,1.79,1.66,1.67,1.66,1.7
219,2019,2.0075,1.85,1.69,1.71,1.69,1.74
220,2020,1.9675,1.91,1.73,1.75,1.72,1.78
221,2021,,,1.76,1.78,1.76,1.82
222,2022,,,1.8,1.82,1.8,1.85
223,2023,,,1.83,1.85,1.84,1.89
224,2024,,,1.87,1.89,1.87,1.93
225,2025,,,1.9,1.92,1.91,1.96
226,2026,,,1.94,1.96,1.95,2.0
227,2027,,,1.98,1.99,1.99,2.04
228,2028,,,2.01,2.02,2.03,2.07
229,2029,,,2.05,2.04,2.06,2.11
230,2030,,,2.08,2.07,2.1,2.16
231,2031,,,2.11,2.1,2.13,2.2
232,2032,,,2.13,2.12,2.17,2.24
233,2033,,,2.16,2.15,2.2,2.28
234,2034,,,2.19,2.18,2.23,2.33
235,2035,,,2.21,2.21,2.26,2.38
236,2036,,,2.23,2.24,2.3,2.42
237,2037,,,2.25,2.27,2.33,2.47
238,2038,,,2.27,2.3,2.37,2.52
239,2039,,,2.29,2.33,2.41,2.57
240,2040,,,2.3,2.36,2.45,2.62
241,2041,,,2.32,2.39,2.49,2.67
242,2042,,,2.33,2.42,2.53,2.71
243,2043,,,2.35,2.45,2.57,2.76
244,2044,,,2.36,2.49,2.61,2.81
245,2045,,,2.38,2.52,2.65,2.86
246,2046,,,2.39,2.56,2.69,2.92
247,2047,,,2.41,2.59,2.73,2.97
248,2048,,,2.42,2.63,2.77,3.02
249,2049,,,2.43,2.66,2.81,3.08
250,2050,,,2.44,2.69,2.85,3.13
251,2051,,,2.46,2.72,2.89,3.19
252,2052,,,2.47,2.75,2.93,3.25
253,2053,,,2.49,2.78,2.97,3.31
254,2054,,,2.5,2.81,3.02,3.38
255,2055,,,2.51,2.84,3.07,3.44
256,2056,,,2.52,2.87,3.12,3.5
257,2057,,,2.53,2.9,3.17,3.57
258,2058,,,2.53,2.92,3.21,3.63
259,2059,,,2.54,2.95,3.26,3.69
260,2060,,,2.55,2.97,3.3,3.75
261,2061,,,2.56,3.0,3.35,3.81
262,2062,,,2.56,3.02,3.41,3.87
263,2063,,,2.56,3.05,3.46,3.93
264,2064,,,2.56,3.07,3.5,3.98
265,2065,,,2.56,3.1,3.55,4.04
266,2066,,,2.56,3.12,3.59,4.1
267,2067,,,2.56,3.15,3.63,4.16
268,2068,,,2.56,3.17,3.67,4.22
269,2069,,,2.56,3.19,3.71,4.28
270,2070,,,2.56,3.21,3.76,4.34
271,2071,,,2.56,3.23,3.8,4.4
272,2072,,,2.56,3.25,3.84,4.46
273,2073,,,2.57,3.27,3.88,4.53
274,2074,,,2.56,3.28,3.92,4.59
275,2075,,,2.56,3.3,3.97,4.66
276,2076,,,2.56,3.32,4.02,4.72
277,2077,,,2.56,3.34,4.07,4.79
278,2078,,,2.57,3.36,4.12,4.85
279,2079,,,2.57,3.38,4.18,4.92
280,2080,,,2.57,3.39,4.23,4.99
281,2081,,,2.57,3.41,4.29,5.07
282,2082,,,2.57,3.43,4.34,5.14
283,2083,,,2.57,3.45,4.4,5.21
284,2084,,,2.56,3.47,4.46,5.28
285,2085,,,2.55,3.49,4.52,5.36
286,2086,,,2.55,3.51,4.57,5.43
287,2087,,,2.54,3.53,4.62,5.5
288,2088,,,2.53,3.54,4.67,5.57
289,2089,,,2.52,3.56,4.71,5.64
290,2090,,,2.5,3.57,4.75,5.71
291,2091,,,2.49,3.59,4.8,5.78
292,2092,,,2.48,3.59,4.85,5.86
293,2093,,,2.48,3.6,4.9,5.93
294,2094,,,2.47,3.61,4.94,6.0
295,2095,,,2.46,3.62,4.99,6.07
296,2096,,,2.45,3.63,5.04,6.14
297,2097,,,2.45,3.64,5.08,6.21
298,2098,,,2.44,3.65,5.13,6.28
299,2099,,,2.44,3.66,5.18,6.35
300,2100,,,2.43,3.66,5.23,6.43
