Cambodia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
121,1921,-0.22827586206896544,-0.1,,,,
122,1922,0.0717241379310346,-0.11,,,,
123,1923,-0.38827586206896536,-0.11,,,,
124,1924,-0.3082758620689654,-0.11,,,,
125,1925,-0.25827586206896536,-0.11,,,,
126,1926,0.2617241379310346,-0.11,,,,
127,1927,-0.08827586206896543,-0.1,,,,
128,1928,-0.15827586206896538,-0.09,,,,
129,1929,-0.3082758620689654,-0.06,,,,
130,1930,-0.09827586206896544,-0.02,,,,
131,1931,0.3717241379310346,0.01,,,,
132,1932,-0.07827586206896542,0.05,,,,
133,1933,0.04172413793103463,0.08,,,,
134,1934,-0.1982758620689654,0.11,,,,
135,1935,0.4417241379310346,0.14,,,,
136,1936,0.28172413793103457,0.17,,,,
137,1937,0.4917241379310346,0.19,,,,
138,1938,0.09172413793103462,0.21,,,,
139,1939,-0.018275862068965365,0.22,,,,
140,1940,0.3317241379310346,0.24,,,,
141,1941,0.9717241379310346,0.25,,,,
142,1942,0.2617241379310346,0.26,,,,
143,1943,-0.1982758620689654,0.27,,,,
144,1944,0.3017241379310346,0.28,,,,
145,1945,0.15172413793103462,0.29,,,,
146,1946,0.4917241379310346,0.3,,,,
147,1947,0.48172413793103463,0.32,,,,
148,1948,0.1917241379310346,0.33,,,,
149,1949,0.4417241379310346,0.34,,,,
150,1950,0.2617241379310346,0.35,,,,
151,1951,0.3217241379310346,0.36,,,,
152,1952,0.41172413793103463,0.38,,,,
153,1953,0.5917241379310346,0.39,,,,
154,1954,0.4217241379310346,0.41,,,,
155,1955,0.1917241379310346,0.43,,,,
156,1956,0.051724137931034586,0.44,,,,
157,1957,0.4917241379310346,0.44,,,,
158,1958,0.6917241379310346,0.44,,,,
159,1959,0.7817241379310347,0.45,,,,
160,1960,0.6417241379310346,0.45,,,,
161,1961,0.4417241379310346,0.46,,,,
162,1962,0.2017241379310346,0.47,,,,
163,1963,0.16172413793103463,0.48,,,,
164,1964,0.5317241379310346,0.47,,,,
165,1965,0.4517241379310346,0.47,,,,
166,1966,0.8517241379310346,0.46,,,,
167,1967,0.10172413793103463,0.46,,,,
168,1968,0.48172413793103463,0.47,,,,
169,1969,0.7817241379310347,0.46,,,,
170,1970,0.6217241379310346,0.46,,,,
171,1971,-0.10827586206896544,0.45,,,,
172,1972,0.5017241379310347,0.44,,,,
173,1973,0.7417241379310346,0.45,,,,
174,1974,0.21172413793103462,0.46,,,,
175,1975,0.2617241379310346,0.47,,,,
176,1976,0.12172413793103459,0.49,,,,
177,1977,0.4517241379310346,0.51,,,,
178,1978,0.5817241379310346,0.54,,,,
179,1979,0.8517241379310346,0.57,,,,
180,1980,0.7717241379310347,0.6,,,,
181,1981,0.6117241379310346,0.63,,,,
182,1982,0.6217241379310346,0.66,,,,
183,1983,0.9717241379310346,0.69,,,,
184,1984,0.5317241379310346,0.71,,,,
185,1985,0.6317241379310345,0.72,,,,
186,1986,0.4517241379310346,0.73,,,,
187,1987,1.0517241379310347,0.74,,,,
188,1988,0.7717241379310347,0.75,,,,
189,1989,0.6617241379310346,0.75,,,,
190,1990,0.9717241379310346,0.76,,,,
191,1991,0.8817241379310345,0.77,,,,
192,1992,0.7217241379310346,0.77,,,,
193,1993,0.5717241379310346,0.77,,,,
194,1994,0.8917241379310346,0.77,,,,
195,1995,0.8117241379310346,0.77,,,,
196,1996,0.5617241379310346,0.78,,,,
197,1997,0.8117241379310346,0.8,,,,
198,1998,1.6817241379310346,0.82,,,,
199,1999,0.5717241379310346,0.84,,,,
200,2000,0.7417241379310346,0.87,,,,
201,2001,0.9717241379310346,0.89,,,,
202,2002,1.2117241379310346,0.91,,,,
203,2003,0.9017241379310346,0.93,,,,
204,2004,0.8517241379310346,0.96,,,,
205,2005,1.1417241379310346,0.98,1.05,1.03,1.06,1.01
206,2006,1.1217241379310345,1.0,1.07,1.07,1.09,1.05
207,2007,0.9817241379310346,1.03,1.1,1.1,1.12,1.08
208,2008,0.6117241379310346,1.05,1.13,1.13,1.15,1.12
209,2009,0.9217241379310346,1.09,1.16,1.16,1.18,1.15
210,2010,1.5517241379310347,1.12,1.19,1.19,1.2,1.19
211,2011,0.6917241379310346,1.16,1.22,1.22,1.23,1.22
212,2012,1.4417241379310346,1.21,1.25,1.25,1.26,1.26
213,2013,1.1217241379310345,1.26,1.28,1.29,1.29,1.29
214,2014,1.1117241379310348,1.32,1.31,1.32,1.32,1.33
215,2015,1.5817241379310345,1.38,1.34,1.35,1.35,1.36
216,2016,1.7717241379310347,1.44,1.38,1.38,1.37,1.4
217,2017,1.2917241379310345,1.49,1.41,1.42,1.4,1.43
218,2018,1.2917241379310345,1.55,1.45,1.45,1.42,1.46
219,2019,1.7617241379310347,1.61,1.48,1.49,1.44,1.49
220,2020,1.7017241379310346,1.67,1.52,1.52,1.47,1.52
221,2021,,,1.56,1.55,1.5,1.56
222,2022,,,1.6,1.58,1.53,1.59
223,2023,,,1.63,1.62,1.56,1.62
224,2024,,,1.66,1.65,1.59,1.65
225,2025,,,1.68,1.68,1.62,1.68
226,2026,,,1.71,1.7,1.65,1.71
227,2027,,,1.73,1.73,1.68,1.74
228,2028,,,1.75,1.76,1.72,1.77
229,2029,,,1.77,1.78,1.75,1.8
230,2030,,,1.8,1.8,1.78,1.83
231,2031,,,1.82,1.83,1.81,1.87
232,2032,,,1.84,1.85,1.85,1.91
233,2033,,,1.86,1.88,1.87,1.95
234,2034,,,1.88,1.91,1.9,2.0
235,2035,,,1.9,1.94,1.93,2.04
236,2036,,,1.92,1.96,1.96,2.08
237,2037,,,1.93,1.99,1.99,2.13
238,2038,,,1.95,2.01,2.02,2.19
239,2039,,,1.97,2.04,2.05,2.24
240,2040,,,1.99,2.07,2.08,2.29
241,2041,,,2.0,2.1,2.11,2.34
242,2042,,,2.01,2.14,2.14,2.39
243,2043,,,2.03,2.17,2.17,2.43
244,2044,,,2.05,2.2,2.21,2.48
245,2045,,,2.07,2.23,2.24,2.52
246,2046,,,2.08,2.26,2.28,2.56
247,2047,,,2.1,2.29,2.32,2.6
248,2048,,,2.11,2.32,2.36,2.64
249,2049,,,2.12,2.36,2.39,2.68
250,2050,,,2.12,2.38,2.43,2.73
251,2051,,,2.14,2.41,2.47,2.77
252,2052,,,2.15,2.43,2.51,2.82
253,2053,,,2.16,2.46,2.54,2.87
254,2054,,,2.17,2.48,2.58,2.92
255,2055,,,2.18,2.51,2.63,2.97
256,2056,,,2.19,2.53,2.67,3.03
257,2057,,,2.2,2.55,2.71,3.08
258,2058,,,2.21,2.57,2.75,3.13
259,2059,,,2.22,2.59,2.8,3.19
260,2060,,,2.23,2.61,2.84,3.24
261,2061,,,2.23,2.63,2.88,3.29
262,2062,,,2.24,2.66,2.92,3.35
263,2063,,,2.24,2.68,2.95,3.4
264,2064,,,2.24,2.7,2.99,3.46
265,2065,,,2.24,2.72,3.02,3.52
266,2066,,,2.24,2.74,3.06,3.58
267,2067,,,2.24,2.76,3.09,3.63
268,2068,,,2.24,2.79,3.12,3.69
269,2069,,,2.25,2.81,3.16,3.75
270,2070,,,2.25,2.83,3.2,3.81
271,2071,,,2.25,2.86,3.24,3.87
272,2072,,,2.25,2.88,3.28,3.93
273,2073,,,2.25,2.9,3.32,3.99
274,2074,,,2.25,2.91,3.36,4.04
275,2075,,,2.24,2.93,3.41,4.1
276,2076,,,2.24,2.95,3.45,4.15
277,2077,,,2.25,2.97,3.5,4.21
278,2078,,,2.25,2.98,3.54,4.27
279,2079,,,2.25,2.99,3.59,4.33
280,2080,,,2.25,3.01,3.64,4.39
281,2081,,,2.25,3.02,3.68,4.45
282,2082,,,2.25,3.04,3.73,4.51
283,2083,,,2.25,3.05,3.78,4.57
284,2084,,,2.25,3.07,3.83,4.64
285,2085,,,2.25,3.08,3.87,4.7
286,2086,,,2.24,3.1,3.91,4.76
287,2087,,,2.24,3.11,3.95,4.83
288,2088,,,2.23,3.12,3.99,4.89
289,2089,,,2.22,3.14,4.04,4.95
290,2090,,,2.21,3.15,4.08,5.01
291,2091,,,2.2,3.16,4.12,5.07
292,2092,,,2.2,3.17,4.17,5.14
293,2093,,,2.19,3.18,4.22,5.2
294,2094,,,2.19,3.19,4.26,5.26
295,2095,,,2.19,3.2,4.31,5.32
296,2096,,,2.19,3.21,4.36,5.39
297,2097,,,2.19,3.22,4.41,5.45
298,2098,,,2.19,3.23,4.46,5.51
299,2099,,,2.18,3.24,4.51,5.57
300,2100,,,2.18,3.25,4.56,5.63
