Belarus,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
104,1904,-0.2958064516129033,0.31,,,,
105,1905,0.6041935483870967,0.29,,,,
106,1906,1.1841935483870967,0.28,,,,
107,1907,-0.7458064516129033,0.28,,,,
108,1908,-0.4458064516129032,0.3,,,,
109,1909,-0.10580645161290325,0.31,,,,
110,1910,1.4841935483870967,0.31,,,,
111,1911,0.21419354838709675,0.31,,,,
112,1912,-0.4458064516129032,0.32,,,,
113,1913,1.2441935483870967,0.33,,,,
114,1914,1.0041935483870967,0.35,,,,
115,1915,-0.05580645161290332,0.38,,,,
116,1916,0.7241935483870967,0.39,,,,
117,1917,-0.3958064516129033,0.39,,,,
118,1918,0.7441935483870967,0.39,,,,
119,1919,-0.34580645161290324,0.39,,,,
120,1920,1.0241935483870968,0.38,,,,
121,1921,0.8441935483870968,0.36,,,,
122,1922,-0.3158064516129032,0.34,,,,
123,1923,0.43419354838709673,0.33,,,,
124,1924,-0.13580645161290328,0.32,,,,
125,1925,1.4941935483870967,0.32,,,,
126,1926,0.5341935483870968,0.32,,,,
127,1927,0.10419354838709671,0.33,,,,
128,1928,-0.1458064516129033,0.37,,,,
129,1929,-0.7458064516129033,0.42,,,,
130,1930,1.1641935483870967,0.49,,,,
131,1931,-0.33580645161290323,0.57,,,,
132,1932,1.1641935483870967,0.65,,,,
133,1933,-0.8658064516129034,0.73,,,,
134,1934,2.0341935483870968,0.79,,,,
135,1935,0.5841935483870967,0.84,,,,
136,1936,1.6441935483870966,0.87,,,,
137,1937,1.2841935483870968,0.88,,,,
138,1938,1.7741935483870968,0.87,,,,
139,1939,1.4441935483870967,0.85,,,,
140,1940,-1.2658064516129033,0.84,,,,
141,1941,-1.6058064516129031,0.81,,,,
142,1942,-1.6158064516129034,0.78,,,,
143,1943,0.9641935483870967,0.74,,,,
144,1944,1.0741935483870968,0.7,,,,
145,1945,0.014193548387096744,0.66,,,,
146,1946,0.6741935483870968,0.64,,,,
147,1947,0.06419354838709673,0.65,,,,
148,1948,1.2641935483870967,0.65,,,,
149,1949,1.7541935483870967,0.65,,,,
150,1950,0.7941935483870968,0.63,,,,
151,1951,0.9141935483870967,0.62,,,,
152,1952,0.20419354838709675,0.62,,,,
153,1953,0.5841935483870967,0.64,,,,
154,1954,0.19419354838709674,0.65,,,,
155,1955,0.3541935483870967,0.64,,,,
156,1956,-1.0558064516129033,0.62,,,,
157,1957,1.3541935483870966,0.58,,,,
158,1958,0.5141935483870967,0.56,,,,
159,1959,1.0441935483870968,0.55,,,,
160,1960,0.9641935483870967,0.56,,,,
161,1961,1.5241935483870968,0.57,,,,
162,1962,0.3641935483870967,0.57,,,,
163,1963,-0.2758064516129033,0.55,,,,
164,1964,0.3341935483870967,0.54,,,,
165,1965,-0.46580645161290324,0.52,,,,
166,1966,1.1941935483870967,0.52,,,,
167,1967,1.2441935483870967,0.53,,,,
168,1968,0.21419354838709675,0.56,,,,
169,1969,-0.8858064516129032,0.59,,,,
170,1970,0.32419354838709674,0.62,,,,
171,1971,0.9341935483870967,0.63,,,,
172,1972,1.3241935483870968,0.62,,,,
173,1973,0.6941935483870967,0.6,,,,
174,1974,1.3341935483870966,0.59,,,,
175,1975,2.4341935483870967,0.6,,,,
176,1976,-0.6258064516129032,0.63,,,,
177,1977,0.5841935483870967,0.65,,,,
178,1978,-0.3158064516129032,0.65,,,,
179,1979,0.40419354838709676,0.63,,,,
180,1980,-0.46580645161290324,0.59,,,,
181,1981,1.1241935483870966,0.58,,,,
182,1982,1.1841935483870967,0.62,,,,
183,1983,1.9841935483870967,0.7,,,,
184,1984,0.8141935483870968,0.8,,,,
185,1985,-0.7658064516129033,0.91,,,,
186,1986,0.5041935483870967,1.0,,,,
187,1987,-1.1258064516129032,1.06,,,,
188,1988,0.9741935483870967,1.1,,,,
189,1989,2.654193548387097,1.11,,,,
190,1990,2.274193548387097,1.13,,,,
191,1991,1.4141935483870967,1.16,,,,
192,1992,1.6441935483870966,1.21,,,,
193,1993,0.5341935483870968,1.28,,,,
194,1994,1.2541935483870967,1.34,,,,
195,1995,1.5541935483870968,1.38,,,,
196,1996,0.17419354838709672,1.4,,,,
197,1997,0.8441935483870968,1.41,,,,
198,1998,1.0541935483870968,1.42,,,,
199,1999,2.234193548387097,1.44,,,,
200,2000,2.4241935483870964,1.49,,,,
201,2001,1.6241935483870968,1.55,,,,
202,2002,2.1741935483870964,1.62,,,,
203,2003,1.1641935483870967,1.69,,,,
204,2004,1.3541935483870966,1.73,,,,
205,2005,1.4441935483870967,1.76,1.89,1.94,1.97,1.91
206,2006,1.4241935483870969,1.78,1.93,1.97,2.0,1.95
207,2007,2.4241935483870964,1.79,1.98,2.01,2.03,1.99
208,2008,2.604193548387097,1.82,2.02,2.05,2.06,2.03
209,2009,1.6741935483870967,1.87,2.07,2.08,2.09,2.07
210,2010,1.5241935483870968,1.93,2.11,2.12,2.13,2.12
211,2011,2.024193548387097,2.0,2.16,2.16,2.16,2.16
212,2012,1.3041935483870968,2.1,2.2,2.2,2.2,2.2
213,2013,2.024193548387097,2.21,2.25,2.24,2.23,2.25
214,2014,2.2641935483870967,2.32,2.29,2.28,2.27,2.29
215,2015,2.9141935483870967,2.43,2.35,2.33,2.32,2.34
216,2016,2.2441935483870967,2.54,2.4,2.39,2.37,2.4
217,2017,2.1241935483870966,2.66,2.47,2.45,2.42,2.46
218,2018,2.484193548387097,2.77,2.53,2.51,2.49,2.52
219,2019,3.3041935483870963,2.9,2.6,2.56,2.55,2.58
220,2020,3.614193548387097,3.02,2.65,2.61,2.61,2.63
221,2021,,,2.7,2.65,2.67,2.69
222,2022,,,2.74,2.7,2.73,2.73
223,2023,,,2.78,2.74,2.78,2.77
224,2024,,,2.81,2.78,2.82,2.82
225,2025,,,2.83,2.82,2.87,2.87
226,2026,,,2.85,2.85,2.91,2.92
227,2027,,,2.87,2.89,2.96,2.98
228,2028,,,2.88,2.93,3.0,3.04
229,2029,,,2.89,2.97,3.04,3.09
230,2030,,,2.91,3.02,3.08,3.15
231,2031,,,2.92,3.07,3.13,3.21
232,2032,,,2.94,3.11,3.18,3.27
233,2033,,,2.97,3.16,3.23,3.34
234,2034,,,3.0,3.2,3.28,3.41
235,2035,,,3.03,3.24,3.33,3.48
236,2036,,,3.06,3.28,3.37,3.54
237,2037,,,3.1,3.32,3.42,3.6
238,2038,,,3.14,3.35,3.47,3.66
239,2039,,,3.17,3.38,3.52,3.73
240,2040,,,3.2,3.41,3.56,3.79
241,2041,,,3.22,3.44,3.61,3.85
242,2042,,,3.25,3.48,3.66,3.92
243,2043,,,3.27,3.51,3.71,3.97
244,2044,,,3.29,3.55,3.77,4.03
245,2045,,,3.31,3.59,3.83,4.08
246,2046,,,3.32,3.63,3.9,4.13
247,2047,,,3.33,3.68,3.96,4.19
248,2048,,,3.34,3.72,4.03,4.25
249,2049,,,3.35,3.75,4.1,4.32
250,2050,,,3.35,3.78,4.16,4.39
251,2051,,,3.36,3.81,4.23,4.46
252,2052,,,3.37,3.84,4.29,4.53
253,2053,,,3.37,3.87,4.35,4.6
254,2054,,,3.36,3.9,4.39,4.67
255,2055,,,3.36,3.93,4.44,4.75
256,2056,,,3.36,3.96,4.48,4.82
257,2057,,,3.37,3.99,4.52,4.89
258,2058,,,3.38,4.02,4.56,4.96
259,2059,,,3.39,4.05,4.59,5.03
260,2060,,,3.4,4.08,4.63,5.1
261,2061,,,3.42,4.11,4.68,5.17
262,2062,,,3.43,4.13,4.72,5.24
263,2063,,,3.44,4.14,4.76,5.31
264,2064,,,3.46,4.15,4.8,5.39
265,2065,,,3.47,4.16,4.85,5.46
266,2066,,,3.49,4.17,4.9,5.53
267,2067,,,3.5,4.18,4.95,5.61
268,2068,,,3.52,4.18,5.01,5.68
269,2069,,,3.53,4.19,5.07,5.74
270,2070,,,3.54,4.2,5.12,5.8
271,2071,,,3.54,4.22,5.18,5.87
272,2072,,,3.55,4.25,5.23,5.93
273,2073,,,3.55,4.28,5.29,5.99
274,2074,,,3.54,4.31,5.34,6.06
275,2075,,,3.54,4.35,5.4,6.13
276,2076,,,3.53,4.38,5.46,6.21
277,2077,,,3.51,4.42,5.51,6.3
278,2078,,,3.49,4.44,5.57,6.38
279,2079,,,3.47,4.47,5.62,6.47
280,2080,,,3.45,4.49,5.67,6.57
281,2081,,,3.42,4.52,5.73,6.66
282,2082,,,3.4,4.55,5.79,6.76
283,2083,,,3.38,4.58,5.84,6.86
284,2084,,,3.37,4.6,5.9,6.95
285,2085,,,3.36,4.62,5.95,7.04
286,2086,,,3.35,4.64,6.0,7.13
287,2087,,,3.34,4.66,6.05,7.22
288,2088,,,3.34,4.69,6.1,7.31
289,2089,,,3.35,4.71,6.16,7.4
290,2090,,,3.36,4.74,6.22,7.49
291,2091,,,3.37,4.77,6.29,7.57
292,2092,,,3.38,4.78,6.36,7.65
293,2093,,,3.4,4.8,6.43,7.73
294,2094,,,3.42,4.82,6.5,7.81
295,2095,,,3.43,4.84,6.57,7.89
296,2096,,,3.45,4.86,6.64,7.97
297,2097,,,3.47,4.88,6.71,8.05
298,2098,,,3.49,4.9,6.78,8.13
299,2099,,,3.51,4.92,6.86,8.21
300,2100,,,3.53,4.93,6.93,8.29
