Sierra Leone,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
144,1944,0.48500000000000004,0.4,,,,
145,1945,0.505,0.39,,,,
146,1946,0.36500000000000005,0.36,,,,
147,1947,0.465,0.34,,,,
148,1948,0.13500000000000006,0.32,,,,
149,1949,0.275,0.3,,,,
150,1950,0.13500000000000006,0.28,,,,
151,1951,0.255,0.27,,,,
152,1952,0.31500000000000006,0.26,,,,
153,1953,0.44500000000000006,0.26,,,,
154,1954,0.07500000000000007,0.26,,,,
155,1955,0.16500000000000004,0.28,,,,
156,1956,0.03500000000000003,0.29,,,,
157,1957,0.37500000000000006,0.3,,,,
158,1958,0.42500000000000004,0.31,,,,
159,1959,0.37500000000000006,0.31,,,,
160,1960,0.45500000000000007,0.32,,,,
161,1961,0.30500000000000005,0.33,,,,
162,1962,0.24500000000000005,0.35,,,,
163,1963,0.555,0.36,,,,
164,1964,0.28500000000000003,0.38,,,,
165,1965,0.13500000000000006,0.39,,,,
166,1966,0.43500000000000005,0.41,,,,
167,1967,0.265,0.43,,,,
168,1968,0.465,0.44,,,,
169,1969,0.675,0.46,,,,
170,1970,0.685,0.47,,,,
171,1971,0.265,0.49,,,,
172,1972,0.5750000000000001,0.51,,,,
173,1973,0.9550000000000001,0.53,,,,
174,1974,0.395,0.56,,,,
175,1975,0.3350000000000001,0.58,,,,
176,1976,0.15500000000000003,0.6,,,,
177,1977,0.7150000000000001,0.62,,,,
178,1978,0.5850000000000001,0.65,,,,
179,1979,0.9550000000000001,0.67,,,,
180,1980,0.865,0.69,,,,
181,1981,0.7350000000000001,0.72,,,,
182,1982,0.635,0.75,,,,
183,1983,0.9650000000000001,0.77,,,,
184,1984,0.7450000000000001,0.79,,,,
185,1985,0.615,0.8,,,,
186,1986,0.49500000000000005,0.82,,,,
187,1987,1.295,0.83,,,,
188,1988,0.9750000000000001,0.85,,,,
189,1989,0.7050000000000001,0.87,,,,
190,1990,0.9450000000000001,0.9,,,,
191,1991,1.0150000000000001,0.94,,,,
192,1992,0.8150000000000001,0.98,,,,
193,1993,1.0350000000000001,1.02,,,,
194,1994,0.795,1.05,,,,
195,1995,1.115,1.07,,,,
196,1996,1.295,1.1,,,,
197,1997,1.275,1.13,,,,
198,1998,1.595,1.17,,,,
199,1999,0.9850000000000001,1.2,,,,
200,2000,0.9650000000000001,1.24,,,,
201,2001,1.275,1.27,,,,
202,2002,1.315,1.29,,,,
203,2003,1.2650000000000001,1.31,,,,
204,2004,1.3050000000000002,1.33,,,,
205,2005,1.595,1.35,1.18,1.18,1.19,1.18
206,2006,1.445,1.36,1.21,1.22,1.23,1.21
207,2007,1.395,1.36,1.24,1.25,1.26,1.25
208,2008,1.375,1.35,1.28,1.28,1.29,1.28
209,2009,1.375,1.35,1.31,1.31,1.32,1.31
210,2010,1.645,1.35,1.34,1.35,1.35,1.34
211,2011,1.275,1.36,1.37,1.38,1.38,1.38
212,2012,0.995,1.37,1.4,1.41,1.42,1.41
213,2013,1.0950000000000002,1.39,1.44,1.44,1.45,1.44
214,2014,1.115,1.42,1.47,1.47,1.48,1.48
215,2015,1.375,1.45,1.51,1.51,1.51,1.51
216,2016,1.595,1.47,1.54,1.54,1.54,1.54
217,2017,1.705,1.51,1.58,1.57,1.56,1.57
218,2018,1.455,1.54,1.61,1.6,1.59,1.6
219,2019,1.625,1.57,1.65,1.64,1.61,1.64
220,2020,1.695,1.61,1.68,1.67,1.64,1.67
221,2021,,,1.72,1.7,1.67,1.7
222,2022,,,1.75,1.73,1.7,1.74
223,2023,,,1.79,1.76,1.74,1.77
224,2024,,,1.82,1.79,1.77,1.81
225,2025,,,1.85,1.82,1.8,1.84
226,2026,,,1.87,1.84,1.83,1.88
227,2027,,,1.9,1.87,1.87,1.91
228,2028,,,1.93,1.9,1.91,1.94
229,2029,,,1.95,1.93,1.94,1.97
230,2030,,,1.98,1.95,1.98,2.01
231,2031,,,2.0,1.98,2.01,2.04
232,2032,,,2.03,2.01,2.05,2.07
233,2033,,,2.05,2.03,2.08,2.11
234,2034,,,2.07,2.06,2.11,2.15
235,2035,,,2.09,2.09,2.14,2.18
236,2036,,,2.11,2.12,2.17,2.22
237,2037,,,2.13,2.14,2.2,2.27
238,2038,,,2.15,2.17,2.24,2.31
239,2039,,,2.16,2.2,2.27,2.36
240,2040,,,2.18,2.22,2.3,2.41
241,2041,,,2.19,2.25,2.33,2.46
242,2042,,,2.2,2.28,2.37,2.5
243,2043,,,2.21,2.3,2.4,2.55
244,2044,,,2.23,2.33,2.44,2.6
245,2045,,,2.24,2.36,2.48,2.64
246,2046,,,2.25,2.39,2.52,2.69
247,2047,,,2.26,2.42,2.56,2.73
248,2048,,,2.27,2.45,2.61,2.78
249,2049,,,2.28,2.48,2.65,2.82
250,2050,,,2.28,2.51,2.69,2.87
251,2051,,,2.29,2.55,2.74,2.92
252,2052,,,2.3,2.58,2.78,2.97
253,2053,,,2.31,2.61,2.82,3.02
254,2054,,,2.32,2.64,2.86,3.07
255,2055,,,2.33,2.67,2.9,3.12
256,2056,,,2.34,2.7,2.94,3.18
257,2057,,,2.34,2.72,2.98,3.23
258,2058,,,2.35,2.75,3.01,3.29
259,2059,,,2.36,2.77,3.05,3.34
260,2060,,,2.37,2.79,3.09,3.4
261,2061,,,2.38,2.81,3.12,3.45
262,2062,,,2.38,2.84,3.16,3.51
263,2063,,,2.39,2.86,3.21,3.56
264,2064,,,2.39,2.88,3.25,3.62
265,2065,,,2.39,2.9,3.29,3.67
266,2066,,,2.39,2.92,3.33,3.73
267,2067,,,2.39,2.94,3.36,3.78
268,2068,,,2.39,2.96,3.4,3.84
269,2069,,,2.39,2.98,3.45,3.9
270,2070,,,2.39,3.0,3.49,3.95
271,2071,,,2.4,3.02,3.53,4.01
272,2072,,,2.4,3.04,3.58,4.07
273,2073,,,2.4,3.06,3.62,4.13
274,2074,,,2.4,3.08,3.66,4.2
275,2075,,,2.4,3.1,3.7,4.26
276,2076,,,2.4,3.12,3.75,4.32
277,2077,,,2.41,3.14,3.8,4.39
278,2078,,,2.41,3.15,3.84,4.46
279,2079,,,2.41,3.17,3.89,4.52
280,2080,,,2.41,3.19,3.94,4.59
281,2081,,,2.41,3.2,3.98,4.65
282,2082,,,2.41,3.22,4.03,4.72
283,2083,,,2.4,3.23,4.07,4.79
284,2084,,,2.4,3.25,4.12,4.85
285,2085,,,2.39,3.26,4.16,4.91
286,2086,,,2.38,3.28,4.2,4.98
287,2087,,,2.38,3.29,4.24,5.04
288,2088,,,2.37,3.31,4.28,5.1
289,2089,,,2.36,3.32,4.32,5.16
290,2090,,,2.35,3.33,4.36,5.22
291,2091,,,2.34,3.35,4.4,5.28
292,2092,,,2.33,3.36,4.44,5.34
293,2093,,,2.33,3.37,4.49,5.4
294,2094,,,2.33,3.39,4.54,5.47
295,2095,,,2.32,3.41,4.59,5.53
296,2096,,,2.32,3.42,4.64,5.59
297,2097,,,2.32,3.44,4.69,5.65
298,2098,,,2.31,3.45,4.74,5.71
299,2099,,,2.31,3.47,4.79,5.77
300,2100,,,2.31,3.48,4.84,5.84
