Lesotho,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
134,1934,0.3354545454545455,0.34,,,,
135,1935,-0.30454545454545445,0.36,,,,
136,1936,0.0754545454545455,0.39,,,,
137,1937,0.5154545454545455,0.42,,,,
138,1938,0.5954545454545455,0.45,,,,
139,1939,0.05545454545454548,0.47,,,,
140,1940,0.7654545454545455,0.5,,,,
141,1941,0.9954545454545455,0.54,,,,
142,1942,0.5554545454545455,0.58,,,,
143,1943,-0.2545454545454545,0.61,,,,
144,1944,0.6454545454545455,0.63,,,,
145,1945,0.7254545454545455,0.63,,,,
146,1946,0.7954545454545455,0.62,,,,
147,1947,0.7054545454545456,0.61,,,,
148,1948,0.5054545454545455,0.58,,,,
149,1949,0.8154545454545454,0.54,,,,
150,1950,0.6554545454545455,0.5,,,,
151,1951,0.05545454545454548,0.46,,,,
152,1952,0.6454545454545455,0.44,,,,
153,1953,0.3254545454545455,0.42,,,,
154,1954,0.10545454545454552,0.42,,,,
155,1955,-0.3645454545454545,0.42,,,,
156,1956,0.2154545454545455,0.44,,,,
157,1957,0.4354545454545455,0.45,,,,
158,1958,0.8154545454545454,0.48,,,,
159,1959,0.4554545454545455,0.51,,,,
160,1960,0.5854545454545454,0.54,,,,
161,1961,0.8254545454545454,0.57,,,,
162,1962,0.9154545454545455,0.59,,,,
163,1963,0.5054545454545455,0.61,,,,
164,1964,0.3754545454545455,0.62,,,,
165,1965,0.5354545454545455,0.63,,,,
166,1966,0.9054545454545455,0.63,,,,
167,1967,0.3854545454545455,0.63,,,,
168,1968,0.23545454545454547,0.62,,,,
169,1969,1.0554545454545456,0.6,,,,
170,1970,1.0154545454545456,0.58,,,,
171,1971,0.5654545454545455,0.57,,,,
172,1972,0.6654545454545455,0.57,,,,
173,1973,0.5954545454545455,0.57,,,,
174,1974,0.30545454545454553,0.57,,,,
175,1975,0.2154545454545455,0.57,,,,
176,1976,0.0854545454545455,0.58,,,,
177,1977,0.9254545454545455,0.6,,,,
178,1978,0.4654545454545455,0.64,,,,
179,1979,0.8954545454545455,0.7,,,,
180,1980,0.7254545454545455,0.76,,,,
181,1981,0.1554545454545455,0.82,,,,
182,1982,0.9454545454545455,0.88,,,,
183,1983,1.5054545454545454,0.91,,,,
184,1984,0.9554545454545456,0.94,,,,
185,1985,1.2454545454545456,0.96,,,,
186,1986,1.1054545454545455,0.98,,,,
187,1987,1.2854545454545456,1.0,,,,
188,1988,0.6554545454545455,1.01,,,,
189,1989,0.5354545454545455,1.0,,,,
190,1990,0.8454545454545455,0.98,,,,
191,1991,0.9654545454545456,0.96,,,,
192,1992,1.6254545454545455,0.95,,,,
193,1993,1.3254545454545457,0.95,,,,
194,1994,0.6354545454545455,0.96,,,,
195,1995,1.0354545454545456,0.98,,,,
196,1996,0.4654545454545455,1.0,,,,
197,1997,0.7254545454545455,1.02,,,,
198,1998,1.2454545454545456,1.03,,,,
199,1999,1.6854545454545455,1.06,,,,
200,2000,0.6854545454545455,1.09,,,,
201,2001,1.0354545454545456,1.12,,,,
202,2002,1.1054545454545455,1.16,,,,
203,2003,1.4354545454545455,1.19,,,,
204,2004,1.3654545454545455,1.22,,,,
205,2005,1.4654545454545453,1.24,1.14,1.17,1.16,1.15
206,2006,0.8554545454545455,1.25,1.17,1.2,1.19,1.18
207,2007,1.3754545454545455,1.26,1.21,1.23,1.22,1.21
208,2008,1.2854545454545456,1.27,1.24,1.26,1.25,1.25
209,2009,1.1554545454545455,1.29,1.27,1.29,1.29,1.28
210,2010,1.8454545454545457,1.31,1.31,1.32,1.32,1.31
211,2011,0.8654545454545455,1.34,1.34,1.35,1.35,1.34
212,2012,1.1454545454545455,1.38,1.38,1.38,1.38,1.37
213,2013,1.2854545454545456,1.41,1.41,1.42,1.41,1.41
214,2014,1.3154545454545454,1.44,1.45,1.45,1.45,1.45
215,2015,2.1954545454545453,1.47,1.49,1.49,1.48,1.49
216,2016,1.9654545454545453,1.5,1.53,1.52,1.52,1.53
217,2017,1.3654545454545455,1.53,1.57,1.56,1.56,1.57
218,2018,1.4054545454545455,1.57,1.61,1.59,1.6,1.61
219,2019,2.1754545454545453,1.6,1.66,1.62,1.63,1.65
220,2020,1.2454545454545456,1.63,1.7,1.66,1.67,1.7
221,2021,,,1.74,1.69,1.7,1.74
222,2022,,,1.78,1.73,1.74,1.79
223,2023,,,1.82,1.76,1.77,1.84
224,2024,,,1.85,1.8,1.81,1.89
225,2025,,,1.88,1.83,1.84,1.94
226,2026,,,1.91,1.87,1.88,1.99
227,2027,,,1.94,1.91,1.92,2.03
228,2028,,,1.96,1.95,1.95,2.08
229,2029,,,1.99,1.99,1.99,2.12
230,2030,,,2.02,2.02,2.03,2.17
231,2031,,,2.04,2.05,2.07,2.21
232,2032,,,2.06,2.09,2.12,2.26
233,2033,,,2.09,2.12,2.16,2.3
234,2034,,,2.11,2.15,2.21,2.36
235,2035,,,2.14,2.19,2.25,2.41
236,2036,,,2.17,2.22,2.3,2.46
237,2037,,,2.19,2.25,2.35,2.52
238,2038,,,2.22,2.28,2.4,2.58
239,2039,,,2.24,2.32,2.44,2.64
240,2040,,,2.26,2.35,2.49,2.7
241,2041,,,2.28,2.39,2.54,2.76
242,2042,,,2.29,2.44,2.6,2.82
243,2043,,,2.31,2.48,2.65,2.88
244,2044,,,2.32,2.52,2.7,2.93
245,2045,,,2.34,2.56,2.75,2.99
246,2046,,,2.35,2.61,2.81,3.04
247,2047,,,2.36,2.65,2.86,3.1
248,2048,,,2.37,2.69,2.92,3.16
249,2049,,,2.38,2.74,2.97,3.23
250,2050,,,2.39,2.78,3.01,3.29
251,2051,,,2.41,2.82,3.06,3.35
252,2052,,,2.43,2.85,3.11,3.42
253,2053,,,2.45,2.89,3.15,3.48
254,2054,,,2.46,2.92,3.2,3.55
255,2055,,,2.47,2.95,3.25,3.62
256,2056,,,2.48,2.98,3.31,3.68
257,2057,,,2.49,3.0,3.36,3.75
258,2058,,,2.49,3.03,3.42,3.82
259,2059,,,2.5,3.05,3.48,3.88
260,2060,,,2.51,3.07,3.54,3.95
261,2061,,,2.51,3.1,3.6,4.02
262,2062,,,2.51,3.12,3.66,4.09
263,2063,,,2.5,3.14,3.73,4.17
264,2064,,,2.5,3.17,3.79,4.24
265,2065,,,2.5,3.19,3.85,4.32
266,2066,,,2.5,3.22,3.9,4.4
267,2067,,,2.51,3.25,3.95,4.47
268,2068,,,2.51,3.28,4.0,4.55
269,2069,,,2.52,3.31,4.06,4.63
270,2070,,,2.52,3.34,4.11,4.71
271,2071,,,2.53,3.37,4.17,4.78
272,2072,,,2.54,3.4,4.22,4.86
273,2073,,,2.55,3.43,4.28,4.94
274,2074,,,2.55,3.46,4.33,5.01
275,2075,,,2.56,3.49,4.38,5.09
276,2076,,,2.56,3.52,4.43,5.17
277,2077,,,2.56,3.55,4.47,5.25
278,2078,,,2.56,3.58,4.52,5.33
279,2079,,,2.57,3.6,4.57,5.42
280,2080,,,2.56,3.63,4.62,5.5
281,2081,,,2.56,3.65,4.67,5.59
282,2082,,,2.56,3.67,4.72,5.67
283,2083,,,2.55,3.69,4.78,5.75
284,2084,,,2.54,3.71,4.84,5.83
285,2085,,,2.53,3.73,4.91,5.91
286,2086,,,2.52,3.74,4.97,5.99
287,2087,,,2.52,3.76,5.04,6.07
288,2088,,,2.51,3.77,5.11,6.16
289,2089,,,2.5,3.78,5.18,6.24
290,2090,,,2.5,3.79,5.24,6.33
291,2091,,,2.49,3.8,5.31,6.41
292,2092,,,2.49,3.82,5.37,6.48
293,2093,,,2.49,3.83,5.44,6.56
294,2094,,,2.49,3.85,5.51,6.64
295,2095,,,2.49,3.87,5.58,6.72
296,2096,,,2.49,3.89,5.65,6.8
297,2097,,,2.49,3.9,5.71,6.88
298,2098,,,2.49,3.92,5.78,6.96
299,2099,,,2.49,3.94,5.85,7.04
300,2100,,,2.49,3.96,5.92,7.12
