Spain,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
170,1970,0.3564516129032258,0.19,,,,
171,1971,-0.24354838709677423,0.17,,,,
172,1972,-0.5335483870967741,0.15,,,,
173,1973,0.09645161290322582,0.14,,,,
174,1974,0.006451612903225823,0.15,,,,
175,1975,0.08645161290322581,0.18,,,,
176,1976,0.12645161290322582,0.22,,,,
177,1977,0.2364516129032258,0.28,,,,
178,1978,0.3564516129032258,0.34,,,,
179,1979,0.4964516129032258,0.4,,,,
180,1980,0.2564516129032258,0.46,,,,
181,1981,0.8964516129032258,0.52,,,,
182,1982,0.8564516129032258,0.59,,,,
183,1983,0.8364516129032258,0.65,,,,
184,1984,-0.013548387096774195,0.71,,,,
185,1985,0.7464516129032258,0.75,,,,
186,1986,0.4864516129032258,0.79,,,,
187,1987,1.0764516129032258,0.82,,,,
188,1988,0.8064516129032258,0.85,,,,
189,1989,1.6364516129032258,0.89,,,,
190,1990,1.3364516129032258,0.93,,,,
191,1991,0.5764516129032258,0.98,,,,
192,1992,0.5364516129032258,1.03,,,,
193,1993,0.11645161290322581,1.07,,,,
194,1994,1.3464516129032258,1.09,,,,
195,1995,1.7464516129032257,1.12,,,,
196,1996,0.8064516129032258,1.14,,,,
197,1997,1.7564516129032257,1.17,,,,
198,1998,1.246451612903226,1.21,,,,
199,1999,1.0664516129032258,1.24,,,,
200,2000,1.1664516129032259,1.26,,,,
201,2001,1.3064516129032258,1.27,,,,
202,2002,1.3264516129032258,1.27,,,,
203,2003,1.6664516129032259,1.27,,,,
204,2004,1.1164516129032258,1.28,,,,
205,2005,0.9964516129032259,1.28,1.31,1.31,1.34,1.29
206,2006,1.8264516129032258,1.29,1.33,1.34,1.36,1.32
207,2007,0.9864516129032259,1.31,1.36,1.36,1.39,1.35
208,2008,0.9564516129032259,1.33,1.39,1.38,1.41,1.38
209,2009,1.6764516129032259,1.36,1.41,1.41,1.43,1.41
210,2010,0.8964516129032258,1.39,1.44,1.44,1.45,1.43
211,2011,1.9364516129032259,1.42,1.47,1.46,1.48,1.46
212,2012,1.226451612903226,1.47,1.49,1.49,1.5,1.49
213,2013,0.9564516129032259,1.52,1.52,1.51,1.52,1.52
214,2014,1.7864516129032257,1.56,1.55,1.54,1.55,1.56
215,2015,1.8664516129032258,1.61,1.58,1.58,1.57,1.59
216,2016,1.6564516129032258,1.66,1.62,1.62,1.6,1.63
217,2017,2.036451612903226,1.71,1.66,1.66,1.63,1.67
218,2018,1.3364516129032258,1.76,1.7,1.7,1.67,1.71
219,2019,1.6664516129032259,1.81,1.74,1.74,1.7,1.74
220,2020,2.036451612903226,1.86,1.77,1.78,1.73,1.78
221,2021,,,1.81,1.83,1.76,1.82
222,2022,,,1.84,1.87,1.8,1.86
223,2023,,,1.87,1.91,1.84,1.89
224,2024,,,1.9,1.94,1.88,1.93
225,2025,,,1.93,1.97,1.92,1.97
226,2026,,,1.96,2.0,1.96,2.01
227,2027,,,1.98,2.02,2.0,2.04
228,2028,,,2.01,2.05,2.05,2.09
229,2029,,,2.03,2.09,2.09,2.13
230,2030,,,2.05,2.12,2.14,2.18
231,2031,,,2.08,2.15,2.18,2.22
232,2032,,,2.11,2.19,2.23,2.27
233,2033,,,2.13,2.21,2.27,2.32
234,2034,,,2.16,2.24,2.3,2.37
235,2035,,,2.18,2.27,2.33,2.42
236,2036,,,2.2,2.3,2.36,2.47
237,2037,,,2.23,2.33,2.39,2.53
238,2038,,,2.25,2.35,2.42,2.58
239,2039,,,2.28,2.37,2.45,2.63
240,2040,,,2.3,2.39,2.48,2.69
241,2041,,,2.32,2.41,2.51,2.74
242,2042,,,2.34,2.43,2.55,2.79
243,2043,,,2.36,2.45,2.58,2.84
244,2044,,,2.37,2.48,2.63,2.9
245,2045,,,2.39,2.51,2.68,2.95
246,2046,,,2.4,2.54,2.73,3.01
247,2047,,,2.41,2.58,2.78,3.06
248,2048,,,2.42,2.61,2.83,3.11
249,2049,,,2.43,2.65,2.87,3.16
250,2050,,,2.43,2.69,2.92,3.21
251,2051,,,2.44,2.72,2.96,3.26
252,2052,,,2.44,2.75,3.0,3.31
253,2053,,,2.45,2.78,3.04,3.36
254,2054,,,2.45,2.81,3.08,3.41
255,2055,,,2.45,2.84,3.12,3.46
256,2056,,,2.45,2.86,3.16,3.51
257,2057,,,2.45,2.89,3.2,3.57
258,2058,,,2.45,2.92,3.24,3.63
259,2059,,,2.45,2.95,3.28,3.69
260,2060,,,2.45,2.97,3.32,3.75
261,2061,,,2.46,2.99,3.36,3.81
262,2062,,,2.46,3.02,3.4,3.88
263,2063,,,2.46,3.04,3.44,3.94
264,2064,,,2.47,3.06,3.49,4.0
265,2065,,,2.47,3.08,3.53,4.07
266,2066,,,2.48,3.1,3.57,4.14
267,2067,,,2.48,3.12,3.61,4.21
268,2068,,,2.49,3.13,3.66,4.28
269,2069,,,2.49,3.15,3.71,4.35
270,2070,,,2.5,3.16,3.76,4.42
271,2071,,,2.5,3.18,3.81,4.49
272,2072,,,2.5,3.19,3.86,4.57
273,2073,,,2.5,3.21,3.91,4.64
274,2074,,,2.5,3.23,3.96,4.72
275,2075,,,2.5,3.24,4.0,4.79
276,2076,,,2.5,3.25,4.05,4.86
277,2077,,,2.5,3.27,4.1,4.94
278,2078,,,2.5,3.29,4.15,5.01
279,2079,,,2.5,3.32,4.2,5.08
280,2080,,,2.5,3.34,4.25,5.14
281,2081,,,2.5,3.37,4.3,5.21
282,2082,,,2.5,3.4,4.35,5.28
283,2083,,,2.51,3.43,4.4,5.35
284,2084,,,2.51,3.45,4.45,5.42
285,2085,,,2.51,3.47,4.51,5.5
286,2086,,,2.51,3.49,4.56,5.57
287,2087,,,2.51,3.51,4.62,5.64
288,2088,,,2.51,3.52,4.67,5.71
289,2089,,,2.51,3.53,4.73,5.78
290,2090,,,2.51,3.54,4.78,5.85
291,2091,,,2.5,3.54,4.83,5.93
292,2092,,,2.49,3.55,4.89,6.0
293,2093,,,2.48,3.56,4.95,6.07
294,2094,,,2.47,3.57,5.01,6.15
295,2095,,,2.46,3.58,5.07,6.22
296,2096,,,2.45,3.59,5.13,6.3
297,2097,,,2.44,3.6,5.19,6.37
298,2098,,,2.43,3.61,5.25,6.45
299,2099,,,2.42,3.62,5.31,6.52
300,2100,,,2.41,3.63,5.37,6.6
