Sri Lanka,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
225,2025,,,1.43,1.42,1.42,1.46
226,2026,,,1.45,1.44,1.44,1.49
227,2027,,,1.47,1.47,1.47,1.52
228,2028,,,1.49,1.49,1.49,1.55
229,2029,,,1.51,1.51,1.52,1.58
230,2030,,,1.53,1.54,1.55,1.6
231,2031,,,1.55,1.56,1.58,1.63
232,2032,,,1.57,1.59,1.6,1.67
233,2033,,,1.59,1.61,1.63,1.7
234,2034,,,1.61,1.64,1.66,1.73
235,2035,,,1.63,1.66,1.69,1.77
236,2036,,,1.65,1.69,1.72,1.8
237,2037,,,1.67,1.71,1.75,1.84
238,2038,,,1.69,1.73,1.78,1.88
239,2039,,,1.7,1.75,1.81,1.92
240,2040,,,1.72,1.78,1.84,1.97
241,2041,,,1.73,1.8,1.87,2.01
242,2042,,,1.75,1.83,1.9,2.05
243,2043,,,1.77,1.85,1.93,2.09
244,2044,,,1.78,1.88,1.97,2.13
245,2045,,,1.8,1.9,2.0,2.17
246,2046,,,1.81,1.93,2.03,2.22
247,2047,,,1.83,1.96,2.06,2.26
248,2048,,,1.84,1.98,2.1,2.3
249,2049,,,1.84,2.01,2.13,2.34
250,2050,,,1.85,2.03,2.16,2.39
251,2051,,,1.86,2.06,2.2,2.43
252,2052,,,1.87,2.08,2.23,2.48
253,2053,,,1.88,2.11,2.26,2.52
254,2054,,,1.89,2.13,2.3,2.57
255,2055,,,1.9,2.15,2.33,2.62
256,2056,,,1.9,2.17,2.37,2.67
257,2057,,,1.91,2.2,2.4,2.71
258,2058,,,1.91,2.22,2.44,2.76
259,2059,,,1.92,2.24,2.48,2.8
260,2060,,,1.93,2.26,2.51,2.84
261,2061,,,1.93,2.28,2.55,2.89
262,2062,,,1.93,2.3,2.58,2.94
263,2063,,,1.94,2.32,2.62,2.98
264,2064,,,1.94,2.33,2.65,3.03
265,2065,,,1.94,2.35,2.68,3.08
266,2066,,,1.94,2.37,2.71,3.13
267,2067,,,1.94,2.39,2.74,3.18
268,2068,,,1.94,2.41,2.77,3.23
269,2069,,,1.95,2.43,2.8,3.29
270,2070,,,1.95,2.45,2.83,3.34
271,2071,,,1.95,2.47,2.86,3.39
272,2072,,,1.95,2.49,2.9,3.45
273,2073,,,1.95,2.5,2.93,3.5
274,2074,,,1.95,2.52,2.97,3.56
275,2075,,,1.95,2.53,3.01,3.61
276,2076,,,1.95,2.55,3.05,3.66
277,2077,,,1.95,2.56,3.09,3.72
278,2078,,,1.96,2.58,3.13,3.77
279,2079,,,1.96,2.59,3.18,3.82
280,2080,,,1.96,2.6,3.22,3.87
281,2081,,,1.96,2.62,3.26,3.93
282,2082,,,1.96,2.63,3.3,3.98
283,2083,,,1.96,2.64,3.34,4.03
284,2084,,,1.96,2.65,3.39,4.08
285,2085,,,1.96,2.66,3.43,4.13
286,2086,,,1.95,2.68,3.46,4.18
287,2087,,,1.95,2.69,3.5,4.23
288,2088,,,1.94,2.7,3.54,4.29
289,2089,,,1.94,2.71,3.58,4.34
290,2090,,,1.93,2.72,3.61,4.4
291,2091,,,1.93,2.73,3.65,4.45
292,2092,,,1.93,2.73,3.69,4.51
293,2093,,,1.93,2.74,3.73,4.57
294,2094,,,1.93,2.75,3.77,4.62
295,2095,,,1.92,2.76,3.81,4.68
296,2096,,,1.92,2.77,3.85,4.74
297,2097,,,1.93,2.78,3.89,4.79
298,2098,,,1.93,2.79,3.93,4.85
299,2099,,,1.93,2.8,3.97,4.91
300,2100,,,1.93,2.8,4.01,4.96
