Republic of Serbia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
46,1846,0.9583870967741934,-0.17,,,,
47,1847,-0.5416129032258066,-0.15,,,,
48,1848,0.4283870967741935,-0.13,,,,
49,1849,-0.33161290322580644,-0.12,,,,
50,1850,-0.5316129032258066,-0.12,,,,
51,1851,-0.07161290322580649,-0.12,,,,
52,1852,0.1683870967741935,-0.12,,,,
53,1853,0.1583870967741935,-0.12,,,,
54,1854,-0.2916129032258065,-0.11,,,,
55,1855,-0.04161290322580652,-0.08,,,,
56,1856,-0.2716129032258065,-0.05,,,,
57,1857,-0.2916129032258065,-0.02,,,,
58,1858,-1.0416129032258064,0.0,,,,
59,1859,0.5183870967741935,0.03,,,,
60,1860,0.1683870967741935,0.05,,,,
61,1861,0.01838709677419348,0.08,,,,
62,1862,0.4483870967741935,0.11,,,,
63,1863,0.9983870967741935,0.14,,,,
64,1864,-1.0416129032258064,0.16,,,,
65,1865,-0.04161290322580652,0.17,,,,
66,1866,0.4183870967741935,0.17,,,,
67,1867,0.1683870967741935,0.16,,,,
68,1868,0.5683870967741935,0.14,,,,
69,1869,0.3583870967741935,0.12,,,,
70,1870,-0.6416129032258064,0.1,,,,
71,1871,-0.7216129032258065,0.08,,,,
72,1872,1.1983870967741934,0.07,,,,
73,1873,0.7283870967741934,0.05,,,,
74,1874,-0.2516129032258065,0.03,,,,
75,1875,-1.0316129032258063,0.01,,,,
76,1876,0.11838709677419351,-0.02,,,,
77,1877,0.1283870967741935,-0.03,,,,
78,1878,0.3383870967741935,-0.04,,,,
79,1879,-0.2516129032258065,-0.05,,,,
80,1880,0.01838709677419348,-0.06,,,,
81,1881,-0.6816129032258065,-0.08,,,,
82,1882,0.5883870967741935,-0.09,,,,
83,1883,-0.45161290322580655,-0.11,,,,
84,1884,-0.4916129032258065,-0.12,,,,
85,1885,0.2783870967741935,-0.14,,,,
86,1886,0.3783870967741935,-0.16,,,,
87,1887,-0.07161290322580649,-0.16,,,,
88,1888,-0.8516129032258064,-0.16,,,,
89,1889,-0.43161290322580653,-0.16,,,,
90,1890,-0.011612903225806492,-0.16,,,,
91,1891,-0.31161290322580654,-0.15,,,,
92,1892,0.2983870967741935,-0.13,,,,
93,1893,-0.9616129032258065,-0.1,,,,
94,1894,0.0983870967741935,-0.07,,,,
95,1895,-0.0816129032258065,-0.04,,,,
96,1896,-0.20161290322580655,-0.0,,,,
97,1897,-0.07161290322580649,0.03,,,,
98,1898,0.7083870967741934,0.05,,,,
99,1899,0.028387096774193488,0.07,,,,
100,1900,0.7483870967741935,0.08,,,,
101,1901,-0.11161290322580647,0.09,,,,
102,1902,-0.2516129032258065,0.09,,,,
103,1903,0.4383870967741935,0.09,,,,
104,1904,0.24838709677419352,0.08,,,,
105,1905,-0.05161290322580647,0.07,,,,
106,1906,0.008387096774193525,0.05,,,,
107,1907,-0.19161290322580654,0.03,,,,
108,1908,-0.33161290322580644,0.02,,,,
109,1909,-0.05161290322580647,0.01,,,,
110,1910,0.5983870967741935,0.02,,,,
111,1911,0.3583870967741935,0.04,,,,
112,1912,-0.4216129032258065,0.06,,,,
113,1913,-0.05161290322580647,0.09,,,,
114,1914,-0.6316129032258064,0.11,,,,
115,1915,0.1783870967741935,0.13,,,,
116,1916,1.1383870967741936,0.15,,,,
117,1917,0.1783870967741935,0.16,,,,
118,1918,0.5883870967741935,0.19,,,,
119,1919,-0.19161290322580654,0.22,,,,
120,1920,0.2983870967741935,0.27,,,,
121,1921,0.2183870967741935,0.31,,,,
122,1922,-0.21161290322580645,0.34,,,,
123,1923,1.1583870967741936,0.36,,,,
124,1924,-0.30161290322580653,0.36,,,,
125,1925,0.4083870967741935,0.36,,,,
126,1926,0.8383870967741935,0.36,,,,
127,1927,1.1683870967741936,0.37,,,,
128,1928,0.4383870967741935,0.38,,,,
129,1929,-0.7116129032258065,0.4,,,,
130,1930,1.0083870967741935,0.43,,,,
131,1931,0.048387096774193505,0.45,,,,
132,1932,-0.18161290322580653,0.46,,,,
133,1933,-0.9616129032258065,0.45,,,,
134,1934,1.2083870967741934,0.43,,,,
135,1935,0.3083870967741935,0.41,,,,
136,1936,1.0183870967741935,0.4,,,,
137,1937,0.9683870967741934,0.39,,,,
138,1938,0.25838709677419347,0.4,,,,
139,1939,0.7083870967741934,0.41,,,,
140,1940,-1.3616129032258064,0.43,,,,
141,1941,-0.5816129032258064,0.43,,,,
142,1942,-0.4916129032258065,0.44,,,,
143,1943,0.7983870967741935,0.44,,,,
144,1944,-0.0016129032258064835,0.46,,,,
145,1945,0.3883870967741935,0.49,,,,
146,1946,1.1483870967741936,0.53,,,,
147,1947,0.7883870967741935,0.58,,,,
148,1948,0.4983870967741935,0.62,,,,
149,1949,0.2883870967741935,0.64,,,,
150,1950,1.4783870967741937,0.64,,,,
151,1951,1.5483870967741935,0.64,,,,
152,1952,1.1883870967741934,0.63,,,,
153,1953,0.2783870967741935,0.63,,,,
154,1954,-0.5116129032258065,0.62,,,,
155,1955,0.4283870967741935,0.6,,,,
156,1956,-0.8216129032258064,0.57,,,,
157,1957,0.6983870967741935,0.52,,,,
158,1958,1.0083870967741935,0.47,,,,
159,1959,0.1683870967741935,0.43,,,,
160,1960,0.8583870967741936,0.42,,,,
161,1961,0.9583870967741934,0.42,,,,
162,1962,0.0983870967741935,0.42,,,,
163,1963,0.1283870967741935,0.41,,,,
164,1964,-0.10161290322580652,0.4,,,,
165,1965,-0.03161290322580651,0.37,,,,
166,1966,1.0383870967741935,0.35,,,,
167,1967,0.5383870967741935,0.33,,,,
168,1968,0.6383870967741936,0.33,,,,
169,1969,-0.11161290322580647,0.33,,,,
170,1970,0.2383870967741935,0.34,,,,
171,1971,0.2883870967741935,0.34,,,,
172,1972,0.5583870967741935,0.33,,,,
173,1973,0.008387096774193525,0.32,,,,
174,1974,0.5283870967741935,0.31,,,,
175,1975,0.7283870967741934,0.3,,,,
176,1976,-0.3916129032258065,0.31,,,,
177,1977,0.8183870967741935,0.31,,,,
178,1978,-0.2716129032258065,0.32,,,,
179,1979,0.6983870967741935,0.31,,,,
180,1980,-0.46161290322580645,0.31,,,,
181,1981,0.3783870967741935,0.32,,,,
182,1982,0.6283870967741936,0.33,,,,
183,1983,0.7383870967741935,0.36,,,,
184,1984,0.1983870967741935,0.4,,,,
185,1985,-0.19161290322580654,0.45,,,,
186,1986,0.32838709677419353,0.49,,,,
187,1987,0.3483870967741935,0.54,,,,
188,1988,0.6983870967741935,0.58,,,,
189,1989,0.8583870967741936,0.61,,,,
190,1990,1.3583870967741936,0.64,,,,
191,1991,-0.04161290322580652,0.67,,,,
192,1992,1.1983870967741934,0.71,,,,
193,1993,0.6083870967741936,0.77,,,,
194,1994,2.0083870967741935,0.82,,,,
195,1995,0.6483870967741935,0.88,,,,
196,1996,0.08838709677419349,0.93,,,,
197,1997,0.2683870967741935,0.97,,,,
198,1998,0.8883870967741936,1.0,,,,
199,1999,1.2483870967741935,1.03,,,,
200,2000,2.1083870967741936,1.07,,,,
201,2001,1.2783870967741935,1.13,,,,
202,2002,1.8583870967741936,1.2,,,,
203,2003,1.0483870967741935,1.27,,,,
204,2004,0.9883870967741935,1.34,,,,
205,2005,0.25838709677419347,1.39,1.45,1.49,1.56,1.46
206,2006,0.9783870967741934,1.44,1.5,1.52,1.58,1.5
207,2007,2.0783870967741933,1.47,1.54,1.56,1.61,1.55
208,2008,2.0183870967741933,1.51,1.58,1.6,1.64,1.59
209,2009,1.7583870967741935,1.56,1.62,1.63,1.67,1.63
210,2010,1.4083870967741936,1.62,1.67,1.67,1.7,1.67
211,2011,1.2183870967741934,1.69,1.71,1.71,1.74,1.71
212,2012,1.8483870967741935,1.75,1.75,1.75,1.77,1.76
213,2013,1.9183870967741936,1.81,1.8,1.79,1.8,1.8
214,2014,2.1083870967741936,1.87,1.84,1.82,1.82,1.84
215,2015,2.0283870967741935,1.93,1.88,1.87,1.85,1.88
216,2016,1.6383870967741936,1.99,1.93,1.92,1.88,1.93
217,2017,1.6783870967741936,2.05,1.99,1.97,1.92,1.98
218,2018,2.3783870967741936,2.1,2.04,2.03,1.96,2.03
219,2019,2.5083870967741935,2.16,2.1,2.08,2.01,2.09
220,2020,2.0083870967741935,2.22,2.16,2.14,2.05,2.14
221,2021,,,2.21,2.2,2.1,2.19
222,2022,,,2.25,2.25,2.15,2.23
223,2023,,,2.29,2.3,2.2,2.28
224,2024,,,2.32,2.34,2.24,2.32
225,2025,,,2.35,2.38,2.29,2.37
226,2026,,,2.38,2.42,2.35,2.41
227,2027,,,2.4,2.45,2.4,2.46
228,2028,,,2.41,2.49,2.44,2.51
229,2029,,,2.42,2.52,2.49,2.56
230,2030,,,2.44,2.56,2.53,2.61
231,2031,,,2.45,2.6,2.58,2.66
232,2032,,,2.47,2.64,2.64,2.71
233,2033,,,2.49,2.68,2.68,2.77
234,2034,,,2.52,2.72,2.73,2.83
235,2035,,,2.54,2.76,2.78,2.89
236,2036,,,2.57,2.79,2.82,2.96
237,2037,,,2.59,2.82,2.86,3.02
238,2038,,,2.63,2.85,2.89,3.08
239,2039,,,2.66,2.88,2.93,3.14
240,2040,,,2.7,2.91,2.96,3.2
241,2041,,,2.73,2.94,3.0,3.26
242,2042,,,2.76,2.96,3.05,3.32
243,2043,,,2.79,2.99,3.1,3.37
244,2044,,,2.82,3.02,3.15,3.43
245,2045,,,2.84,3.06,3.21,3.49
246,2046,,,2.87,3.11,3.27,3.54
247,2047,,,2.89,3.15,3.33,3.6
248,2048,,,2.9,3.19,3.4,3.67
249,2049,,,2.91,3.24,3.46,3.74
250,2050,,,2.92,3.27,3.53,3.81
251,2051,,,2.93,3.31,3.58,3.89
252,2052,,,2.93,3.34,3.63,3.97
253,2053,,,2.93,3.36,3.68,4.04
254,2054,,,2.94,3.39,3.71,4.12
255,2055,,,2.94,3.41,3.75,4.2
256,2056,,,2.95,3.44,3.79,4.27
257,2057,,,2.96,3.46,3.84,4.33
258,2058,,,2.98,3.49,3.89,4.4
259,2059,,,2.98,3.51,3.94,4.46
260,2060,,,2.99,3.53,4.0,4.52
261,2061,,,3.0,3.56,4.05,4.58
262,2062,,,3.01,3.58,4.1,4.64
263,2063,,,3.02,3.61,4.15,4.71
264,2064,,,3.03,3.63,4.2,4.79
265,2065,,,3.03,3.65,4.25,4.86
266,2066,,,3.04,3.67,4.3,4.94
267,2067,,,3.03,3.69,4.35,5.03
268,2068,,,3.03,3.71,4.4,5.12
269,2069,,,3.03,3.73,4.45,5.2
270,2070,,,3.03,3.75,4.5,5.29
271,2071,,,3.03,3.77,4.56,5.37
272,2072,,,3.03,3.79,4.63,5.45
273,2073,,,3.03,3.81,4.69,5.52
274,2074,,,3.03,3.83,4.76,5.6
275,2075,,,3.02,3.86,4.83,5.67
276,2076,,,3.02,3.88,4.89,5.75
277,2077,,,3.01,3.91,4.96,5.82
278,2078,,,3.01,3.93,5.02,5.89
279,2079,,,3.0,3.94,5.07,5.97
280,2080,,,3.01,3.96,5.13,6.04
281,2081,,,3.01,3.99,5.18,6.12
282,2082,,,3.01,4.01,5.24,6.2
283,2083,,,3.01,4.04,5.28,6.29
284,2084,,,3.01,4.06,5.33,6.37
285,2085,,,3.01,4.08,5.38,6.46
286,2086,,,3.01,4.09,5.43,6.55
287,2087,,,3.01,4.11,5.48,6.64
288,2088,,,3.02,4.13,5.54,6.73
289,2089,,,3.02,4.15,5.6,6.83
290,2090,,,3.02,4.17,5.67,6.93
291,2091,,,3.01,4.19,5.74,7.03
292,2092,,,3.01,4.2,5.82,7.13
293,2093,,,3.01,4.22,5.89,7.23
294,2094,,,3.0,4.24,5.96,7.34
295,2095,,,3.0,4.25,6.04,7.44
296,2096,,,3.0,4.27,6.11,7.54
297,2097,,,3.0,4.28,6.19,7.65
298,2098,,,3.0,4.3,6.27,7.75
299,2099,,,3.01,4.31,6.34,7.86
300,2100,,,3.01,4.33,6.42,7.96
