China,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
165,1965,0.40354838709677426,0.39,,,,
166,1966,0.5635483870967742,0.37,,,,
167,1967,0.0035483870967742415,0.36,,,,
168,1968,0.30354838709677423,0.35,,,,
169,1969,0.06354838709677424,0.35,,,,
170,1970,0.15354838709677426,0.35,,,,
171,1971,0.43354838709677423,0.36,,,,
172,1972,0.40354838709677426,0.37,,,,
173,1973,0.8035483870967742,0.4,,,,
174,1974,0.25354838709677424,0.43,,,,
175,1975,0.6835483870967742,0.46,,,,
176,1976,0.06354838709677424,0.49,,,,
177,1977,0.45354838709677425,0.51,,,,
178,1978,0.6535483870967742,0.51,,,,
179,1979,0.6835483870967742,0.51,,,,
180,1980,0.5335483870967743,0.51,,,,
181,1981,0.5135483870967743,0.52,,,,
182,1982,0.7335483870967743,0.53,,,,
183,1983,0.5035483870967743,0.56,,,,
184,1984,0.08354838709677426,0.58,,,,
185,1985,0.32354838709677425,0.6,,,,
186,1986,0.43354838709677423,0.62,,,,
187,1987,0.8135483870967742,0.64,,,,
188,1988,0.7935483870967743,0.67,,,,
189,1989,0.7635483870967743,0.7,,,,
190,1990,1.1635483870967742,0.74,,,,
191,1991,0.7835483870967743,0.78,,,,
192,1992,0.5235483870967743,0.83,,,,
193,1993,0.5835483870967743,0.87,,,,
194,1994,1.1735483870967742,0.91,,,,
195,1995,0.8935483870967742,0.96,,,,
196,1996,0.6235483870967743,1.0,,,,
197,1997,1.0235483870967743,1.05,,,,
198,1998,1.7535483870967743,1.1,,,,
199,1999,1.523548387096774,1.15,,,,
200,2000,0.8835483870967742,1.21,,,,
201,2001,1.2735483870967743,1.26,,,,
202,2002,1.4835483870967743,1.31,,,,
203,2003,1.2135483870967743,1.35,,,,
204,2004,1.4335483870967742,1.37,,,,
205,2005,1.1835483870967742,1.38,1.25,1.27,1.32,1.24
206,2006,1.6835483870967742,1.39,1.29,1.31,1.35,1.28
207,2007,1.8835483870967742,1.39,1.33,1.34,1.38,1.32
208,2008,1.3335483870967741,1.41,1.36,1.38,1.41,1.36
209,2009,1.543548387096774,1.42,1.4,1.41,1.44,1.4
210,2010,1.3135483870967744,1.45,1.44,1.45,1.47,1.44
211,2011,1.1035483870967742,1.47,1.48,1.49,1.5,1.48
212,2012,0.8535483870967743,1.51,1.52,1.52,1.53,1.52
213,2013,1.533548387096774,1.55,1.56,1.56,1.56,1.56
214,2014,1.4135483870967742,1.58,1.6,1.6,1.59,1.6
215,2015,1.773548387096774,1.62,1.65,1.64,1.63,1.65
216,2016,1.8135483870967741,1.66,1.7,1.69,1.67,1.7
217,2017,1.8335483870967741,1.7,1.75,1.73,1.7,1.75
218,2018,1.6035483870967742,1.74,1.8,1.78,1.74,1.8
219,2019,1.8035483870967741,1.78,1.85,1.83,1.78,1.86
220,2020,1.8435483870967742,1.83,1.9,1.88,1.82,1.91
221,2021,,,1.95,1.92,1.87,1.97
222,2022,,,1.99,1.97,1.91,2.02
223,2023,,,2.03,2.01,1.96,2.07
224,2024,,,2.07,2.05,2.0,2.13
225,2025,,,2.12,2.09,2.05,2.18
226,2026,,,2.16,2.13,2.09,2.23
227,2027,,,2.19,2.17,2.14,2.28
228,2028,,,2.23,2.21,2.19,2.33
229,2029,,,2.27,2.24,2.23,2.38
230,2030,,,2.3,2.28,2.28,2.43
231,2031,,,2.33,2.31,2.33,2.48
232,2032,,,2.36,2.35,2.37,2.53
233,2033,,,2.39,2.39,2.41,2.58
234,2034,,,2.43,2.43,2.45,2.64
235,2035,,,2.46,2.47,2.49,2.69
236,2036,,,2.49,2.51,2.54,2.75
237,2037,,,2.52,2.55,2.58,2.81
238,2038,,,2.54,2.59,2.63,2.87
239,2039,,,2.57,2.64,2.67,2.94
240,2040,,,2.59,2.68,2.72,3.0
241,2041,,,2.62,2.72,2.76,3.07
242,2042,,,2.64,2.76,2.81,3.13
243,2043,,,2.66,2.8,2.86,3.2
244,2044,,,2.68,2.84,2.92,3.27
245,2045,,,2.7,2.88,2.97,3.34
246,2046,,,2.72,2.92,3.03,3.41
247,2047,,,2.73,2.96,3.08,3.48
248,2048,,,2.75,3.0,3.14,3.55
249,2049,,,2.76,3.03,3.19,3.62
250,2050,,,2.77,3.07,3.25,3.69
251,2051,,,2.79,3.11,3.3,3.75
252,2052,,,2.81,3.15,3.35,3.82
253,2053,,,2.83,3.19,3.4,3.89
254,2054,,,2.84,3.22,3.45,3.96
255,2055,,,2.86,3.26,3.49,4.02
256,2056,,,2.87,3.29,3.54,4.09
257,2057,,,2.89,3.33,3.59,4.17
258,2058,,,2.9,3.36,3.64,4.24
259,2059,,,2.91,3.39,3.68,4.32
260,2060,,,2.92,3.41,3.74,4.4
261,2061,,,2.93,3.44,3.79,4.48
262,2062,,,2.93,3.47,3.85,4.56
263,2063,,,2.93,3.49,3.91,4.64
264,2064,,,2.93,3.52,3.97,4.72
265,2065,,,2.93,3.54,4.03,4.81
266,2066,,,2.93,3.57,4.09,4.89
267,2067,,,2.93,3.59,4.16,4.97
268,2068,,,2.93,3.62,4.22,5.06
269,2069,,,2.93,3.65,4.28,5.14
270,2070,,,2.93,3.68,4.35,5.22
271,2071,,,2.93,3.71,4.41,5.3
272,2072,,,2.93,3.73,4.48,5.38
273,2073,,,2.93,3.76,4.53,5.46
274,2074,,,2.94,3.79,4.59,5.54
275,2075,,,2.94,3.81,4.64,5.62
276,2076,,,2.94,3.84,4.7,5.7
277,2077,,,2.95,3.86,4.75,5.79
278,2078,,,2.95,3.89,4.81,5.87
279,2079,,,2.95,3.91,4.88,5.96
280,2080,,,2.95,3.93,4.94,6.04
281,2081,,,2.95,3.95,5.01,6.13
282,2082,,,2.95,3.97,5.07,6.22
283,2083,,,2.94,3.99,5.14,6.31
284,2084,,,2.94,4.01,5.21,6.4
285,2085,,,2.93,4.03,5.28,6.49
286,2086,,,2.92,4.05,5.34,6.58
287,2087,,,2.91,4.07,5.41,6.67
288,2088,,,2.9,4.09,5.47,6.76
289,2089,,,2.89,4.11,5.53,6.86
290,2090,,,2.88,4.13,5.59,6.95
291,2091,,,2.88,4.15,5.64,7.04
292,2092,,,2.88,4.16,5.7,7.14
293,2093,,,2.88,4.18,5.77,7.23
294,2094,,,2.88,4.19,5.83,7.32
295,2095,,,2.88,4.21,5.89,7.42
296,2096,,,2.88,4.22,5.96,7.51
297,2097,,,2.89,4.23,6.02,7.6
298,2098,,,2.89,4.25,6.08,7.7
299,2099,,,2.89,4.26,6.15,7.79
300,2100,,,2.89,4.27,6.22,7.88
