Netherlands,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
124,1924,-0.2477419354838709,0.16,,,,
125,1925,0.29225806451612907,0.17,,,,
126,1926,0.7422580645161291,0.19,,,,
127,1927,0.0722580645161291,0.22,,,,
128,1928,0.4222580645161291,0.26,,,,
129,1929,-0.4777419354838709,0.31,,,,
130,1930,0.822258064516129,0.36,,,,
131,1931,-0.06774193548387092,0.41,,,,
132,1932,0.5322580645161291,0.45,,,,
133,1933,0.20225806451612907,0.47,,,,
134,1934,1.322258064516129,0.47,,,,
135,1935,0.7222580645161291,0.46,,,,
136,1936,0.5422580645161291,0.46,,,,
137,1937,0.6622580645161291,0.45,,,,
138,1938,0.8522580645161291,0.46,,,,
139,1939,0.6322580645161291,0.46,,,,
140,1940,-0.8777419354838709,0.46,,,,
141,1941,-0.3877419354838709,0.47,,,,
142,1942,-0.5677419354838709,0.48,,,,
143,1943,0.9122580645161291,0.48,,,,
144,1944,0.47225806451612906,0.49,,,,
145,1945,1.092258064516129,0.51,,,,
146,1946,0.24225806451612908,0.54,,,,
147,1947,0.562258064516129,0.56,,,,
148,1948,1.072258064516129,0.58,,,,
149,1949,1.222258064516129,0.57,,,,
150,1950,0.552258064516129,0.56,,,,
151,1951,0.6822580645161291,0.54,,,,
152,1952,0.04225806451612907,0.53,,,,
153,1953,0.952258064516129,0.52,,,,
154,1954,0.05225806451612908,0.52,,,,
155,1955,-0.07774193548387093,0.5,,,,
156,1956,-0.747741935483871,0.47,,,,
157,1957,0.942258064516129,0.43,,,,
158,1958,0.5122580645161291,0.4,,,,
159,1959,1.2922580645161292,0.38,,,,
160,1960,0.782258064516129,0.38,,,,
161,1961,1.102258064516129,0.39,,,,
162,1962,-0.6577419354838709,0.4,,,,
163,1963,-0.937741935483871,0.41,,,,
164,1964,0.29225806451612907,0.4,,,,
165,1965,-0.17774193548387096,0.37,,,,
166,1966,0.572258064516129,0.35,,,,
167,1967,1.0022580645161292,0.34,,,,
168,1968,0.3022580645161291,0.36,,,,
169,1969,0.29225806451612907,0.41,,,,
170,1970,0.18225806451612908,0.46,,,,
171,1971,0.6522580645161291,0.5,,,,
172,1972,0.11225806451612907,0.52,,,,
173,1973,0.6022580645161291,0.52,,,,
174,1974,0.8722580645161291,0.51,,,,
175,1975,1.032258064516129,0.51,,,,
176,1976,0.8922580645161291,0.52,,,,
177,1977,0.782258064516129,0.53,,,,
178,1978,0.09225806451612906,0.53,,,,
179,1979,-0.3677419354838709,0.51,,,,
180,1980,0.2222580645161291,0.49,,,,
181,1981,0.3722580645161291,0.47,,,,
182,1982,1.072258064516129,0.47,,,,
183,1983,1.102258064516129,0.5,,,,
184,1984,0.4422580645161291,0.56,,,,
185,1985,-0.43774193548387097,0.62,,,,
186,1986,-0.03774193548387089,0.69,,,,
187,1987,-0.19774193548387087,0.76,,,,
188,1988,1.302258064516129,0.82,,,,
189,1989,1.6922580645161291,0.88,,,,
190,1990,1.7322580645161292,0.93,,,,
191,1991,0.5022580645161291,1.0,,,,
192,1992,1.512258064516129,1.09,,,,
193,1993,0.6022580645161291,1.17,,,,
194,1994,1.592258064516129,1.24,,,,
195,1995,1.342258064516129,1.29,,,,
196,1996,-0.4977419354838709,1.33,,,,
197,1997,1.152258064516129,1.35,,,,
198,1998,1.282258064516129,1.38,,,,
199,1999,1.822258064516129,1.42,,,,
200,2000,1.842258064516129,1.47,,,,
201,2001,1.322258064516129,1.51,,,,
202,2002,1.762258064516129,1.54,,,,
203,2003,1.4522580645161292,1.57,,,,
204,2004,1.322258064516129,1.58,,,,
205,2005,1.522258064516129,1.57,1.59,1.64,1.64,1.59
206,2006,1.9922580645161292,1.56,1.61,1.65,1.66,1.61
207,2007,2.092258064516129,1.55,1.63,1.66,1.67,1.63
208,2008,1.4922580645161292,1.56,1.65,1.67,1.68,1.65
209,2009,1.392258064516129,1.57,1.67,1.69,1.7,1.68
210,2010,-0.0477419354838709,1.59,1.7,1.7,1.71,1.7
211,2011,1.812258064516129,1.62,1.72,1.71,1.73,1.72
212,2012,1.1722580645161291,1.68,1.74,1.73,1.74,1.74
213,2013,0.6722580645161291,1.74,1.77,1.75,1.76,1.77
214,2014,2.5522580645161295,1.79,1.79,1.77,1.78,1.79
215,2015,1.752258064516129,1.85,1.82,1.8,1.8,1.83
216,2016,1.6822580645161291,1.92,1.86,1.84,1.83,1.86
217,2017,1.822258064516129,1.98,1.89,1.88,1.86,1.89
218,2018,2.2522580645161288,2.05,1.93,1.91,1.9,1.93
219,2019,2.152258064516129,2.12,1.97,1.95,1.93,1.96
220,2020,2.532258064516129,2.2,2.0,1.99,1.97,1.99
221,2021,,,2.03,2.03,2.0,2.02
222,2022,,,2.06,2.07,2.03,2.05
223,2023,,,2.09,2.11,2.06,2.08
224,2024,,,2.11,2.15,2.09,2.11
225,2025,,,2.13,2.18,2.12,2.14
226,2026,,,2.15,2.2,2.15,2.17
227,2027,,,2.17,2.22,2.18,2.2
228,2028,,,2.18,2.25,2.21,2.23
229,2029,,,2.19,2.27,2.24,2.27
230,2030,,,2.2,2.3,2.27,2.31
231,2031,,,2.22,2.33,2.31,2.36
232,2032,,,2.23,2.36,2.34,2.4
233,2033,,,2.25,2.38,2.38,2.44
234,2034,,,2.26,2.4,2.41,2.49
235,2035,,,2.28,2.42,2.45,2.53
236,2036,,,2.3,2.43,2.48,2.58
237,2037,,,2.32,2.45,2.51,2.63
238,2038,,,2.34,2.47,2.54,2.67
239,2039,,,2.36,2.48,2.57,2.72
240,2040,,,2.37,2.49,2.6,2.75
241,2041,,,2.39,2.5,2.62,2.79
242,2042,,,2.41,2.51,2.65,2.82
243,2043,,,2.42,2.52,2.69,2.86
244,2044,,,2.43,2.54,2.72,2.9
245,2045,,,2.44,2.56,2.76,2.94
246,2046,,,2.45,2.59,2.8,2.97
247,2047,,,2.46,2.62,2.85,3.01
248,2048,,,2.46,2.64,2.89,3.05
249,2049,,,2.46,2.67,2.94,3.09
250,2050,,,2.46,2.7,2.98,3.14
251,2051,,,2.47,2.73,3.02,3.19
252,2052,,,2.47,2.76,3.05,3.24
253,2053,,,2.47,2.78,3.09,3.29
254,2054,,,2.46,2.8,3.13,3.33
255,2055,,,2.46,2.82,3.16,3.38
256,2056,,,2.46,2.84,3.2,3.42
257,2057,,,2.46,2.86,3.23,3.47
258,2058,,,2.47,2.88,3.27,3.51
259,2059,,,2.47,2.9,3.3,3.56
260,2060,,,2.47,2.92,3.32,3.61
261,2061,,,2.48,2.93,3.35,3.66
262,2062,,,2.49,2.95,3.38,3.71
263,2063,,,2.5,2.97,3.4,3.77
264,2064,,,2.51,2.99,3.43,3.82
265,2065,,,2.52,3.0,3.45,3.87
266,2066,,,2.53,3.02,3.48,3.92
267,2067,,,2.54,3.03,3.5,3.97
268,2068,,,2.54,3.04,3.53,4.02
269,2069,,,2.55,3.05,3.56,4.07
270,2070,,,2.56,3.06,3.6,4.12
271,2071,,,2.56,3.08,3.64,4.17
272,2072,,,2.56,3.1,3.68,4.22
273,2073,,,2.56,3.11,3.72,4.28
274,2074,,,2.56,3.12,3.76,4.34
275,2075,,,2.56,3.13,3.81,4.4
276,2076,,,2.56,3.15,3.85,4.46
277,2077,,,2.56,3.16,3.89,4.52
278,2078,,,2.56,3.18,3.93,4.59
279,2079,,,2.56,3.2,3.97,4.65
280,2080,,,2.56,3.22,4.01,4.71
281,2081,,,2.55,3.24,4.05,4.77
282,2082,,,2.55,3.26,4.09,4.83
283,2083,,,2.55,3.28,4.14,4.9
284,2084,,,2.55,3.3,4.18,4.96
285,2085,,,2.55,3.31,4.23,5.02
286,2086,,,2.54,3.33,4.28,5.09
287,2087,,,2.54,3.34,4.33,5.15
288,2088,,,2.53,3.35,4.38,5.22
289,2089,,,2.52,3.37,4.44,5.29
290,2090,,,2.52,3.38,4.49,5.35
291,2091,,,2.51,3.39,4.54,5.42
292,2092,,,2.5,3.4,4.59,5.49
293,2093,,,2.5,3.42,4.64,5.56
294,2094,,,2.5,3.44,4.69,5.63
295,2095,,,2.5,3.46,4.74,5.7
296,2096,,,2.5,3.48,4.79,5.78
297,2097,,,2.49,3.5,4.84,5.85
298,2098,,,2.49,3.52,4.89,5.92
299,2099,,,2.49,3.54,4.95,5.99
300,2100,,,2.49,3.57,5.0,6.07
