Indonesia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
94,1894,-0.16333333333333355,0.0,,,,
95,1895,-0.08333333333333348,0.02,,,,
96,1896,0.07666666666666655,0.04,,,,
97,1897,0.5166666666666665,0.06,,,,
98,1898,0.1366666666666665,0.08,,,,
99,1899,0.016666666666666496,0.11,,,,
100,1900,0.6866666666666665,0.14,,,,
101,1901,0.2766666666666665,0.16,,,,
102,1902,0.10666666666666647,0.17,,,,
103,1903,0.23666666666666653,0.18,,,,
104,1904,-0.19333333333333347,0.18,,,,
105,1905,0.4966666666666665,0.19,,,,
106,1906,0.3966666666666665,0.19,,,,
107,1907,0.016666666666666496,0.18,,,,
108,1908,0.07666666666666655,0.18,,,,
109,1909,0.24666666666666648,0.18,,,,
110,1910,0.1966666666666665,0.17,,,,
111,1911,0.11666666666666647,0.16,,,,
112,1912,0.22666666666666652,0.15,,,,
113,1913,0.0066666666666664876,0.14,,,,
114,1914,0.1466666666666665,0.14,,,,
115,1915,0.4966666666666665,0.14,,,,
116,1916,0.11666666666666647,0.13,,,,
117,1917,0.036666666666666514,0.13,,,,
118,1918,-0.17333333333333345,0.12,,,,
119,1919,0.1966666666666665,0.13,,,,
120,1920,0.2766666666666665,0.13,,,,
121,1921,0.11666666666666647,0.15,,,,
122,1922,0.04666666666666652,0.16,,,,
123,1923,-0.01333333333333353,0.18,,,,
124,1924,0.2566666666666665,0.21,,,,
125,1925,0.08666666666666645,0.23,,,,
126,1926,0.4666666666666665,0.26,,,,
127,1927,0.3266666666666665,0.28,,,,
128,1928,0.4466666666666665,0.3,,,,
129,1929,0.17666666666666653,0.32,,,,
130,1930,0.3366666666666665,0.34,,,,
131,1931,0.6566666666666665,0.36,,,,
132,1932,0.3466666666666665,0.37,,,,
133,1933,0.3566666666666665,0.37,,,,
134,1934,0.2766666666666665,0.38,,,,
135,1935,0.3366666666666665,0.39,,,,
136,1936,0.4266666666666665,0.4,,,,
137,1937,0.48666666666666647,0.41,,,,
138,1938,0.4266666666666665,0.41,,,,
139,1939,0.3866666666666665,0.42,,,,
140,1940,0.3166666666666665,0.43,,,,
141,1941,0.5866666666666664,0.44,,,,
142,1942,0.8666666666666665,0.45,,,,
143,1943,0.2966666666666665,0.46,,,,
144,1944,0.3666666666666665,0.47,,,,
145,1945,0.3966666666666665,0.48,,,,
146,1946,0.5266666666666665,0.49,,,,
147,1947,0.7966666666666665,0.5,,,,
148,1948,0.5466666666666665,0.51,,,,
149,1949,0.4166666666666665,0.52,,,,
150,1950,0.3466666666666665,0.52,,,,
151,1951,0.6466666666666665,0.52,,,,
152,1952,0.6766666666666665,0.53,,,,
153,1953,0.6666666666666665,0.54,,,,
154,1954,0.4566666666666665,0.54,,,,
155,1955,0.2766666666666665,0.55,,,,
156,1956,0.3366666666666665,0.55,,,,
157,1957,0.6166666666666665,0.56,,,,
158,1958,0.8766666666666665,0.56,,,,
159,1959,0.6266666666666665,0.56,,,,
160,1960,0.6166666666666665,0.56,,,,
161,1961,0.48666666666666647,0.57,,,,
162,1962,0.5166666666666665,0.59,,,,
163,1963,0.5966666666666665,0.6,,,,
164,1964,0.5966666666666665,0.61,,,,
165,1965,0.4666666666666665,0.62,,,,
166,1966,0.6966666666666665,0.63,,,,
167,1967,0.5466666666666665,0.65,,,,
168,1968,0.6766666666666665,0.66,,,,
169,1969,0.8566666666666665,0.68,,,,
170,1970,0.8066666666666665,0.69,,,,
171,1971,0.5166666666666665,0.7,,,,
172,1972,0.7666666666666665,0.71,,,,
173,1973,0.9566666666666666,0.72,,,,
174,1974,0.6066666666666665,0.73,,,,
175,1975,0.6166666666666665,0.74,,,,
176,1976,0.6666666666666665,0.75,,,,
177,1977,0.7666666666666665,0.76,,,,
178,1978,0.7766666666666665,0.77,,,,
179,1979,0.8666666666666665,0.78,,,,
180,1980,0.8566666666666665,0.79,,,,
181,1981,0.8066666666666665,0.81,,,,
182,1982,0.7366666666666665,0.82,,,,
183,1983,1.0766666666666664,0.84,,,,
184,1984,0.5666666666666665,0.86,,,,
185,1985,0.7466666666666665,0.87,,,,
186,1986,0.8166666666666665,0.88,,,,
187,1987,1.1366666666666665,0.89,,,,
188,1988,1.0366666666666666,0.9,,,,
189,1989,0.8266666666666664,0.91,,,,
190,1990,1.0466666666666664,0.93,,,,
191,1991,0.9166666666666665,0.95,,,,
192,1992,0.9266666666666665,0.96,,,,
193,1993,0.9066666666666665,0.97,,,,
194,1994,0.8466666666666665,0.98,,,,
195,1995,1.0166666666666666,1.0,,,,
196,1996,1.0166666666666666,1.02,,,,
197,1997,1.1466666666666665,1.04,,,,
198,1998,1.5466666666666664,1.07,,,,
199,1999,0.9466666666666665,1.1,,,,
200,2000,0.9766666666666666,1.12,,,,
201,2001,1.1266666666666665,1.14,,,,
202,2002,1.3266666666666667,1.16,,,,
203,2003,1.2466666666666666,1.17,,,,
204,2004,1.2266666666666666,1.18,,,,
205,2005,1.3066666666666666,1.2,1.18,1.18,1.22,1.16
206,2006,1.2066666666666666,1.21,1.21,1.21,1.24,1.19
207,2007,1.1166666666666665,1.22,1.23,1.23,1.26,1.22
208,2008,0.9166666666666665,1.24,1.26,1.26,1.28,1.25
209,2009,1.2966666666666664,1.25,1.29,1.29,1.3,1.28
210,2010,1.3966666666666665,1.27,1.31,1.31,1.33,1.31
211,2011,1.0966666666666665,1.3,1.34,1.34,1.35,1.34
212,2012,1.1866666666666665,1.33,1.37,1.37,1.37,1.37
213,2013,1.4066666666666665,1.37,1.39,1.39,1.39,1.4
214,2014,1.3866666666666665,1.41,1.42,1.42,1.42,1.43
215,2015,1.4866666666666664,1.45,1.45,1.45,1.44,1.46
216,2016,1.8766666666666665,1.49,1.48,1.48,1.46,1.48
217,2017,1.4466666666666665,1.53,1.5,1.5,1.48,1.51
218,2018,1.4766666666666666,1.57,1.53,1.53,1.5,1.54
219,2019,1.6066666666666665,1.61,1.56,1.56,1.52,1.57
220,2020,1.7166666666666666,1.66,1.59,1.59,1.55,1.6
221,2021,,,1.62,1.62,1.58,1.63
222,2022,,,1.64,1.64,1.6,1.66
223,2023,,,1.67,1.67,1.63,1.69
224,2024,,,1.69,1.69,1.66,1.72
225,2025,,,1.71,1.72,1.69,1.75
226,2026,,,1.73,1.74,1.72,1.78
227,2027,,,1.76,1.76,1.75,1.81
228,2028,,,1.78,1.79,1.78,1.85
229,2029,,,1.8,1.81,1.81,1.88
230,2030,,,1.82,1.83,1.84,1.91
231,2031,,,1.84,1.85,1.86,1.94
232,2032,,,1.86,1.88,1.89,1.97
233,2033,,,1.87,1.9,1.92,2.01
234,2034,,,1.89,1.93,1.94,2.04
235,2035,,,1.91,1.95,1.97,2.08
236,2036,,,1.93,1.98,2.0,2.11
237,2037,,,1.94,2.0,2.03,2.15
238,2038,,,1.96,2.03,2.06,2.19
239,2039,,,1.97,2.05,2.09,2.23
240,2040,,,1.98,2.08,2.12,2.27
241,2041,,,2.0,2.1,2.15,2.31
242,2042,,,2.01,2.13,2.18,2.36
243,2043,,,2.02,2.15,2.22,2.4
244,2044,,,2.03,2.18,2.25,2.44
245,2045,,,2.04,2.21,2.28,2.48
246,2046,,,2.06,2.23,2.32,2.52
247,2047,,,2.07,2.26,2.35,2.57
248,2048,,,2.07,2.29,2.39,2.61
249,2049,,,2.08,2.31,2.42,2.65
250,2050,,,2.09,2.34,2.46,2.7
251,2051,,,2.1,2.36,2.49,2.74
252,2052,,,2.1,2.39,2.52,2.78
253,2053,,,2.11,2.41,2.56,2.83
254,2054,,,2.12,2.43,2.59,2.87
255,2055,,,2.13,2.45,2.63,2.92
256,2056,,,2.13,2.48,2.66,2.97
257,2057,,,2.14,2.5,2.7,3.01
258,2058,,,2.15,2.52,2.73,3.06
259,2059,,,2.16,2.54,2.77,3.1
260,2060,,,2.16,2.56,2.8,3.15
261,2061,,,2.17,2.58,2.83,3.2
262,2062,,,2.17,2.59,2.87,3.25
263,2063,,,2.18,2.61,2.91,3.3
264,2064,,,2.18,2.63,2.94,3.35
265,2065,,,2.18,2.64,2.98,3.4
266,2066,,,2.18,2.66,3.01,3.45
267,2067,,,2.18,2.68,3.04,3.5
268,2068,,,2.18,2.7,3.08,3.55
269,2069,,,2.18,2.72,3.11,3.6
270,2070,,,2.18,2.73,3.15,3.65
271,2071,,,2.18,2.75,3.19,3.71
272,2072,,,2.18,2.77,3.22,3.76
273,2073,,,2.18,2.78,3.26,3.81
274,2074,,,2.18,2.8,3.29,3.86
275,2075,,,2.18,2.81,3.33,3.92
276,2076,,,2.18,2.83,3.37,3.97
277,2077,,,2.18,2.85,3.41,4.03
278,2078,,,2.18,2.86,3.45,4.08
279,2079,,,2.18,2.87,3.49,4.13
280,2080,,,2.18,2.89,3.53,4.19
281,2081,,,2.18,2.9,3.57,4.24
282,2082,,,2.18,2.92,3.61,4.3
283,2083,,,2.18,2.93,3.66,4.35
284,2084,,,2.17,2.95,3.7,4.41
285,2085,,,2.17,2.96,3.74,4.46
286,2086,,,2.17,2.97,3.78,4.51
287,2087,,,2.16,2.98,3.82,4.56
288,2088,,,2.16,3.0,3.85,4.62
289,2089,,,2.15,3.01,3.89,4.67
290,2090,,,2.14,3.02,3.93,4.72
291,2091,,,2.14,3.03,3.96,4.77
292,2092,,,2.14,3.04,4.0,4.82
293,2093,,,2.13,3.05,4.04,4.87
294,2094,,,2.13,3.06,4.08,4.93
295,2095,,,2.13,3.07,4.12,4.98
296,2096,,,2.13,3.08,4.15,5.03
297,2097,,,2.12,3.09,4.19,5.08
298,2098,,,2.12,3.1,4.23,5.13
299,2099,,,2.12,3.11,4.27,5.18
300,2100,,,2.12,3.12,4.31,5.23
