Norway,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
55,1855,-0.600967741935484,0.17,,,,
56,1856,-0.860967741935484,0.16,,,,
57,1857,0.4590322580645159,0.15,,,,
58,1858,0.7890322580645159,0.12,,,,
59,1859,0.3390322580645159,0.08,,,,
60,1860,-0.660967741935484,0.04,,,,
61,1861,0.47903225806451594,0.01,,,,
62,1862,-0.32096774193548405,-0.01,,,,
63,1863,0.7990322580645159,-0.03,,,,
64,1864,-0.680967741935484,-0.05,,,,
65,1865,-0.20096774193548406,-0.06,,,,
66,1866,-0.1309677419354841,-0.07,,,,
67,1867,-1.400967741935484,-0.07,,,,
68,1868,0.589032258064516,-0.07,,,,
69,1869,0.019032258064515917,-0.07,,,,
70,1870,-0.1209677419354841,-0.07,,,,
71,1871,-0.880967741935484,-0.07,,,,
72,1872,0.7090322580645159,-0.06,,,,
73,1873,0.559032258064516,-0.06,,,,
74,1874,0.3290322580645159,-0.05,,,,
75,1875,-0.5109677419354841,-0.04,,,,
76,1876,-0.31096774193548404,-0.02,,,,
77,1877,-0.8309677419354842,0.01,,,,
78,1878,0.5290322580645159,0.04,,,,
79,1879,-0.23096774193548408,0.06,,,,
80,1880,0.11903225806451595,0.07,,,,
81,1881,-1.130967741935484,0.08,,,,
82,1882,0.679032258064516,0.11,,,,
83,1883,1.1190322580645158,0.16,,,,
84,1884,0.7790322580645159,0.2,,,,
85,1885,-0.44096774193548405,0.23,,,,
86,1886,0.21903225806451593,0.25,,,,
87,1887,0.21903225806451593,0.26,,,,
88,1888,-1.0209677419354841,0.26,,,,
89,1889,0.9490322580645159,0.26,,,,
90,1890,1.019032258064516,0.26,,,,
91,1891,0.43903225806451596,0.26,,,,
92,1892,-0.7609677419354841,0.26,,,,
93,1893,-0.610967741935484,0.25,,,,
94,1894,1.1990322580645159,0.24,,,,
95,1895,-0.08096774193548406,0.22,,,,
96,1896,0.7990322580645159,0.19,,,,
97,1897,0.599032258064516,0.17,,,,
98,1898,0.3890322580645159,0.16,,,,
99,1899,-0.4009677419354841,0.17,,,,
100,1900,-0.660967741935484,0.18,,,,
101,1901,0.6390322580645159,0.19,,,,
102,1902,-0.940967741935484,0.2,,,,
103,1903,0.43903225806451596,0.2,,,,
104,1904,0.009032258064515908,0.22,,,,
105,1905,0.3290322580645159,0.24,,,,
106,1906,0.6190322580645159,0.28,,,,
107,1907,0.6090322580645159,0.32,,,,
108,1908,0.42903225806451595,0.35,,,,
109,1909,-0.2509677419354841,0.36,,,,
110,1910,0.7090322580645159,0.34,,,,
111,1911,0.869032258064516,0.32,,,,
112,1912,-0.15096774193548412,0.29,,,,
113,1913,0.7790322580645159,0.27,,,,
114,1914,0.869032258064516,0.26,,,,
115,1915,-1.190967741935484,0.26,,,,
116,1916,0.019032258064515917,0.26,,,,
117,1917,-0.8409677419354842,0.26,,,,
118,1918,0.48903225806451595,0.26,,,,
119,1919,-0.45096774193548406,0.26,,,,
120,1920,1.4690322580645159,0.26,,,,
121,1921,0.6090322580645159,0.28,,,,
122,1922,0.28903225806451593,0.31,,,,
123,1923,0.039032258064515934,0.35,,,,
124,1924,0.7490322580645159,0.4,,,,
125,1925,0.6390322580645159,0.45,,,,
126,1926,0.2790322580645159,0.51,,,,
127,1927,0.029032258064515926,0.58,,,,
128,1928,0.22903225806451594,0.65,,,,
129,1929,0.23903225806451595,0.72,,,,
130,1930,1.829032258064516,0.8,,,,
131,1931,0.3890322580645159,0.88,,,,
132,1932,1.1190322580645158,0.96,,,,
133,1933,1.3490322580645158,1.01,,,,
134,1934,2.2290322580645157,1.04,,,,
135,1935,0.9090322580645159,1.05,,,,
136,1936,1.089032258064516,1.04,,,,
137,1937,1.539032258064516,1.02,,,,
138,1938,2.359032258064516,1.0,,,,
139,1939,0.9590322580645159,0.98,,,,
140,1940,-0.17096774193548403,0.96,,,,
141,1941,-0.44096774193548405,0.93,,,,
142,1942,-0.4909677419354841,0.9,,,,
143,1943,1.2290322580645159,0.87,,,,
144,1944,1.149032258064516,0.84,,,,
145,1945,1.059032258064516,0.83,,,,
146,1946,1.1390322580645158,0.84,,,,
147,1947,0.3790322580645159,0.86,,,,
148,1948,0.8890322580645159,0.88,,,,
149,1949,1.509032258064516,0.88,,,,
150,1950,1.309032258064516,0.86,,,,
151,1951,0.41903225806451594,0.83,,,,
152,1952,-0.07096774193548405,0.81,,,,
153,1953,1.9490322580645159,0.8,,,,
154,1954,1.1390322580645158,0.78,,,,
155,1955,-0.18096774193548404,0.77,,,,
156,1956,0.2690322580645159,0.74,,,,
157,1957,1.039032258064516,0.7,,,,
158,1958,0.23903225806451595,0.65,,,,
159,1959,1.639032258064516,0.61,,,,
160,1960,0.859032258064516,0.56,,,,
161,1961,1.4490322580645159,0.5,,,,
162,1962,-0.2609677419354841,0.45,,,,
163,1963,0.08903225806451592,0.4,,,,
164,1964,0.8890322580645159,0.36,,,,
165,1965,-0.08096774193548406,0.33,,,,
166,1966,-0.7609677419354841,0.32,,,,
167,1967,0.699032258064516,0.33,,,,
168,1968,-0.4909677419354841,0.36,,,,
169,1969,0.1390322580645159,0.4,,,,
170,1970,0.04903225806451594,0.44,,,,
171,1971,0.47903225806451594,0.47,,,,
172,1972,1.7290322580645159,0.47,,,,
173,1973,0.7690322580645159,0.48,,,,
174,1974,1.9390322580645158,0.48,,,,
175,1975,1.339032258064516,0.48,,,,
176,1976,0.5090322580645159,0.49,,,,
177,1977,0.23903225806451595,0.5,,,,
178,1978,-0.18096774193548404,0.48,,,,
179,1979,-0.23096774193548408,0.45,,,,
180,1980,0.10903225806451594,0.4,,,,
181,1981,-0.3609677419354841,0.37,,,,
182,1982,0.819032258064516,0.38,,,,
183,1983,0.9490322580645159,0.43,,,,
184,1984,1.619032258064516,0.52,,,,
185,1985,-0.290967741935484,0.62,,,,
186,1986,0.22903225806451594,0.72,,,,
187,1987,-0.15096774193548412,0.8,,,,
188,1988,0.579032258064516,0.86,,,,
189,1989,1.849032258064516,0.9,,,,
190,1990,2.3690322580645162,0.93,,,,
191,1991,1.4690322580645159,0.96,,,,
192,1992,1.589032258064516,1.02,,,,
193,1993,0.7290322580645159,1.09,,,,
194,1994,0.819032258064516,1.15,,,,
195,1995,0.849032258064516,1.2,,,,
196,1996,0.599032258064516,1.23,,,,
197,1997,1.359032258064516,1.26,,,,
198,1998,0.819032258064516,1.31,,,,
199,1999,1.649032258064516,1.38,,,,
200,2000,2.1890322580645156,1.46,,,,
201,2001,1.059032258064516,1.56,,,,
202,2002,1.739032258064516,1.65,,,,
203,2003,1.619032258064516,1.72,,,,
204,2004,1.849032258064516,1.78,,,,
205,2005,2.129032258064516,1.82,1.64,1.75,1.77,1.65
206,2006,2.499032258064516,1.86,1.69,1.79,1.8,1.71
207,2007,2.009032258064516,1.89,1.75,1.83,1.84,1.76
208,2008,1.899032258064516,1.93,1.8,1.87,1.88,1.81
209,2009,1.619032258064516,1.98,1.86,1.91,1.91,1.87
210,2010,-0.000967741935484101,2.01,1.91,1.95,1.95,1.92
211,2011,2.379032258064516,2.04,1.97,1.99,1.99,1.98
212,2012,1.399032258064516,2.06,2.03,2.03,2.03,2.03
213,2013,1.6990322580645159,2.08,2.08,2.07,2.06,2.09
214,2014,2.729032258064516,2.11,2.14,2.12,2.1,2.14
215,2015,2.449032258064516,2.14,2.21,2.17,2.15,2.2
216,2016,2.5990322580645158,2.17,2.28,2.22,2.2,2.27
217,2017,1.869032258064516,2.21,2.34,2.28,2.26,2.33
218,2018,2.249032258064516,2.24,2.41,2.34,2.33,2.39
219,2019,1.6890322580645158,2.27,2.47,2.38,2.39,2.45
220,2020,2.669032258064516,2.31,2.53,2.42,2.45,2.51
221,2021,,,2.58,2.47,2.51,2.56
222,2022,,,2.63,2.51,2.56,2.61
223,2023,,,2.68,2.56,2.62,2.66
224,2024,,,2.71,2.62,2.68,2.72
225,2025,,,2.74,2.68,2.73,2.77
226,2026,,,2.77,2.74,2.79,2.83
227,2027,,,2.8,2.79,2.85,2.9
228,2028,,,2.82,2.84,2.91,2.96
229,2029,,,2.84,2.9,2.96,3.04
230,2030,,,2.86,2.96,3.02,3.12
231,2031,,,2.89,3.02,3.08,3.2
232,2032,,,2.91,3.08,3.14,3.28
233,2033,,,2.94,3.14,3.2,3.37
234,2034,,,2.98,3.2,3.26,3.45
235,2035,,,3.02,3.25,3.32,3.52
236,2036,,,3.07,3.3,3.38,3.59
237,2037,,,3.11,3.35,3.44,3.66
238,2038,,,3.16,3.39,3.51,3.73
239,2039,,,3.2,3.44,3.57,3.8
240,2040,,,3.23,3.49,3.63,3.87
241,2041,,,3.27,3.54,3.69,3.94
242,2042,,,3.29,3.59,3.75,4.01
243,2043,,,3.32,3.64,3.81,4.07
244,2044,,,3.34,3.69,3.88,4.14
245,2045,,,3.36,3.73,3.94,4.22
246,2046,,,3.37,3.78,4.0,4.3
247,2047,,,3.37,3.83,4.06,4.38
248,2048,,,3.37,3.87,4.11,4.47
249,2049,,,3.38,3.91,4.17,4.56
250,2050,,,3.39,3.95,4.23,4.64
251,2051,,,3.4,4.0,4.29,4.71
252,2052,,,3.41,4.04,4.36,4.79
253,2053,,,3.42,4.07,4.42,4.86
254,2054,,,3.43,4.11,4.49,4.93
255,2055,,,3.44,4.14,4.55,5.01
256,2056,,,3.46,4.17,4.62,5.09
257,2057,,,3.48,4.21,4.68,5.16
258,2058,,,3.5,4.25,4.75,5.24
259,2059,,,3.52,4.29,4.81,5.31
260,2060,,,3.55,4.33,4.87,5.39
261,2061,,,3.57,4.37,4.92,5.47
262,2062,,,3.6,4.41,4.98,5.56
263,2063,,,3.62,4.45,5.04,5.65
264,2064,,,3.63,4.48,5.1,5.74
265,2065,,,3.65,4.52,5.17,5.83
266,2066,,,3.66,4.57,5.24,5.91
267,2067,,,3.68,4.61,5.31,5.99
268,2068,,,3.69,4.64,5.39,6.07
269,2069,,,3.71,4.68,5.47,6.15
270,2070,,,3.72,4.72,5.54,6.23
271,2071,,,3.74,4.75,5.61,6.3
272,2072,,,3.76,4.8,5.68,6.38
273,2073,,,3.77,4.84,5.74,6.46
274,2074,,,3.78,4.88,5.8,6.54
275,2075,,,3.79,4.92,5.86,6.62
276,2076,,,3.8,4.95,5.91,6.7
277,2077,,,3.8,4.98,5.96,6.79
278,2078,,,3.8,5.0,6.01,6.88
279,2079,,,3.8,5.03,6.06,6.98
280,2080,,,3.79,5.05,6.12,7.07
281,2081,,,3.78,5.08,6.18,7.17
282,2082,,,3.77,5.1,6.24,7.26
283,2083,,,3.77,5.12,6.3,7.35
284,2084,,,3.76,5.13,6.37,7.44
285,2085,,,3.76,5.14,6.43,7.52
286,2086,,,3.77,5.16,6.5,7.61
287,2087,,,3.77,5.18,6.57,7.7
288,2088,,,3.78,5.21,6.65,7.78
289,2089,,,3.78,5.24,6.72,7.87
290,2090,,,3.79,5.27,6.8,7.95
291,2091,,,3.8,5.3,6.87,8.04
292,2092,,,3.8,5.33,6.94,8.13
293,2093,,,3.8,5.37,7.01,8.23
294,2094,,,3.8,5.41,7.08,8.32
295,2095,,,3.81,5.44,7.15,8.42
296,2096,,,3.81,5.48,7.22,8.51
297,2097,,,3.81,5.52,7.29,8.61
298,2098,,,3.82,5.56,7.35,8.71
299,2099,,,3.82,5.6,7.42,8.8
300,2100,,,3.82,5.64,7.49,8.9
