Greece,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
105,1905,-0.2361290322580646,-0.05,,,,
106,1906,-0.21612903225806457,-0.08,,,,
107,1907,-0.4861290322580646,-0.11,,,,
108,1908,-0.2761290322580645,-0.12,,,,
109,1909,0.28387096774193543,-0.12,,,,
110,1910,0.06387096774193546,-0.11,,,,
111,1911,-0.21612903225806457,-0.08,,,,
112,1912,-0.2461290322580646,-0.04,,,,
113,1913,-0.2761290322580645,-0.01,,,,
114,1914,-0.43612903225806454,0.01,,,,
115,1915,0.31387096774193546,0.03,,,,
116,1916,1.0938709677419354,0.06,,,,
117,1917,0.35387096774193544,0.09,,,,
118,1918,0.37387096774193546,0.13,,,,
119,1919,-0.006129032258064548,0.17,,,,
120,1920,-0.19612903225806455,0.22,,,,
121,1921,-0.19612903225806455,0.26,,,,
122,1922,0.3938709677419354,0.29,,,,
123,1923,0.7138709677419355,0.3,,,,
124,1924,0.16387096774193544,0.31,,,,
125,1925,0.2538709677419354,0.33,,,,
126,1926,0.6938709677419355,0.34,,,,
127,1927,1.0738709677419354,0.36,,,,
128,1928,0.3838709677419354,0.39,,,,
129,1929,-0.2761290322580645,0.41,,,,
130,1930,0.5638709677419355,0.42,,,,
131,1931,0.2738709677419354,0.43,,,,
132,1932,0.30387096774193545,0.43,,,,
133,1933,-0.6061290322580646,0.43,,,,
134,1934,0.7738709677419354,0.41,,,,
135,1935,0.5438709677419354,0.39,,,,
136,1936,0.6438709677419354,0.37,,,,
137,1937,0.9138709677419354,0.35,,,,
138,1938,0.17387096774193544,0.35,,,,
139,1939,0.6438709677419354,0.35,,,,
140,1940,-0.5261290322580645,0.34,,,,
141,1941,-0.07612903225806456,0.34,,,,
142,1942,-0.11612903225806459,0.33,,,,
143,1943,0.42387096774193544,0.33,,,,
144,1944,0.05387096774193545,0.34,,,,
145,1945,0.3838709677419354,0.36,,,,
146,1946,0.9538709677419355,0.39,,,,
147,1947,1.0238709677419355,0.42,,,,
148,1948,-0.006129032258064548,0.45,,,,
149,1949,-0.2361290322580646,0.47,,,,
150,1950,0.9338709677419355,0.48,,,,
151,1951,0.8938709677419354,0.48,,,,
152,1952,1.1938709677419355,0.48,,,,
153,1953,-0.1361290322580646,0.49,,,,
154,1954,0.03387096774193543,0.5,,,,
155,1955,0.8538709677419354,0.51,,,,
156,1956,-0.17612903225806453,0.52,,,,
157,1957,0.48387096774193544,0.53,,,,
158,1958,0.8338709677419354,0.53,,,,
159,1959,-0.16612903225806452,0.53,,,,
160,1960,0.9838709677419354,0.53,,,,
161,1961,0.7238709677419355,0.54,,,,
162,1962,0.8638709677419354,0.55,,,,
163,1963,0.7938709677419354,0.55,,,,
164,1964,0.12387096774193546,0.55,,,,
165,1965,0.11387096774193545,0.53,,,,
166,1966,1.1638709677419354,0.5,,,,
167,1967,0.30387096774193545,0.47,,,,
168,1968,0.5438709677419354,0.43,,,,
169,1969,0.4538709677419354,0.39,,,,
170,1970,0.5838709677419355,0.36,,,,
171,1971,0.15387096774193543,0.33,,,,
172,1972,0.22387096774193543,0.31,,,,
173,1973,0.22387096774193543,0.29,,,,
174,1974,0.17387096774193544,0.28,,,,
175,1975,0.23387096774193544,0.26,,,,
176,1976,-0.30612903225806454,0.24,,,,
177,1977,0.7538709677419355,0.24,,,,
178,1978,0.05387096774193545,0.24,,,,
179,1979,0.5738709677419355,0.25,,,,
180,1980,0.0038709677419354604,0.27,,,,
181,1981,0.37387096774193546,0.29,,,,
182,1982,0.21387096774193542,0.32,,,,
183,1983,0.04387096774193544,0.34,,,,
184,1984,0.31387096774193546,0.36,,,,
185,1985,0.6138709677419354,0.38,,,,
186,1986,0.5538709677419354,0.4,,,,
187,1987,0.35387096774193544,0.43,,,,
188,1988,0.5738709677419355,0.45,,,,
189,1989,0.3938709677419354,0.48,,,,
190,1990,0.9938709677419354,0.5,,,,
191,1991,-0.05612903225806454,0.53,,,,
192,1992,0.28387096774193543,0.56,,,,
193,1993,0.5438709677419354,0.6,,,,
194,1994,1.4938709677419355,0.65,,,,
195,1995,0.6038709677419354,0.7,,,,
196,1996,0.3338709677419354,0.76,,,,
197,1997,0.2538709677419354,0.8,,,,
198,1998,0.9738709677419355,0.84,,,,
199,1999,1.4438709677419355,0.88,,,,
200,2000,1.1438709677419354,0.92,,,,
201,2001,1.3838709677419354,0.97,,,,
202,2002,1.1138709677419354,1.02,,,,
203,2003,0.9238709677419354,1.08,,,,
204,2004,0.8838709677419354,1.13,,,,
205,2005,0.6138709677419354,1.18,1.19,1.22,1.27,1.2
206,2006,0.6438709677419354,1.22,1.23,1.26,1.3,1.24
207,2007,1.5138709677419355,1.25,1.27,1.29,1.34,1.28
208,2008,1.5438709677419353,1.29,1.31,1.33,1.37,1.32
209,2009,1.4438709677419355,1.34,1.36,1.37,1.4,1.36
210,2010,1.8738709677419354,1.39,1.4,1.4,1.43,1.4
211,2011,0.8138709677419355,1.45,1.44,1.44,1.46,1.44
212,2012,1.6638709677419354,1.49,1.48,1.48,1.5,1.48
213,2013,1.7738709677419355,1.54,1.52,1.52,1.53,1.52
214,2014,1.6338709677419354,1.59,1.56,1.55,1.55,1.56
215,2015,1.4138709677419354,1.63,1.61,1.59,1.58,1.6
216,2016,1.6738709677419354,1.67,1.65,1.64,1.61,1.65
217,2017,1.3038709677419353,1.71,1.7,1.69,1.64,1.69
218,2018,2.0338709677419358,1.75,1.75,1.73,1.68,1.74
219,2019,1.9038709677419354,1.79,1.8,1.78,1.71,1.79
220,2020,1.7538709677419355,1.83,1.85,1.83,1.75,1.84
221,2021,,,1.89,1.88,1.79,1.88
222,2022,,,1.93,1.92,1.83,1.93
223,2023,,,1.96,1.96,1.87,1.97
224,2024,,,2.0,1.99,1.91,2.01
225,2025,,,2.03,2.03,1.95,2.05
226,2026,,,2.06,2.06,2.0,2.09
227,2027,,,2.08,2.09,2.04,2.13
228,2028,,,2.1,2.11,2.09,2.17
229,2029,,,2.12,2.14,2.13,2.22
230,2030,,,2.14,2.17,2.17,2.26
231,2031,,,2.16,2.2,2.22,2.3
232,2032,,,2.18,2.23,2.26,2.34
233,2033,,,2.2,2.27,2.31,2.39
234,2034,,,2.22,2.3,2.35,2.44
235,2035,,,2.24,2.34,2.38,2.49
236,2036,,,2.26,2.37,2.42,2.54
237,2037,,,2.28,2.39,2.46,2.59
238,2038,,,2.3,2.42,2.49,2.64
239,2039,,,2.33,2.45,2.52,2.69
240,2040,,,2.35,2.48,2.55,2.74
241,2041,,,2.38,2.51,2.58,2.8
242,2042,,,2.4,2.54,2.62,2.85
243,2043,,,2.43,2.57,2.66,2.91
244,2044,,,2.46,2.6,2.71,2.96
245,2045,,,2.48,2.63,2.76,3.01
246,2046,,,2.51,2.67,2.81,3.07
247,2047,,,2.53,2.71,2.86,3.13
248,2048,,,2.54,2.75,2.91,3.19
249,2049,,,2.56,2.79,2.97,3.25
250,2050,,,2.57,2.82,3.02,3.31
251,2051,,,2.57,2.86,3.08,3.38
252,2052,,,2.58,2.89,3.13,3.44
253,2053,,,2.57,2.91,3.17,3.51
254,2054,,,2.57,2.94,3.21,3.57
255,2055,,,2.58,2.96,3.24,3.63
256,2056,,,2.58,2.98,3.29,3.69
257,2057,,,2.59,3.0,3.33,3.75
258,2058,,,2.6,3.03,3.38,3.81
259,2059,,,2.61,3.05,3.43,3.87
260,2060,,,2.62,3.07,3.47,3.92
261,2061,,,2.62,3.09,3.51,3.98
262,2062,,,2.63,3.11,3.56,4.04
263,2063,,,2.64,3.14,3.6,4.11
264,2064,,,2.65,3.16,3.65,4.17
265,2065,,,2.65,3.18,3.69,4.24
266,2066,,,2.65,3.21,3.74,4.31
267,2067,,,2.65,3.23,3.78,4.38
268,2068,,,2.64,3.25,3.83,4.45
269,2069,,,2.64,3.26,3.87,4.53
270,2070,,,2.64,3.28,3.91,4.6
271,2071,,,2.64,3.3,3.96,4.67
272,2072,,,2.64,3.32,4.01,4.74
273,2073,,,2.64,3.34,4.07,4.8
274,2074,,,2.64,3.35,4.12,4.87
275,2075,,,2.64,3.37,4.17,4.94
276,2076,,,2.63,3.39,4.22,5.01
277,2077,,,2.63,3.42,4.27,5.08
278,2078,,,2.63,3.44,4.32,5.15
279,2079,,,2.62,3.46,4.37,5.22
280,2080,,,2.63,3.48,4.43,5.29
281,2081,,,2.63,3.5,4.48,5.36
282,2082,,,2.63,3.52,4.53,5.44
283,2083,,,2.63,3.54,4.59,5.51
284,2084,,,2.63,3.56,4.64,5.59
285,2085,,,2.63,3.57,4.69,5.66
286,2086,,,2.63,3.59,4.74,5.74
287,2087,,,2.63,3.61,4.8,5.81
288,2088,,,2.62,3.62,4.85,5.89
289,2089,,,2.62,3.64,4.91,5.97
290,2090,,,2.62,3.66,4.96,6.05
291,2091,,,2.61,3.68,5.02,6.14
292,2092,,,2.6,3.69,5.08,6.22
293,2093,,,2.6,3.71,5.14,6.3
294,2094,,,2.59,3.72,5.2,6.39
295,2095,,,2.59,3.73,5.27,6.47
296,2096,,,2.59,3.74,5.33,6.56
297,2097,,,2.59,3.75,5.39,6.64
298,2098,,,2.59,3.76,5.45,6.73
299,2099,,,2.59,3.77,5.52,6.82
300,2100,,,2.59,3.79,5.58,6.9
