Guatemala,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
108,1908,0.15516129032258053,0.09,,,,
109,1909,0.43516129032258055,0.08,,,,
110,1910,-0.3648387096774195,0.08,,,,
111,1911,-0.03483870967741942,0.08,,,,
112,1912,0.03516129032258053,0.09,,,,
113,1913,-0.2848387096774194,0.1,,,,
114,1914,0.15516129032258053,0.11,,,,
115,1915,0.6551612903225805,0.13,,,,
116,1916,0.15516129032258053,0.16,,,,
117,1917,-0.17483870967741943,0.19,,,,
118,1918,0.24516129032258055,0.22,,,,
119,1919,0.43516129032258055,0.24,,,,
120,1920,0.3251612903225805,0.27,,,,
121,1921,0.22516129032258053,0.29,,,,
122,1922,0.5051612903225805,0.31,,,,
123,1923,0.23516129032258054,0.33,,,,
124,1924,0.22516129032258053,0.35,,,,
125,1925,0.1951612903225805,0.37,,,,
126,1926,0.5851612903225805,0.38,,,,
127,1927,0.43516129032258055,0.39,,,,
128,1928,0.3951612903225805,0.41,,,,
129,1929,0.5051612903225805,0.42,,,,
130,1930,0.5251612903225805,0.43,,,,
131,1931,0.2751612903225805,0.44,,,,
132,1932,0.41516129032258053,0.43,,,,
133,1933,0.5651612903225806,0.42,,,,
134,1934,0.5451612903225805,0.4,,,,
135,1935,0.29516129032258054,0.4,,,,
136,1936,0.4851612903225805,0.41,,,,
137,1937,0.42516129032258054,0.43,,,,
138,1938,-0.09483870967741947,0.45,,,,
139,1939,0.1251612903225805,0.47,,,,
140,1940,0.2651612903225805,0.5,,,,
141,1941,0.8651612903225805,0.54,,,,
142,1942,0.8551612903225805,0.59,,,,
143,1943,0.41516129032258053,0.64,,,,
144,1944,0.6051612903225805,0.69,,,,
145,1945,0.8051612903225805,0.73,,,,
146,1946,0.9851612903225806,0.77,,,,
147,1947,1.1151612903225805,0.79,,,,
148,1948,0.9251612903225805,0.79,,,,
149,1949,0.8151612903225806,0.79,,,,
150,1950,0.43516129032258055,0.77,,,,
151,1951,0.8051612903225805,0.76,,,,
152,1952,0.8151612903225806,0.74,,,,
153,1953,1.0951612903225805,0.72,,,,
154,1954,0.41516129032258053,0.7,,,,
155,1955,0.5051612903225805,0.69,,,,
156,1956,0.3351612903225805,0.67,,,,
157,1957,0.7951612903225805,0.66,,,,
158,1958,1.0151612903225806,0.64,,,,
159,1959,0.6851612903225806,0.63,,,,
160,1960,0.6051612903225805,0.61,,,,
161,1961,0.6451612903225805,0.6,,,,
162,1962,0.3951612903225805,0.59,,,,
163,1963,0.4651612903225805,0.58,,,,
164,1964,0.7351612903225805,0.56,,,,
165,1965,0.6251612903225805,0.56,,,,
166,1966,0.41516129032258053,0.57,,,,
167,1967,0.3851612903225805,0.58,,,,
168,1968,0.24516129032258055,0.59,,,,
169,1969,0.9951612903225806,0.61,,,,
170,1970,0.6051612903225805,0.61,,,,
171,1971,0.5751612903225806,0.63,,,,
172,1972,0.9651612903225806,0.64,,,,
173,1973,0.8951612903225805,0.67,,,,
174,1974,0.3951612903225805,0.69,,,,
175,1975,0.6751612903225805,0.72,,,,
176,1976,0.24516129032258055,0.74,,,,
177,1977,0.8151612903225806,0.75,,,,
178,1978,0.7851612903225805,0.76,,,,
179,1979,0.8651612903225805,0.77,,,,
180,1980,0.9251612903225805,0.79,,,,
181,1981,0.6651612903225805,0.8,,,,
182,1982,1.0551612903225807,0.82,,,,
183,1983,1.2051612903225806,0.83,,,,
184,1984,0.5351612903225805,0.84,,,,
185,1985,0.6351612903225805,0.85,,,,
186,1986,0.6851612903225806,0.86,,,,
187,1987,0.9951612903225806,0.87,,,,
188,1988,0.9751612903225806,0.89,,,,
189,1989,0.6251612903225805,0.91,,,,
190,1990,0.8951612903225805,0.94,,,,
191,1991,1.1551612903225805,0.97,,,,
192,1992,1.0451612903225804,1.0,,,,
193,1993,0.9351612903225806,1.02,,,,
194,1994,1.1951612903225806,1.03,,,,
195,1995,1.2851612903225806,1.03,,,,
196,1996,0.7151612903225806,1.03,,,,
197,1997,1.3051612903225807,1.03,,,,
198,1998,1.5551612903225807,1.03,,,,
199,1999,0.6651612903225805,1.03,,,,
200,2000,0.5951612903225805,1.02,,,,
201,2001,0.8651612903225805,1.01,,,,
202,2002,1.0851612903225805,0.99,,,,
203,2003,1.2451612903225806,0.98,,,,
204,2004,0.9951612903225806,0.97,,,,
205,2005,1.0651612903225804,0.96,0.95,0.94,0.98,0.92
206,2006,0.9351612903225806,0.96,0.99,0.98,1.01,0.96
207,2007,0.9751612903225806,0.96,1.02,1.01,1.04,1.0
208,2008,0.6851612903225806,0.97,1.05,1.05,1.07,1.04
209,2009,1.0251612903225804,0.98,1.09,1.08,1.1,1.07
210,2010,0.7851612903225805,1.01,1.12,1.12,1.13,1.11
211,2011,0.9151612903225805,1.04,1.16,1.16,1.17,1.15
212,2012,0.9151612903225805,1.08,1.19,1.19,1.2,1.19
213,2013,1.1451612903225805,1.15,1.23,1.23,1.23,1.23
214,2014,0.9951612903225806,1.23,1.26,1.26,1.26,1.27
215,2015,1.5951612903225805,1.31,1.29,1.3,1.29,1.31
216,2016,1.6151612903225805,1.38,1.33,1.33,1.32,1.35
217,2017,1.2651612903225806,1.46,1.37,1.37,1.35,1.38
218,2018,1.1851612903225806,1.55,1.4,1.41,1.38,1.42
219,2019,1.7251612903225806,1.63,1.44,1.45,1.41,1.47
220,2020,1.9051612903225805,1.71,1.48,1.49,1.45,1.51
221,2021,,,1.52,1.53,1.49,1.55
222,2022,,,1.55,1.57,1.53,1.59
223,2023,,,1.59,1.61,1.57,1.63
224,2024,,,1.62,1.65,1.61,1.67
225,2025,,,1.65,1.68,1.65,1.71
226,2026,,,1.68,1.72,1.69,1.75
227,2027,,,1.71,1.75,1.73,1.78
228,2028,,,1.74,1.78,1.77,1.82
229,2029,,,1.78,1.8,1.81,1.86
230,2030,,,1.81,1.83,1.85,1.9
231,2031,,,1.84,1.86,1.89,1.94
232,2032,,,1.86,1.89,1.92,1.99
233,2033,,,1.89,1.91,1.96,2.04
234,2034,,,1.92,1.94,1.99,2.08
235,2035,,,1.94,1.97,2.02,2.13
236,2036,,,1.96,1.99,2.05,2.18
237,2037,,,1.98,2.02,2.08,2.24
238,2038,,,2.0,2.05,2.11,2.29
239,2039,,,2.01,2.07,2.15,2.35
240,2040,,,2.02,2.11,2.18,2.41
241,2041,,,2.03,2.14,2.22,2.46
242,2042,,,2.04,2.17,2.26,2.52
243,2043,,,2.06,2.2,2.29,2.57
244,2044,,,2.07,2.24,2.33,2.62
245,2045,,,2.09,2.27,2.38,2.67
246,2046,,,2.1,2.3,2.43,2.72
247,2047,,,2.11,2.33,2.48,2.77
248,2048,,,2.12,2.37,2.53,2.82
249,2049,,,2.13,2.4,2.58,2.87
250,2050,,,2.13,2.43,2.62,2.91
251,2051,,,2.14,2.47,2.67,2.96
252,2052,,,2.16,2.5,2.72,3.01
253,2053,,,2.17,2.53,2.76,3.07
254,2054,,,2.17,2.56,2.81,3.12
255,2055,,,2.18,2.59,2.85,3.18
256,2056,,,2.18,2.61,2.89,3.24
257,2057,,,2.19,2.64,2.93,3.3
258,2058,,,2.2,2.66,2.97,3.36
259,2059,,,2.21,2.68,3.01,3.43
260,2060,,,2.22,2.7,3.06,3.49
261,2061,,,2.22,2.72,3.1,3.55
262,2062,,,2.23,2.75,3.15,3.61
263,2063,,,2.23,2.77,3.2,3.68
264,2064,,,2.23,2.79,3.25,3.74
265,2065,,,2.23,2.81,3.3,3.81
266,2066,,,2.24,2.84,3.36,3.87
267,2067,,,2.24,2.86,3.41,3.94
268,2068,,,2.24,2.89,3.46,4.01
269,2069,,,2.24,2.91,3.52,4.08
270,2070,,,2.25,2.92,3.58,4.15
271,2071,,,2.25,2.94,3.63,4.21
272,2072,,,2.26,2.95,3.68,4.28
273,2073,,,2.26,2.97,3.73,4.35
274,2074,,,2.26,2.98,3.79,4.42
275,2075,,,2.26,3.0,3.84,4.5
276,2076,,,2.26,3.01,3.89,4.57
277,2077,,,2.26,3.03,3.94,4.64
278,2078,,,2.26,3.05,3.99,4.72
279,2079,,,2.27,3.07,4.04,4.8
280,2080,,,2.27,3.09,4.08,4.88
281,2081,,,2.27,3.11,4.13,4.96
282,2082,,,2.26,3.12,4.18,5.04
283,2083,,,2.26,3.14,4.23,5.12
284,2084,,,2.25,3.16,4.27,5.19
285,2085,,,2.25,3.17,4.32,5.27
286,2086,,,2.25,3.19,4.37,5.34
287,2087,,,2.24,3.2,4.42,5.41
288,2088,,,2.23,3.21,4.47,5.47
289,2089,,,2.22,3.22,4.52,5.54
290,2090,,,2.21,3.23,4.57,5.61
291,2091,,,2.2,3.25,4.63,5.68
292,2092,,,2.2,3.26,4.69,5.75
293,2093,,,2.2,3.28,4.74,5.83
294,2094,,,2.19,3.3,4.8,5.9
295,2095,,,2.19,3.31,4.86,5.97
296,2096,,,2.19,3.33,4.92,6.05
297,2097,,,2.19,3.35,4.98,6.12
298,2098,,,2.19,3.36,5.03,6.19
299,2099,,,2.19,3.38,5.09,6.27
300,2100,,,2.19,3.4,5.15,6.34
