Oman,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
140,1940,0.19999999999999993,0.05,,,,
141,1941,0.44999999999999996,0.07,,,,
142,1942,0.23999999999999994,0.11,,,,
143,1943,0.08999999999999991,0.15,,,,
144,1944,0.29999999999999993,0.18,,,,
145,1945,0.07999999999999993,0.2,,,,
146,1946,0.039999999999999925,0.21,,,,
147,1947,0.30999999999999994,0.21,,,,
148,1948,0.36999999999999994,0.22,,,,
149,1949,0.2599999999999999,0.23,,,,
150,1950,-0.31000000000000005,0.24,,,,
151,1951,0.43999999999999995,0.23,,,,
152,1952,0.19999999999999993,0.23,,,,
153,1953,0.42999999999999994,0.22,,,,
154,1954,0.36999999999999994,0.21,,,,
155,1955,0.04999999999999993,0.21,,,,
156,1956,-0.010000000000000064,0.21,,,,
157,1957,-0.010000000000000064,0.2,,,,
158,1958,0.4699999999999999,0.18,,,,
159,1959,0.10999999999999993,0.17,,,,
160,1960,0.21999999999999992,0.16,,,,
161,1961,0.2699999999999999,0.16,,,,
162,1962,0.21999999999999992,0.16,,,,
163,1963,0.1499999999999999,0.17,,,,
164,1964,-0.27000000000000013,0.18,,,,
165,1965,0.07999999999999993,0.19,,,,
166,1966,0.2699999999999999,0.21,,,,
167,1967,0.2699999999999999,0.22,,,,
168,1968,0.059999999999999915,0.24,,,,
169,1969,0.5799999999999998,0.25,,,,
170,1970,0.45999999999999996,0.26,,,,
171,1971,0.30999999999999994,0.27,,,,
172,1972,0.13999999999999993,0.29,,,,
173,1973,0.3499999999999999,0.32,,,,
174,1974,0.2099999999999999,0.35,,,,
175,1975,-0.12000000000000005,0.39,,,,
176,1976,0.18999999999999992,0.42,,,,
177,1977,1.0499999999999998,0.43,,,,
178,1978,0.6699999999999999,0.44,,,,
179,1979,0.6299999999999999,0.44,,,,
180,1980,0.8799999999999999,0.43,,,,
181,1981,0.6699999999999999,0.43,,,,
182,1982,0.1499999999999999,0.42,,,,
183,1983,-5.551115123125783e-17,0.39,,,,
184,1984,-0.21000000000000008,0.37,,,,
185,1985,0.2699999999999999,0.35,,,,
186,1986,0.23999999999999994,0.34,,,,
187,1987,0.6299999999999999,0.35,,,,
188,1988,0.6299999999999999,0.38,,,,
189,1989,-0.020000000000000073,0.44,,,,
190,1990,0.7899999999999999,0.48,,,,
191,1991,0.3499999999999999,0.52,,,,
192,1992,0.039999999999999925,0.56,,,,
193,1993,0.6699999999999999,0.61,,,,
194,1994,1.04,0.67,,,,
195,1995,0.6699999999999999,0.74,,,,
196,1996,0.41999999999999993,0.81,,,,
197,1997,0.6399999999999999,0.89,,,,
198,1998,1.3900000000000001,0.97,,,,
199,1999,1.16,1.03,,,,
200,2000,1.15,1.1,,,,
201,2001,1.23,1.16,,,,
202,2002,1.15,1.21,,,,
203,2003,1.4299999999999997,1.25,,,,
204,2004,1.27,1.28,,,,
205,2005,1.2999999999999998,1.31,1.31,1.29,1.3,1.27
206,2006,1.23,1.34,1.33,1.32,1.33,1.29
207,2007,1.54,1.36,1.36,1.35,1.35,1.32
208,2008,0.9099999999999999,1.37,1.38,1.37,1.38,1.35
209,2009,1.5299999999999998,1.38,1.41,1.4,1.41,1.39
210,2010,1.69,1.41,1.43,1.43,1.44,1.42
211,2011,1.3900000000000001,1.44,1.46,1.46,1.46,1.45
212,2012,1.46,1.48,1.48,1.48,1.49,1.48
213,2013,1.1,1.52,1.51,1.51,1.52,1.51
214,2014,1.25,1.55,1.53,1.54,1.55,1.54
215,2015,1.92,1.58,1.57,1.57,1.58,1.58
216,2016,1.6400000000000001,1.61,1.6,1.61,1.61,1.62
217,2017,1.7399999999999998,1.65,1.64,1.64,1.64,1.66
218,2018,1.87,1.68,1.68,1.68,1.66,1.71
219,2019,1.7199999999999998,1.71,1.71,1.72,1.69,1.75
220,2020,1.54,1.75,1.75,1.76,1.73,1.79
221,2021,,,1.79,1.8,1.76,1.84
222,2022,,,1.83,1.83,1.8,1.89
223,2023,,,1.87,1.87,1.83,1.93
224,2024,,,1.91,1.91,1.87,1.97
225,2025,,,1.94,1.94,1.9,2.01
226,2026,,,1.98,1.97,1.94,2.04
227,2027,,,2.02,2.01,1.98,2.08
228,2028,,,2.05,2.04,2.03,2.12
229,2029,,,2.09,2.07,2.07,2.16
230,2030,,,2.12,2.1,2.11,2.2
231,2031,,,2.15,2.13,2.16,2.25
232,2032,,,2.19,2.17,2.19,2.29
233,2033,,,2.22,2.2,2.23,2.33
234,2034,,,2.24,2.24,2.27,2.38
235,2035,,,2.27,2.27,2.31,2.43
236,2036,,,2.29,2.31,2.35,2.48
237,2037,,,2.32,2.34,2.39,2.53
238,2038,,,2.33,2.37,2.43,2.59
239,2039,,,2.35,2.41,2.47,2.65
240,2040,,,2.37,2.44,2.5,2.71
241,2041,,,2.38,2.47,2.54,2.76
242,2042,,,2.4,2.5,2.59,2.82
243,2043,,,2.41,2.54,2.63,2.88
244,2044,,,2.42,2.57,2.67,2.94
245,2045,,,2.44,2.61,2.72,3.0
246,2046,,,2.45,2.65,2.77,3.05
247,2047,,,2.46,2.69,2.82,3.11
248,2048,,,2.47,2.73,2.87,3.17
249,2049,,,2.49,2.77,2.92,3.23
250,2050,,,2.5,2.81,2.97,3.29
251,2051,,,2.51,2.84,3.02,3.34
252,2052,,,2.52,2.88,3.06,3.4
253,2053,,,2.53,2.91,3.11,3.47
254,2054,,,2.55,2.94,3.16,3.53
255,2055,,,2.56,2.97,3.2,3.59
256,2056,,,2.57,2.99,3.25,3.66
257,2057,,,2.58,3.02,3.29,3.72
258,2058,,,2.59,3.04,3.34,3.79
259,2059,,,2.6,3.07,3.39,3.86
260,2060,,,2.61,3.09,3.43,3.92
261,2061,,,2.61,3.12,3.49,3.99
262,2062,,,2.61,3.14,3.54,4.06
263,2063,,,2.62,3.17,3.59,4.12
264,2064,,,2.62,3.19,3.64,4.19
265,2065,,,2.62,3.22,3.69,4.26
266,2066,,,2.62,3.24,3.74,4.32
267,2067,,,2.62,3.26,3.79,4.39
268,2068,,,2.62,3.28,3.85,4.46
269,2069,,,2.62,3.3,3.9,4.53
270,2070,,,2.62,3.32,3.95,4.6
271,2071,,,2.62,3.34,4.01,4.67
272,2072,,,2.62,3.36,4.06,4.74
273,2073,,,2.61,3.37,4.11,4.81
274,2074,,,2.61,3.39,4.16,4.87
275,2075,,,2.61,3.41,4.21,4.94
276,2076,,,2.61,3.42,4.27,5.01
277,2077,,,2.61,3.44,4.32,5.08
278,2078,,,2.61,3.47,4.38,5.15
279,2079,,,2.61,3.49,4.44,5.22
280,2080,,,2.61,3.51,4.5,5.3
281,2081,,,2.61,3.53,4.55,5.38
282,2082,,,2.6,3.56,4.61,5.46
283,2083,,,2.6,3.58,4.67,5.54
284,2084,,,2.6,3.6,4.73,5.63
285,2085,,,2.6,3.62,4.78,5.71
286,2086,,,2.59,3.64,4.84,5.79
287,2087,,,2.59,3.66,4.89,5.88
288,2088,,,2.58,3.68,4.94,5.96
289,2089,,,2.57,3.7,5.0,6.04
290,2090,,,2.56,3.71,5.05,6.12
291,2091,,,2.55,3.72,5.1,6.2
292,2092,,,2.54,3.73,5.16,6.28
293,2093,,,2.53,3.73,5.21,6.36
294,2094,,,2.52,3.74,5.27,6.43
295,2095,,,2.52,3.75,5.33,6.51
296,2096,,,2.51,3.76,5.38,6.59
297,2097,,,2.5,3.77,5.44,6.67
298,2098,,,2.5,3.78,5.5,6.75
299,2099,,,2.49,3.78,5.55,6.82
300,2100,,,2.48,3.79,5.61,6.9
