Myanmar,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
0,1800,-0.24699999999999994,0.45,,,,
1,1801,,,,,,
2,1802,0.343,0.3,,,,
3,1803,0.183,0.23,,,,
4,1804,0.35300000000000004,0.16,,,,
5,1805,0.21300000000000002,0.08,,,,
6,1806,0.10300000000000004,0.01,,,,
7,1807,,,,,,
8,1808,,,,,,
9,1809,,,,,,
10,1810,,,,,,
11,1811,,,,,,
12,1812,,,,,,
13,1813,-0.5469999999999999,-0.47,,,,
14,1814,,,,,,
15,1815,-1.067,-0.61,,,,
16,1816,-1.267,-0.69,,,,
17,1817,-1.107,-0.72,,,,
18,1818,-0.587,-0.68,,,,
19,1819,-1.137,-0.62,,,,
20,1820,-0.877,-0.56,,,,
21,1821,-0.177,-0.5,,,,
22,1822,-0.046999999999999986,-0.43,,,,
23,1823,-0.36699999999999994,-0.35,,,,
24,1824,0.08300000000000002,-0.29,,,,
25,1825,-0.197,-0.25,,,,
26,1826,0.013000000000000012,-0.22,,,,
27,1827,0.233,-0.2,,,,
28,1828,-0.297,-0.2,,,,
29,1829,-0.427,-0.22,,,,
30,1830,0.03300000000000003,-0.25,,,,
31,1831,-0.567,-0.27,,,,
32,1832,,,,,,
33,1833,-0.177,-0.33,,,,
34,1834,-0.24699999999999994,-0.34,,,,
35,1835,-1.107,-0.35,,,,
36,1836,-0.5069999999999999,-0.35,,,,
37,1837,-0.5569999999999999,-0.35,,,,
38,1838,-0.4769999999999999,-0.35,,,,
39,1839,-0.48699999999999993,-0.36,,,,
40,1840,-0.13699999999999996,-0.36,,,,
41,1841,0.133,-0.37,,,,
42,1842,-0.14699999999999996,-0.36,,,,
43,1843,-0.13699999999999996,-0.36,,,,
44,1844,-0.617,-0.36,,,,
45,1845,-0.597,-0.35,,,,
46,1846,-0.25699999999999995,-0.34,,,,
47,1847,-0.597,-0.33,,,,
48,1848,-0.637,-0.32,,,,
49,1849,-0.447,-0.3,,,,
50,1850,-0.11699999999999994,-0.28,,,,
51,1851,-0.03699999999999998,-0.25,,,,
52,1852,-0.26699999999999996,-0.23,,,,
53,1853,0.183,-0.21,,,,
54,1854,0.05300000000000005,-0.19,,,,
55,1855,-0.16699999999999998,-0.17,,,,
56,1856,-0.447,-0.16,,,,
57,1857,-0.617,-0.15,,,,
58,1858,0.03300000000000003,-0.15,,,,
59,1859,0.08300000000000002,-0.14,,,,
60,1860,-0.187,-0.13,,,,
61,1861,-0.297,-0.11,,,,
62,1862,,,,,,
63,1863,-0.187,-0.08,,,,
64,1864,-0.307,-0.06,,,,
65,1865,0.183,-0.03,,,,
66,1866,0.253,-0.01,,,,
67,1867,0.22300000000000003,0.01,,,,
68,1868,-0.056999999999999995,0.04,,,,
69,1869,-0.22699999999999992,0.06,,,,
70,1870,-0.03699999999999998,0.07,,,,
71,1871,0.193,0.08,,,,
72,1872,0.24300000000000002,0.09,,,,
73,1873,0.22300000000000003,0.1,,,,
74,1874,0.323,0.11,,,,
75,1875,-0.10699999999999993,0.11,,,,
76,1876,-0.15699999999999997,0.11,,,,
77,1877,0.08300000000000002,0.1,,,,
78,1878,0.773,0.07,,,,
79,1879,0.393,0.05,,,,
80,1880,-0.02699999999999997,0.02,,,,
81,1881,0.063,0.0,,,,
82,1882,0.08300000000000002,-0.01,,,,
83,1883,-0.197,-0.01,,,,
84,1884,-0.48699999999999993,-0.02,,,,
85,1885,-0.15699999999999997,-0.02,,,,
86,1886,-0.006999999999999951,-0.03,,,,
87,1887,-0.177,-0.02,,,,
88,1888,0.07300000000000001,-0.02,,,,
89,1889,0.47300000000000003,0.0,,,,
90,1890,0.04300000000000004,0.03,,,,
91,1891,0.14300000000000002,0.07,,,,
92,1892,-0.09700000000000003,0.1,,,,
93,1893,-0.5469999999999999,0.13,,,,
94,1894,0.07300000000000001,0.15,,,,
95,1895,0.183,0.17,,,,
96,1896,0.29300000000000004,0.18,,,,
97,1897,0.513,0.19,,,,
98,1898,0.263,0.2,,,,
99,1899,-0.056999999999999995,0.2,,,,
100,1900,0.503,0.19,,,,
101,1901,0.373,0.17,,,,
102,1902,0.15300000000000002,0.16,,,,
103,1903,0.133,0.14,,,,
104,1904,-0.287,0.12,,,,
105,1905,-0.22699999999999992,0.09,,,,
106,1906,0.29300000000000004,0.07,,,,
107,1907,0.03300000000000003,0.06,,,,
108,1908,0.063,0.04,,,,
109,1909,0.22300000000000003,0.04,,,,
110,1910,-0.03699999999999998,0.04,,,,
111,1911,-0.09700000000000003,0.05,,,,
112,1912,0.11300000000000004,0.05,,,,
113,1913,-0.07700000000000001,0.05,,,,
114,1914,-0.006999999999999951,0.06,,,,
115,1915,0.403,0.08,,,,
116,1916,0.08300000000000002,0.1,,,,
117,1917,-0.177,0.12,,,,
118,1918,-0.24699999999999994,0.15,,,,
119,1919,0.493,0.16,,,,
120,1920,0.29300000000000004,0.18,,,,
121,1921,0.16300000000000003,0.19,,,,
122,1922,0.393,0.19,,,,
123,1923,0.22300000000000003,0.2,,,,
124,1924,0.43300000000000005,0.21,,,,
125,1925,-0.177,0.21,,,,
126,1926,0.31300000000000006,0.21,,,,
127,1927,-0.046999999999999986,0.21,,,,
128,1928,0.263,0.2,,,,
129,1929,0.11300000000000004,0.2,,,,
130,1930,0.04300000000000004,0.2,,,,
131,1931,0.603,0.2,,,,
132,1932,0.29300000000000004,0.21,,,,
133,1933,0.263,0.22,,,,
134,1934,0.04300000000000004,0.23,,,,
135,1935,0.29300000000000004,0.24,,,,
136,1936,0.11300000000000004,0.25,,,,
137,1937,0.323,0.26,,,,
138,1938,0.193,0.26,,,,
139,1939,0.323,0.27,,,,
140,1940,0.123,0.29,,,,
141,1941,0.453,0.3,,,,
142,1942,0.5630000000000001,0.32,,,,
143,1943,0.133,0.32,,,,
144,1944,0.343,0.32,,,,
145,1945,0.22300000000000003,0.32,,,,
146,1946,0.543,0.33,,,,
147,1947,0.583,0.34,,,,
148,1948,0.11300000000000004,0.35,,,,
149,1949,0.123,0.35,,,,
150,1950,0.203,0.36,,,,
151,1951,0.31300000000000006,0.36,,,,
152,1952,0.543,0.37,,,,
153,1953,0.633,0.39,,,,
154,1954,0.533,0.41,,,,
155,1955,0.193,0.43,,,,
156,1956,0.233,0.45,,,,
157,1957,0.47300000000000003,0.46,,,,
158,1958,0.653,0.47,,,,
159,1959,0.403,0.47,,,,
160,1960,0.853,0.47,,,,
161,1961,0.48300000000000004,0.47,,,,
162,1962,0.41300000000000003,0.48,,,,
163,1963,0.333,0.48,,,,
164,1964,0.533,0.47,,,,
165,1965,0.31300000000000006,0.46,,,,
166,1966,0.883,0.44,,,,
167,1967,0.333,0.44,,,,
168,1968,0.30300000000000005,0.43,,,,
169,1969,0.623,0.42,,,,
170,1970,0.403,0.41,,,,
171,1971,-0.08700000000000002,0.4,,,,
172,1972,0.603,0.39,,,,
173,1973,0.583,0.4,,,,
174,1974,0.233,0.41,,,,
175,1975,0.333,0.43,,,,
176,1976,0.15300000000000002,0.45,,,,
177,1977,0.323,0.46,,,,
178,1978,0.48300000000000004,0.48,,,,
179,1979,1.0130000000000001,0.49,,,,
180,1980,0.823,0.51,,,,
181,1981,0.623,0.54,,,,
182,1982,0.443,0.57,,,,
183,1983,0.47300000000000003,0.59,,,,
184,1984,0.553,0.6,,,,
185,1985,0.503,0.61,,,,
186,1986,0.553,0.6,,,,
187,1987,0.813,0.6,,,,
188,1988,0.873,0.61,,,,
189,1989,0.513,0.63,,,,
190,1990,0.583,0.65,,,,
191,1991,0.773,0.66,,,,
192,1992,0.273,0.68,,,,
193,1993,0.553,0.69,,,,
194,1994,0.803,0.71,,,,
195,1995,0.923,0.73,,,,
196,1996,0.7230000000000001,0.75,,,,
197,1997,0.443,0.77,,,,
198,1998,1.393,0.8,,,,
199,1999,1.0030000000000001,0.83,,,,
200,2000,0.5730000000000001,0.85,,,,
201,2001,0.913,0.87,,,,
202,2002,0.883,0.89,,,,
203,2003,0.933,0.91,,,,
204,2004,0.7430000000000001,0.94,,,,
205,2005,1.2730000000000001,0.97,1.01,1.01,1.06,0.99
206,2006,1.033,1.0,1.04,1.04,1.09,1.03
207,2007,0.783,1.03,1.08,1.08,1.12,1.07
208,2008,0.753,1.07,1.11,1.11,1.15,1.11
209,2009,1.333,1.11,1.14,1.15,1.17,1.14
210,2010,1.483,1.15,1.18,1.18,1.2,1.18
211,2011,0.803,1.19,1.21,1.22,1.23,1.22
212,2012,1.2630000000000001,1.23,1.25,1.25,1.25,1.25
213,2013,1.203,1.28,1.28,1.28,1.28,1.29
214,2014,1.373,1.32,1.32,1.32,1.31,1.33
215,2015,1.393,1.37,1.35,1.35,1.34,1.36
216,2016,1.5730000000000002,1.42,1.39,1.39,1.36,1.4
217,2017,1.433,1.46,1.42,1.42,1.39,1.43
218,2018,1.103,1.51,1.46,1.45,1.41,1.46
219,2019,1.713,1.55,1.49,1.49,1.44,1.49
220,2020,1.613,1.6,1.53,1.51,1.46,1.52
221,2021,,,1.56,1.54,1.49,1.55
222,2022,,,1.6,1.57,1.52,1.58
223,2023,,,1.63,1.6,1.55,1.61
224,2024,,,1.66,1.63,1.58,1.65
225,2025,,,1.69,1.66,1.61,1.68
226,2026,,,1.72,1.68,1.65,1.72
227,2027,,,1.75,1.71,1.68,1.75
228,2028,,,1.78,1.73,1.71,1.79
229,2029,,,1.8,1.75,1.75,1.82
230,2030,,,1.83,1.78,1.78,1.86
231,2031,,,1.86,1.8,1.81,1.91
232,2032,,,1.88,1.83,1.85,1.95
233,2033,,,1.91,1.86,1.88,1.99
234,2034,,,1.93,1.89,1.91,2.04
235,2035,,,1.96,1.91,1.94,2.08
236,2036,,,1.98,1.94,1.98,2.12
237,2037,,,2.01,1.96,2.01,2.17
238,2038,,,2.03,1.99,2.04,2.21
239,2039,,,2.05,2.02,2.07,2.26
240,2040,,,2.07,2.05,2.1,2.32
241,2041,,,2.09,2.08,2.13,2.37
242,2042,,,2.1,2.11,2.16,2.42
243,2043,,,2.11,2.15,2.2,2.47
244,2044,,,2.13,2.18,2.23,2.52
245,2045,,,2.14,2.21,2.26,2.58
246,2046,,,2.16,2.24,2.3,2.63
247,2047,,,2.17,2.28,2.33,2.69
248,2048,,,2.18,2.31,2.37,2.74
249,2049,,,2.19,2.35,2.41,2.79
250,2050,,,2.2,2.38,2.45,2.85
251,2051,,,2.21,2.41,2.49,2.9
252,2052,,,2.23,2.44,2.53,2.96
253,2053,,,2.24,2.47,2.56,3.01
254,2054,,,2.26,2.5,2.6,3.06
255,2055,,,2.27,2.53,2.64,3.12
256,2056,,,2.28,2.56,2.69,3.17
257,2057,,,2.29,2.59,2.73,3.23
258,2058,,,2.3,2.62,2.77,3.29
259,2059,,,2.31,2.64,2.82,3.34
260,2060,,,2.32,2.67,2.86,3.4
261,2061,,,2.33,2.69,2.91,3.46
262,2062,,,2.34,2.71,2.95,3.52
263,2063,,,2.35,2.73,3.0,3.59
264,2064,,,2.35,2.75,3.04,3.65
265,2065,,,2.36,2.77,3.08,3.72
266,2066,,,2.36,2.79,3.13,3.78
267,2067,,,2.37,2.81,3.17,3.85
268,2068,,,2.38,2.82,3.21,3.91
269,2069,,,2.38,2.84,3.25,3.98
270,2070,,,2.38,2.86,3.29,4.05
271,2071,,,2.39,2.88,3.34,4.11
272,2072,,,2.39,2.89,3.38,4.17
273,2073,,,2.38,2.91,3.42,4.24
274,2074,,,2.38,2.93,3.47,4.3
275,2075,,,2.38,2.95,3.51,4.36
276,2076,,,2.38,2.97,3.56,4.43
277,2077,,,2.38,2.99,3.61,4.49
278,2078,,,2.38,3.01,3.65,4.56
279,2079,,,2.38,3.04,3.7,4.62
280,2080,,,2.37,3.06,3.76,4.69
281,2081,,,2.37,3.08,3.81,4.76
282,2082,,,2.37,3.1,3.86,4.83
283,2083,,,2.36,3.12,3.92,4.9
284,2084,,,2.36,3.14,3.97,4.97
285,2085,,,2.35,3.16,4.03,5.03
286,2086,,,2.34,3.18,4.08,5.1
287,2087,,,2.33,3.19,4.12,5.17
288,2088,,,2.32,3.21,4.17,5.24
289,2089,,,2.31,3.22,4.22,5.31
290,2090,,,2.3,3.24,4.27,5.39
291,2091,,,2.29,3.26,4.31,5.46
292,2092,,,2.29,3.27,4.36,5.54
293,2093,,,2.28,3.29,4.41,5.61
294,2094,,,2.27,3.3,4.46,5.68
295,2095,,,2.26,3.31,4.51,5.76
296,2096,,,2.26,3.33,4.57,5.83
297,2097,,,2.25,3.34,4.62,5.9
298,2098,,,2.24,3.36,4.67,5.98
299,2099,,,2.24,3.37,4.72,6.05
300,2100,,,2.23,3.38,4.78,6.13
