Antigua and Barbuda,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
126,1926,0.34299999999999986,0.1,,,,
127,1927,0.10299999999999987,0.12,,,,
128,1928,0.23299999999999987,0.14,,,,
129,1929,-0.1070000000000001,0.15,,,,
130,1930,0.31299999999999983,0.15,,,,
131,1931,0.5629999999999998,0.16,,,,
132,1932,0.2729999999999999,0.16,,,,
133,1933,-0.08700000000000008,0.16,,,,
134,1934,-0.07700000000000018,0.16,,,,
135,1935,0.12299999999999989,0.17,,,,
136,1936,0.16299999999999987,0.19,,,,
137,1937,0.3829999999999999,0.21,,,,
138,1938,-0.06700000000000017,0.24,,,,
139,1939,0.20299999999999985,0.25,,,,
140,1940,0.4829999999999999,0.26,,,,
141,1941,0.6729999999999998,0.27,,,,
142,1942,0.5729999999999998,0.28,,,,
143,1943,0.09299999999999986,0.29,,,,
144,1944,0.16299999999999987,0.28,,,,
145,1945,-0.04700000000000015,0.27,,,,
146,1946,0.23299999999999987,0.26,,,,
147,1947,0.5129999999999999,0.26,,,,
148,1948,0.4329999999999999,0.27,,,,
149,1949,0.04299999999999987,0.29,,,,
150,1950,-0.1070000000000001,0.31,,,,
151,1951,0.34299999999999986,0.33,,,,
152,1952,0.5129999999999999,0.35,,,,
153,1953,0.6529999999999999,0.38,,,,
154,1954,0.2729999999999999,0.42,,,,
155,1955,0.3929999999999999,0.46,,,,
156,1956,0.24299999999999988,0.5,,,,
157,1957,0.4829999999999999,0.53,,,,
158,1958,0.8929999999999998,0.54,,,,
159,1959,0.6929999999999998,0.55,,,,
160,1960,0.7429999999999999,0.55,,,,
161,1961,0.5229999999999999,0.55,,,,
162,1962,0.5229999999999999,0.53,,,,
163,1963,0.6729999999999998,0.5,,,,
164,1964,0.4829999999999999,0.47,,,,
165,1965,0.23299999999999987,0.44,,,,
166,1966,0.3829999999999999,0.42,,,,
167,1967,0.15299999999999986,0.41,,,,
168,1968,0.22299999999999986,0.39,,,,
169,1969,0.6629999999999998,0.38,,,,
170,1970,0.5629999999999998,0.38,,,,
171,1971,0.22299999999999986,0.38,,,,
172,1972,0.3829999999999999,0.39,,,,
173,1973,0.7029999999999998,0.41,,,,
174,1974,0.21299999999999986,0.44,,,,
175,1975,0.2529999999999999,0.47,,,,
176,1976,0.08299999999999985,0.5,,,,
177,1977,0.6729999999999998,0.54,,,,
178,1978,0.6529999999999999,0.58,,,,
179,1979,0.5129999999999999,0.61,,,,
180,1980,1.073,0.64,,,,
181,1981,1.023,0.66,,,,
182,1982,0.5929999999999999,0.69,,,,
183,1983,0.9529999999999998,0.7,,,,
184,1984,0.4429999999999999,0.7,,,,
185,1985,0.4329999999999999,0.7,,,,
186,1986,0.5829999999999999,0.7,,,,
187,1987,1.0829999999999997,0.69,,,,
188,1988,0.7929999999999999,0.7,,,,
189,1989,0.5529999999999999,0.73,,,,
190,1990,0.7029999999999998,0.76,,,,
191,1991,0.7529999999999999,0.8,,,,
192,1992,0.7829999999999999,0.84,,,,
193,1993,0.8729999999999999,0.88,,,,
194,1994,0.8029999999999999,0.92,,,,
195,1995,1.2229999999999999,0.96,,,,
196,1996,0.8329999999999999,1.0,,,,
197,1997,1.153,1.04,,,,
198,1998,1.533,1.08,,,,
199,1999,1.073,1.11,,,,
200,2000,0.8029999999999999,1.15,,,,
201,2001,1.1629999999999998,1.18,,,,
202,2002,1.253,1.2,,,,
203,2003,1.383,1.22,,,,
204,2004,1.053,1.23,,,,
205,2005,1.4629999999999999,1.24,1.18,1.19,1.18,1.17
206,2006,1.323,1.25,1.2,1.21,1.21,1.19
207,2007,1.4129999999999998,1.26,1.23,1.23,1.23,1.21
208,2008,0.8529999999999999,1.26,1.25,1.25,1.25,1.24
209,2009,1.133,1.26,1.27,1.27,1.27,1.26
210,2010,1.523,1.27,1.29,1.29,1.29,1.28
211,2011,1.1229999999999998,1.28,1.31,1.31,1.31,1.3
212,2012,1.273,1.29,1.33,1.33,1.33,1.33
213,2013,1.2329999999999999,1.32,1.35,1.35,1.35,1.35
214,2014,1.2029999999999998,1.34,1.37,1.37,1.37,1.37
215,2015,1.583,1.37,1.39,1.39,1.39,1.4
216,2016,1.583,1.4,1.41,1.41,1.41,1.42
217,2017,1.3529999999999998,1.43,1.43,1.43,1.43,1.44
218,2018,1.1429999999999998,1.46,1.45,1.46,1.45,1.47
219,2019,1.4929999999999999,1.49,1.48,1.48,1.47,1.49
220,2020,1.6729999999999998,1.52,1.5,1.51,1.49,1.52
221,2021,,,1.52,1.54,1.51,1.55
222,2022,,,1.55,1.57,1.53,1.58
223,2023,,,1.58,1.6,1.55,1.61
224,2024,,,1.6,1.63,1.57,1.65
225,2025,,,1.63,1.65,1.59,1.68
226,2026,,,1.66,1.68,1.61,1.71
227,2027,,,1.68,1.71,1.63,1.74
228,2028,,,1.7,1.73,1.66,1.77
229,2029,,,1.73,1.75,1.68,1.8
230,2030,,,1.75,1.78,1.71,1.83
231,2031,,,1.77,1.8,1.75,1.86
232,2032,,,1.79,1.82,1.78,1.88
233,2033,,,1.81,1.85,1.81,1.91
234,2034,,,1.83,1.87,1.84,1.94
235,2035,,,1.84,1.89,1.87,1.96
236,2036,,,1.86,1.91,1.9,1.99
237,2037,,,1.88,1.93,1.93,2.02
238,2038,,,1.89,1.95,1.95,2.05
239,2039,,,1.91,1.96,1.97,2.09
240,2040,,,1.92,1.98,2.0,2.13
241,2041,,,1.94,2.0,2.02,2.16
242,2042,,,1.95,2.02,2.05,2.2
243,2043,,,1.96,2.03,2.07,2.24
244,2044,,,1.97,2.05,2.1,2.27
245,2045,,,1.98,2.07,2.13,2.31
246,2046,,,2.0,2.08,2.16,2.35
247,2047,,,2.01,2.11,2.2,2.39
248,2048,,,2.01,2.13,2.23,2.42
249,2049,,,2.02,2.16,2.27,2.46
250,2050,,,2.03,2.18,2.3,2.49
251,2051,,,2.04,2.2,2.33,2.52
252,2052,,,2.04,2.23,2.36,2.56
253,2053,,,2.05,2.25,2.39,2.59
254,2054,,,2.06,2.28,2.41,2.63
255,2055,,,2.06,2.31,2.44,2.66
256,2056,,,2.06,2.33,2.47,2.7
257,2057,,,2.07,2.35,2.5,2.74
258,2058,,,2.07,2.37,2.53,2.78
259,2059,,,2.07,2.39,2.56,2.82
260,2060,,,2.07,2.41,2.58,2.86
261,2061,,,2.07,2.43,2.61,2.9
262,2062,,,2.07,2.45,2.64,2.94
263,2063,,,2.07,2.47,2.68,2.98
264,2064,,,2.07,2.48,2.71,3.02
265,2065,,,2.08,2.49,2.73,3.06
266,2066,,,2.08,2.5,2.76,3.1
267,2067,,,2.08,2.51,2.78,3.14
268,2068,,,2.08,2.52,2.81,3.18
269,2069,,,2.08,2.53,2.84,3.22
270,2070,,,2.09,2.55,2.87,3.26
271,2071,,,2.09,2.56,2.89,3.3
272,2072,,,2.09,2.57,2.92,3.35
273,2073,,,2.09,2.58,2.95,3.39
274,2074,,,2.09,2.59,2.97,3.44
275,2075,,,2.09,2.6,3.0,3.49
276,2076,,,2.09,2.61,3.03,3.54
277,2077,,,2.08,2.62,3.06,3.58
278,2078,,,2.08,2.64,3.09,3.63
279,2079,,,2.08,2.65,3.13,3.67
280,2080,,,2.08,2.66,3.16,3.72
281,2081,,,2.08,2.68,3.2,3.76
282,2082,,,2.08,2.69,3.23,3.8
283,2083,,,2.08,2.71,3.27,3.84
284,2084,,,2.08,2.72,3.31,3.88
285,2085,,,2.08,2.74,3.35,3.92
286,2086,,,2.08,2.75,3.39,3.96
287,2087,,,2.08,2.77,3.42,4.0
288,2088,,,2.07,2.78,3.46,4.04
289,2089,,,2.07,2.8,3.49,4.08
290,2090,,,2.06,2.81,3.53,4.12
291,2091,,,2.06,2.82,3.56,4.16
292,2092,,,2.05,2.82,3.59,4.21
293,2093,,,2.05,2.82,3.62,4.26
294,2094,,,2.04,2.83,3.65,4.31
295,2095,,,2.04,2.83,3.68,4.36
296,2096,,,2.03,2.84,3.71,4.4
297,2097,,,2.03,2.84,3.74,4.45
298,2098,,,2.02,2.85,3.78,4.5
299,2099,,,2.02,2.85,3.81,4.55
300,2100,,,2.02,2.85,3.84,4.6
