Poland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
200,2000,2.4716129032258065,1.4,,,,
201,2001,1.2216129032258065,1.45,,,,
202,2002,2.0316129032258066,1.5,,,,
203,2003,1.2216129032258065,1.54,,,,
204,2004,1.2216129032258065,1.57,,,,
205,2005,1.1916129032258065,1.58,1.75,1.78,1.81,1.75
206,2006,1.5716129032258066,1.58,1.78,1.81,1.83,1.78
207,2007,2.2216129032258065,1.59,1.81,1.83,1.85,1.81
208,2008,2.271612903225807,1.61,1.85,1.86,1.88,1.85
209,2009,1.4416129032258065,1.66,1.88,1.89,1.9,1.88
210,2010,0.4316129032258066,1.72,1.91,1.92,1.93,1.92
211,2011,1.7916129032258066,1.79,1.95,1.95,1.95,1.95
212,2012,1.3716129032258066,1.89,1.98,1.98,1.98,1.99
213,2013,1.3916129032258067,1.99,2.02,2.01,2.01,2.03
214,2014,2.5516129032258066,2.1,2.06,2.04,2.04,2.07
215,2015,2.6216129032258064,2.2,2.11,2.09,2.08,2.11
216,2016,2.081612903225807,2.31,2.16,2.15,2.13,2.16
217,2017,1.8116129032258066,2.42,2.21,2.2,2.18,2.2
218,2018,2.7416129032258065,2.54,2.26,2.25,2.23,2.25
219,2019,3.0816129032258064,2.65,2.31,2.3,2.28,2.3
220,2020,2.8516129032258064,2.77,2.36,2.34,2.33,2.35
221,2021,,,2.41,2.39,2.38,2.39
222,2022,,,2.45,2.44,2.43,2.43
223,2023,,,2.48,2.48,2.47,2.47
224,2024,,,2.51,2.52,2.51,2.52
225,2025,,,2.54,2.56,2.55,2.56
226,2026,,,2.56,2.59,2.59,2.61
227,2027,,,2.58,2.62,2.63,2.66
228,2028,,,2.6,2.66,2.66,2.71
229,2029,,,2.62,2.7,2.7,2.76
230,2030,,,2.64,2.74,2.74,2.82
231,2031,,,2.65,2.78,2.79,2.87
232,2032,,,2.68,2.83,2.83,2.93
233,2033,,,2.7,2.87,2.88,2.99
234,2034,,,2.72,2.9,2.92,3.05
235,2035,,,2.75,2.94,2.96,3.11
236,2036,,,2.78,2.97,3.0,3.17
237,2037,,,2.8,3.0,3.04,3.23
238,2038,,,2.83,3.02,3.08,3.29
239,2039,,,2.86,3.05,3.12,3.34
240,2040,,,2.88,3.07,3.16,3.39
241,2041,,,2.9,3.09,3.2,3.44
242,2042,,,2.92,3.11,3.24,3.49
243,2043,,,2.94,3.14,3.29,3.53
244,2044,,,2.95,3.17,3.34,3.57
245,2045,,,2.96,3.2,3.4,3.61
246,2046,,,2.98,3.24,3.46,3.65
247,2047,,,2.99,3.28,3.53,3.7
248,2048,,,2.99,3.32,3.6,3.75
249,2049,,,3.0,3.35,3.66,3.81
250,2050,,,3.01,3.38,3.72,3.87
251,2051,,,3.02,3.41,3.78,3.94
252,2052,,,3.03,3.44,3.83,4.01
253,2053,,,3.03,3.47,3.88,4.08
254,2054,,,3.03,3.49,3.92,4.15
255,2055,,,3.04,3.52,3.96,4.21
256,2056,,,3.05,3.54,4.0,4.28
257,2057,,,3.06,3.57,4.03,4.34
258,2058,,,3.06,3.59,4.07,4.4
259,2059,,,3.07,3.62,4.1,4.46
260,2060,,,3.08,3.64,4.14,4.52
261,2061,,,3.09,3.66,4.17,4.58
262,2062,,,3.1,3.68,4.21,4.64
263,2063,,,3.11,3.7,4.25,4.71
264,2064,,,3.12,3.71,4.29,4.78
265,2065,,,3.13,3.72,4.33,4.85
266,2066,,,3.15,3.73,4.38,4.92
267,2067,,,3.16,3.74,4.42,4.99
268,2068,,,3.17,3.75,4.47,5.06
269,2069,,,3.18,3.76,4.52,5.13
270,2070,,,3.19,3.78,4.57,5.19
271,2071,,,3.19,3.8,4.62,5.26
272,2072,,,3.2,3.82,4.67,5.32
273,2073,,,3.2,3.84,4.72,5.38
274,2074,,,3.2,3.86,4.78,5.44
275,2075,,,3.19,3.89,4.83,5.51
276,2076,,,3.19,3.92,4.89,5.58
277,2077,,,3.18,3.95,4.94,5.65
278,2078,,,3.17,3.97,4.98,5.72
279,2079,,,3.16,3.99,5.03,5.79
280,2080,,,3.15,4.02,5.07,5.87
281,2081,,,3.13,4.05,5.12,5.95
282,2082,,,3.12,4.08,5.17,6.03
283,2083,,,3.11,4.11,5.22,6.12
284,2084,,,3.1,4.13,5.26,6.2
285,2085,,,3.09,4.15,5.31,6.28
286,2086,,,3.08,4.17,5.36,6.37
287,2087,,,3.07,4.18,5.41,6.45
288,2088,,,3.07,4.2,5.46,6.54
289,2089,,,3.07,4.22,5.52,6.63
290,2090,,,3.07,4.23,5.58,6.72
291,2091,,,3.07,4.25,5.65,6.8
292,2092,,,3.08,4.26,5.71,6.89
293,2093,,,3.09,4.28,5.78,6.97
294,2094,,,3.1,4.29,5.84,7.06
295,2095,,,3.11,4.31,5.91,7.14
296,2096,,,3.12,4.33,5.98,7.23
297,2097,,,3.14,4.34,6.05,7.31
298,2098,,,3.15,4.36,6.11,7.4
299,2099,,,3.16,4.38,6.18,7.49
300,2100,,,3.18,4.4,6.25,7.57
