Thailand,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
120,1920,0.24299999999999994,0.05,,,,
121,1921,-0.06700000000000012,0.05,,,,
122,1922,0.18299999999999994,0.05,,,,
123,1923,0.002999999999999947,0.06,,,,
124,1924,0.07299999999999995,0.07,,,,
125,1925,-0.1770000000000001,0.08,,,,
126,1926,0.3429999999999999,0.08,,,,
127,1927,0.04299999999999993,0.08,,,,
128,1928,0.08299999999999991,0.08,,,,
129,1929,-0.0470000000000001,0.09,,,,
130,1930,0.02299999999999991,0.1,,,,
131,1931,0.583,0.12,,,,
132,1932,-0.007000000000000062,0.13,,,,
133,1933,0.09299999999999992,0.14,,,,
134,1934,-0.1770000000000001,0.16,,,,
135,1935,0.5529999999999999,0.18,,,,
136,1936,0.09299999999999992,0.2,,,,
137,1937,0.48299999999999993,0.23,,,,
138,1938,0.06299999999999994,0.25,,,,
139,1939,0.052999999999999936,0.27,,,,
140,1940,0.31299999999999994,0.29,,,,
141,1941,0.9329999999999999,0.3,,,,
142,1942,0.4629999999999999,0.32,,,,
143,1943,-0.03700000000000009,0.33,,,,
144,1944,0.4729999999999999,0.34,,,,
145,1945,0.2729999999999999,0.34,,,,
146,1946,0.4029999999999999,0.35,,,,
147,1947,0.573,0.36,,,,
148,1948,0.18299999999999994,0.36,,,,
149,1949,0.33299999999999996,0.36,,,,
150,1950,0.18299999999999994,0.37,,,,
151,1951,0.3829999999999999,0.37,,,,
152,1952,0.4629999999999999,0.39,,,,
153,1953,0.5529999999999999,0.41,,,,
154,1954,0.5329999999999999,0.43,,,,
155,1955,0.052999999999999936,0.46,,,,
156,1956,0.10299999999999992,0.47,,,,
157,1957,0.6729999999999999,0.48,,,,
158,1958,0.6529999999999999,0.48,,,,
159,1959,0.7529999999999999,0.48,,,,
160,1960,0.7429999999999999,0.49,,,,
161,1961,0.44299999999999995,0.5,,,,
162,1962,0.2629999999999999,0.51,,,,
163,1963,0.2729999999999999,0.51,,,,
164,1964,0.4129999999999999,0.51,,,,
165,1965,0.5129999999999999,0.5,,,,
166,1966,0.9629999999999999,0.49,,,,
167,1967,0.2529999999999999,0.49,,,,
168,1968,0.5529999999999999,0.48,,,,
169,1969,0.7629999999999999,0.48,,,,
170,1970,0.573,0.47,,,,
171,1971,-0.1670000000000001,0.46,,,,
172,1972,0.5529999999999999,0.45,,,,
173,1973,0.573,0.46,,,,
174,1974,0.1429999999999999,0.47,,,,
175,1975,0.2829999999999999,0.49,,,,
176,1976,0.10299999999999992,0.51,,,,
177,1977,0.5429999999999999,0.54,,,,
178,1978,0.6829999999999999,0.56,,,,
179,1979,0.9629999999999999,0.59,,,,
180,1980,0.9529999999999998,0.62,,,,
181,1981,0.573,0.66,,,,
182,1982,0.563,0.69,,,,
183,1983,0.8929999999999999,0.71,,,,
184,1984,0.593,0.73,,,,
185,1985,0.6729999999999999,0.74,,,,
186,1986,0.5029999999999999,0.74,,,,
187,1987,0.9929999999999999,0.75,,,,
188,1988,0.7529999999999999,0.76,,,,
189,1989,0.6729999999999999,0.77,,,,
190,1990,0.943,0.78,,,,
191,1991,1.033,0.79,,,,
192,1992,0.6629999999999999,0.8,,,,
193,1993,0.6529999999999999,0.8,,,,
194,1994,0.873,0.79,,,,
195,1995,0.9029999999999999,0.79,,,,
196,1996,0.573,0.8,,,,
197,1997,0.9029999999999999,0.8,,,,
198,1998,1.6929999999999998,0.82,,,,
199,1999,0.5129999999999999,0.84,,,,
200,2000,0.613,0.86,,,,
201,2001,0.943,0.87,,,,
202,2002,1.073,0.89,,,,
203,2003,0.9529999999999998,0.91,,,,
204,2004,0.823,0.93,,,,
205,2005,1.2229999999999999,0.96,1.01,1.0,1.03,0.98
206,2006,1.053,0.99,1.05,1.04,1.07,1.02
207,2007,0.943,1.02,1.08,1.07,1.1,1.06
208,2008,0.5329999999999999,1.05,1.12,1.11,1.14,1.1
209,2009,0.943,1.09,1.15,1.15,1.17,1.14
210,2010,1.6829999999999998,1.12,1.19,1.19,1.2,1.18
211,2011,0.5229999999999999,1.16,1.22,1.22,1.24,1.22
212,2012,1.4429999999999998,1.21,1.26,1.26,1.27,1.26
213,2013,1.133,1.26,1.29,1.3,1.3,1.3
214,2014,1.143,1.32,1.33,1.34,1.34,1.35
215,2015,1.603,1.39,1.36,1.37,1.37,1.38
216,2016,1.7129999999999999,1.45,1.4,1.41,1.39,1.42
217,2017,1.253,1.51,1.44,1.44,1.42,1.45
218,2018,1.1729999999999998,1.57,1.47,1.48,1.44,1.49
219,2019,1.8729999999999998,1.63,1.51,1.51,1.46,1.52
220,2020,1.753,1.7,1.55,1.54,1.49,1.56
221,2021,,,1.59,1.57,1.52,1.59
222,2022,,,1.63,1.6,1.55,1.62
223,2023,,,1.67,1.63,1.58,1.66
224,2024,,,1.7,1.66,1.61,1.69
225,2025,,,1.72,1.69,1.64,1.72
226,2026,,,1.75,1.71,1.67,1.76
227,2027,,,1.77,1.74,1.71,1.79
228,2028,,,1.79,1.76,1.74,1.81
229,2029,,,1.82,1.79,1.77,1.84
230,2030,,,1.84,1.81,1.81,1.87
231,2031,,,1.87,1.83,1.84,1.91
232,2032,,,1.89,1.86,1.88,1.95
233,2033,,,1.91,1.89,1.91,1.99
234,2034,,,1.94,1.92,1.94,2.03
235,2035,,,1.96,1.95,1.96,2.07
236,2036,,,1.98,1.97,1.99,2.11
237,2037,,,2.0,2.0,2.02,2.16
238,2038,,,2.03,2.03,2.05,2.22
239,2039,,,2.05,2.06,2.08,2.27
240,2040,,,2.06,2.08,2.1,2.33
241,2041,,,2.08,2.12,2.13,2.38
242,2042,,,2.09,2.15,2.16,2.43
243,2043,,,2.11,2.18,2.19,2.48
244,2044,,,2.12,2.21,2.23,2.52
245,2045,,,2.14,2.24,2.26,2.57
246,2046,,,2.16,2.27,2.3,2.61
247,2047,,,2.17,2.3,2.34,2.65
248,2048,,,2.18,2.34,2.38,2.7
249,2049,,,2.18,2.37,2.41,2.74
250,2050,,,2.19,2.4,2.45,2.79
251,2051,,,2.2,2.43,2.49,2.84
252,2052,,,2.22,2.45,2.53,2.89
253,2053,,,2.23,2.48,2.56,2.95
254,2054,,,2.25,2.51,2.61,3.0
255,2055,,,2.25,2.54,2.65,3.06
256,2056,,,2.26,2.56,2.7,3.11
257,2057,,,2.27,2.59,2.74,3.17
258,2058,,,2.28,2.61,2.78,3.23
259,2059,,,2.29,2.63,2.82,3.28
260,2060,,,2.3,2.65,2.87,3.34
261,2061,,,2.31,2.67,2.91,3.39
262,2062,,,2.32,2.7,2.95,3.45
263,2063,,,2.32,2.72,3.0,3.51
264,2064,,,2.32,2.74,3.03,3.56
265,2065,,,2.33,2.76,3.07,3.62
266,2066,,,2.33,2.77,3.11,3.68
267,2067,,,2.33,2.8,3.14,3.75
268,2068,,,2.33,2.82,3.18,3.81
269,2069,,,2.33,2.84,3.22,3.87
270,2070,,,2.33,2.87,3.26,3.93
271,2071,,,2.33,2.89,3.3,4.0
272,2072,,,2.33,2.91,3.35,4.06
273,2073,,,2.33,2.93,3.39,4.11
274,2074,,,2.33,2.95,3.44,4.17
275,2075,,,2.32,2.97,3.48,4.23
276,2076,,,2.32,2.99,3.53,4.28
277,2077,,,2.32,3.01,3.57,4.34
278,2078,,,2.32,3.03,3.62,4.4
279,2079,,,2.32,3.05,3.66,4.46
280,2080,,,2.32,3.06,3.71,4.52
281,2081,,,2.32,3.08,3.76,4.59
282,2082,,,2.32,3.1,3.81,4.65
283,2083,,,2.32,3.12,3.85,4.71
284,2084,,,2.32,3.13,3.9,4.78
285,2085,,,2.32,3.15,3.95,4.84
286,2086,,,2.31,3.16,3.99,4.91
287,2087,,,2.31,3.17,4.04,4.98
288,2088,,,2.3,3.18,4.08,5.04
289,2089,,,2.29,3.2,4.12,5.11
290,2090,,,2.28,3.21,4.17,5.18
291,2091,,,2.28,3.23,4.22,5.24
292,2092,,,2.28,3.24,4.26,5.31
293,2093,,,2.27,3.25,4.32,5.37
294,2094,,,2.27,3.27,4.37,5.44
295,2095,,,2.27,3.28,4.42,5.5
296,2096,,,2.27,3.3,4.47,5.57
297,2097,,,2.27,3.31,4.52,5.64
298,2098,,,2.27,3.32,4.58,5.7
299,2099,,,2.27,3.34,4.63,5.77
300,2100,,,2.27,3.35,4.69,5.83
