Zambia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
135,1935,0.1552173913043478,0.29,,,,
136,1936,-0.004782608695652224,0.3,,,,
137,1937,0.04521739130434782,0.31,,,,
138,1938,0.5052173913043478,0.32,,,,
139,1939,-0.024782608695652186,0.34,,,,
140,1940,0.3452173913043478,0.36,,,,
141,1941,0.7352173913043478,0.39,,,,
142,1942,0.7152173913043478,0.41,,,,
143,1943,0.4552173913043478,0.44,,,,
144,1944,0.5852173913043478,0.46,,,,
145,1945,0.2352173913043478,0.48,,,,
146,1946,0.5052173913043478,0.48,,,,
147,1947,0.5652173913043478,0.48,,,,
148,1948,0.4352173913043478,0.48,,,,
149,1949,0.8952173913043477,0.47,,,,
150,1950,0.055217391304347774,0.46,,,,
151,1951,0.4452173913043478,0.46,,,,
152,1952,0.6052173913043478,0.47,,,,
153,1953,0.3652173913043478,0.48,,,,
154,1954,0.4452173913043478,0.48,,,,
155,1955,0.3652173913043478,0.48,,,,
156,1956,0.11521739130434777,0.48,,,,
157,1957,0.7952173913043479,0.47,,,,
158,1958,0.6352173913043477,0.45,,,,
159,1959,0.7652173913043478,0.44,,,,
160,1960,0.5152173913043478,0.43,,,,
161,1961,0.5952173913043478,0.43,,,,
162,1962,0.28521739130434776,0.43,,,,
163,1963,0.07521739130434779,0.42,,,,
164,1964,0.18521739130434778,0.42,,,,
165,1965,0.06521739130434778,0.41,,,,
166,1966,0.7452173913043478,0.4,,,,
167,1967,0.3552173913043478,0.4,,,,
168,1968,0.28521739130434776,0.4,,,,
169,1969,0.6152173913043478,0.41,,,,
170,1970,0.6352173913043477,0.43,,,,
171,1971,0.2752173913043478,0.44,,,,
172,1972,0.5652173913043478,0.46,,,,
173,1973,0.7252173913043478,0.48,,,,
174,1974,0.09521739130434781,0.5,,,,
175,1975,0.3552173913043478,0.52,,,,
176,1976,0.0852173913043478,0.54,,,,
177,1977,0.8652173913043477,0.57,,,,
178,1978,0.5052173913043478,0.6,,,,
179,1979,0.6452173913043477,0.64,,,,
180,1980,0.7052173913043478,0.68,,,,
181,1981,0.6052173913043478,0.72,,,,
182,1982,0.8352173913043478,0.77,,,,
183,1983,1.5552173913043479,0.82,,,,
184,1984,0.9852173913043478,0.87,,,,
185,1985,0.6052173913043478,0.91,,,,
186,1986,0.5652173913043478,0.95,,,,
187,1987,1.5552173913043479,0.99,,,,
188,1988,1.1752173913043478,1.02,,,,
189,1989,0.8652173913043477,1.06,,,,
190,1990,1.385217391304348,1.08,,,,
191,1991,0.9052173913043478,1.11,,,,
192,1992,1.6152173913043477,1.13,,,,
193,1993,0.9452173913043478,1.14,,,,
194,1994,1.075217391304348,1.15,,,,
195,1995,1.5952173913043477,1.15,,,,
196,1996,1.095217391304348,1.15,,,,
197,1997,1.115217391304348,1.15,,,,
198,1998,1.5152173913043478,1.16,,,,
199,1999,0.7752173913043479,1.17,,,,
200,2000,0.8252173913043478,1.17,,,,
201,2001,1.0052173913043478,1.18,,,,
202,2002,1.4152173913043478,1.18,,,,
203,2003,1.3952173913043477,1.19,,,,
204,2004,0.9452173913043478,1.2,,,,
205,2005,1.8952173913043477,1.21,1.15,1.16,1.18,1.14
206,2006,1.1852173913043478,1.23,1.19,1.2,1.22,1.18
207,2007,1.345217391304348,1.25,1.22,1.24,1.25,1.22
208,2008,1.0452173913043477,1.28,1.26,1.27,1.29,1.26
209,2009,1.0652173913043477,1.3,1.3,1.31,1.32,1.3
210,2010,1.6352173913043477,1.33,1.34,1.35,1.36,1.34
211,2011,1.2452173913043478,1.36,1.38,1.38,1.39,1.38
212,2012,1.2252173913043478,1.4,1.41,1.42,1.42,1.42
213,2013,1.385217391304348,1.44,1.45,1.46,1.46,1.46
214,2014,1.2852173913043479,1.48,1.49,1.49,1.49,1.5
215,2015,1.7852173913043479,1.52,1.53,1.53,1.53,1.54
216,2016,1.8652173913043477,1.56,1.57,1.57,1.56,1.58
217,2017,1.2952173913043477,1.6,1.62,1.61,1.59,1.62
218,2018,1.6452173913043477,1.65,1.66,1.65,1.63,1.66
219,2019,1.9852173913043478,1.69,1.7,1.68,1.66,1.7
220,2020,1.5552173913043479,1.74,1.75,1.72,1.7,1.75
221,2021,,,1.79,1.76,1.73,1.79
222,2022,,,1.84,1.8,1.77,1.83
223,2023,,,1.88,1.83,1.81,1.87
224,2024,,,1.91,1.87,1.84,1.91
225,2025,,,1.95,1.9,1.87,1.95
226,2026,,,1.98,1.94,1.91,1.99
227,2027,,,2.02,1.97,1.95,2.03
228,2028,,,2.05,2.01,1.98,2.07
229,2029,,,2.08,2.04,2.02,2.12
230,2030,,,2.11,2.08,2.07,2.16
231,2031,,,2.13,2.11,2.11,2.2
232,2032,,,2.16,2.14,2.16,2.25
233,2033,,,2.19,2.18,2.2,2.3
234,2034,,,2.22,2.21,2.25,2.34
235,2035,,,2.24,2.24,2.31,2.4
236,2036,,,2.27,2.28,2.36,2.45
237,2037,,,2.29,2.31,2.41,2.5
238,2038,,,2.31,2.34,2.46,2.56
239,2039,,,2.33,2.37,2.51,2.62
240,2040,,,2.35,2.4,2.55,2.67
241,2041,,,2.36,2.44,2.6,2.73
242,2042,,,2.37,2.47,2.63,2.78
243,2043,,,2.38,2.51,2.67,2.83
244,2044,,,2.39,2.55,2.71,2.88
245,2045,,,2.41,2.59,2.75,2.94
246,2046,,,2.42,2.63,2.79,2.99
247,2047,,,2.43,2.67,2.83,3.04
248,2048,,,2.44,2.72,2.88,3.1
249,2049,,,2.45,2.76,2.92,3.15
250,2050,,,2.46,2.8,2.97,3.2
251,2051,,,2.46,2.84,3.02,3.26
252,2052,,,2.47,2.87,3.08,3.32
253,2053,,,2.48,2.91,3.13,3.38
254,2054,,,2.49,2.94,3.19,3.44
255,2055,,,2.49,2.98,3.24,3.5
256,2056,,,2.5,3.01,3.3,3.57
257,2057,,,2.5,3.03,3.36,3.63
258,2058,,,2.51,3.06,3.41,3.7
259,2059,,,2.51,3.08,3.47,3.76
260,2060,,,2.52,3.1,3.52,3.83
261,2061,,,2.53,3.13,3.57,3.89
262,2062,,,2.53,3.15,3.63,3.96
263,2063,,,2.54,3.17,3.68,4.03
264,2064,,,2.54,3.19,3.74,4.1
265,2065,,,2.54,3.21,3.79,4.17
266,2066,,,2.54,3.24,3.84,4.24
267,2067,,,2.53,3.27,3.89,4.31
268,2068,,,2.53,3.29,3.94,4.39
269,2069,,,2.53,3.32,4.0,4.46
270,2070,,,2.53,3.35,4.06,4.54
271,2071,,,2.54,3.37,4.11,4.61
272,2072,,,2.54,3.39,4.17,4.68
273,2073,,,2.55,3.42,4.22,4.76
274,2074,,,2.55,3.44,4.27,4.83
275,2075,,,2.55,3.46,4.32,4.9
276,2076,,,2.56,3.48,4.37,4.98
277,2077,,,2.56,3.5,4.42,5.05
278,2078,,,2.57,3.53,4.47,5.13
279,2079,,,2.57,3.55,4.52,5.21
280,2080,,,2.58,3.57,4.57,5.28
281,2081,,,2.57,3.6,4.62,5.36
282,2082,,,2.57,3.62,4.68,5.45
283,2083,,,2.56,3.65,4.73,5.53
284,2084,,,2.55,3.68,4.79,5.62
285,2085,,,2.54,3.7,4.84,5.7
286,2086,,,2.53,3.72,4.89,5.79
287,2087,,,2.52,3.75,4.95,5.87
288,2088,,,2.51,3.77,5.01,5.96
289,2089,,,2.5,3.78,5.06,6.04
290,2090,,,2.49,3.8,5.12,6.13
291,2091,,,2.48,3.81,5.18,6.21
292,2092,,,2.47,3.82,5.23,6.3
293,2093,,,2.47,3.83,5.28,6.39
294,2094,,,2.46,3.84,5.34,6.48
295,2095,,,2.45,3.85,5.4,6.57
296,2096,,,2.44,3.87,5.46,6.66
297,2097,,,2.43,3.88,5.51,6.75
298,2098,,,2.43,3.89,5.57,6.84
299,2099,,,2.42,3.9,5.63,6.93
300,2100,,,2.41,3.92,5.69,7.02
