Macedonia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
247,2047,,,2.76,2.98,3.16,3.46
248,2048,,,2.77,3.03,3.22,3.53
249,2049,,,2.79,3.07,3.29,3.6
250,2050,,,2.8,3.11,3.35,3.67
251,2051,,,2.8,3.15,3.41,3.74
252,2052,,,2.8,3.18,3.46,3.82
253,2053,,,2.8,3.21,3.51,3.89
254,2054,,,2.8,3.24,3.55,3.97
255,2055,,,2.81,3.26,3.58,4.04
256,2056,,,2.82,3.29,3.63,4.11
257,2057,,,2.83,3.31,3.68,4.18
258,2058,,,2.84,3.33,3.73,4.24
259,2059,,,2.85,3.36,3.78,4.3
260,2060,,,2.86,3.38,3.84,4.36
261,2061,,,2.87,3.4,3.89,4.42
262,2062,,,2.88,3.42,3.94,4.49
263,2063,,,2.89,3.45,3.99,4.56
264,2064,,,2.9,3.47,4.04,4.63
265,2065,,,2.9,3.5,4.09,4.71
266,2066,,,2.91,3.52,4.14,4.79
267,2067,,,2.9,3.54,4.19,4.87
268,2068,,,2.9,3.56,4.24,4.96
269,2069,,,2.89,3.58,4.29,5.04
270,2070,,,2.89,3.6,4.34,5.13
271,2071,,,2.89,3.62,4.4,5.21
272,2072,,,2.89,3.64,4.46,5.29
273,2073,,,2.89,3.66,4.52,5.37
274,2074,,,2.89,3.68,4.59,5.45
275,2075,,,2.88,3.71,4.65,5.52
276,2076,,,2.87,3.73,4.72,5.6
277,2077,,,2.87,3.76,4.78,5.68
278,2078,,,2.86,3.78,4.84,5.75
279,2079,,,2.86,3.8,4.9,5.82
280,2080,,,2.87,3.82,4.96,5.9
281,2081,,,2.87,3.85,5.02,5.97
282,2082,,,2.88,3.87,5.07,6.05
283,2083,,,2.88,3.89,5.13,6.14
284,2084,,,2.88,3.92,5.18,6.22
285,2085,,,2.88,3.93,5.23,6.31
286,2086,,,2.88,3.95,5.29,6.39
287,2087,,,2.88,3.97,5.34,6.47
288,2088,,,2.88,3.99,5.4,6.56
289,2089,,,2.88,4.01,5.47,6.66
290,2090,,,2.87,4.03,5.53,6.75
291,2091,,,2.86,4.05,5.6,6.85
292,2092,,,2.85,4.07,5.67,6.95
293,2093,,,2.85,4.08,5.74,7.05
294,2094,,,2.84,4.1,5.81,7.15
295,2095,,,2.84,4.11,5.88,7.24
296,2096,,,2.83,4.13,5.95,7.34
297,2097,,,2.83,4.14,6.02,7.44
298,2098,,,2.82,4.15,6.1,7.54
299,2099,,,2.82,4.16,6.17,7.64
300,2100,,,2.82,4.18,6.24,7.74
