Czech Republic,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
42,1842,-0.5141935483870967,-0.26,,,,
43,1843,0.33580645161290323,-0.26,,,,
44,1844,-0.6941935483870969,-0.24,,,,
45,1845,-0.43419354838709673,-0.22,,,,
46,1846,1.2758064516129033,-0.21,,,,
47,1847,-0.6141935483870968,-0.21,,,,
48,1848,0.27580645161290324,-0.22,,,,
49,1849,-0.5641935483870968,-0.24,,,,
50,1850,-0.3841935483870968,-0.26,,,,
51,1851,-0.3741935483870968,-0.26,,,,
52,1852,0.6958064516129032,-0.27,,,,
53,1853,-0.8841935483870969,-0.26,,,,
54,1854,-0.19419354838709674,-0.24,,,,
55,1855,-1.1041935483870968,-0.21,,,,
56,1856,-0.1441935483870968,-0.16,,,,
57,1857,0.21580645161290324,-0.11,,,,
58,1858,-1.0441935483870968,-0.05,,,,
59,1859,0.8558064516129033,0.01,,,,
60,1860,-0.5841935483870968,0.08,,,,
61,1861,0.19580645161290325,0.15,,,,
62,1862,0.6558064516129032,0.21,,,,
63,1863,1.4458064516129032,0.26,,,,
64,1864,-1.5941935483870968,0.3,,,,
65,1865,0.16580645161290325,0.33,,,,
66,1866,0.8558064516129033,0.35,,,,
67,1867,-0.004193548387096735,0.35,,,,
68,1868,1.6558064516129032,0.34,,,,
69,1869,0.5158064516129033,0.32,,,,
70,1870,-1.1441935483870969,0.28,,,,
71,1871,-1.5141935483870967,0.25,,,,
72,1872,1.4358064516129032,0.21,,,,
73,1873,0.7858064516129033,0.17,,,,
74,1874,0.09580645161290324,0.13,,,,
75,1875,-0.7441935483870967,0.1,,,,
76,1876,-0.014193548387096744,0.07,,,,
77,1877,0.22580645161290325,0.06,,,,
78,1878,0.46580645161290324,0.05,,,,
79,1879,-0.9541935483870969,0.04,,,,
80,1880,0.41580645161290325,0.02,,,,
81,1881,-0.7541935483870967,-0.01,,,,
82,1882,0.6558064516129032,-0.04,,,,
83,1883,-0.22419354838709676,-0.07,,,,
84,1884,0.3858064516129032,-0.1,,,,
85,1885,0.21580645161290324,-0.13,,,,
86,1886,0.2658064516129032,-0.15,,,,
87,1887,-0.7041935483870969,-0.16,,,,
88,1888,-0.8741935483870968,-0.18,,,,
89,1889,-0.3941935483870968,-0.19,,,,
90,1890,-0.2941935483870967,-0.2,,,,
91,1891,-0.35419354838709677,-0.2,,,,
92,1892,-0.1341935483870968,-0.18,,,,
93,1893,-0.23419354838709677,-0.14,,,,
94,1894,0.27580645161290324,-0.1,,,,
95,1895,-0.43419354838709673,-0.05,,,,
96,1896,-0.2841935483870967,-0.01,,,,
97,1897,0.14580645161290323,0.03,,,,
98,1898,0.9758064516129032,0.07,,,,
99,1899,0.07580645161290323,0.1,,,,
100,1900,0.5958064516129032,0.13,,,,
101,1901,-0.19419354838709674,0.14,,,,
102,1902,-0.7941935483870968,0.15,,,,
103,1903,0.5258064516129033,0.15,,,,
104,1904,0.49580645161290327,0.15,,,,
105,1905,0.16580645161290325,0.15,,,,
106,1906,0.3858064516129032,0.15,,,,
107,1907,0.045806451612903254,0.16,,,,
108,1908,-0.35419354838709677,0.17,,,,
109,1909,-0.3641935483870968,0.18,,,,
110,1910,0.5858064516129032,0.19,,,,
111,1911,1.0158064516129033,0.2,,,,
112,1912,-0.3941935483870968,0.21,,,,
113,1913,0.33580645161290323,0.22,,,,
114,1914,0.2658064516129032,0.24,,,,
115,1915,0.035806451612903245,0.26,,,,
116,1916,0.8958064516129032,0.27,,,,
117,1917,-0.2741935483870968,0.27,,,,
118,1918,0.7758064516129033,0.27,,,,
119,1919,-0.4941935483870968,0.27,,,,
120,1920,0.7858064516129033,0.27,,,,
121,1921,1.0758064516129033,0.28,,,,
122,1922,-0.6841935483870969,0.29,,,,
123,1923,0.3158064516129032,0.29,,,,
124,1924,-0.4241935483870967,0.29,,,,
125,1925,0.4358064516129032,0.28,,,,
126,1926,0.9558064516129032,0.27,,,,
127,1927,0.33580645161290323,0.27,,,,
128,1928,0.5458064516129033,0.28,,,,
129,1929,-0.6241935483870968,0.31,,,,
130,1930,0.9258064516129032,0.34,,,,
131,1931,-0.31419354838709673,0.38,,,,
132,1932,0.45580645161290323,0.41,,,,
133,1933,-0.6141935483870968,0.42,,,,
134,1934,1.9058064516129032,0.41,,,,
135,1935,0.4358064516129032,0.4,,,,
136,1936,0.6658064516129032,0.39,,,,
137,1937,0.8658064516129033,0.39,,,,
138,1938,0.7758064516129033,0.41,,,,
139,1939,0.5958064516129032,0.43,,,,
140,1940,-1.5341935483870968,0.46,,,,
141,1941,-0.8241935483870968,0.48,,,,
142,1942,-0.5541935483870968,0.5,,,,
143,1943,0.9458064516129032,0.52,,,,
144,1944,0.33580645161290323,0.55,,,,
145,1945,0.9758064516129032,0.58,,,,
146,1946,0.7158064516129032,0.63,,,,
147,1947,0.5258064516129033,0.68,,,,
148,1948,1.1158064516129031,0.7,,,,
149,1949,1.2258064516129032,0.7,,,,
150,1950,1.0258064516129033,0.68,,,,
151,1951,1.3258064516129033,0.65,,,,
152,1952,0.22580645161290325,0.62,,,,
153,1953,1.0958064516129031,0.6,,,,
154,1954,-0.24419354838709678,0.58,,,,
155,1955,-0.24419354838709678,0.54,,,,
156,1956,-0.9641935483870969,0.48,,,,
157,1957,0.7958064516129033,0.41,,,,
158,1958,0.5458064516129033,0.36,,,,
159,1959,0.9958064516129033,0.33,,,,
160,1960,0.5958064516129032,0.33,,,,
161,1961,1.1458064516129032,0.35,,,,
162,1962,-0.46419354838709675,0.37,,,,
163,1963,-0.3841935483870968,0.39,,,,
164,1964,0.12580645161290321,0.39,,,,
165,1965,-0.3941935483870968,0.37,,,,
166,1966,1.0558064516129033,0.36,,,,
167,1967,1.1958064516129032,0.37,,,,
168,1968,0.5358064516129033,0.4,,,,
169,1969,0.07580645161290323,0.45,,,,
170,1970,0.035806451612903245,0.5,,,,
171,1971,0.6458064516129032,0.54,,,,
172,1972,0.41580645161290325,0.56,,,,
173,1973,0.42580645161290326,0.55,,,,
174,1974,1.1558064516129032,0.54,,,,
175,1975,1.2058064516129032,0.54,,,,
176,1976,0.5158064516129033,0.56,,,,
177,1977,0.8758064516129032,0.57,,,,
178,1978,-0.024193548387096753,0.57,,,,
179,1979,0.40580645161290324,0.55,,,,
180,1980,-0.44419354838709674,0.53,,,,
181,1981,0.6458064516129032,0.51,,,,
182,1982,1.0458064516129033,0.51,,,,
183,1983,1.4158064516129032,0.54,,,,
184,1984,0.2658064516129032,0.58,,,,
185,1985,-0.32419354838709674,0.65,,,,
186,1986,0.33580645161290323,0.72,,,,
187,1987,-0.18419354838709673,0.79,,,,
188,1988,1.1658064516129032,0.85,,,,
189,1989,1.5958064516129031,0.89,,,,
190,1990,1.5758064516129031,0.94,,,,
191,1991,0.40580645161290324,0.99,,,,
192,1992,1.7458064516129033,1.06,,,,
193,1993,0.7858064516129033,1.13,,,,
194,1994,2.1058064516129034,1.19,,,,
195,1995,1.0658064516129033,1.25,,,,
196,1996,-0.4941935483870968,1.28,,,,
197,1997,0.7758064516129033,1.29,,,,
198,1998,1.3558064516129031,1.3,,,,
199,1999,1.545806451612903,1.32,,,,
200,2000,2.3158064516129033,1.35,,,,
201,2001,1.0658064516129033,1.38,,,,
202,2002,1.8758064516129032,1.42,,,,
203,2003,1.4758064516129032,1.45,,,,
204,2004,1.0458064516129033,1.48,,,,
205,2005,0.8958064516129032,1.5,1.7,1.71,1.75,1.68
206,2006,1.4158064516129032,1.51,1.73,1.74,1.77,1.71
207,2007,2.2158064516129032,1.53,1.76,1.76,1.79,1.74
208,2008,2.0058064516129033,1.57,1.79,1.79,1.81,1.78
209,2009,1.545806451612903,1.62,1.82,1.81,1.84,1.81
210,2010,0.34580645161290324,1.68,1.85,1.84,1.86,1.85
211,2011,1.7658064516129033,1.76,1.88,1.87,1.89,1.88
212,2012,1.5758064516129031,1.85,1.91,1.9,1.91,1.92
213,2013,1.2158064516129032,1.94,1.94,1.93,1.94,1.95
214,2014,2.685806451612903,2.03,1.98,1.96,1.97,1.99
215,2015,2.595806451612903,2.12,2.02,2.01,2.0,2.03
216,2016,1.9058064516129032,2.22,2.06,2.06,2.04,2.08
217,2017,1.805806451612903,2.31,2.11,2.12,2.08,2.12
218,2018,2.8958064516129034,2.41,2.16,2.17,2.13,2.16
219,2019,2.7758064516129033,2.51,2.21,2.22,2.18,2.21
220,2020,2.415806451612903,2.61,2.25,2.27,2.22,2.25
221,2021,,,2.3,2.32,2.27,2.29
222,2022,,,2.33,2.37,2.31,2.33
223,2023,,,2.37,2.42,2.36,2.37
224,2024,,,2.4,2.47,2.4,2.41
225,2025,,,2.43,2.51,2.44,2.46
226,2026,,,2.46,2.54,2.49,2.5
227,2027,,,2.48,2.57,2.53,2.55
228,2028,,,2.5,2.6,2.58,2.6
229,2029,,,2.51,2.64,2.62,2.65
230,2030,,,2.53,2.68,2.66,2.7
231,2031,,,2.55,2.72,2.7,2.76
232,2032,,,2.58,2.75,2.74,2.81
233,2033,,,2.61,2.79,2.79,2.87
234,2034,,,2.63,2.82,2.83,2.93
235,2035,,,2.66,2.85,2.87,2.99
236,2036,,,2.69,2.89,2.9,3.05
237,2037,,,2.71,2.91,2.94,3.11
238,2038,,,2.75,2.94,2.97,3.17
239,2039,,,2.78,2.96,3.01,3.23
240,2040,,,2.8,2.98,3.04,3.28
241,2041,,,2.83,3.0,3.08,3.33
242,2042,,,2.85,3.02,3.12,3.38
243,2043,,,2.87,3.04,3.17,3.43
244,2044,,,2.89,3.07,3.22,3.48
245,2045,,,2.9,3.1,3.28,3.52
246,2046,,,2.91,3.13,3.34,3.57
247,2047,,,2.92,3.17,3.41,3.62
248,2048,,,2.93,3.2,3.47,3.67
249,2049,,,2.94,3.23,3.54,3.72
250,2050,,,2.94,3.27,3.6,3.78
251,2051,,,2.94,3.3,3.65,3.85
252,2052,,,2.95,3.33,3.7,3.91
253,2053,,,2.95,3.36,3.74,3.98
254,2054,,,2.96,3.38,3.78,4.04
255,2055,,,2.96,3.4,3.82,4.11
256,2056,,,2.97,3.43,3.86,4.17
257,2057,,,2.98,3.45,3.9,4.23
258,2058,,,2.99,3.48,3.94,4.29
259,2059,,,3.0,3.5,3.98,4.35
260,2060,,,3.0,3.52,4.02,4.41
261,2061,,,3.01,3.54,4.06,4.47
262,2062,,,3.03,3.57,4.1,4.53
263,2063,,,3.04,3.59,4.14,4.6
264,2064,,,3.05,3.61,4.18,4.67
265,2065,,,3.06,3.62,4.23,4.74
266,2066,,,3.07,3.64,4.27,4.81
267,2067,,,3.08,3.66,4.31,4.89
268,2068,,,3.08,3.67,4.36,4.96
269,2069,,,3.09,3.69,4.4,5.03
270,2070,,,3.1,3.7,4.45,5.11
271,2071,,,3.1,3.72,4.5,5.17
272,2072,,,3.11,3.74,4.55,5.24
273,2073,,,3.11,3.76,4.61,5.3
274,2074,,,3.1,3.78,4.66,5.37
275,2075,,,3.1,3.8,4.71,5.44
276,2076,,,3.1,3.83,4.77,5.51
277,2077,,,3.09,3.85,4.82,5.58
278,2078,,,3.09,3.87,4.86,5.65
279,2079,,,3.08,3.89,4.91,5.72
280,2080,,,3.08,3.92,4.96,5.8
281,2081,,,3.07,3.95,5.0,5.88
282,2082,,,3.06,3.98,5.05,5.96
283,2083,,,3.05,4.0,5.1,6.04
284,2084,,,3.05,4.03,5.15,6.13
285,2085,,,3.04,4.05,5.2,6.21
286,2086,,,3.03,4.06,5.25,6.3
287,2087,,,3.03,4.08,5.31,6.39
288,2088,,,3.02,4.09,5.37,6.48
289,2089,,,3.02,4.11,5.43,6.57
290,2090,,,3.02,4.12,5.5,6.66
291,2091,,,3.02,4.14,5.56,6.75
292,2092,,,3.02,4.15,5.63,6.84
293,2093,,,3.03,4.17,5.7,6.93
294,2094,,,3.03,4.19,5.77,7.01
295,2095,,,3.04,4.21,5.84,7.1
296,2096,,,3.05,4.23,5.91,7.19
297,2097,,,3.05,4.25,5.98,7.28
298,2098,,,3.06,4.26,6.05,7.37
299,2099,,,3.07,4.28,6.12,7.45
300,2100,,,3.08,4.3,6.19,7.54
