Venezuela,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
125,1925,0.08161290322580639,-0.01,,,,
126,1926,0.5216129032258063,0.03,,,,
127,1927,0.021612903225806335,0.06,,,,
128,1928,0.14161290322580639,0.09,,,,
129,1929,-0.048387096774193616,0.11,,,,
130,1930,0.14161290322580639,0.12,,,,
131,1931,0.6116129032258064,0.13,,,,
132,1932,0.3316129032258064,0.13,,,,
133,1933,-0.008387096774193692,0.14,,,,
134,1934,0.04161290322580635,0.15,,,,
135,1935,0.031612903225806344,0.16,,,,
136,1936,0.16161290322580635,0.18,,,,
137,1937,0.31161290322580637,0.2,,,,
138,1938,-0.058387096774193625,0.22,,,,
139,1939,0.08161290322580639,0.23,,,,
140,1940,0.8016129032258064,0.24,,,,
141,1941,0.9316129032258064,0.25,,,,
142,1942,0.7516129032258063,0.26,,,,
143,1943,0.24161290322580636,0.27,,,,
144,1944,0.36161290322580636,0.28,,,,
145,1945,0.14161290322580639,0.28,,,,
146,1946,0.05161290322580636,0.28,,,,
147,1947,0.29161290322580635,0.28,,,,
148,1948,0.3316129032258064,0.28,,,,
149,1949,0.17161290322580636,0.29,,,,
150,1950,-0.1283870967741937,0.29,,,,
151,1951,0.5116129032258063,0.3,,,,
152,1952,0.7516129032258063,0.32,,,,
153,1953,0.5316129032258063,0.35,,,,
154,1954,0.19161290322580637,0.38,,,,
155,1955,0.14161290322580639,0.42,,,,
156,1956,0.05161290322580636,0.44,,,,
157,1957,0.5316129032258063,0.47,,,,
158,1958,1.1216129032258064,0.49,,,,
159,1959,0.6116129032258064,0.51,,,,
160,1960,0.6316129032258063,0.53,,,,
161,1961,0.5816129032258064,0.56,,,,
162,1962,0.6016129032258064,0.58,,,,
163,1963,0.6116129032258064,0.58,,,,
164,1964,0.6016129032258064,0.58,,,,
165,1965,0.5416129032258064,0.57,,,,
166,1966,0.7916129032258064,0.56,,,,
167,1967,0.29161290322580635,0.55,,,,
168,1968,0.3816129032258063,0.54,,,,
169,1969,1.0316129032258063,0.52,,,,
170,1970,0.6516129032258063,0.51,,,,
171,1971,0.021612903225806335,0.51,,,,
172,1972,0.5016129032258063,0.51,,,,
173,1973,0.7716129032258063,0.53,,,,
174,1974,0.2616129032258064,0.55,,,,
175,1975,0.29161290322580635,0.57,,,,
176,1976,0.23161290322580635,0.59,,,,
177,1977,0.7916129032258064,0.62,,,,
178,1978,0.7816129032258063,0.64,,,,
179,1979,0.8816129032258064,0.66,,,,
180,1980,0.8216129032258064,0.68,,,,
181,1981,0.7216129032258064,0.69,,,,
182,1982,0.6416129032258063,0.7,,,,
183,1983,1.0216129032258063,0.7,,,,
184,1984,0.5716129032258064,0.69,,,,
185,1985,0.2516129032258064,0.69,,,,
186,1986,0.42161290322580636,0.68,,,,
187,1987,1.1216129032258064,0.68,,,,
188,1988,0.7616129032258063,0.69,,,,
189,1989,0.31161290322580637,0.71,,,,
190,1990,0.7716129032258063,0.74,,,,
191,1991,0.7316129032258063,0.77,,,,
192,1992,0.8816129032258064,0.82,,,,
193,1993,0.7416129032258063,0.86,,,,
194,1994,0.7316129032258063,0.89,,,,
195,1995,1.2216129032258065,0.93,,,,
196,1996,0.9216129032258064,0.97,,,,
197,1997,1.1116129032258064,1.01,,,,
198,1998,1.4516129032258065,1.06,,,,
199,1999,0.8416129032258064,1.1,,,,
200,2000,0.7916129032258064,1.13,,,,
201,2001,1.1716129032258062,1.16,,,,
202,2002,1.2716129032258063,1.18,,,,
203,2003,1.4616129032258063,1.2,,,,
204,2004,1.2716129032258063,1.22,,,,
205,2005,1.3916129032258064,1.24,1.09,1.09,1.1,1.04
206,2006,1.1816129032258065,1.26,1.12,1.12,1.14,1.08
207,2007,1.1516129032258062,1.27,1.16,1.16,1.17,1.12
208,2008,1.0116129032258063,1.27,1.19,1.19,1.21,1.16
209,2009,1.4516129032258065,1.28,1.23,1.23,1.24,1.2
210,2010,1.6116129032258064,1.29,1.26,1.26,1.27,1.25
211,2011,1.1716129032258062,1.3,1.3,1.3,1.31,1.29
212,2012,1.1116129032258064,1.32,1.33,1.33,1.34,1.33
213,2013,1.2516129032258063,1.34,1.37,1.37,1.38,1.37
214,2014,1.3316129032258064,1.37,1.4,1.4,1.41,1.41
215,2015,1.5516129032258064,1.39,1.44,1.44,1.45,1.46
216,2016,1.5516129032258064,1.42,1.48,1.48,1.48,1.5
217,2017,1.3616129032258064,1.45,1.52,1.52,1.51,1.55
218,2018,1.2416129032258063,1.47,1.56,1.56,1.54,1.6
219,2019,1.5716129032258064,1.5,1.6,1.6,1.56,1.64
220,2020,1.6216129032258064,1.53,1.64,1.64,1.59,1.69
221,2021,,,1.68,1.68,1.63,1.74
222,2022,,,1.72,1.72,1.66,1.78
223,2023,,,1.75,1.76,1.69,1.83
224,2024,,,1.79,1.79,1.72,1.87
225,2025,,,1.82,1.82,1.75,1.91
226,2026,,,1.86,1.86,1.78,1.95
227,2027,,,1.89,1.89,1.81,2.0
228,2028,,,1.91,1.92,1.85,2.03
229,2029,,,1.94,1.95,1.89,2.07
230,2030,,,1.96,1.98,1.93,2.12
231,2031,,,1.99,2.01,1.98,2.16
232,2032,,,2.01,2.04,2.02,2.2
233,2033,,,2.03,2.07,2.06,2.24
234,2034,,,2.05,2.1,2.09,2.29
235,2035,,,2.07,2.14,2.13,2.34
236,2036,,,2.09,2.17,2.17,2.38
237,2037,,,2.12,2.2,2.21,2.43
238,2038,,,2.14,2.23,2.25,2.49
239,2039,,,2.16,2.26,2.29,2.55
240,2040,,,2.17,2.29,2.33,2.6
241,2041,,,2.19,2.32,2.36,2.66
242,2042,,,2.21,2.35,2.4,2.72
243,2043,,,2.23,2.39,2.45,2.78
244,2044,,,2.25,2.42,2.49,2.83
245,2045,,,2.27,2.45,2.54,2.89
246,2046,,,2.29,2.48,2.59,2.94
247,2047,,,2.3,2.52,2.64,2.99
248,2048,,,2.31,2.56,2.69,3.05
249,2049,,,2.31,2.6,2.74,3.1
250,2050,,,2.32,2.64,2.78,3.15
251,2051,,,2.33,2.67,2.83,3.2
252,2052,,,2.34,2.71,2.87,3.26
253,2053,,,2.35,2.75,2.92,3.31
254,2054,,,2.36,2.78,2.97,3.37
255,2055,,,2.36,2.82,3.02,3.43
256,2056,,,2.37,2.85,3.06,3.5
257,2057,,,2.38,2.88,3.11,3.56
258,2058,,,2.38,2.9,3.15,3.63
259,2059,,,2.39,2.93,3.2,3.7
260,2060,,,2.4,2.95,3.24,3.77
261,2061,,,2.41,2.98,3.29,3.84
262,2062,,,2.42,3.0,3.34,3.91
263,2063,,,2.42,3.02,3.39,3.98
264,2064,,,2.43,3.03,3.43,4.05
265,2065,,,2.44,3.05,3.48,4.13
266,2066,,,2.44,3.06,3.52,4.2
267,2067,,,2.44,3.08,3.56,4.27
268,2068,,,2.44,3.1,3.6,4.35
269,2069,,,2.44,3.12,3.65,4.42
270,2070,,,2.45,3.14,3.7,4.48
271,2071,,,2.45,3.16,3.75,4.55
272,2072,,,2.44,3.17,3.8,4.61
273,2073,,,2.44,3.19,3.84,4.68
274,2074,,,2.43,3.2,3.89,4.75
275,2075,,,2.43,3.22,3.94,4.81
276,2076,,,2.43,3.24,3.99,4.88
277,2077,,,2.43,3.26,4.04,4.94
278,2078,,,2.43,3.28,4.1,5.0
279,2079,,,2.43,3.3,4.16,5.07
280,2080,,,2.43,3.32,4.21,5.14
281,2081,,,2.43,3.34,4.27,5.21
282,2082,,,2.43,3.37,4.32,5.29
283,2083,,,2.43,3.39,4.38,5.36
284,2084,,,2.42,3.41,4.44,5.44
285,2085,,,2.42,3.43,4.5,5.51
286,2086,,,2.41,3.46,4.56,5.58
287,2087,,,2.4,3.48,4.62,5.66
288,2088,,,2.39,3.49,4.67,5.73
289,2089,,,2.38,3.51,4.73,5.81
290,2090,,,2.37,3.53,4.78,5.88
291,2091,,,2.37,3.54,4.83,5.96
292,2092,,,2.37,3.55,4.88,6.03
293,2093,,,2.37,3.57,4.93,6.1
294,2094,,,2.37,3.58,4.98,6.17
295,2095,,,2.37,3.6,5.03,6.24
296,2096,,,2.37,3.61,5.08,6.31
297,2097,,,2.37,3.63,5.13,6.38
298,2098,,,2.37,3.64,5.18,6.45
299,2099,,,2.38,3.66,5.23,6.52
300,2100,,,2.38,3.67,5.28,6.59
