New Caledonia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
137,1937,0.07518518518518519,0.23,,,,
138,1938,0.4951851851851852,0.25,,,,
139,1939,-0.06481481481481477,0.28,,,,
140,1940,0.2051851851851852,0.3,,,,
141,1941,0.3751851851851852,0.33,,,,
142,1942,0.8451851851851853,0.36,,,,
143,1943,0.5851851851851851,0.4,,,,
144,1944,0.0951851851851852,0.43,,,,
145,1945,0.3251851851851852,0.46,,,,
146,1946,0.48518518518518516,0.48,,,,
147,1947,0.6851851851851851,0.5,,,,
148,1948,0.5551851851851852,0.52,,,,
149,1949,0.5451851851851852,0.53,,,,
150,1950,0.6551851851851852,0.54,,,,
151,1951,0.2651851851851852,0.55,,,,
152,1952,0.8351851851851853,0.55,,,,
153,1953,0.5751851851851852,0.54,,,,
154,1954,0.5151851851851852,0.53,,,,
155,1955,0.6651851851851852,0.51,,,,
156,1956,0.5151851851851852,0.49,,,,
157,1957,0.23518518518518516,0.48,,,,
158,1958,0.7151851851851851,0.46,,,,
159,1959,0.2751851851851852,0.44,,,,
160,1960,0.24518518518518517,0.42,,,,
161,1961,0.42518518518518517,0.4,,,,
162,1962,0.5451851851851852,0.39,,,,
163,1963,0.30518518518518517,0.39,,,,
164,1964,0.7251851851851852,0.4,,,,
165,1965,-0.17481481481481487,0.41,,,,
166,1966,-0.0948148148148148,0.43,,,,
167,1967,0.6451851851851852,0.44,,,,
168,1968,0.13518518518518519,0.46,,,,
169,1969,0.4951851851851852,0.48,,,,
170,1970,0.9151851851851851,0.5,,,,
171,1971,0.5751851851851852,0.52,,,,
172,1972,0.2951851851851852,0.54,,,,
173,1973,1.375185185185185,0.56,,,,
174,1974,0.6551851851851852,0.57,,,,
175,1975,0.8251851851851852,0.58,,,,
176,1976,0.6151851851851852,0.59,,,,
177,1977,0.3251851851851852,0.61,,,,
178,1978,0.5651851851851852,0.62,,,,
179,1979,0.5451851851851852,0.64,,,,
180,1980,0.6251851851851852,0.66,,,,
181,1981,0.7651851851851852,0.67,,,,
182,1982,0.4151851851851852,0.69,,,,
183,1983,0.9751851851851852,0.71,,,,
184,1984,0.8651851851851852,0.73,,,,
185,1985,0.8751851851851852,0.75,,,,
186,1986,0.6551851851851852,0.75,,,,
187,1987,0.5851851851851851,0.75,,,,
188,1988,1.4851851851851852,0.74,,,,
189,1989,0.8351851851851853,0.74,,,,
190,1990,1.085185185185185,0.75,,,,
191,1991,0.4451851851851852,0.76,,,,
192,1992,0.5551851851851852,0.79,,,,
193,1993,0.3851851851851852,0.81,,,,
194,1994,0.2651851851851852,0.84,,,,
195,1995,1.3051851851851852,0.87,,,,
196,1996,1.2851851851851852,0.89,,,,
197,1997,0.8351851851851853,0.93,,,,
198,1998,1.9651851851851851,0.96,,,,
199,1999,1.1951851851851851,1.0,,,,
200,2000,0.9351851851851851,1.03,,,,
201,2001,1.1551851851851853,1.05,,,,
202,2002,1.1151851851851853,1.06,,,,
203,2003,0.9151851851851851,1.07,,,,
204,2004,1.0051851851851852,1.09,,,,
205,2005,1.0151851851851852,1.11,1.1,1.06,1.09,1.08
206,2006,0.8351851851851853,1.13,1.12,1.09,1.11,1.1
207,2007,1.4251851851851853,1.14,1.13,1.11,1.13,1.12
208,2008,1.3651851851851853,1.14,1.15,1.13,1.15,1.14
209,2009,1.0051851851851852,1.15,1.17,1.15,1.17,1.16
210,2010,1.665185185185185,1.17,1.18,1.18,1.19,1.18
211,2011,1.3451851851851853,1.2,1.2,1.2,1.2,1.2
212,2012,1.0551851851851852,1.22,1.22,1.22,1.22,1.22
213,2013,0.9451851851851851,1.24,1.24,1.24,1.24,1.24
214,2014,1.0751851851851852,1.26,1.25,1.27,1.26,1.26
215,2015,1.0251851851851852,1.28,1.28,1.29,1.28,1.29
216,2016,1.655185185185185,1.31,1.3,1.32,1.3,1.31
217,2017,1.5451851851851852,1.33,1.33,1.35,1.33,1.34
218,2018,1.1951851851851851,1.35,1.35,1.38,1.35,1.36
219,2019,1.2451851851851852,1.38,1.38,1.4,1.38,1.38
220,2020,1.635185185185185,1.4,1.4,1.42,1.4,1.4
221,2021,,,1.43,1.44,1.42,1.43
222,2022,,,1.45,1.46,1.44,1.46
223,2023,,,1.48,1.48,1.47,1.48
224,2024,,,1.5,1.49,1.49,1.51
225,2025,,,1.53,1.51,1.52,1.55
226,2026,,,1.55,1.53,1.54,1.58
227,2027,,,1.57,1.55,1.57,1.61
228,2028,,,1.59,1.57,1.59,1.64
229,2029,,,1.61,1.59,1.62,1.68
230,2030,,,1.63,1.61,1.64,1.71
231,2031,,,1.64,1.63,1.67,1.74
232,2032,,,1.66,1.65,1.69,1.77
233,2033,,,1.67,1.68,1.71,1.8
234,2034,,,1.68,1.7,1.73,1.83
235,2035,,,1.7,1.72,1.76,1.86
236,2036,,,1.71,1.75,1.78,1.9
237,2037,,,1.72,1.77,1.81,1.93
238,2038,,,1.73,1.79,1.83,1.96
239,2039,,,1.74,1.81,1.86,1.99
240,2040,,,1.75,1.83,1.88,2.03
241,2041,,,1.76,1.86,1.91,2.06
242,2042,,,1.77,1.88,1.94,2.1
243,2043,,,1.78,1.9,1.97,2.14
244,2044,,,1.8,1.93,2.01,2.18
245,2045,,,1.81,1.95,2.04,2.22
246,2046,,,1.82,1.97,2.07,2.26
247,2047,,,1.83,1.99,2.1,2.3
248,2048,,,1.84,2.01,2.14,2.34
249,2049,,,1.85,2.03,2.17,2.39
250,2050,,,1.85,2.06,2.2,2.43
251,2051,,,1.85,2.08,2.24,2.47
252,2052,,,1.86,2.1,2.28,2.51
253,2053,,,1.86,2.13,2.31,2.54
254,2054,,,1.87,2.15,2.35,2.58
255,2055,,,1.88,2.17,2.38,2.62
256,2056,,,1.88,2.2,2.42,2.66
257,2057,,,1.89,2.22,2.45,2.7
258,2058,,,1.9,2.24,2.49,2.74
259,2059,,,1.9,2.26,2.52,2.78
260,2060,,,1.9,2.28,2.56,2.82
261,2061,,,1.91,2.3,2.59,2.86
262,2062,,,1.91,2.31,2.62,2.9
263,2063,,,1.92,2.33,2.65,2.95
264,2064,,,1.92,2.34,2.68,2.99
265,2065,,,1.92,2.36,2.71,3.04
266,2066,,,1.92,2.37,2.74,3.08
267,2067,,,1.93,2.38,2.77,3.13
268,2068,,,1.92,2.39,2.79,3.17
269,2069,,,1.92,2.41,2.82,3.23
270,2070,,,1.92,2.42,2.85,3.28
271,2071,,,1.92,2.43,2.88,3.33
272,2072,,,1.92,2.45,2.92,3.38
273,2073,,,1.92,2.47,2.95,3.43
274,2074,,,1.91,2.48,2.99,3.48
275,2075,,,1.91,2.5,3.03,3.54
276,2076,,,1.9,2.52,3.06,3.59
277,2077,,,1.9,2.53,3.1,3.64
278,2078,,,1.9,2.55,3.14,3.7
279,2079,,,1.9,2.57,3.18,3.76
280,2080,,,1.9,2.59,3.22,3.81
281,2081,,,1.9,2.61,3.25,3.86
282,2082,,,1.9,2.63,3.29,3.91
283,2083,,,1.9,2.64,3.32,3.96
284,2084,,,1.9,2.64,3.36,4.01
285,2085,,,1.9,2.65,3.39,4.06
286,2086,,,1.91,2.66,3.43,4.12
287,2087,,,1.91,2.67,3.47,4.17
288,2088,,,1.91,2.68,3.51,4.22
289,2089,,,1.91,2.69,3.55,4.27
290,2090,,,1.91,2.7,3.58,4.32
291,2091,,,1.91,2.7,3.62,4.37
292,2092,,,1.91,2.71,3.66,4.42
293,2093,,,1.91,2.73,3.7,4.48
294,2094,,,1.91,2.74,3.74,4.53
295,2095,,,1.91,2.75,3.78,4.59
296,2096,,,1.91,2.76,3.82,4.64
297,2097,,,1.91,2.77,3.85,4.7
298,2098,,,1.91,2.78,3.89,4.76
299,2099,,,1.91,2.79,3.93,4.81
300,2100,,,1.91,2.8,3.97,4.87
