Uzbekistan,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
111,1911,-0.7335483870967741,0.16,,,,
112,1912,0.2164516129032258,0.19,,,,
113,1913,0.3264516129032258,0.21,,,,
114,1914,1.1064516129032258,0.21,,,,
115,1915,1.8064516129032258,0.21,,,,
116,1916,-0.26354838709677425,0.21,,,,
117,1917,1.0064516129032257,0.21,,,,
118,1918,-0.4335483870967742,0.21,,,,
119,1919,0.05645161290322581,0.21,,,,
120,1920,-1.463548387096774,0.19,,,,
121,1921,-0.10354838709677422,0.15,,,,
122,1922,1.0464516129032257,0.11,,,,
123,1923,0.016451612903225776,0.06,,,,
124,1924,-0.013548387096774195,-0.01,,,,
125,1925,0.9864516129032257,-0.07,,,,
126,1926,0.2864516129032258,-0.13,,,,
127,1927,0.0464516129032258,-0.2,,,,
128,1928,-0.963548387096774,-0.26,,,,
129,1929,-1.4335483870967742,-0.33,,,,
130,1930,-0.6335483870967742,-0.38,,,,
131,1931,-0.8835483870967742,-0.41,,,,
132,1932,-0.18354838709677418,-0.4,,,,
133,1933,-0.18354838709677418,-0.35,,,,
134,1934,-1.3135483870967741,-0.25,,,,
135,1935,-0.25354838709677424,-0.12,,,,
136,1936,0.1564516129032258,0.02,,,,
137,1937,-0.37354838709677424,0.14,,,,
138,1938,0.4764516129032258,0.23,,,,
139,1939,0.6764516129032259,0.3,,,,
140,1940,1.2464516129032257,0.36,,,,
141,1941,1.5464516129032257,0.42,,,,
142,1942,0.4564516129032258,0.46,,,,
143,1943,-0.5735483870967741,0.46,,,,
144,1944,1.0364516129032257,0.42,,,,
145,1945,-0.5135483870967743,0.35,,,,
146,1946,0.4564516129032258,0.27,,,,
147,1947,0.9164516129032259,0.19,,,,
148,1948,0.6064516129032258,0.14,,,,
149,1949,-1.0635483870967741,0.11,,,,
150,1950,-1.0735483870967741,0.09,,,,
151,1951,-0.23354838709677422,0.08,,,,
152,1952,0.1764516129032258,0.06,,,,
153,1953,0.4164516129032258,0.05,,,,
154,1954,-0.6135483870967742,0.06,,,,
155,1955,1.4064516129032258,0.1,,,,
156,1956,0.1964516129032258,0.17,,,,
157,1957,-0.29354838709677417,0.26,,,,
158,1958,0.7764516129032257,0.33,,,,
159,1959,-0.29354838709677417,0.39,,,,
160,1960,0.026451612903225785,0.45,,,,
161,1961,1.3264516129032258,0.5,,,,
162,1962,0.6564516129032258,0.55,,,,
163,1963,1.4264516129032259,0.6,,,,
164,1964,-0.3435483870967742,0.64,,,,
165,1965,0.8464516129032258,0.68,,,,
166,1966,1.3064516129032258,0.7,,,,
167,1967,0.5764516129032258,0.7,,,,
168,1968,0.5364516129032257,0.68,,,,
169,1969,-0.963548387096774,0.65,,,,
170,1970,0.8464516129032258,0.62,,,,
171,1971,1.3464516129032258,0.6,,,,
172,1972,-1.1235483870967742,0.59,,,,
173,1973,0.7664516129032257,0.59,,,,
174,1974,-0.29354838709677417,0.6,,,,
175,1975,0.9664516129032259,0.62,,,,
176,1976,-0.26354838709677425,0.65,,,,
177,1977,0.8164516129032258,0.67,,,,
178,1978,0.5064516129032258,0.69,,,,
179,1979,1.2364516129032257,0.72,,,,
180,1980,0.8264516129032258,0.76,,,,
181,1981,1.2964516129032257,0.79,,,,
182,1982,0.1664516129032258,0.83,,,,
183,1983,1.8564516129032258,0.86,,,,
184,1984,-0.3035483870967742,0.89,,,,
185,1985,0.8164516129032258,0.9,,,,
186,1986,0.9964516129032257,0.9,,,,
187,1987,0.6964516129032259,0.88,,,,
188,1988,1.4364516129032259,0.87,,,,
189,1989,0.7864516129032257,0.86,,,,
190,1990,1.3864516129032258,0.87,,,,
191,1991,0.8464516129032258,0.88,,,,
192,1992,0.6464516129032258,0.92,,,,
193,1993,-0.27354838709677415,0.96,,,,
194,1994,0.44645161290322577,1.01,,,,
195,1995,1.746451612903226,1.06,,,,
196,1996,0.2364516129032258,1.13,,,,
197,1997,1.6264516129032258,1.2,,,,
198,1998,1.0264516129032257,1.29,,,,
199,1999,1.6964516129032259,1.39,,,,
200,2000,1.756451612903226,1.49,,,,
201,2001,1.8264516129032258,1.56,,,,
202,2002,1.716451612903226,1.61,,,,
203,2003,1.0064516129032257,1.65,,,,
204,2004,2.3064516129032255,1.66,,,,
205,2005,1.8864516129032258,1.66,1.39,1.4,1.44,1.4
206,2006,1.6364516129032258,1.65,1.42,1.43,1.47,1.43
207,2007,1.766451612903226,1.63,1.46,1.47,1.5,1.47
208,2008,1.206451612903226,1.62,1.5,1.51,1.53,1.51
209,2009,1.5664516129032258,1.61,1.54,1.54,1.57,1.55
210,2010,2.226451612903226,1.62,1.58,1.58,1.6,1.59
211,2011,0.9864516129032257,1.64,1.62,1.62,1.64,1.63
212,2012,1.0364516129032257,1.67,1.66,1.66,1.67,1.67
213,2013,2.246451612903226,1.69,1.7,1.7,1.71,1.71
214,2014,0.5464516129032257,1.71,1.75,1.74,1.74,1.75
215,2015,2.0064516129032257,1.73,1.8,1.79,1.78,1.8
216,2016,2.5064516129032257,1.75,1.85,1.85,1.83,1.85
217,2017,1.746451612903226,1.78,1.91,1.9,1.87,1.9
218,2018,1.476451612903226,1.8,1.97,1.96,1.92,1.95
219,2019,2.396451612903226,1.83,2.02,2.02,1.97,2.0
220,2020,1.4264516129032259,1.86,2.08,2.08,2.02,2.05
221,2021,,,2.13,2.13,2.07,2.1
222,2022,,,2.17,2.18,2.12,2.15
223,2023,,,2.21,2.22,2.17,2.19
224,2024,,,2.26,2.26,2.23,2.23
225,2025,,,2.29,2.3,2.28,2.29
226,2026,,,2.33,2.34,2.33,2.34
227,2027,,,2.36,2.38,2.38,2.4
228,2028,,,2.4,2.42,2.43,2.46
229,2029,,,2.43,2.45,2.48,2.51
230,2030,,,2.46,2.47,2.53,2.57
231,2031,,,2.49,2.5,2.57,2.63
232,2032,,,2.52,2.53,2.62,2.69
233,2033,,,2.55,2.56,2.65,2.76
234,2034,,,2.57,2.59,2.69,2.82
235,2035,,,2.59,2.63,2.73,2.89
236,2036,,,2.61,2.66,2.77,2.95
237,2037,,,2.63,2.7,2.81,3.01
238,2038,,,2.65,2.73,2.86,3.07
239,2039,,,2.66,2.76,2.91,3.13
240,2040,,,2.68,2.8,2.96,3.19
241,2041,,,2.69,2.84,3.01,3.25
242,2042,,,2.71,2.88,3.06,3.31
243,2043,,,2.72,2.92,3.12,3.38
244,2044,,,2.74,2.97,3.17,3.45
245,2045,,,2.77,3.01,3.22,3.52
246,2046,,,2.79,3.05,3.27,3.59
247,2047,,,2.81,3.1,3.33,3.66
248,2048,,,2.83,3.15,3.38,3.73
249,2049,,,2.85,3.2,3.43,3.8
250,2050,,,2.87,3.25,3.48,3.87
251,2051,,,2.89,3.3,3.53,3.95
252,2052,,,2.91,3.34,3.59,4.03
253,2053,,,2.93,3.38,3.64,4.11
254,2054,,,2.94,3.42,3.7,4.19
255,2055,,,2.95,3.45,3.76,4.26
256,2056,,,2.96,3.48,3.82,4.34
257,2057,,,2.97,3.5,3.87,4.42
258,2058,,,2.99,3.53,3.93,4.5
259,2059,,,3.0,3.55,3.98,4.59
260,2060,,,3.0,3.57,4.03,4.68
261,2061,,,3.01,3.6,4.09,4.76
262,2062,,,3.01,3.62,4.14,4.84
263,2063,,,3.01,3.64,4.2,4.92
264,2064,,,3.01,3.66,4.26,4.99
265,2065,,,3.01,3.69,4.31,5.07
266,2066,,,3.01,3.71,4.37,5.15
267,2067,,,3.01,3.74,4.43,5.22
268,2068,,,3.01,3.77,4.49,5.3
269,2069,,,3.01,3.8,4.55,5.37
270,2070,,,3.01,3.83,4.61,5.44
271,2071,,,3.01,3.85,4.67,5.51
272,2072,,,3.02,3.87,4.73,5.59
273,2073,,,3.03,3.89,4.79,5.66
274,2074,,,3.04,3.91,4.84,5.74
275,2075,,,3.05,3.93,4.9,5.82
276,2076,,,3.06,3.94,4.95,5.9
277,2077,,,3.06,3.97,5.01,5.98
278,2078,,,3.06,3.99,5.07,6.07
279,2079,,,3.06,4.01,5.13,6.16
280,2080,,,3.06,4.04,5.19,6.25
281,2081,,,3.06,4.06,5.26,6.35
282,2082,,,3.05,4.09,5.33,6.45
283,2083,,,3.04,4.11,5.4,6.55
284,2084,,,3.03,4.14,5.46,6.64
285,2085,,,3.02,4.17,5.53,6.74
286,2086,,,3.01,4.2,5.59,6.83
287,2087,,,2.99,4.22,5.65,6.93
288,2088,,,2.98,4.25,5.72,7.03
289,2089,,,2.97,4.27,5.78,7.12
290,2090,,,2.96,4.29,5.84,7.21
291,2091,,,2.95,4.3,5.89,7.3
292,2092,,,2.94,4.32,5.95,7.39
293,2093,,,2.93,4.33,6.02,7.49
294,2094,,,2.93,4.35,6.08,7.59
295,2095,,,2.92,4.37,6.15,7.68
296,2096,,,2.92,4.39,6.21,7.78
297,2097,,,2.91,4.41,6.27,7.88
298,2098,,,2.91,4.43,6.34,7.97
299,2099,,,2.9,4.45,6.4,8.07
300,2100,,,2.9,4.46,6.47,8.17
