Bulgaria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
119,1919,0.10548387096774192,0.28,,,,
120,1920,-0.22451612903225804,0.32,,,,
121,1921,0.005483870967741944,0.35,,,,
122,1922,0.18548387096774194,0.36,,,,
123,1923,1.2754838709677419,0.35,,,,
124,1924,-0.09451612903225809,0.34,,,,
125,1925,0.5754838709677419,0.33,,,,
126,1926,0.705483870967742,0.33,,,,
127,1927,0.9554838709677419,0.33,,,,
128,1928,0.025483870967741906,0.35,,,,
129,1929,-0.584516129032258,0.37,,,,
130,1930,0.8354838709677419,0.39,,,,
131,1931,0.045483870967741924,0.41,,,,
132,1932,0.14548387096774193,0.42,,,,
133,1933,-1.054516129032258,0.42,,,,
134,1934,1.0254838709677419,0.4,,,,
135,1935,0.2954838709677419,0.38,,,,
136,1936,1.0654838709677419,0.35,,,,
137,1937,0.9754838709677419,0.32,,,,
138,1938,0.525483870967742,0.3,,,,
139,1939,0.7554838709677419,0.29,,,,
140,1940,-0.9345161290322581,0.28,,,,
141,1941,-0.36451612903225805,0.27,,,,
142,1942,-0.764516129032258,0.24,,,,
143,1943,0.11548387096774193,0.23,,,,
144,1944,-0.07451612903225807,0.23,,,,
145,1945,0.23548387096774193,0.25,,,,
146,1946,0.8154838709677419,0.28,,,,
147,1947,0.6254838709677419,0.33,,,,
148,1948,0.12548387096774194,0.37,,,,
149,1949,0.015483870967741953,0.4,,,,
150,1950,1.125483870967742,0.42,,,,
151,1951,1.125483870967742,0.42,,,,
152,1952,1.145483870967742,0.43,,,,
153,1953,-0.03451612903225809,0.44,,,,
154,1954,-0.4345161290322581,0.45,,,,
155,1955,0.525483870967742,0.45,,,,
156,1956,-0.7145161290322581,0.45,,,,
157,1957,0.515483870967742,0.43,,,,
158,1958,1.0254838709677419,0.42,,,,
159,1959,-0.1845161290322581,0.41,,,,
160,1960,0.9454838709677419,0.41,,,,
161,1961,0.7854838709677419,0.43,,,,
162,1962,0.665483870967742,0.45,,,,
163,1963,0.22548387096774192,0.46,,,,
164,1964,0.035483870967741915,0.46,,,,
165,1965,-0.03451612903225809,0.44,,,,
166,1966,1.375483870967742,0.42,,,,
167,1967,0.37548387096774194,0.4,,,,
168,1968,0.7354838709677419,0.38,,,,
169,1969,-0.03451612903225809,0.37,,,,
170,1970,0.6054838709677419,0.35,,,,
171,1971,0.26548387096774195,0.35,,,,
172,1972,0.37548387096774194,0.34,,,,
173,1973,-0.03451612903225809,0.32,,,,
174,1974,0.30548387096774193,0.3,,,,
175,1975,0.765483870967742,0.29,,,,
176,1976,-0.4145161290322581,0.28,,,,
177,1977,0.7154838709677419,0.28,,,,
178,1978,-0.07451612903225807,0.28,,,,
179,1979,0.665483870967742,0.28,,,,
180,1980,-0.25451612903225806,0.28,,,,
181,1981,0.44548387096774195,0.29,,,,
182,1982,0.31548387096774194,0.3,,,,
183,1983,0.5554838709677419,0.32,,,,
