Liberia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
139,1939,0.2510526315789473,0.34,,,,
140,1940,0.9010526315789473,0.35,,,,
141,1941,0.8210526315789473,0.36,,,,
142,1942,0.23105263157894734,0.37,,,,
143,1943,0.05105263157894735,0.37,,,,
144,1944,0.6010526315789473,0.36,,,,
145,1945,0.4510526315789473,0.35,,,,
146,1946,0.3310526315789473,0.34,,,,
147,1947,0.48105263157894734,0.32,,,,
148,1948,0.12105263157894736,0.31,,,,
149,1949,0.2610526315789473,0.3,,,,
150,1950,0.1310526315789473,0.28,,,,
151,1951,0.29105263157894734,0.27,,,,
152,1952,0.3310526315789473,0.26,,,,
153,1953,0.4010526315789473,0.27,,,,
154,1954,0.10105263157894734,0.28,,,,
155,1955,0.20105263157894734,0.29,,,,
156,1956,0.05105263157894735,0.31,,,,
157,1957,0.3810526315789473,0.32,,,,
158,1958,0.44105263157894736,0.32,,,,
159,1959,0.4510526315789473,0.33,,,,
160,1960,0.4510526315789473,0.33,,,,
161,1961,0.3310526315789473,0.34,,,,
162,1962,0.2510526315789473,0.35,,,,
163,1963,0.5510526315789473,0.36,,,,
164,1964,0.24105263157894732,0.37,,,,
165,1965,0.14105263157894732,0.37,,,,
166,1966,0.4510526315789473,0.38,,,,
167,1967,0.18105263157894733,0.4,,,,
168,1968,0.3910526315789473,0.41,,,,
169,1969,0.5610526315789474,0.43,,,,
170,1970,0.6610526315789473,0.44,,,,
171,1971,0.29105263157894734,0.46,,,,
172,1972,0.5510526315789473,0.48,,,,
173,1973,0.9310526315789474,0.5,,,,
174,1974,0.41105263157894734,0.53,,,,
175,1975,0.29105263157894734,0.55,,,,
176,1976,0.12105263157894736,0.57,,,,
177,1977,0.6910526315789474,0.59,,,,
178,1978,0.5810526315789474,0.6,,,,
179,1979,0.8610526315789473,0.62,,,,
180,1980,0.7810526315789473,0.64,,,,
181,1981,0.7010526315789474,0.66,,,,
182,1982,0.5210526315789473,0.68,,,,
183,1983,0.8510526315789473,0.7,,,,
184,1984,0.6810526315789474,0.72,,,,
185,1985,0.5310526315789473,0.73,,,,
186,1986,0.4610526315789473,0.74,,,,
187,1987,1.3410526315789473,0.76,,,,
188,1988,0.9610526315789474,0.78,,,,
189,1989,0.7410526315789474,0.81,,,,
190,1990,0.8710526315789473,0.84,,,,
191,1991,0.8810526315789473,0.88,,,,
192,1992,0.7510526315789474,0.92,,,,
193,1993,0.9410526315789474,0.96,,,,
194,1994,0.8810526315789473,0.99,,,,
195,1995,1.1510526315789473,1.01,,,,
196,1996,1.1710526315789473,1.04,,,,
197,1997,1.1510526315789473,1.07,,,,
198,1998,1.5810526315789473,1.11,,,,
199,1999,0.9910526315789473,1.15,,,,
200,2000,0.9010526315789473,1.18,,,,
201,2001,1.1810526315789474,1.21,,,,
202,2002,1.1510526315789473,1.24,,,,
203,2003,1.3410526315789473,1.27,,,,
204,2004,1.2810526315789472,1.3,,,,
205,2005,1.5010526315789474,1.32,1.18,1.18,1.19,1.18
206,2006,1.4410526315789474,1.34,1.21,1.21,1.22,1.21
207,2007,1.3810526315789473,1.35,1.24,1.24,1.25,1.24
208,2008,1.3210526315789473,1.36,1.27,1.27,1.28,1.27
209,2009,1.5810526315789473,1.36,1.3,1.3,1.31,1.3
210,2010,1.5910526315789473,1.36,1.33,1.33,1.33,1.33
211,2011,1.2710526315789474,1.37,1.36,1.36,1.36,1.36
212,2012,1.0410526315789475,1.37,1.38,1.39,1.39,1.39
213,2013,1.1410526315789473,1.39,1.41,1.42,1.42,1.42
214,2014,1.1110526315789473,1.41,1.44,1.45,1.45,1.45
215,2015,1.4010526315789473,1.42,1.47,1.48,1.48,1.48
216,2016,1.6110526315789473,1.44,1.5,1.5,1.5,1.5
217,2017,1.6510526315789473,1.46,1.54,1.53,1.53,1.53
218,2018,1.4110526315789473,1.48,1.57,1.56,1.55,1.56
219,2019,1.5410526315789472,1.5,1.6,1.59,1.58,1.59
220,2020,1.5410526315789472,1.52,1.63,1.62,1.6,1.62
221,2021,,,1.66,1.65,1.63,1.66
222,2022,,,1.7,1.68,1.66,1.69
223,2023,,,1.73,1.71,1.69,1.72
224,2024,,,1.76,1.74,1.72,1.75
225,2025,,,1.78,1.77,1.75,1.79
226,2026,,,1.81,1.8,1.78,1.82
227,2027,,,1.84,1.82,1.82,1.85
228,2028,,,1.86,1.85,1.85,1.88
229,2029,,,1.88,1.88,1.89,1.92
230,2030,,,1.91,1.9,1.92,1.95
231,2031,,,1.93,1.93,1.96,1.99
232,2032,,,1.96,1.95,1.99,2.02
233,2033,,,1.98,1.98,2.02,2.06
234,2034,,,2.0,2.01,2.05,2.1
235,2035,,,2.02,2.04,2.09,2.14
236,2036,,,2.04,2.06,2.12,2.18
237,2037,,,2.06,2.09,2.15,2.23
238,2038,,,2.08,2.12,2.19,2.27
239,2039,,,2.1,2.14,2.22,2.32
240,2040,,,2.12,2.17,2.26,2.37
241,2041,,,2.13,2.19,2.29,2.42
242,2042,,,2.14,2.22,2.33,2.46
243,2043,,,2.16,2.25,2.36,2.51
244,2044,,,2.17,2.28,2.4,2.56
245,2045,,,2.18,2.3,2.44,2.6
246,2046,,,2.19,2.33,2.48,2.65
247,2047,,,2.2,2.36,2.52,2.7
248,2048,,,2.21,2.39,2.57,2.74
249,2049,,,2.22,2.43,2.61,2.79
250,2050,,,2.22,2.46,2.65,2.83
251,2051,,,2.23,2.49,2.69,2.88
252,2052,,,2.24,2.52,2.73,2.93
253,2053,,,2.25,2.55,2.76,2.98
254,2054,,,2.26,2.58,2.8,3.03
255,2055,,,2.26,2.6,2.84,3.08
256,2056,,,2.27,2.63,2.88,3.13
257,2057,,,2.28,2.66,2.92,3.18
258,2058,,,2.28,2.68,2.95,3.23
259,2059,,,2.29,2.7,2.99,3.28
260,2060,,,2.3,2.72,3.03,3.33
261,2061,,,2.31,2.74,3.07,3.38
262,2062,,,2.31,2.76,3.1,3.44
263,2063,,,2.32,2.78,3.14,3.49
264,2064,,,2.32,2.8,3.18,3.54
265,2065,,,2.32,2.82,3.22,3.59
266,2066,,,2.33,2.84,3.26,3.64
267,2067,,,2.33,2.86,3.29,3.69
268,2068,,,2.33,2.88,3.33,3.74
269,2069,,,2.33,2.9,3.37,3.8
270,2070,,,2.34,2.92,3.41,3.85
271,2071,,,2.34,2.94,3.45,3.91
272,2072,,,2.34,2.96,3.49,3.96
273,2073,,,2.34,2.98,3.53,4.01
274,2074,,,2.34,2.99,3.57,4.07
275,2075,,,2.35,3.01,3.61,4.13
276,2076,,,2.35,3.03,3.65,4.19
277,2077,,,2.35,3.05,3.7,4.25
278,2078,,,2.35,3.06,3.74,4.31
279,2079,,,2.35,3.08,3.78,4.37
280,2080,,,2.35,3.1,3.83,4.44
281,2081,,,2.34,3.11,3.87,4.5
282,2082,,,2.34,3.13,3.91,4.56
283,2083,,,2.33,3.15,3.96,4.62
284,2084,,,2.33,3.16,4.0,4.69
285,2085,,,2.32,3.18,4.04,4.75
286,2086,,,2.31,3.19,4.08,4.8
287,2087,,,2.31,3.21,4.12,4.86
288,2088,,,2.3,3.23,4.16,4.92
289,2089,,,2.29,3.24,4.2,4.98
290,2090,,,2.28,3.25,4.24,5.04
291,2091,,,2.27,3.27,4.28,5.1
292,2092,,,2.26,3.28,4.33,5.16
293,2093,,,2.26,3.29,4.37,5.22
294,2094,,,2.26,3.31,4.42,5.28
295,2095,,,2.25,3.32,4.46,5.34
296,2096,,,2.25,3.33,4.51,5.4
297,2097,,,2.25,3.35,4.56,5.46
298,2098,,,2.24,3.36,4.61,5.51
299,2099,,,2.24,3.38,4.65,5.57
300,2100,,,2.24,3.39,4.7,5.63
