Morocco,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
140,1940,0.5800000000000001,0.36,,,,
141,1941,0.46,0.4,,,,
142,1942,0.47000000000000003,0.43,,,,
143,1943,0.15000000000000002,0.46,,,,
144,1944,0.26,0.47,,,,
145,1945,1.07,0.48,,,,
146,1946,0.09000000000000002,0.48,,,,
147,1947,0.81,0.48,,,,
148,1948,0.74,0.48,,,,
149,1949,0.7,0.46,,,,
150,1950,0.53,0.45,,,,
151,1951,0.14,0.44,,,,
152,1952,0.48,0.42,,,,
153,1953,0.49,0.41,,,,
154,1954,0.040000000000000036,0.4,,,,
155,1955,1.34,0.39,,,,
156,1956,-0.3,0.39,,,,
157,1957,0.07,0.39,,,,
158,1958,0.71,0.4,,,,
159,1959,0.24000000000000002,0.41,,,,
160,1960,0.47000000000000003,0.41,,,,
161,1961,1.19,0.42,,,,
162,1962,0.62,0.43,,,,
163,1963,0.34,0.44,,,,
164,1964,0.63,0.43,,,,
165,1965,0.26,0.41,,,,
166,1966,0.6799999999999999,0.38,,,,
167,1967,0.23,0.35,,,,
168,1968,0.21000000000000002,0.3,,,,
169,1969,0.32,0.26,,,,
170,1970,0.5700000000000001,0.24,,,,
171,1971,-0.43,0.23,,,,
172,1972,-0.7999999999999998,0.23,,,,
173,1973,0.27,0.25,,,,
174,1974,-0.13,0.27,,,,
175,1975,0.020000000000000018,0.3,,,,
176,1976,-0.3,0.34,,,,
177,1977,0.42000000000000004,0.38,,,,
178,1978,0.63,0.44,,,,
179,1979,0.67,0.5,,,,
180,1980,0.78,0.57,,,,
181,1981,0.94,0.64,,,,
182,1982,0.31,0.71,,,,
183,1983,1.3,0.77,,,,
184,1984,0.47000000000000003,0.82,,,,
185,1985,0.97,0.85,,,,
186,1986,0.4,0.87,,,,
187,1987,1.52,0.89,,,,
188,1988,0.8500000000000001,0.91,,,,
189,1989,1.24,0.94,,,,
190,1990,1.34,0.99,,,,
191,1991,0.39,1.03,,,,
192,1992,0.48,1.07,,,,
193,1993,0.2,1.11,,,,
194,1994,1.19,1.14,,,,
195,1995,1.5,1.18,,,,
196,1996,1.05,1.21,,,,
197,1997,1.47,1.25,,,,
198,1998,1.55,1.3,,,,
199,1999,1.04,1.34,,,,
200,2000,1.25,1.37,,,,
201,2001,1.84,1.39,,,,
202,2002,1.5,1.41,,,,
203,2003,1.55,1.42,,,,
204,2004,1.36,1.44,,,,
205,2005,1.3800000000000001,1.46,1.4,1.4,1.4,1.39
206,2006,1.53,1.47,1.43,1.42,1.43,1.42
207,2007,1.16,1.49,1.46,1.45,1.46,1.45
208,2008,1.22,1.5,1.48,1.48,1.49,1.48
209,2009,1.71,1.51,1.51,1.51,1.52,1.51
210,2010,2.2399999999999998,1.53,1.54,1.53,1.55,1.53
211,2011,1.59,1.56,1.57,1.56,1.58,1.56
212,2012,1.4400000000000002,1.59,1.59,1.59,1.6,1.59
213,2013,1.46,1.62,1.62,1.62,1.63,1.62
214,2014,1.61,1.64,1.65,1.65,1.66,1.65
215,2015,1.6300000000000001,1.67,1.68,1.68,1.68,1.68
216,2016,1.8,1.7,1.71,1.71,1.7,1.71
217,2017,2.14,1.73,1.74,1.75,1.73,1.75
218,2018,0.81,1.76,1.78,1.78,1.76,1.78
219,2019,1.4000000000000001,1.78,1.82,1.82,1.79,1.82
220,2020,2.03,1.81,1.85,1.87,1.82,1.87
221,2021,,,1.89,1.91,1.85,1.91
222,2022,,,1.93,1.95,1.89,1.95
223,2023,,,1.96,1.99,1.93,1.99
224,2024,,,2.0,2.03,1.97,2.03
225,2025,,,2.03,2.06,2.01,2.07
226,2026,,,2.07,2.09,2.05,2.12
227,2027,,,2.1,2.12,2.09,2.16
228,2028,,,2.12,2.15,2.13,2.2
229,2029,,,2.15,2.18,2.17,2.24
230,2030,,,2.18,2.21,2.22,2.29
231,2031,,,2.2,2.24,2.26,2.33
232,2032,,,2.23,2.27,2.31,2.38
233,2033,,,2.26,2.3,2.35,2.43
234,2034,,,2.28,2.33,2.38,2.48
235,2035,,,2.3,2.37,2.42,2.53
236,2036,,,2.32,2.4,2.45,2.58
237,2037,,,2.34,2.43,2.49,2.63
238,2038,,,2.36,2.46,2.52,2.69
239,2039,,,2.38,2.49,2.55,2.74
240,2040,,,2.4,2.51,2.59,2.8
241,2041,,,2.42,2.54,2.62,2.85
242,2042,,,2.44,2.57,2.66,2.91
243,2043,,,2.46,2.59,2.69,2.96
244,2044,,,2.48,2.62,2.74,3.02
245,2045,,,2.5,2.66,2.78,3.08
246,2046,,,2.51,2.69,2.83,3.14
247,2047,,,2.53,2.72,2.89,3.19
248,2048,,,2.54,2.76,2.94,3.25
249,2049,,,2.55,2.8,2.99,3.3
250,2050,,,2.56,2.83,3.04,3.36
251,2051,,,2.56,2.87,3.08,3.41
252,2052,,,2.56,2.9,3.13,3.46
253,2053,,,2.57,2.93,3.17,3.52
254,2054,,,2.57,2.95,3.21,3.57
255,2055,,,2.57,2.98,3.26,3.63
256,2056,,,2.57,3.01,3.3,3.68
257,2057,,,2.57,3.04,3.34,3.74
258,2058,,,2.57,3.07,3.39,3.8
259,2059,,,2.57,3.1,3.43,3.86
260,2060,,,2.58,3.13,3.47,3.92
261,2061,,,2.59,3.16,3.52,3.98
262,2062,,,2.59,3.18,3.56,4.04
263,2063,,,2.6,3.2,3.61,4.1
264,2064,,,2.61,3.23,3.66,4.16
265,2065,,,2.61,3.24,3.7,4.23
266,2066,,,2.62,3.26,3.75,4.3
267,2067,,,2.62,3.28,3.79,4.37
268,2068,,,2.62,3.29,3.84,4.44
269,2069,,,2.62,3.3,3.89,4.51
270,2070,,,2.63,3.32,3.94,4.58
271,2071,,,2.63,3.33,3.99,4.65
272,2072,,,2.62,3.35,4.04,4.73
273,2073,,,2.62,3.36,4.08,4.81
274,2074,,,2.62,3.38,4.13,4.89
275,2075,,,2.61,3.4,4.17,4.96
276,2076,,,2.6,3.42,4.21,5.04
277,2077,,,2.6,3.44,4.26,5.11
278,2078,,,2.59,3.46,4.31,5.18
279,2079,,,2.59,3.49,4.36,5.25
280,2080,,,2.59,3.51,4.41,5.32
281,2081,,,2.59,3.54,4.46,5.39
282,2082,,,2.59,3.56,4.52,5.47
283,2083,,,2.6,3.58,4.57,5.54
284,2084,,,2.61,3.61,4.63,5.61
285,2085,,,2.61,3.63,4.69,5.68
286,2086,,,2.62,3.65,4.75,5.75
287,2087,,,2.62,3.66,4.8,5.82
288,2088,,,2.62,3.68,4.86,5.89
289,2089,,,2.61,3.69,4.91,5.96
290,2090,,,2.61,3.7,4.95,6.03
291,2091,,,2.6,3.7,5.0,6.11
292,2092,,,2.59,3.71,5.05,6.18
293,2093,,,2.58,3.72,5.11,6.25
294,2094,,,2.57,3.73,5.16,6.32
295,2095,,,2.56,3.75,5.22,6.39
296,2096,,,2.55,3.76,5.28,6.46
297,2097,,,2.55,3.77,5.33,6.53
298,2098,,,2.54,3.78,5.39,6.6
299,2099,,,2.53,3.79,5.45,6.67
300,2100,,,2.52,3.8,5.51,6.74
