Israel,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
106,1906,-0.041612903225806464,-0.29,,,,
107,1907,-0.7416129032258065,-0.33,,,,
108,1908,-0.6116129032258064,-0.37,,,,
109,1909,0.46838709677419355,-0.38,,,,
110,1910,-0.5316129032258066,-0.37,,,,
111,1911,-0.7916129032258064,-0.35,,,,
112,1912,-0.24161290322580647,-0.32,,,,
113,1913,-0.8316129032258064,-0.3,,,,
114,1914,-0.5216129032258066,-0.27,,,,
115,1915,0.16838709677419353,-0.24,,,,
116,1916,0.3683870967741935,-0.2,,,,
117,1917,0.008387096774193525,-0.15,,,,
118,1918,-0.2516129032258065,-0.09,,,,
119,1919,0.11838709677419351,-0.04,,,,
120,1920,-0.47161290322580646,0.02,,,,
121,1921,-0.6016129032258064,0.06,,,,
122,1922,0.34838709677419355,0.1,,,,
123,1923,0.38838709677419353,0.14,,,,
124,1924,0.24838709677419352,0.17,,,,
125,1925,0.15838709677419352,0.21,,,,
126,1926,0.11838709677419351,0.24,,,,
127,1927,0.47838709677419355,0.27,,,,
128,1928,0.6483870967741936,0.3,,,,
129,1929,0.15838709677419352,0.33,,,,
130,1930,0.5983870967741935,0.35,,,,
131,1931,0.2983870967741935,0.37,,,,
132,1932,0.15838709677419352,0.39,,,,
133,1933,-0.2716129032258065,0.41,,,,
134,1934,0.34838709677419355,0.42,,,,
135,1935,0.7683870967741935,0.43,,,,
136,1936,0.7183870967741935,0.43,,,,
137,1937,0.8483870967741935,0.42,,,,
138,1938,-0.041612903225806464,0.42,,,,
139,1939,0.6583870967741936,0.41,,,,
140,1940,0.45838709677419354,0.39,,,,
141,1941,0.7383870967741935,0.36,,,,
142,1942,0.32838709677419353,0.33,,,,
143,1943,-0.0216129032258065,0.3,,,,
144,1944,0.13838709677419353,0.28,,,,
145,1945,-0.34161290322580645,0.26,,,,
146,1946,0.4083870967741935,0.26,,,,
147,1947,1.0483870967741935,0.27,,,,
148,1948,-0.4116129032258065,0.28,,,,
149,1949,-0.6516129032258065,0.3,,,,
150,1950,0.22838709677419353,0.32,,,,
151,1951,0.7583870967741935,0.35,,,,
152,1952,0.7983870967741935,0.38,,,,
153,1953,-0.1516129032258065,0.41,,,,
154,1954,0.4883870967741935,0.44,,,,
155,1955,1.0383870967741935,0.47,,,,
156,1956,0.3083870967741935,0.5,,,,
157,1957,0.3583870967741935,0.52,,,,
158,1958,0.7883870967741935,0.53,,,,
159,1959,-0.2816129032258065,0.53,,,,
160,1960,1.2083870967741934,0.53,,,,
161,1961,0.07838709677419353,0.52,,,,
162,1962,1.2083870967741934,0.51,,,,
163,1963,1.0583870967741935,0.5,,,,
164,1964,-0.22161290322580646,0.48,,,,
165,1965,0.4083870967741935,0.45,,,,
166,1966,0.9983870967741935,0.42,,,,
167,1967,-0.5416129032258066,0.37,,,,
168,1968,0.2983870967741935,0.33,,,,
169,1969,0.6283870967741936,0.28,,,,
170,1970,0.3683870967741935,0.23,,,,
171,1971,-0.041612903225806464,0.2,,,,
172,1972,-0.16161290322580651,0.19,,,,
173,1973,0.12838709677419352,0.18,,,,
174,1974,0.038387096774193497,0.18,,,,
175,1975,-0.031612903225806455,0.17,,,,
176,1976,-0.07161290322580649,0.16,,,,
177,1977,0.2783870967741935,0.15,,,,
178,1978,0.46838709677419355,0.15,,,,
179,1979,0.9183870967741936,0.16,,,,
180,1980,0.3083870967741935,0.18,,,,
181,1981,0.3183870967741935,0.2,,,,
182,1982,-0.3916129032258065,0.21,,,,
183,1983,-0.5216129032258066,0.23,,,,
184,1984,-0.0216129032258065,0.23,,,,
185,1985,0.5183870967741935,0.23,,,,
186,1986,0.3083870967741935,0.24,,,,
187,1987,0.26838709677419353,0.25,,,,
188,1988,0.3783870967741935,0.28,,,,
189,1989,0.21838709677419352,0.32,,,,
190,1990,0.46838709677419355,0.37,,,,
191,1991,0.38838709677419353,0.42,,,,
192,1992,-0.6616129032258065,0.47,,,,
193,1993,0.3183870967741935,0.52,,,,
194,1994,0.8483870967741935,0.57,,,,
195,1995,0.34838709677419355,0.62,,,,
196,1996,0.8783870967741936,0.67,,,,
197,1997,0.11838709677419351,0.71,,,,
198,1998,1.3183870967741935,0.75,,,,
199,1999,1.1983870967741934,0.79,,,,
200,2000,0.5483870967741935,0.82,,,,
201,2001,1.2383870967741935,0.85,,,,
202,2002,0.9983870967741935,0.88,,,,
203,2003,0.8383870967741935,0.9,,,,
204,2004,0.7583870967741935,0.92,,,,
205,2005,0.7483870967741935,0.94,1.06,1.05,1.09,1.05
206,2006,0.6783870967741935,0.96,1.1,1.08,1.13,1.09
207,2007,0.9883870967741935,0.99,1.13,1.12,1.16,1.13
208,2008,1.2283870967741934,1.03,1.17,1.16,1.19,1.16
209,2009,1.1283870967741936,1.08,1.21,1.2,1.22,1.2
210,2010,2.6583870967741934,1.13,1.24,1.23,1.26,1.24
211,2011,0.6083870967741936,1.2,1.28,1.27,1.29,1.27
212,2012,1.3883870967741936,1.27,1.31,1.31,1.32,1.31
213,2013,1.2283870967741934,1.34,1.35,1.35,1.35,1.35
214,2014,1.4583870967741936,1.41,1.38,1.38,1.38,1.38
215,2015,1.4183870967741936,1.48,1.41,1.42,1.41,1.42
216,2016,1.8083870967741935,1.55,1.45,1.46,1.43,1.45
217,2017,1.4183870967741936,1.62,1.48,1.5,1.46,1.49
218,2018,2.1483870967741936,1.69,1.52,1.54,1.49,1.54
219,2019,1.4583870967741936,1.76,1.57,1.59,1.53,1.58
220,2020,1.8383870967741935,1.83,1.61,1.63,1.56,1.63
221,2021,,,1.65,1.66,1.6,1.67
222,2022,,,1.69,1.7,1.63,1.72
223,2023,,,1.73,1.73,1.67,1.76
224,2024,,,1.77,1.76,1.7,1.8
225,2025,,,1.8,1.79,1.74,1.84
226,2026,,,1.84,1.82,1.77,1.88
227,2027,,,1.87,1.85,1.81,1.92
228,2028,,,1.89,1.87,1.85,1.97
229,2029,,,1.92,1.89,1.89,2.0
230,2030,,,1.94,1.91,1.93,2.04
231,2031,,,1.96,1.93,1.96,2.07
232,2032,,,1.98,1.96,2.0,2.11
233,2033,,,1.99,1.99,2.04,2.15
234,2034,,,2.01,2.02,2.07,2.19
235,2035,,,2.03,2.05,2.1,2.23
236,2036,,,2.05,2.08,2.14,2.27
237,2037,,,2.07,2.11,2.17,2.31
238,2038,,,2.08,2.14,2.2,2.35
239,2039,,,2.1,2.17,2.23,2.4
240,2040,,,2.12,2.2,2.27,2.45
241,2041,,,2.14,2.24,2.3,2.5
242,2042,,,2.17,2.27,2.34,2.55
243,2043,,,2.19,2.3,2.38,2.6
244,2044,,,2.21,2.33,2.42,2.66
245,2045,,,2.23,2.37,2.46,2.71
246,2046,,,2.25,2.4,2.51,2.76
247,2047,,,2.27,2.43,2.56,2.82
248,2048,,,2.29,2.47,2.61,2.87
249,2049,,,2.3,2.5,2.65,2.93
250,2050,,,2.32,2.53,2.7,2.98
251,2051,,,2.33,2.56,2.75,3.03
252,2052,,,2.33,2.58,2.79,3.09
253,2053,,,2.33,2.61,2.83,3.14
254,2054,,,2.34,2.63,2.86,3.2
255,2055,,,2.34,2.65,2.9,3.25
256,2056,,,2.34,2.67,2.93,3.31
257,2057,,,2.35,2.69,2.97,3.36
258,2058,,,2.36,2.71,3.01,3.42
259,2059,,,2.36,2.73,3.05,3.47
260,2060,,,2.36,2.75,3.09,3.53
261,2061,,,2.36,2.76,3.13,3.59
262,2062,,,2.36,2.79,3.17,3.65
263,2063,,,2.36,2.81,3.21,3.71
264,2064,,,2.37,2.83,3.25,3.77
265,2065,,,2.37,2.86,3.3,3.83
266,2066,,,2.37,2.88,3.34,3.89
267,2067,,,2.37,2.91,3.39,3.95
268,2068,,,2.37,2.93,3.43,4.02
269,2069,,,2.36,2.95,3.47,4.08
270,2070,,,2.36,2.97,3.52,4.13
271,2071,,,2.36,2.99,3.56,4.19
272,2072,,,2.36,3.0,3.6,4.25
273,2073,,,2.36,3.02,3.64,4.3
274,2074,,,2.36,3.03,3.68,4.36
275,2075,,,2.36,3.05,3.73,4.42
276,2076,,,2.36,3.06,3.77,4.48
277,2077,,,2.35,3.08,3.82,4.54
278,2078,,,2.35,3.1,3.86,4.61
279,2079,,,2.35,3.12,3.91,4.67
280,2080,,,2.35,3.13,3.96,4.74
281,2081,,,2.35,3.15,4.0,4.82
282,2082,,,2.35,3.17,4.05,4.89
283,2083,,,2.35,3.18,4.11,4.97
284,2084,,,2.34,3.2,4.16,5.04
285,2085,,,2.34,3.22,4.21,5.12
286,2086,,,2.33,3.23,4.26,5.19
287,2087,,,2.33,3.25,4.32,5.26
288,2088,,,2.32,3.27,4.37,5.33
289,2089,,,2.31,3.28,4.42,5.4
290,2090,,,2.3,3.3,4.47,5.48
291,2091,,,2.29,3.31,4.51,5.55
292,2092,,,2.29,3.32,4.56,5.63
293,2093,,,2.28,3.33,4.62,5.7
294,2094,,,2.28,3.34,4.67,5.78
295,2095,,,2.27,3.35,4.72,5.86
296,2096,,,2.27,3.36,4.77,5.94
297,2097,,,2.27,3.37,4.82,6.02
298,2098,,,2.26,3.38,4.87,6.1
299,2099,,,2.26,3.39,4.93,6.17
300,2100,,,2.26,3.4,4.98,6.25
