Zimbabwe,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
136,1936,0.009545454545454635,0.3,,,,
137,1937,0.1695454545454546,0.32,,,,
138,1938,0.5195454545454546,0.34,,,,
139,1939,-0.3204545454545453,0.37,,,,
140,1940,0.39954545454545465,0.4,,,,
141,1941,0.8595454545454546,0.43,,,,
142,1942,0.8695454545454546,0.47,,,,
143,1943,0.39954545454545465,0.51,,,,
144,1944,0.6395454545454546,0.54,,,,
145,1945,-0.0004545454545453742,0.56,,,,
146,1946,0.5395454545454547,0.57,,,,
147,1947,0.8795454545454546,0.56,,,,
148,1948,0.4195454545454546,0.54,,,,
149,1949,0.8795454545454546,0.52,,,,
150,1950,0.5895454545454546,0.51,,,,
151,1951,0.4295454545454546,0.5,,,,
152,1952,0.6495454545454546,0.5,,,,
153,1953,0.029545454545454652,0.49,,,,
154,1954,0.45954545454545465,0.49,,,,
155,1955,0.20954545454545465,0.49,,,,
156,1956,0.2295454545454546,0.49,,,,
157,1957,1.1395454545454546,0.49,,,,
158,1958,0.5695454545454546,0.49,,,,
159,1959,0.7495454545454546,0.49,,,,
160,1960,0.44954545454545464,0.5,,,,
161,1961,0.6695454545454547,0.5,,,,
162,1962,0.6495454545454546,0.51,,,,
163,1963,0.039545454545454606,0.52,,,,
164,1964,0.3495454545454546,0.52,,,,
165,1965,0.24954545454545463,0.52,,,,
166,1966,0.6995454545454547,0.52,,,,
167,1967,0.4195454545454546,0.52,,,,
168,1968,0.6495454545454546,0.52,,,,
169,1969,0.6395454545454546,0.52,,,,
170,1970,1.0995454545454546,0.52,,,,
171,1971,0.4695454545454546,0.51,,,,
172,1972,0.37954545454545463,0.51,,,,
173,1973,0.8595454545454546,0.51,,,,
174,1974,0.039545454545454606,0.5,,,,
175,1975,0.28954545454545466,0.49,,,,
176,1976,0.13954545454545464,0.49,,,,
177,1977,0.8295454545454546,0.5,,,,
178,1978,0.3595454545454546,0.53,,,,
179,1979,0.7295454545454546,0.56,,,,
180,1980,0.5895454545454546,0.6,,,,
181,1981,0.1695454545454546,0.64,,,,
182,1982,0.8195454545454546,0.68,,,,
183,1983,1.6795454545454547,0.73,,,,
184,1984,1.0295454545454548,0.77,,,,
185,1985,0.5395454545454547,0.82,,,,
186,1986,0.5695454545454546,0.87,,,,
187,1987,1.6495454545454544,0.92,,,,
188,1988,0.8495454545454546,0.96,,,,
189,1989,0.8595454545454546,1.0,,,,
190,1990,1.3795454545454546,1.02,,,,
191,1991,1.0895454545454546,1.04,,,,
192,1992,2.0295454545454548,1.06,,,,
193,1993,1.1695454545454547,1.07,,,,
194,1994,0.8595454545454546,1.07,,,,
195,1995,1.7195454545454547,1.06,,,,
196,1996,0.8395454545454546,1.06,,,,
197,1997,0.9195454545454547,1.05,,,,
198,1998,1.4595454545454545,1.05,,,,
199,1999,0.8195454545454546,1.05,,,,
200,2000,0.4995454545454546,1.05,,,,
201,2001,0.9795454545454546,1.06,,,,
202,2002,1.4095454545454547,1.07,,,,
203,2003,1.2295454545454545,1.08,,,,
204,2004,0.7795454545454547,1.1,,,,
205,2005,1.9595454545454545,1.13,1.12,1.14,1.15,1.11
206,2006,1.1095454545454546,1.16,1.15,1.17,1.18,1.14
207,2007,1.1295454545454546,1.19,1.19,1.21,1.22,1.18
208,2008,1.1195454545454546,1.22,1.23,1.24,1.25,1.22
209,2009,1.0695454545454546,1.25,1.26,1.28,1.29,1.26
210,2010,1.5895454545454548,1.29,1.3,1.32,1.32,1.3
211,2011,1.1895454545454545,1.33,1.34,1.35,1.36,1.34
212,2012,1.4795454545454545,1.38,1.38,1.39,1.39,1.38
213,2013,1.2395454545454547,1.43,1.41,1.42,1.43,1.42
214,2014,1.2295454545454545,1.47,1.46,1.46,1.46,1.47
215,2015,1.9195454545454544,1.51,1.5,1.5,1.5,1.52
216,2016,2.0795454545454546,1.56,1.55,1.54,1.54,1.56
217,2017,0.9995454545454546,1.6,1.6,1.58,1.58,1.6
218,2018,1.5695454545454548,1.64,1.65,1.62,1.61,1.65
219,2019,2.1495454545454544,1.69,1.7,1.66,1.64,1.69
220,2020,1.4495454545454547,1.73,1.75,1.7,1.68,1.73
221,2021,,,1.8,1.73,1.71,1.78
222,2022,,,1.84,1.77,1.74,1.82
223,2023,,,1.89,1.81,1.78,1.86
224,2024,,,1.92,1.85,1.81,1.9
225,2025,,,1.96,1.89,1.84,1.93
226,2026,,,1.98,1.92,1.88,1.97
227,2027,,,2.01,1.96,1.92,2.02
228,2028,,,2.03,2.0,1.95,2.06
229,2029,,,2.05,2.04,1.99,2.11
230,2030,,,2.07,2.07,2.04,2.16
231,2031,,,2.1,2.11,2.08,2.2
232,2032,,,2.12,2.15,2.13,2.25
233,2033,,,2.15,2.18,2.18,2.29
234,2034,,,2.17,2.22,2.23,2.34
235,2035,,,2.2,2.25,2.29,2.4
236,2036,,,2.23,2.29,2.34,2.45
237,2037,,,2.26,2.33,2.39,2.51
238,2038,,,2.29,2.37,2.44,2.56
239,2039,,,2.32,2.4,2.49,2.62
240,2040,,,2.34,2.44,2.53,2.67
241,2041,,,2.35,2.47,2.58,2.72
242,2042,,,2.36,2.51,2.62,2.78
243,2043,,,2.37,2.55,2.66,2.83
244,2044,,,2.38,2.59,2.7,2.89
245,2045,,,2.39,2.63,2.73,2.94
246,2046,,,2.41,2.68,2.78,3.0
247,2047,,,2.42,2.72,2.82,3.06
248,2048,,,2.43,2.77,2.86,3.12
249,2049,,,2.43,2.81,2.91,3.18
250,2050,,,2.43,2.85,2.96,3.24
251,2051,,,2.44,2.89,3.01,3.3
252,2052,,,2.44,2.93,3.06,3.37
253,2053,,,2.45,2.96,3.11,3.43
254,2054,,,2.45,3.0,3.17,3.5
255,2055,,,2.45,3.02,3.23,3.56
256,2056,,,2.45,3.05,3.29,3.63
257,2057,,,2.45,3.07,3.35,3.69
258,2058,,,2.44,3.09,3.4,3.75
259,2059,,,2.45,3.11,3.45,3.81
260,2060,,,2.45,3.13,3.5,3.87
261,2061,,,2.46,3.15,3.55,3.93
262,2062,,,2.47,3.17,3.61,4.0
263,2063,,,2.48,3.19,3.66,4.08
264,2064,,,2.48,3.21,3.72,4.15
265,2065,,,2.49,3.23,3.77,4.23
266,2066,,,2.49,3.25,3.82,4.31
267,2067,,,2.5,3.28,3.88,4.39
268,2068,,,2.5,3.32,3.93,4.47
269,2069,,,2.5,3.35,3.99,4.56
270,2070,,,2.51,3.38,4.05,4.65
271,2071,,,2.51,3.42,4.12,4.74
272,2072,,,2.52,3.45,4.18,4.82
273,2073,,,2.53,3.47,4.23,4.89
274,2074,,,2.53,3.5,4.29,4.97
275,2075,,,2.54,3.53,4.34,5.04
276,2076,,,2.55,3.55,4.4,5.12
277,2077,,,2.55,3.57,4.45,5.2
278,2078,,,2.56,3.59,4.5,5.28
279,2079,,,2.56,3.61,4.55,5.36
280,2080,,,2.56,3.63,4.6,5.44
281,2081,,,2.56,3.65,4.65,5.52
282,2082,,,2.56,3.68,4.7,5.61
283,2083,,,2.54,3.7,4.76,5.7
284,2084,,,2.53,3.73,4.81,5.79
285,2085,,,2.51,3.75,4.87,5.88
286,2086,,,2.5,3.78,4.92,5.97
287,2087,,,2.49,3.8,4.98,6.06
288,2088,,,2.49,3.82,5.04,6.15
289,2089,,,2.48,3.84,5.09,6.23
290,2090,,,2.47,3.86,5.15,6.31
291,2091,,,2.46,3.87,5.21,6.39
292,2092,,,2.45,3.89,5.27,6.48
293,2093,,,2.44,3.91,5.33,6.57
294,2094,,,2.43,3.92,5.38,6.65
295,2095,,,2.42,3.94,5.44,6.74
296,2096,,,2.42,3.96,5.5,6.83
297,2097,,,2.41,3.98,5.56,6.92
298,2098,,,2.4,4.0,5.62,7.01
299,2099,,,2.4,4.02,5.68,7.09
300,2100,,,2.39,4.04,5.74,7.18
