Libya,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
95,1895,0.28516129032258064,0.08,,,,
96,1896,-0.014838709677419348,0.09,,,,
97,1897,-0.0048387096774193394,0.1,,,,
98,1898,0.22516129032258064,0.1,,,,
99,1899,0.29516129032258065,0.09,,,,
100,1900,0.22516129032258064,0.07,,,,
101,1901,0.29516129032258065,0.05,,,,
102,1902,0.18516129032258066,0.02,,,,
103,1903,-0.3148387096774194,-0.0,,,,
104,1904,-0.10483870967741932,-0.03,,,,
105,1905,-0.13483870967741934,-0.06,,,,
106,1906,-0.034838709677419366,-0.08,,,,
107,1907,-0.5448387096774194,-0.1,,,,
108,1908,-0.24483870967741933,-0.1,,,,
109,1909,0.09516129032258064,-0.09,,,,
110,1910,-0.3448387096774193,-0.07,,,,
111,1911,-0.13483870967741934,-0.05,,,,
112,1912,-0.1948387096774194,-0.03,,,,
113,1913,0.03516129032258064,-0.02,,,,
114,1914,0.21516129032258063,0.0,,,,
115,1915,0.35516129032258065,0.03,,,,
116,1916,0.43516129032258066,0.05,,,,
117,1917,-0.2048387096774194,0.07,,,,
118,1918,0.015161290322580623,0.1,,,,
119,1919,0.07516129032258062,0.13,,,,
120,1920,-0.034838709677419366,0.16,,,,
121,1921,0.10516129032258065,0.19,,,,
122,1922,0.2551612903225806,0.22,,,,
123,1923,-0.0748387096774194,0.26,,,,
124,1924,0.40516129032258064,0.3,,,,
125,1925,0.30516129032258066,0.35,,,,
126,1926,0.5451612903225806,0.39,,,,
127,1927,0.7051612903225807,0.42,,,,
128,1928,0.6951612903225807,0.45,,,,
129,1929,-0.15483870967741936,0.47,,,,
130,1930,0.44516129032258067,0.48,,,,
131,1931,0.9051612903225806,0.48,,,,
132,1932,0.7051612903225807,0.49,,,,
133,1933,0.3951612903225806,0.49,,,,
134,1934,0.42516129032258065,0.48,,,,
135,1935,0.12516129032258067,0.47,,,,
136,1936,0.35516129032258065,0.46,,,,
137,1937,0.6351612903225806,0.44,,,,
138,1938,-0.26483870967741935,0.42,,,,
139,1939,0.7951612903225806,0.4,,,,
140,1940,0.42516129032258065,0.38,,,,
141,1941,0.6051612903225807,0.37,,,,
142,1942,0.3251612903225807,0.35,,,,
143,1943,0.28516129032258064,0.33,,,,
144,1944,0.07516129032258062,0.31,,,,
145,1945,0.08516129032258063,0.29,,,,
146,1946,0.8451612903225807,0.28,,,,
147,1947,1.0651612903225807,0.27,,,,
148,1948,0.05516129032258066,0.26,,,,
149,1949,-0.1848387096774194,0.25,,,,
150,1950,-0.024838709677419357,0.25,,,,
151,1951,0.7151612903225806,0.26,,,,
152,1952,0.6851612903225807,0.27,,,,
153,1953,0.2651612903225806,0.28,,,,
154,1954,0.07516129032258062,0.3,,,,
155,1955,1.4151612903225805,0.32,,,,
156,1956,0.09516129032258064,0.34,,,,
157,1957,0.36516129032258066,0.35,,,,
158,1958,0.8351612903225807,0.36,,,,
159,1959,0.24516129032258063,0.36,,,,
160,1960,1.1351612903225807,0.36,,,,
161,1961,-0.2048387096774194,0.36,,,,
162,1962,0.7051612903225807,0.36,,,,
163,1963,1.1051612903225807,0.37,,,,
164,1964,0.22516129032258064,0.36,,,,
165,1965,0.10516129032258065,0.36,,,,
166,1966,0.5251612903225806,0.35,,,,
167,1967,0.02516129032258063,0.34,,,,
168,1968,0.4551612903225806,0.34,,,,
169,1969,1.1351612903225807,0.33,,,,
170,1970,0.2651612903225806,0.33,,,,
171,1971,0.21516129032258063,0.34,,,,
172,1972,0.5451612903225806,0.35,,,,
173,1973,0.33516129032258063,0.37,,,,
174,1974,0.28516129032258064,0.39,,,,
175,1975,0.17516129032258065,0.41,,,,
176,1976,0.21516129032258063,0.43,,,,
177,1977,0.5951612903225807,0.45,,,,
178,1978,0.5851612903225807,0.47,,,,
179,1979,0.7551612903225806,0.49,,,,
180,1980,0.49516129032258066,0.51,,,,
181,1981,0.7451612903225806,0.54,,,,
182,1982,0.5351612903225806,0.57,,,,
183,1983,0.23516129032258065,0.6,,,,
184,1984,0.46516129032258063,0.63,,,,
185,1985,0.7151612903225806,0.64,,,,
186,1986,0.5151612903225806,0.66,,,,
187,1987,0.7151612903225806,0.68,,,,
188,1988,1.0851612903225807,0.71,,,,
189,1989,0.6751612903225807,0.74,,,,
190,1990,0.9851612903225806,0.78,,,,
191,1991,0.6351612903225806,0.82,,,,
192,1992,0.33516129032258063,0.86,,,,
193,1993,0.9351612903225807,0.89,,,,
194,1994,0.8751612903225807,0.93,,,,
195,1995,0.9951612903225806,0.97,,,,
196,1996,1.1251612903225807,1.0,,,,
197,1997,0.9051612903225806,1.04,,,,
198,1998,1.1751612903225805,1.07,,,,
199,1999,1.5751612903225807,1.1,,,,
200,2000,0.7651612903225806,1.13,,,,
201,2001,1.3951612903225807,1.16,,,,
202,2002,1.2751612903225806,1.18,,,,
203,2003,1.2251612903225806,1.2,,,,
204,2004,1.1051612903225807,1.21,,,,
205,2005,1.1751612903225805,1.22,1.13,1.11,1.14,1.1
206,2006,1.1851612903225806,1.24,1.17,1.15,1.17,1.14
207,2007,1.2151612903225806,1.26,1.2,1.19,1.21,1.18
208,2008,1.3451612903225807,1.28,1.24,1.22,1.25,1.22
209,2009,1.3151612903225807,1.31,1.27,1.26,1.28,1.26
210,2010,2.5051612903225804,1.33,1.31,1.3,1.32,1.3
211,2011,0.9651612903225806,1.36,1.35,1.34,1.35,1.34
212,2012,1.3551612903225807,1.38,1.38,1.38,1.39,1.38
213,2013,1.6051612903225805,1.41,1.42,1.42,1.42,1.42
214,2014,1.7351612903225806,1.44,1.46,1.46,1.46,1.46
215,2015,1.2251612903225806,1.46,1.49,1.49,1.49,1.5
216,2016,2.1651612903225805,1.49,1.52,1.53,1.52,1.54
217,2017,1.0251612903225806,1.52,1.56,1.58,1.56,1.58
218,2018,2.3051612903225807,1.55,1.6,1.62,1.59,1.62
219,2019,1.4551612903225806,1.57,1.64,1.67,1.62,1.67
220,2020,1.6251612903225805,1.6,1.68,1.71,1.65,1.72
221,2021,,,1.72,1.76,1.69,1.77
222,2022,,,1.76,1.8,1.73,1.83
223,2023,,,1.8,1.84,1.77,1.88
224,2024,,,1.85,1.88,1.81,1.93
225,2025,,,1.89,1.92,1.85,1.98
226,2026,,,1.93,1.96,1.89,2.03
227,2027,,,1.96,1.99,1.93,2.08
228,2028,,,2.0,2.02,1.98,2.12
229,2029,,,2.03,2.05,2.03,2.17
230,2030,,,2.06,2.07,2.07,2.21
231,2031,,,2.09,2.1,2.12,2.25
232,2032,,,2.12,2.13,2.17,2.29
233,2033,,,2.14,2.16,2.22,2.34
234,2034,,,2.17,2.19,2.26,2.38
235,2035,,,2.19,2.23,2.31,2.43
236,2036,,,2.21,2.26,2.35,2.48
237,2037,,,2.22,2.29,2.4,2.53
238,2038,,,2.23,2.32,2.44,2.58
239,2039,,,2.24,2.35,2.48,2.63
240,2040,,,2.25,2.38,2.52,2.69
241,2041,,,2.27,2.42,2.56,2.75
242,2042,,,2.29,2.45,2.6,2.81
243,2043,,,2.3,2.49,2.65,2.88
244,2044,,,2.32,2.52,2.7,2.94
245,2045,,,2.34,2.55,2.75,3.0
246,2046,,,2.36,2.58,2.79,3.07
247,2047,,,2.38,2.61,2.84,3.13
248,2048,,,2.4,2.65,2.89,3.19
249,2049,,,2.42,2.68,2.95,3.24
250,2050,,,2.43,2.71,3.0,3.3
251,2051,,,2.44,2.74,3.05,3.36
252,2052,,,2.45,2.78,3.1,3.42
253,2053,,,2.45,2.81,3.15,3.48
254,2054,,,2.44,2.84,3.2,3.54
255,2055,,,2.44,2.88,3.25,3.61
256,2056,,,2.44,2.91,3.3,3.68
257,2057,,,2.44,2.94,3.35,3.75
258,2058,,,2.44,2.97,3.4,3.82
259,2059,,,2.44,3.0,3.44,3.89
260,2060,,,2.43,3.03,3.49,3.96
261,2061,,,2.43,3.05,3.53,4.03
262,2062,,,2.44,3.08,3.58,4.1
263,2063,,,2.44,3.1,3.63,4.17
264,2064,,,2.45,3.12,3.68,4.24
265,2065,,,2.45,3.14,3.72,4.31
266,2066,,,2.45,3.16,3.77,4.38
267,2067,,,2.45,3.18,3.81,4.45
268,2068,,,2.45,3.21,3.86,4.52
269,2069,,,2.45,3.23,3.91,4.6
270,2070,,,2.45,3.25,3.96,4.67
271,2071,,,2.45,3.27,4.01,4.73
272,2072,,,2.45,3.29,4.06,4.8
273,2073,,,2.45,3.31,4.12,4.87
274,2074,,,2.44,3.33,4.17,4.94
275,2075,,,2.43,3.35,4.22,5.01
276,2076,,,2.43,3.37,4.28,5.08
277,2077,,,2.43,3.39,4.34,5.15
278,2078,,,2.43,3.41,4.4,5.23
279,2079,,,2.43,3.43,4.46,5.31
280,2080,,,2.43,3.45,4.51,5.4
281,2081,,,2.42,3.47,4.58,5.49
282,2082,,,2.42,3.49,4.64,5.58
283,2083,,,2.42,3.51,4.7,5.66
284,2084,,,2.41,3.53,4.76,5.75
285,2085,,,2.41,3.54,4.83,5.84
286,2086,,,2.4,3.56,4.89,5.92
287,2087,,,2.39,3.58,4.95,6.0
288,2088,,,2.38,3.59,5.01,6.09
289,2089,,,2.37,3.61,5.07,6.17
290,2090,,,2.36,3.63,5.13,6.25
291,2091,,,2.35,3.65,5.19,6.34
292,2092,,,2.35,3.66,5.25,6.42
293,2093,,,2.34,3.67,5.31,6.51
294,2094,,,2.34,3.68,5.37,6.6
295,2095,,,2.34,3.69,5.43,6.68
296,2096,,,2.33,3.7,5.5,6.77
297,2097,,,2.33,3.71,5.56,6.86
298,2098,,,2.33,3.72,5.62,6.95
299,2099,,,2.33,3.73,5.69,7.03
300,2100,,,2.33,3.74,5.75,7.12
